-1.2715,1.2715,2.4321
-1.6272,1.6272,1.1274
17.265,1.8531,-0.54492
-1.7161,1.7161,0.92841
83.242,2.0168,-0.83417
-2.2142,2.2142,0.26245
-3.0006,3.0006,-0.973
6.8879,2.9932,-0.40083
-2.234,2.234,-1.2155
-1.4492,1.4492,0.76751
-1.7635,1.7635,1.6391
-1.6523,1.6523,1.3392
7.0157,1.0712,2.233
-0.41919,0.99604,0.7528
12.023,1.2688,0.50716
-1.6641,1.6641,0.74778
-1.5933,1.5933,1.1568
-1.5569,1.5569,1.9436
5.2304,1.3807,1.7537
-1.6676,1.6676,0.010497
-1.6621,1.6621,0.34735
-1.895,1.895,3.8144
-1.723,1.723,0.97319
-2.0116,2.0116,1.3323
4.6994,1.8176,0.19856
16.296,2.3558,0.12104
38.003,2.0183,0.71556
11.191,1.9427,0.25861
13.491,2.1434,0.32303
1.7047,2.1668,-2.0491
-11.548,2.2701,-0.1517
-0.029304,2.7692,1.8359
0.11572,2.5511,2.0501
-7.1626,1.7559,-0.73338
-1.8479,1.8479,1.1407
-4.6014,1.7844,-1.1736
-21.95,1.3354,-1.6869
19.586,1.2282,0.5435
0.18229,1.4019,-0.36068
-12.705,1.0805,0.097501
-10.433,0.84478,1.3013
6.6169,0.67485,2.2563
-0.68576,1.04,1.9391
-6.9215,0.72233,2.0414
4.0349,1.0328,1.9674
-3.4833,0.88151,1.7412
-3.0487,0.82188,0.97907
-14.819,0.61957,0.79441
9.3042,1.1767,0.98908
-4.5379,0.56485,0.91149
3.51,0.63993,1.5439
-4.3545,0.53564,0.74738
-77.388,0.48462,0.92221
6.1473,0.37093,0.45808
9.6916,0.46515,1.0016
6.954,0.60046,0.51674
12.4,0.58676,0.69708
8.3263,0.65204,1.1163
-3.2639,0.73598,0.90291
-13.25,0.77846,1.6369
-6.8712,0.77245,0.56093
0.90595,0.98724,1.3125
-14.51,1.2005,0.5753
10.871,0.85328,1.3157
16.838,1.0144,1.0036
1.7923,1.0462,0.7832
-2.8529,0.73163,0.74368
6.7145,0.66343,0.21119
-4.3376,1.1092,1.0889
-20.123,1.025,0.38585
68.269,0.89704,0.02513
-21.659,0.77393,-0.856
-32.949,0.98466,-0.46966
1.027,0.67047,0.77291
7.1796,0.71794,0.47883
-11.848,0.52648,0.43551
-3.5786,0.45663,1.1743
16.163,0.6321,1.0964
-2.6325,0.46441,0.96733
-12.76,0.68978,0.99692
4.1278,0.60143,0.18597
-7.0971,0.6006,0.59279
-9.0432,0.50879,0.48633
-19.354,0.56109,1.326
0.51006,0.5184,0.97539
25.808,0.49129,1.3573
-9.3201,0.4997,0.58746
-2.2989,0.56574,1.1289
7.1862,0.60262,0.34116
-1.1495,0.44627,0.34893
-1.4639,0.42708,0.85228
3.8707,0.47665,0.70734
10.988,0.50978,0.65392
-4.7304,0.37672,1.731
15.512,0.45332,0.92075
5.2503,0.42151,1.0508
-19.522,0.4906,0.75939
-9.5338,0.46385,1.4976
2.8924,0.29058,1.2654
-8.0603,0.34198,0.77325
-20.005,0.14384,0.98448
-9.7198,0.2287,0.96516
8.6642,0.35978,1.2997
-28.429,0.26142,1.6282
25.835,0.37389,0.92966
19.501,0.4113,0.83885
28.523,0.35726,1.2651
8.3202,0.49257,1.7157
12.902,0.7331,0.28619
5.7394,0.54908,1.8712
5.6005,0.64106,0.12757
-17.967,0.53412,0.53097
-5.0305,0.64924,-0.28676
0.62726,0.68567,0.52951
-6.7601,0.3256,-0.30467
-29.494,0.31268,0.24465
23.088,0.28685,0.93573
3.9843,0.42166,0.54491
14.625,0.44219,0.47963
-1.374,0.52783,0.048218
12.513,0.62371,0.50537
-9.1181,0.30578,0.94128
-8.7884,0.54782,1.6757
12.275,0.51509,1.1277
12.553,0.84658,0.59597
2.5724,0.79783,0.76228
18.264,0.67979,0.87405
-6.5871,0.71627,0.83963
21.689,0.89726,1.088
2.8391,0.68846,0.54403
14.371,0.94275,0.81285
-10.609,0.77728,0.55175
4.9247,0.74997,1.2062
11.233,0.82371,0.31061
-11.218,0.69107,0.087464
-3.2816,0.3584,0.77803
-3.5032,1.1048,0.065251
10.247,0.57255,0.76753
16.602,0.32966,0.6714
13.345,0.42459,0.36438
13.484,0.55894,-0.67378
23.365,0.43864,0.49437
-26.069,0.67998,-0.49636
-93.131,0.19458,-2.1746
15.424,0.24819,-1.3996
37.469,-0.15605,-0.10566
-0.30822,-0.0080091,0.31741
6.4401,0.29591,0.95151
8.6008,0.32887,0.39413
-7.986,0.4596,0.9569
-0.50764,0.45454,0.68499
16.24,0.50743,0.69224
14.109,0.39745,-0.32475
-7.3306,0.65246,0.78446
-12.363,0.60675,0.33846
13.97,0.12631,1.188
6.9523,0.49405,0.91056
-25.788,0.43531,0.2993
13.356,0.56546,0.68676
-7.3548,0.27964,0.03632
4.9618,0.33454,0.2848
2.7514,0.1612,0.6124
