"date","price","dividend","ratio","iratio"
1992-03-31,403.69,2.77,0.36101083032491,81.9494584837545
1992-04-30,414.95,2.72,0.367647058823529,83.4558823529412
1992-05-29,415.35,2.72,0.367647058823529,83.4558823529412
1992-06-30,408.14,2.78,0.359712230215827,81.6546762589928
1992-07-31,424.21,2.68,0.373134328358209,84.7014925373134
1992-08-31,414.03,2.77,0.36101083032491,81.9494584837545
1992-09-30,417.8,2.75,0.363636363636364,82.5454545454546
1992-10-30,418.68,2.74,0.364963503649635,82.8467153284672
1992-11-30,431.35,2.63,0.380228136882129,86.3117870722433
1992-12-31,435.71,2.62,0.381679389312977,86.6412213740458
1993-01-29,438.78,2.55,0.392156862745098,89.0196078431373
1993-02-26,443.38,2.57,0.389105058365759,88.3268482490273
1993-03-31,451.67,2.52,0.396825396825397,90.0793650793651
1993-04-30,440.19,2.6,0.384615384615385,87.3076923076923
1993-05-31,450.19,2.53,0.395256916996047,89.7233201581028
1993-06-30,450.53,2.54,0.393700787401575,89.3700787401575
1993-07-30,448.13,2.54,0.393700787401575,89.3700787401575
1993-08-31,463.56,2.47,0.404858299595142,91.9028340080972
1993-09-30,458.93,2.51,0.398406374501992,90.4382470119522
1993-10-29,467.83,2.47,0.404858299595142,91.9028340080972
1993-11-30,461.79,2.5,0.4,90.8
1993-12-31,466.45,2.49,0.401606425702811,91.1646586345381
1994-01-31,481.61,2.42,0.413223140495868,93.801652892562
1994-02-28,467.14,2.5,0.4,90.8
1994-03-31,445.77,2.64,0.378787878787879,85.9848484848485
1994-04-29,450.91,2.63,0.380228136882129,86.3117870722433
1994-05-31,456.5,2.61,0.383141762452107,86.9731800766284
1994-06-30,444.27,2.69,0.371747211895911,84.3866171003718
1994-07-29,458.26,2.63,0.380228136882129,86.3117870722433
1994-08-31,475.49,2.54,0.393700787401575,89.3700787401575
1994-09-30,462.69,2.63,0.380228136882129,86.3117870722433
1994-10-31,472.35,2.59,0.386100386100386,87.6447876447876
1994-11-30,453.69,2.69,0.371747211895911,84.3866171003718
1994-12-30,459.27,2.68,0.373134328358209,84.7014925373134
1995-01-31,470.42,2.63,0.380228136882129,86.3117870722433
1995-02-28,487.39,2.55,0.392156862745098,89.0196078431373
1995-03-31,500.71,2.47,0.404858299595142,91.9028340080972
1995-04-28,514.71,2.42,0.413223140495868,93.801652892562
1995-05-31,533.4,2.36,0.423728813559322,96.1864406779661
1995-06-30,544.75,2.31,0.432900432900433,98.2683982683983
1995-07-31,562.06,2.25,0.444444444444444,100.888888888889
1995-08-31,561.88,2.27,0.440528634361233,100
1995-09-29,584.41,2.18,0.458715596330275,104.128440366972
1995-10-31,581.5,2.19,0.45662100456621,103.65296803653
1995-11-30,605.37,2.12,0.471698113207547,107.075471698113
1995-12-29,615.93,2.1,0.476190476190476,108.095238095238
1996-01-31,636.02,2.04,0.490196078431373,111.274509803922
1996-02-29,640.43,2.05,0.487804878048781,110.731707317073
1996-03-29,645.5,2.05,0.487804878048781,110.731707317073
1996-04-30,654.17,2.04,0.490196078431373,111.274509803922
1996-05-31,669.12,1.98,0.505050505050505,114.646464646465
1996-06-28,670.63,2,0.5,113.5
1996-07-31,639.95,2.11,0.4739336492891,107.582938388626
1996-08-30,651.99,2.08,0.480769230769231,109.134615384615
1996-09-30,687.31,1.96,0.510204081632653,115.816326530612
1996-10-31,705.27,1.92,0.520833333333333,118.229166666667
1996-11-29,757.02,1.79,0.558659217877095,126.815642458101
1996-12-31,740.74,1.85,0.54054054054054,122.702702702703
1997-01-31,786.16,1.75,0.571428571428571,129.714285714286
1997-02-28,790.82,1.76,0.568181818181818,128.977272727273
1997-03-31,757.12,1.85,0.54054054054054,122.702702702703
1997-04-30,801.34,1.76,0.568181818181818,128.977272727273
1997-05-30,848.28,1.67,0.598802395209581,135.928143712575
1997-06-30,885.14,1.6,0.625,141.875
1997-07-31,954.29,1.49,0.671140939597315,152.348993288591
1997-08-29,899.47,1.59,0.628930817610063,142.767295597484
1997-09-30,947.28,1.51,0.662251655629139,150.331125827815
1997-10-31,914.62,1.57,0.636942675159236,144.585987261146
1997-11-28,955.4,1.5,0.666666666666667,151.333333333333
1997-12-31,970.43,1.49,0.671140939597315,152.348993288591
1998-01-30,980.28,1.47,0.680272108843537,154.421768707483
1998-02-27,1049.34,1.39,0.719424460431655,163.309352517986
1998-03-31,1101.75,1.33,0.75187969924812,170.676691729323
1998-04-30,1111.75,1.33,0.75187969924812,170.676691729323
1998-05-29,1090.82,1.37,0.72992700729927,165.693430656934
1998-06-30,1133.84,1.32,0.757575757575758,171.969696969697
1998-07-31,1120.67,1.34,0.746268656716418,169.402985074627
1998-08-31,957.28,1.58,0.632911392405063,143.670886075949
1998-09-30,1017.01,1.49,0.671140939597315,152.348993288591
1998-10-30,1098.67,1.4,0.714285714285714,162.142857142857
1998-11-30,1163.63,1.32,0.757575757575758,171.969696969697
1998-12-31,1229.23,1.26,0.793650793650794,180.15873015873
1999-01-29,1279.64,1.2,0.833333333333333,189.166666666667
1999-02-26,1238.33,1.25,0.8,181.6
1999-03-31,1286.37,1.2,0.833333333333333,189.166666666667
1999-04-30,1335.18,1.17,0.854700854700855,194.017094017094
1999-05-31,1301.84,1.2,0.833333333333333,189.166666666667
1999-06-30,1372.71,1.14,0.87719298245614,199.122807017544
1999-07-30,1328.72,1.2,0.833333333333333,189.166666666667
1999-08-31,1320.41,1.2,0.833333333333333,189.166666666667
1999-09-30,1282.71,1.24,0.806451612903226,183.064516129032
1999-10-29,1362.93,1.17,0.854700854700855,194.017094017094
1999-11-30,1388.91,1.14,0.87719298245614,199.122807017544
1999-12-31,1469.25,1.09,0.91743119266055,208.256880733945
2000-01-31,1394.46,1.16,0.862068965517241,195.689655172414
2000-02-29,1366.42,1.16,0.862068965517241,195.689655172414
2000-03-31,1498.58,1.06,0.943396226415094,214.150943396226
2000-04-28,1452.43,1.11,0.900900900900901,204.504504504504
2000-05-31,1420.6,1.13,0.884955752212389,200.884955752212
2000-06-30,1454.6,1.1,0.909090909090909,206.363636363636
2000-07-31,1430.83,1.12,0.892857142857143,202.678571428571
2000-08-31,1517.68,1.05,0.952380952380952,216.190476190476
2000-09-29,1436.51,1.12,0.892857142857143,202.678571428571
2000-10-31,1429.4,1.12,0.892857142857143,202.678571428571
2000-11-30,1314.95,1.22,0.819672131147541,186.065573770492
2000-12-29,1320.28,1.19,0.840336134453782,190.756302521008
2001-01-31,1366.01,1.14,0.87719298245614,199.122807017544
2001-02-28,1239.94,1.25,0.8,181.6
2001-03-30,1160.33,1.35,0.740740740740741,168.148148148148
2001-04-30,1249.46,1.25,0.8,181.6
2001-05-31,1255.82,1.25,0.8,181.6
2001-06-29,1224.42,1.28,0.78125,177.34375
2001-07-31,1211.23,1.29,0.775193798449612,175.968992248062
2001-08-31,1133.58,1.38,0.72463768115942,164.492753623188
2001-09-28,1040.94,1.51,0.662251655629139,150.331125827815
2001-10-31,1059.78,1.47,0.680272108843537,154.421768707483
2001-11-30,1139.45,1.37,0.72992700729927,165.693430656934
2001-12-31,1148.08,1.37,0.72992700729927,165.693430656934
2002-01-31,1130.2,1.39,0.719424460431655,163.309352517986
