"date","gdp_growth","un"
1981-01-01,1.29133269577208,0.516353568495199
1981-04-01,-0.959848513614665,0.459296017422316
1981-07-01,-0.182974544083498,0.435571799679432
1981-10-01,-2.03169476899897,1.24518091526655
1982-01-01,-2.14634456914452,1.82145669752367
1982-04-01,-0.325846940619796,2.39773247978078
1982-07-01,-1.42702011968863,2.8406749287079
1982-10-01,-0.472997702506623,3.58361737766502
1983-01-01,0.235357733288504,3.25989315992213
1983-04-01,1.60006130288297,3.00283560877925
1983-07-01,0.840394097456015,2.21244472440637
1983-10-01,1.13472398529028,1.35538717332348
1984-01-01,1.91587266972439,0.6649962889206
1984-04-01,0.707405702429236,0.207938737837717
1984-07-01,0.0189596764462665,0.184214520094834
1984-10-01,-0.211201106420395,0.0271569690219505
1985-01-01,0.564390134521291,-0.0632339153909325
1985-04-01,-0.0203090172504814,-0.0202914664638159
1985-07-01,0.386711448813608,-0.144015684206699
1985-10-01,0.103904464547904,-0.334406568619582
1986-01-01,0.965019701444818,-0.358130786362465
1986-04-01,-1.06944890618531,-0.248521670765348
1986-07-01,-0.41471792362467,-0.472245888508231
1986-10-01,-0.0556108354494553,-0.629303439591115
1987-01-01,0.64180476467614,-0.886360990663998
1987-04-01,0.403707772830779,-1.24341854173688
1987-07-01,0.380275893551934,-1.53380942614976
1987-10-01,0.963758424945753,-1.72420031056265
