"country","year","debt_gdp","debt_cat","gdp_growth"
"Austria",1963,12.0886170587356,"0-30%",4.07063572149344
"Austria",1964,12.0436604189636,"0-30%",6.00190044020401
"Austria",1965,11.4713995943205,"0-30%",2.87585525593648
"Austria",1966,10.9782892041858,"0-30%",5.62826759611623
"Austria",1967,12.1070690802143,"0-30%",3.04045522651897
"Austria",1968,12.9842914874202,"0-30%",4.44408136590149
"Austria",1969,13.0161194029851,"0-30%",6.28861947594839
"Austria",1970,10.58343806534,"0-30%",7.12340863934064
"Austria",1971,9.27693842047567,"0-30%",5.11231709830322
"Austria",1972,8.93824105932645,"0-30%",6.20866337280737
"Austria",1973,9.18619339405649,"0-30%",4.88702372747858
"Austria",1974,8.87589068335031,"0-30%",3.94358595280839
"Austria",1975,12.7993524050479,"0-30%",-0.362351560030705
"Austria",1976,15.181059141509,"0-30%",4.57702199009822
"Austria",1977,16.4255142061757,"0-30%",4.67678507588807
"Austria",1978,18.8560477240556,"0-30%",-0.363263785394929
"Austria",1979,23.5881780132418,"0-30%",5.4553197677438
"Austria",1980,25.2011471361428,"0-30%",2.314
"Austria",1981,26.7622848590671,"0-30%",-0.099
"Austria",1982,28.8423107310499,"0-30%",1.908
"Austria",1983,32.9775287024216,"30-60%",2.804
"Austria",1984,35.4582749130186,"30-60%",0.332
"Austria",1985,37.6409144659046,"30-60%",2.243
"Austria",1986,42.0278441850654,"30-60%",2.341
"Austria",1987,45.7718944982708,"30-60%",1.681
"Austria",1988,45.7598961056484,"30-60%",0.961
"Austria",1989,45.8473934844997,"30-60%",3.742
"Austria",1990,45.9691806215266,"30-60%",4.171
"Austria",1991,46.6508765564782,"30-60%",3.338
"Austria",1992,46.7494990499783,"30-60%",1.888
"Austria",1993,50.591228951998,"30-60%",0.374
"Austria",1994,53.3303395006287,"30-60%",2.213
"Austria",1995,55.8698378700326,"30-60%",2.539
"Austria",1996,56.3491534832084,"30-60%",2.23
"Austria",1997,58.4586875953782,"30-60%",2.126
"Austria",1998,58.4765078516749,"30-60%",3.595
"Austria",1999,59.5891483440163,"30-60%",3.34
"Austria",2000,58.1634373991105,"30-60%",3.651
"Austria",2001,57.1357982861096,"30-60%",0.52
"Austria",2002,56.6388543646732,"30-60%",1.647
"Austria",2003,56.8190163993157,"30-60%",0.801
"Austria",2004,58.2308769578404,"30-60%",2.545
"Austria",2005,58.0204035552271,"30-60%",2.46
"Austria",2006,56.7082549324256,"30-60%",3.46
"Austria",2007,54.4260696796685,"30-60%",3.547
"Austria",2008,57.4634225949735,"30-60%",2.048
"Austria",2009,62.167356864874,"60-90%",-3.824
"Belgium",1946,118.262801810658,"Above 90%",
"Belgium",1947,98.6420596715163,"Above 90%",15.2163021098959
"Belgium",1948,74.2405108230686,"60-90%",11.4405542270448
"Belgium",1949,78.254068488458,"60-90%",-1.30662891505271
"Belgium",1950,73.6828782387758,"60-90%",5.64131712126092
"Belgium",1951,64.4716690155447,"60-90%",7.03306260536798
"Belgium",1952,66.2538635395038,"60-90%",-0.429523563443024
"Belgium",1953,68.4600946012561,"60-90%",2.93107749773374
"Belgium",1954,69.861413809551,"60-90%",-1.26872534974621
"Belgium",1955,68.624334910861,"60-90%",5.1495118189969
"Belgium",1956,65.8899767320878,"60-90%",2.43215983118605
"Belgium",1957,62.8383073130984,"60-90%",3.04613687710755
"Belgium",1958,67.1685950209826,"60-90%",-1.49460344449001
"Belgium",1959,70.2802145989955,"60-90%",2.58742235278915
"Belgium",1960,69.6691915999035,"60-90%",6.42816207486305
"Belgium",1961,67.975231038115,"60-90%",4.96358672125783
"Belgium",1962,65.6615735000196,"60-90%",4.6009621371027
"Belgium",1963,63.8501042554893,"60-90%",6.18462526609342
"Belgium",1964,59.3687226097245,"30-60%",7.15104365969566
"Belgium",1965,57.6987047294925,"30-60%",3.44247406431457
"Belgium",1966,55.3326048982581,"30-60%",3.75867346389342
"Belgium",1967,54.07677150131,"30-60%",3.34511073859325
"Belgium",1968,54.7940206191001,"30-60%",5.20399101478668
"Belgium",1969,52.2178640693992,"30-60%",7.52912071364304
"Belgium",1970,48.3278922388961,"30-60%",5.09117765248648
"Belgium",1971,45.4831628028969,"30-60%",4.90975836691772
"Belgium",1972,44.8098054272241,"30-60%",6.32754754290181
"Belgium",1973,42.1708778814453,"30-60%",7.40209760381718
"Belgium",1974,38.6826658137517,"30-60%",3.12869266106497
"Belgium",1975,39.6338031655435,"30-60%",-2.89670245254842
"Belgium",1976,39.3842310848093,"30-60%",5.71506251165117
"Belgium",1977,42.2090393642698,"30-60%",1.11662664694456
"Belgium",1978,45.5343037364714,"30-60%",3.0823595623346
"Belgium",1979,49.233083362051,"30-60%",2.94325276213523
"Belgium",1980,55.2451454928535,"30-60%",4.00784092782485
"Belgium",1981,65.4015056461731,"60-90%",0.146065956894303
"Belgium",1982,76.4467147155552,"60-90%",0.580710681835361
"Belgium",1983,86.8510870999981,"60-90%",0.397437067988582
"Belgium",1984,92.555985502425,"Above 90%",2.10182257814298
"Belgium",1985,100.131504327314,"Above 90%",1.84740807494419
"Belgium",1986,105.440985987361,"Above 90%",1.85350947589358
"Belgium",1987,109.764299609428,"Above 90%",2.37334020233242
"Belgium",1988,111.297254193512,"Above 90%",4.56559277714736
"Belgium",1989,109.349007070077,"Above 90%",3.61793681349791
"Belgium",1990,109.829822463435,"Above 90%",3.08999508223595
"Belgium",1991,112.519764350382,"Above 90%",1.80036926121256
"Belgium",1992,114.815125252153,"Above 90%",1.33160356482727
"Belgium",1993,121.692222787331,"Above 90%",-0.692377849047066
"Belgium",1994,118.74486905837,"Above 90%",3.29156713779395
"Belgium",1995,117.027231879678,"Above 90%",4.2774252796794
"Belgium",1996,112.840123965767,"Above 90%",0.890287301796988
"Belgium",1997,109.890462606746,"Above 90%",3.68724482305749
"Belgium",1998,105.341932449616,"Above 90%",1.73003627680581
"Belgium",1999,103.64025066362,"Above 90%",3.37978897477853
"Belgium",2000,99.7247312853023,"Above 90%",3.7958010406433
"Belgium",2001,99.3321565279865,"Above 90%",0.765261408810147
"Belgium",2002,98.1865130079296,"Above 90%",1.49489467550314
"Belgium",2003,95.7344815788133,"Above 90%",1.01322401299779
"Belgium",2004,93.3498039785605,"Above 90%",2.78250955215169
"Belgium",2005,91.8412530566387,"Above 90%",2.17036758248652
"Belgium",2006,87.3893909404868,"60-90%",3.0151354565195
"Belgium",2007,85.3413834494867,"60-90%",2.59878357480952
"Belgium",2008,90.3730581698605,"Above 90%",0.969158147042992
"Belgium",2009,96.6109967026557,"Above 90%",-3.18236045758165
"Canada",1946,135.913406760349,"Above 90%",-1.026045777427
"Canada",1947,117.030423280423,"Above 90%",4.42583732057418
"Canada",1948,105.182647004834,"Above 90%",1.83276059564719
"Canada",1949,124.016987625394,"Above 90%",2.17472815898014
"Canada",1950,110.96662907185,"Above 90%",7.37591976970153
"Canada",1951,89.0913935518252,"60-90%",5.67323127520458
"Canada",1952,81.1257958711171,"60-90%",7.27676917376807
"Canada",1953,82.6012468471898,"60-90%",4.67292947433862
"Canada",1954,77.0121496556867,"60-90%",-0.691259445012704
"Canada",1955,72.3329763571958,"60-90%",9.3388155162389
"Canada",1956,68.0868108659238,"60-90%",8.08991666223515
"Canada",1957,61.4127461706783,"60-90%",2.89565791878101
"Canada",1958,61.7317766288903,"60-90%",1.78890998756847
"Canada",1959,63.660443181084,"60-90%",4.05379107642547
"Canada",1960,61.7066973198621,"60-90%",3.10714423907856
"Canada",1961,53.1634603134157,"30-60%",2.95096322241681
"Canada",1962,53.8479725735903,"30-60%",7.00616046367513
"Canada",1963,53.6431527999825,"30-60%",5.05933117583603
"Canada",1964,52.0761314419677,"30-60%",6.51585324333526
"Canada",1965,48.0726517159848,"30-60%",6.64897665120905
"Canada",1966,50.8310579266617,"30-60%",6.48373239202105
"Canada",1967,49.9899497487437,"30-60%",3.04469423496194
"Canada",1968,50.2086274509804,"30-60%",5.22703525300567
"Canada",1969,49.4900458094442,"30-60%",5.27146347593561
"Canada",1970,44.8439475693879,"30-60%",2.58359197955358
"Canada",1971,44.8123000953931,"30-60%",5.56890933925478
"Canada",1972,44.4708655976262,"30-60%",5.28381533390676
"Canada",1973,41.3144154775954,"30-60%",7.16134480320205
"Canada",1974,37.8146920527249,"30-60%",4.08487519860592
"Canada",1975,37.0707858670361,"30-60%",2.25926974591295
"Canada",1976,36.2769391186171,"30-60%",5.47688770243386
"Canada",1977,36.4090595827329,"30-60%",3.3606587781446
"Canada",1978,34.1403254223236,"30-60%",4.04394815663431
"Canada",1979,37.7637566843413,"30-60%",4.15687169336736
"Canada",1980,35.1483009107144,"30-60%",1.33813598396173
"Canada",1981,35.3812214717857,"30-60%",1.5475053130301
"Canada",1982,36.2000075153124,"30-60%",0.124993519921213
"Canada",1983,39.030610519195,"30-60%",3.866893713637
"Canada",1984,41.9736251042803,"30-60%",5.89410368083774
"Canada",1985,45.3476626987575,"30-60%",5.35402951350146
"Canada",1986,49.753106098691,"30-60%",4.0375523145842
"Canada",1987,51.0987096763836,"30-60%",1.78001352049946
"Canada",1988,53.6587161253418,"30-60%",-0.172848825260929
"Canada",1989,54.6146648825547,"30-60%",0.997558549031363
"Canada",1990,55.223246117385,"30-60%",1.9275140029591
"Canada",1991,57.3084345394707,"30-60%",3.10462896148147
"Canada",1992,59.7134880360811,"30-60%",3.5231049814781
"Canada",1993,61.3573709556398,"60-90%",2.78663707893585
"Canada",1994,63.4501812686759,"60-90%",5.05138434156795
"Canada",1995,63.1602322147637,"60-90%",4.18634907398121
"Canada",1996,61.4661322955692,"60-90%",5.09976633590639
"Canada",1997,58.1786665237049,"30-60%",5.39264034704545
"Canada",1998,56.6246623873163,"30-60%",2.68278349077422
"Canada",1999,52.2713091427973,"30-60%",2.02577059008238
"Canada",2000,43.7614431152278,"30-60%",3.25356799462169
"Canada",2001,41.9613635328488,"30-60%",1.99015413560657
"Canada",2002,41.8013326285151,"30-60%",1.5020556300011
