"year","amtr_all_br2011","amtr_all_ps2003","amtr_top_1","amtr_top_5","amtr_top_10","amtr_top_5_1","amtr_top_10_5","amtr_bottom_99","amtr_bottom_90","amiitr_all_br2011","amiitr_all_ps2003","amiitr_top_1","amiitr_top_5","amiitr_top_10","amiitr_top_5_1","amiitr_top_10_5","amiitr_bottom_99","amiitr_bottom_90","amptr_all_br2011","amptr_all_ps2003","amptr_top_1","amptr_top_5","amptr_top_10","amptr_top_5_1","amptr_top_10_5","amptr_bottom_99","amptr_bottom_90","shock_ii_liab_marg","shock_ii_liab_other","shock_pr_liab_marg","shock_pr_liab_other","shock_all","shock_top_1","shock_top_5","shock_top_10","shock_top_5_1","shock_top_10_5","shock_bottom_99","shock_bottom_90","shock_inc","linc_all","linc_top_1","linc_top_5","linc_top_10","linc_top_5_1","linc_top_10_5","linc_bottom_99","linc_bottom_90","ctrl_log_rgdp","ctrl_unrate","ctrl_inflation","ctrl_ffr","ctrl_log_gov","ctrl_log_rstprices","ctrl_dlog_rdebt","ctrl_log_avtax"
1966,0.242061782887953,0.242963562169234,0.472137577971579,0.352939239800999,0.312811555197346,0.273926291470499,0.236159735214342,0.222034610244051,0.210121402830113,0.212,0.213049926,0.4713,0.3491,0.3058,0.268097341454796,0.223088429720117,0.189465649377285,0.169439328515871,0.0300617828879534,0.0299136361692335,0.00083757797157895,0.00383923980099947,0.00701155519734573,0.00582895001570259,0.0130713054942244,0.0325689608667654,0.0406820743142417,,,,,,,,,,,,,470774,10.553769832958,12.6782181569731,11.9884890559149,11.7163571458919,11.703079229634,11.3412852159445,10.4764087118005,10.2737619422068,-7.85530402381349,0.038,0.0281839350991855,0.0498379136897346,-11.2921235016027,6.26581851852176,-0.0285900446605232,-1.66442803557765
1967,0.24463005770929,0.245702595924399,0.476883580910924,0.358651519440099,0.316856193334787,0.279891376419822,0.23658984286587,0.224432911059884,0.212147825018355,0.215,0.216242834,0.4761,0.3549,0.3105,0.274162768361582,0.225231471365001,0.192334812192202,0.171792831097951,0.0296300577092899,0.029459761924399,0.00078358091092357,0.00375151944009918,0.00635619333478695,0.00572860805823975,0.0113583715008684,0.0320980988676816,0.040354993920404,,,,,,,,,,,,,503805,10.5777836327355,12.7090183855559,12.0163267981167,11.7423582865044,11.7289483391391,11.3637578248308,10.4997674897205,10.2967461030024,-7.84167838768447,0.038,0.0303916735488799,0.0413278250954059,-11.2092001883988,6.31076981847322,0.00386238863402433,-1.63339241657236
1968,0.273123728238744,0.277637791835635,0.524582718340625,0.397915197036067,0.353385487110549,0.314116582464142,0.268517402253663,0.255133815767693,0.242020683672692,0.238,0.24327577,0.5237,0.3938,0.3455,0.307862895359575,0.253446211519364,0.217720840607014,0.195209205815182,0.0351237282387438,0.0343620218356355,0.000882718340625337,0.00411519703606675,0.00788548711054946,0.00625368710456631,0.0150711907342983,0.0374129751606793,0.0468114778575092,,,,,,,,,,,,,548968,10.6100240544611,12.7325156414857,12.0439776093057,11.7726292041994,11.7593583712688,11.3990522150524,10.5328811786122,10.3300161637099,-7.8062887433937,0.036,0.0410532494374885,0.0550132929539627,-11.1726730273325,6.34073312409883,-0.00955029218094561,-1.5701939391231
1969,0.285162613821568,0.289750392748225,0.53469453472724,0.408387723406482,0.363017406405836,0.328415493623948,0.278799333259291,0.268400361689951,0.255554710626186,0.25,0.255320518,0.5337,0.404,0.3556,0.321879344001062,0.265758116368576,0.231056167202847,0.20851739175468,0.035162613821568,0.0344298747482253,0.000994534727239649,0.00438772340648191,0.00741740640583646,0.00653614962288548,0.0130412168907149,0.0373441944871034,0.0470373188715061,,,,,,,,,,,,,594702,10.6245345040167,12.7061498947328,12.0442637732796,11.7820711678976,11.7768869669886,11.4257149412471,10.5509858159939,10.3468761003962,-7.78772285863282,0.035,0.0531663887533405,0.0788084035116371,-11.1795152024321,6.27887438368638,-0.0764340622067361,-1.48426082289876
1970,0.269539874822958,0.273101779752842,0.516233034967667,0.394695884692787,0.349397289292528,0.319326133480747,0.266389335450721,0.252522333746414,0.237994761607707,0.237,0.241117592,0.5153,0.3905,0.3429,0.313106833137121,0.255674809727381,0.217909872135424,0.194282897978423,0.0325398748229586,0.0319841877528421,0.000933034967667384,0.0041958846927872,0.00649728929252774,0.00621930034362611,0.0107145257233397,0.0346124616109902,0.0437118636292846,,,,,,,,,,,,,641252,10.6300041453324,12.6846164144121,12.0354931688572,11.7778354677819,11.7761174457438,11.4298429456413,10.5588444257604,10.356882224212,-7.79995903485609,0.05,0.0556439596020052,0.0692899112959084,-11.1522122460203,6.06138463626026,-0.0287866461540842,-1.564665226012
1971,0.259073135169169,0.262159580174829,0.508308862174602,0.387386829790115,0.341480083727899,0.31331103795419,0.257902103650751,0.241376441827642,0.225253812444746,0.227,0.230585115,0.5073,0.383,0.3348,0.306854894400645,0.247046913901089,0.207221229105398,0.182096638911921,0.0320731351691694,0.031574465174829,0.00100886217460185,0.00438682979011485,0.00668008372789867,0.00645614355354559,0.0108551897496624,0.0341552127222442,0.0431571735328241,0,-2,0,0,0,0,0,0,0,0,0,0,683606,10.6272617164523,12.6796095274931,12.0380654462408,11.7827003325593,11.7833648152697,11.4389053352129,10.5562104508687,10.3506294801871,-7.7911981665182,0.06,0.042873115705574,0.0455396657620052,-11.1448128691979,6.18487828077829,0.0131096147597995,-1.61616169496748
1972,0.266557727536284,0.271010164332668,0.512999734594313,0.398941602905893,0.352839456653453,0.328834110422941,0.269395957171489,0.250668669895655,0.233165172141522,0.231,0.236241333,0.5119,0.3942,0.3455,0.321853980096877,0.257354463292876,0.213069634999825,0.185710608828263,0.035557727536284,0.0347688313326678,0.00109973459431277,0.00474160290589251,0.00733945665345265,0.00698013032606327,0.0120414938786128,0.0375990348958295,0.0474545633132589,,,,,,,,,,,,,751148,10.6679121159418,12.7161285263354,12.0724957857777,11.8192132105409,11.8165151592974,11.4791885183638,10.5972945487279,10.3931828298227,-7.76203172887529,0.056,0.0315995137546609,0.0433385542570673,-11.0983640102751,6.25868167622069,-0.00835390183706242,-1.54243064133726
1973,0.285647240999819,0.292712227412171,0.52504073115083,0.418372504835582,0.372289397415633,0.353998662645799,0.288272683509601,0.273215997919578,0.255515775628626,0.239,0.247704135,0.5237,0.4126,0.3619,0.345551600356155,0.269465968670077,0.22454348688125,0.194325999208441,0.0466472409998194,0.0450080924121708,0.00134073115083037,0.00577250483558178,0.0103893974156326,0.00844706228964377,0.0188067148395243,0.0486725110383276,0.0611897764201844,,,,,,,,,,,,,831699,10.6884669153786,12.7351248608219,12.1028939035841,11.8470346866786,11.8538541320868,11.5023199536997,10.6179577433737,10.4103684031909,-7.72810847313803,0.049,0.0603385432064397,0.0835622865094401,-11.1131671730225,6.18186317487931,-0.0610455567620685,-1.51079282101489
1974,0.301211811608711,0.310091977716408,0.539455275496175,0.433999650867258,0.388464409661987,0.367657128523545,0.303867050575115,0.289812066778254,0.272598240184438,0.247,0.258239696,0.5379,0.4273,0.3756,0.357721132139379,0.279549482883492,0.233512609700853,0.202093978359085,0.054211811608711,0.0518522817164082,0.00155527549617527,0.0066996508672579,0.0128644096619865,0.00993599638416559,0.0243175676916233,0.0562994570774006,0.0705042618253528,,,,,,,,,,,,,914550,10.6580574461409,12.7528328554553,12.0948811487385,11.8323845367262,11.8299945612246,11.4754637580095,10.5834209738272,10.372447299841,-7.75396537226584,0.056,0.104686530533846,0.099808603186364,-11.1301090650338,5.81383368408846,-0.0916205267879699,-1.4711293912657
1975,0.305076585944211,0.305045202743334,0.51540636859671,0.418408844760803,0.378869397321625,0.358763446551048,0.307177167179614,0.286738590554511,0.269304305945241,0.254,0.253960716,0.5138,0.4112,0.3653,0.348109545581044,0.282074927910153,0.231348286636849,0.200057441040496,0.0510765859442108,0.0510844867433338,0.00160636859670965,0.00720884476080307,0.013569397321625,0.0106539009700041,0.0251022392694608,0.0553903039176613,0.0692468649047449,,,,,,,,,,,,,965991,10.6038862950391,12.6840622973226,12.0401726604935,11.7862605151135,11.784028856736,11.4450953143809,10.5304463203936,10.3144248626872,-7.77748991695833,0.085,0.0873491521038507,0.0566011976169075,-11.0565761929405,5.76920774943888,0.105481532398395,-1.53466977054378
1976,0.308886165762932,0.311642383857628,0.532590513881899,0.437417884879022,0.39661929504197,0.379467564896096,0.323123443600884,0.292718394495816,0.270881236121782,0.257,0.260441932,0.531,0.4302,0.3832,0.368823191189745,0.298532734990903,0.23726890039289,0.20155817550925,0.051886165762932,0.0512004518576276,0.00159051388189932,0.00721788487902181,0.0134192950419705,0.0106443737063508,0.0245907086099807,0.055449494102926,0.0693230606125325,1.65,0,0,0,0,0,0,0,0,0,0,0,1068765,10.6276474707769,12.6931388773962,12.0553607714914,11.8037617824933,11.8029566435634,11.4667771324357,10.5555111356425,10.3411498817328,-7.7463716434993,0.077,0.0560303921546969,0.0492168660048782,-11.0677255389537,5.88220489427375,0.0675079042729698,-1.49203389064434
1977,0.328182213409704,0.328227144207397,0.551094277737568,0.465311535918441,0.420990904021897,0.41292138915318,0.34140231662462,0.309112221457452,0.283695090378248,0.277,0.277055112,0.5493,0.459,0.4088,0.403851025362676,0.318653562181392,0.253705145942833,0.21380982681683,0.0511822134097037,0.0511720322073968,0.00179427773756762,0.00631153591844143,0.0121909040218969,0.00907036379050402,0.0227487544432286,0.0554070755146181,0.0698852635614184,0,-5.4,0,0,0,0,0,0,0,0,0,0,1175140,10.6375128900381,12.70426900931,12.0646175641543,11.8141492439616,11.8110762777288,11.4791982001712,10.5652679831647,10.3508673172719,-7.72333844507097,0.071,0.0630092871062905,0.053874317256963,-11.0720109945519,5.78111844130979,0.0191225734250904,-1.46160671188642
1978,0.337183282877895,0.343399643566208,0.556309321517255,0.480573593372432,0.43869937007698,0.433918457735585,0.363248580636787,0.325004959436731,0.297639347453162,0.284,0.291603018,0.5545,0.4743,0.4265,0.424894759306728,0.340371889400922,0.268889597975971,0.22682921363469,0.0531832828778952,0.0517966255662081,0.00180932151725511,0.00627359337243253,0.01219937007698,0.00902369842885696,0.022876691235865,0.0561153614607598,0.0708101338184719,,,,,,,,,,,,,1317571,10.6560527531678,12.729541953918,12.0845389032092,11.832860487617,11.8277081907445,11.4957327397824,10.5832648107123,10.3692591747771,-7.69189102156107,0.061,0.07315062839313,0.0762716716789761,-11.0594260825969,5.68541627284977,-0.00767508486531465,-1.42528397870812
