"byr","race","interval","year","type","vmn1","vsd1","vnu1","vnms1","vfin1","ctr1","ltax","xltax"
1946,1,52,1981,"TAXAB",14773.23,11368.35,182,3,0.224999994039536,21,0.170000001788139,0.148000001907349
1946,1,53,1981,"TAXAB",15040.44,11293.96,221,5,0.199000000953674,21,0.140000000596046,0.118000000715256
1946,1,54,1981,"TAXAB",13551.2,11058.69,187,9,0.234999999403954,21,0.123000003397465,0.101999998092651
1946,1,55,1981,"TAXAB",15056.5,12018.16,204,3,0.216000005602837,21,0.166999995708466,0.123000003397465
1946,1,56,1981,"TAXAB",13044.59,10417.3,179,6,0.211999997496605,21,0.105999998748302,0.0949999988079071
1946,1,57,1981,"TAXAB",15967.02,11452.11,207,6,0.17399999499321,21,0.193000003695488,0.135000005364418
1946,1,58,1981,"TAXAB",15524.28,11113,230,5,0.190999999642372,21,0.170000001788139,0.14300000667572
1946,1,59,1981,"TAXAB",15153.9,11123.63,210,6,0.194999992847443,21,0.137999996542931,0.109999999403954
1946,1,60,1981,"TAXAB",14431.17,11494.09,191,7,0.24600000679493,21,0.119999997317791,0.0939999967813492
1946,1,61,1981,"TAXAB",14396.76,13050.37,210,5,0.247999995946884,21,0.137999996542931,0.0949999988079071
1946,1,62,1981,"TAXAB",15618.93,11298.77,230,4,0.18299999833107,21,0.165000006556511,0.148000001907349
1946,1,63,1981,"TAXAB",14250.73,11427.81,226,6,0.208000004291534,21,0.164000004529953,0.123999997973442
1946,1,64,1981,"TAXAB",15246.57,12458.01,222,6,0.224999994039536,21,0.180000007152557,0.140000000596046
1946,1,65,1981,"TAXAB",14973.57,10679.67,212,4,0.174999997019768,21,0.156000003218651,0.142000004649162
1946,1,66,1981,"TAXAB",15458.02,11321.14,211,3,0.174999997019768,21,0.189999997615814,0.174999997019768
1946,1,67,1981,"TAXAB",15000.27,11756.66,192,4,0.214000001549721,21,0.160999998450279,0.135000005364418
1946,1,68,1981,"TAXAB",15143.32,11243.95,180,4,0.194000005722046,21,0.200000002980232,0.156000003218651
1946,1,69,1981,"TAXAB",13871.33,11132.93,215,1.5,0.223000004887581,21,0.140000000596046,0.126000002026558
1946,1,70,1981,"TAXAB",15100.81,11330.42,201,3,0.229000002145767,21,0.168999999761581,0.12899999320507
1946,1,71,1981,"TAXAB",15731.91,11412.61,201,6,0.194000005722046,21,0.179000005125999,0.164000004529953
1946,1,72,1981,"TAXAB",15819.24,11320.25,203,4,0.181999996304512,21,0.19200000166893,0.158000007271767
1946,1,73,1981,"TAXAB",13836.67,11981.2,226,7,0.234999999403954,21,0.167999997735023,0.145999997854233
1946,1,1,1982,"TAXAB",16458.89,12476.91,202,5,0.212999999523163,23,0.178000003099442,0.163000002503395
1946,1,2,1982,"TAXAB",17104.19,12635.59,250,6,0.184000000357628,23,0.180000007152557,0.140000000596046
1946,1,3,1982,"TAXAB",14834.31,12576.48,216,12,0.231000006198883,23,0.129999995231628,0.111000001430511
1946,1,4,1982,"TAXAB",15137.38,12792.58,199,10,0.266000002622604,23,0.145999997854233,0.105999998748302
1946,1,5,1982,"TAXAB",14871.05,11868.75,220,6,0.236000001430511,23,0.127000004053116,0.104999996721745
1946,1,6,1982,"TAXAB",16465.23,12426.16,182,5,0.219999998807907,23,0.148000001907349,0.131999999284744
1946,1,7,1982,"TAXAB",14401.4,12048.94,228,8,0.24099999666214,23,0.109999999403954,0.096000000834465
1946,1,8,1982,"TAXAB",15334.31,12110.54,226,1.5,0.221000000834465,23,0.133000001311302,0.0970000028610229
1946,1,9,1982,"TAXAB",15635.63,12296.41,202,6,0.202999994158745,23,0.149000003933907,0.123999997973442
1946,1,10,1982,"TAXAB",16497.69,12111.9,252,3,0.187000006437302,23,0.138999998569489,0.111000001430511
1946,1,11,1982,"TAXAB",16464.68,12428.79,226,4,0.208000004291534,23,0.167999997735023,0.136999994516373
1946,1,12,1982,"TAXAB",14338.53,12436.88,180,6,0.25,23,0.100000001490116,0.0780000016093254
1946,1,13,1982,"TAXAB",15128.11,11989.11,206,6,0.238000005483627,23,0.120999999344349,0.0920000001788139
1946,1,14,1982,"TAXAB",14722.45,13080.76,208,5,0.298000007867813,23,0.138999998569489,0.111000001430511
1946,1,15,1982,"TAXAB",14885.38,12645.91,211,4,0.256000012159348,23,0.160999998450279,0.133000001311302
1946,1,16,1982,"TAXAB",15780.38,13012.7,234,7,0.231000006198883,23,0.131999999284744,0.0939999967813492
1946,1,17,1982,"TAXAB",16475.41,12342.84,196,5,0.188999995589256,23,0.163000002503395,0.148000001907349
1946,1,18,1982,"TAXAB",14950.23,12505.37,189,6,0.238000005483627,23,0.111000001430511,0.0900000035762787
1946,1,19,1982,"TAXAB",15058.73,12498.43,210,6,0.232999995350838,23,0.148000001907349,0.133000001311302
1946,1,20,1982,"TAXAB",16273.45,12287.39,240,6,0.18299999833107,23,0.166999995708466,0.125
1946,1,21,1982,"TAXAB",14768.86,12115.31,213,4,0.248999997973442,23,0.127000004053116,0.116999998688698
1946,1,22,1982,"TAXAB",14134.11,11850.49,199,4,0.225999996066093,23,0.120999999344349,0.101000003516674
1946,1,23,1982,"TAXAB",15018.35,12078.26,222,5,0.211999997496605,23,0.130999997258186,0.116999998688698
1946,1,24,1982,"TAXAB",17231.23,12216.2,247,7,0.165999993681908,23,0.181999996304512,0.142000004649162
1946,1,25,1982,"TAXAB",16516.31,12557.13,193,3,0.196999996900558,23,0.171000003814697,0.150000005960464
1946,1,26,1982,"TAXAB",15668.22,12203.75,250,8,0.203999996185303,23,0.151999995112419,0.128000006079674
1946,1,27,1982,"TAXAB",16785.37,12010.17,219,5,0.18299999833107,23,0.178000003099442,0.155000001192093
1946,1,28,1982,"TAXAB",16570.4,12805.01,224,4,0.187999993562698,23,0.137999996542931,0.125
1946,1,29,1982,"TAXAB",15534.72,12597.07,229,7,0.223000004887581,23,0.165999993681908,0.143999993801117
1946,1,30,1982,"TAXAB",15531.91,13368.48,209,5,0.219999998807907,23,0.158000007271767,0.119999997317791
1946,1,31,1982,"TAXAB",16185.18,13134.03,195,12,0.24099999666214,23,0.185000002384186,0.143999993801117
1946,1,32,1982,"TAXAB",16103.31,12393.55,254,6,0.168999999761581,23,0.157000005245209,0.126000002026558
1946,1,33,1982,"TAXAB",15776.48,12427.55,250,12,0.200000002980232,23,0.151999995112419,0.119999997317791
1946,1,34,1982,"TAXAB",14255.92,12546.03,169,7,0.224999994039536,23,0.129999995231628,0.10700000077486
1946,1,35,1982,"TAXAB",16756.46,12566.18,236,8,0.199000000953674,23,0.143999993801117,0.119000002741814
1946,1,36,1982,"TAXAB",15502.7,12220.22,198,9,0.207000002264977,23,0.126000002026558,0.101000003516674
1946,1,37,1982,"TAXAB",16713.72,12776.33,202,5,0.187999993562698,23,0.158000007271767,0.119000002741814
1946,1,38,1982,"TAXAB",15388.16,12067.2,203,5,0.187000006437302,23,0.148000001907349,0.108000002801418
1946,1,39,1982,"TAXAB",15351.94,13082.38,218,7,0.233999997377396,23,0.165000006556511,0.137999996542931
1946,1,40,1982,"TAXAB",15678.5,12151.38,234,5,0.214000001549721,23,0.153999999165535,0.150000005960464
1946,1,41,1982,"TAXAB",15537.49,12703.34,239,5,0.225999996066093,23,0.175999999046326,0.166999995708466
1946,1,42,1982,"TAXAB",15292.74,12493.28,204,6,0.206000000238419,23,0.127000004053116,0.103000000119209
1946,1,43,1982,"TAXAB",15959.15,12262.46,180,4,0.172000005841255,23,0.166999995708466,0.160999998450279
1946,1,44,1982,"TAXAB",17693.89,12688.21,223,6,0.174999997019768,23,0.165999993681908,0.112000003457069
1946,1,45,1982,"TAXAB",14488.32,12074.84,203,3,0.24099999666214,23,0.14300000667572,0.123000003397465
1946,1,46,1982,"TAXAB",15369.72,12156.51,212,5,0.225999996066093,23,0.118000000715256,0.0989999994635582
1946,1,47,1982,"TAXAB",16353.81,12203.08,238,3,0.180999994277954,23,0.146999999880791,0.122000001370907
1946,1,48,1982,"TAXAB",15197.16,12972.21,190,3,0.237000003457069,23,0.152999997138977,0.100000001490116
1946,1,49,1982,"TAXAB",14318.53,12122.46,237,5,0.228000000119209,23,0.127000004053116,0.104999996721745
1946,1,50,1982,"TAXAB",14324.3,12348.35,238,8,0.238999992609024,23,0.138999998569489,0.112999998033047
1946,1,51,1982,"TAXAB",16036.25,12870.66,195,7,0.221000000834465,23,0.168999999761581,0.128000006079674
1946,1,52,1982,"TAXAB",15769.73,13173.31,181,4,0.23199999332428,23,0.127000004053116,0.0879999995231628
1946,1,53,1982,"TAXAB",15793.4,12875.6,220,6,0.226999998092651,23,0.114000000059605,0.0820000022649765
1946,1,54,1982,"TAXAB",14267.14,12476,187,9,0.234999999403954,23,0.123000003397465,0.112000003457069
1946,1,55,1982,"TAXAB",16149.7,12814.12,204,3,0.239999994635582,23,0.172000005841255,0.127000004053116
1946,1,56,1982,"TAXAB",13196.32,11768.49,179,6,0.263000011444092,23,0.112000003457069,0.0890000015497208
1946,1,57,1982,"TAXAB",16069.53,12524.59,207,6,0.216999992728233,23,0.179000005125999,0.144999995827675
1946,1,58,1982,"TAXAB",16118.91,12206.74,230,5,0.190999999642372,23,0.165000006556511,0.160999998450279
1946,1,59,1982,"TAXAB",16067.33,13037.86,209,7,0.210999995470047,23,0.158000007271767,0.123999997973442
1946,1,60,1982,"TAXAB",15400.85,12487.86,191,7,0.236000001430511,23,0.130999997258186,0.109999999403954
1946,1,61,1982,"TAXAB",14976.59,12685.67,210,5,0.270999997854233,23,0.148000001907349,0.104999996721745
1946,1,62,1982,"TAXAB",17079.72,12572.43,230,4,0.190999999642372,23,0.148000001907349,0.108999997377396
1946,1,63,1982,"TAXAB",15048.25,12059.28,226,6,0.216999992728233,23,0.136999994516373,0.111000001430511
1946,1,64,1982,"TAXAB",14996.34,12758.06,222,6,0.247999995946884,23,0.152999997138977,0.122000001370907
1946,1,65,1982,"TAXAB",15489.34,11866.34,212,4,0.222000002861023,23,0.170000001788139,0.159999996423721
1946,1,66,1982,"TAXAB",16261.83,12505.13,211,3,0.209000006318092,23,0.185000002384186,0.160999998450279
1946,1,67,1982,"TAXAB",15761.15,12706.61,192,4,0.275999993085861,23,0.150999993085861,0.135000005364418
1946,1,68,1982,"TAXAB",15424.18,12249.62,179,5,0.229000002145767,23,0.179000005125999,0.156000003218651
1946,1,69,1982,"TAXAB",14747.2,11927.49,215,1.5,0.241999998688698,23,0.140000000596046,0.126000002026558
1946,1,70,1982,"TAXAB",15004.48,12429.96,200,4,0.224999994039536,23,0.144999995827675,0.129999995231628
1946,1,71,1982,"TAXAB",15813.48,12476.77,201,6,0.233999997377396,23,0.153999999165535,0.119000002741814
1946,1,72,1982,"TAXAB",16499.67,13097.19,203,4,0.24600000679493,23,0.172000005841255,0.137999996542931
1946,1,73,1982,"TAXAB",14495.28,13473.73,226,7,0.270000010728836,23,0.136999994516373,0.115000002086163
1946,1,1,1983,"TAXAB",17415.21,13715.46,201,6,0.229000002145767,25,0.164000004529953,0.138999998569489
1946,1,2,1983,"TAXAB",17278.68,13657.15,250,6,0.180000007152557,25,0.131999999284744,0.108000002801418
1946,1,3,1983,"TAXAB",15487.33,13565.55,216,12,0.24099999666214,25,0.111000001430511,0.0879999995231628
1946,1,4,1983,"TAXAB",16222.46,14077.57,198,11,0.263000011444092,25,0.101000003516674,0.0810000002384186
1946,1,5,1983,"TAXAB",14573.95,13023.83,219,7,0.273999989032745,25,0.096000000834465,0.0869999974966049
1946,1,6,1983,"TAXAB",17940.99,13857.89,181,6,0.226999998092651,25,0.137999996542931,0.127000004053116
1946,1,7,1983,"TAXAB",15587.31,12921.21,227,9,0.246999993920326,25,0.0930000022053719,0.0839999988675117
1946,1,8,1983,"TAXAB",16291.54,13847.7,226,1.5,0.247999995946884,25,0.128000006079674,0.105999998748302
1946,1,9,1983,"TAXAB",16773.62,14003.97,202,6,0.232999995350838,25,0.149000003933907,0.13400000333786
1946,1,10,1983,"TAXAB",18004.63,13164.92,252,3,0.187000006437302,25,0.135000005364418,0.119000002741814
1946,1,11,1983,"TAXAB",17187.03,13673.76,226,4,0.256999999284744,25,0.167999997735023,0.142000004649162
1946,1,12,1983,"TAXAB",14710.27,13407.06,179,7,0.24600000679493,25,0.112000003457069,0.0729999989271164
1946,1,13,1983,"TAXAB",15420.9,12856.42,206,6,0.223000004887581,25,0.10700000077486,0.0920000001788139
1946,1,14,1983,"TAXAB",15241.46,13992.08,207,6,0.303999990224838,25,0.111000001430511,0.0869999974966049
1946,1,15,1983,"TAXAB",15226.72,13754.7,211,4,0.261000007390976,25,0.114000000059605,0.104000002145767
1946,1,16,1983,"TAXAB",16026.1,14189.02,231,10,0.241999998688698,25,0.138999998569489,0.116999998688698
1946,1,17,1983,"TAXAB",18066,13395.78,196,5,0.203999996185303,25,0.167999997735023,0.152999997138977
1946,1,18,1983,"TAXAB",15767.94,13400.76,188,7,0.266000002622604,25,0.122000001370907,0.101000003516674
1946,1,19,1983,"TAXAB",16621.95,14078.49,210,6,0.224000006914139,25,0.14300000667572,0.119000002741814
1946,1,20,1983,"TAXAB",16895.41,13472.56,240,6,0.200000002980232,25,0.125,0.108000002801418
1946,1,21,1983,"TAXAB",14874.88,13073.61,213,4,0.263000011444092,25,0.112999998033047,0.103000000119209
1946,1,22,1983,"TAXAB",14712.55,13344.07,199,4,0.256000012159348,25,0.120999999344349,0.101000003516674
1946,1,23,1983,"TAXAB",15805.37,13633.38,222,5,0.221000000834465,25,0.122000001370907,0.104000002145767
1946,1,24,1983,"TAXAB",17563.02,13703.56,247,7,0.17399999499321,25,0.165999993681908,0.120999999344349
1946,1,25,1983,"TAXAB",17138.74,13821.19,193,3,0.19200000166893,25,0.104000002145767,0.0729999989271164
1946,1,26,1983,"TAXAB",16520.44,13189.8,250,8,0.203999996185303,25,0.131999999284744,0.119999997317791
1946,1,27,1983,"TAXAB",17772.21,13566.11,219,5,0.215000003576279,25,0.136999994516373,0.123000003397465
1946,1,28,1983,"TAXAB",17555,13484.77,224,4,0.19200000166893,25,0.137999996542931,0.120999999344349
1946,1,29,1983,"TAXAB",15416.43,13873.58,229,7,0.248999997973442,25,0.143999993801117,0.104999996721745
1946,1,30,1983,"TAXAB",16310.18,14109.81,209,5,0.257999986410141,25,0.143999993801117,0.12899999320507
1946,1,31,1983,"TAXAB",17395.42,13942.5,195,12,0.236000001430511,25,0.179000005125999,0.158999994397163
1946,1,32,1983,"TAXAB",17053.33,13981.42,254,6,0.20100000500679,25,0.157000005245209,0.122000001370907
1946,1,33,1983,"TAXAB",16503.84,13812.5,250,12,0.236000001430511,25,0.128000006079674,0.104000002145767
1946,1,34,1983,"TAXAB",14344.59,12888.99,169,7,0.254000008106232,25,0.118000000715256,0.118000000715256
1946,1,35,1983,"TAXAB",18050.32,13130.74,235,9,0.165999993681908,25,0.140000000596046,0.131999999284744
1946,1,36,1983,"TAXAB",16267.15,13250.48,198,9,0.222000002861023,25,0.126000002026558,0.11599999666214
1946,1,37,1983,"TAXAB",17215.32,13567.02,201,6,0.224000006914139,25,0.138999998569489,0.114000000059605
1946,1,38,1983,"TAXAB",16223.76,13753.36,203,5,0.23199999332428,25,0.133000001311302,0.108000002801418
1946,1,39,1983,"TAXAB",16468.46,13530.67,218,7,0.252000004053116,25,0.146999999880791,0.137999996542931
1946,1,40,1983,"TAXAB",15805.99,13141.29,233,6,0.223000004887581,25,0.119999997317791,0.0989999994635582
1946,1,41,1983,"TAXAB",16488.26,14407.05,238,6,0.231000006198883,25,0.146999999880791,0.129999995231628
1946,1,42,1983,"TAXAB",15931.29,13813.53,204,6,0.234999999403954,25,0.136999994516373,0.118000000715256
1946,1,43,1983,"TAXAB",16525.99,13082.62,180,4,0.200000002980232,25,0.150000005960464,0.143999993801117
1946,1,44,1983,"TAXAB",18308.35,13401.21,223,6,0.193000003695488,25,0.151999995112419,0.116999998688698
1946,1,45,1983,"TAXAB",14934.79,13051.34,202,4,0.272000014781952,25,0.13400000333786,0.119000002741814
1946,1,46,1983,"TAXAB",16898.55,14184.96,212,5,0.197999998927116,25,0.104000002145767,0.0750000029802322
1946,1,47,1983,"TAXAB",16746.34,13108.46,238,3,0.209999993443489,25,0.108999997377396,0.0799999982118607
1946,1,48,1983,"TAXAB",15805.01,13716.41,190,3,0.252999991178513,25,0.131999999284744,0.0890000015497208
1946,1,49,1983,"TAXAB",15283.29,13431.58,237,5,0.248999997973442,25,0.135000005364418,0.109999999403954
1946,1,50,1983,"TAXAB",15701.39,13785.88,238,8,0.268999993801117,25,0.146999999880791,0.122000001370907
1946,1,51,1983,"TAXAB",16237.26,13625.1,195,7,0.231000006198883,25,0.128000006079674,0.118000000715256
1946,1,52,1983,"TAXAB",15851,14470.25,181,4,0.308999985456467,25,0.127000004053116,0.104999996721745
1946,1,53,1983,"TAXAB",16434.21,13516.55,220,6,0.236000001430511,25,0.108999997377396,0.090999998152256
1946,1,54,1983,"TAXAB",14892.63,13514.05,187,9,0.256999999284744,25,0.13400000333786,0.10700000077486
1946,1,55,1983,"TAXAB",17749.47,14021.05,204,3,0.186000004410744,25,0.166999995708466,0.142000004649162
1946,1,56,1983,"TAXAB",13410.01,13105.47,179,6,0.301999986171722,25,0.0839999988675117,0.0610000006854534
1946,1,57,1983,"TAXAB",17190.25,13313.88,206,7,0.232999995350838,25,0.150000005960464,0.141000002622604
1946,1,58,1983,"TAXAB",17191.55,13401.76,230,5,0.195999994874001,25,0.148000001907349,0.129999995231628
1946,1,59,1983,"TAXAB",16452.21,15028.12,208,8,0.225999996066093,25,0.135000005364418,0.115000002086163
1946,1,60,1983,"TAXAB",16562.51,13518.09,190,8,0.246999993920326,25,0.120999999344349,0.0890000015497208
1946,1,61,1983,"TAXAB",15920.05,14186.2,210,5,0.256999999284744,25,0.137999996542931,0.104999996721745
1946,1,62,1983,"TAXAB",17413.9,13958.62,230,4,0.212999999523163,25,0.135000005364418,0.108999997377396
1946,1,63,1983,"TAXAB",16052.39,13562.03,225,7,0.239999994635582,25,0.111000001430511,0.0979999974370003
1946,1,64,1983,"TAXAB",16401.41,13889.48,221,7,0.248999997973442,25,0.140000000596046,0.108999997377396
1946,1,65,1983,"TAXAB",16370.3,13387.9,211,5,0.217999994754791,25,0.156000003218651,0.142000004649162
1946,1,66,1983,"TAXAB",17583.09,14041.46,211,3,0.223000004887581,25,0.185000002384186,0.146999999880791
1946,1,67,1983,"TAXAB",16670.14,13504.59,192,4,0.259999990463257,25,0.129999995231628,0.129999995231628
1946,1,68,1983,"TAXAB",15951.21,13282.58,179,5,0.263000011444092,25,0.167999997735023,0.144999995827675
1946,1,69,1983,"TAXAB",15160.6,13413.8,215,1.5,0.246999993920326,25,0.10700000077486,0.0839999988675117
1946,1,70,1983,"TAXAB",15198.48,13325.48,200,4,0.264999985694885,25,0.135000005364418,0.115000002086163
1946,1,71,1983,"TAXAB",16759.82,14310.22,201,6,0.244000002741814,25,0.13400000333786,0.0949999988079071
1946,1,72,1983,"TAXAB",17195.48,13736.22,203,4,0.24600000679493,25,0.163000002503395,0.14300000667572
1946,1,73,1983,"TAXAB",14957.67,13617.21,225,8,0.280000001192093,25,0.123999997973442,0.111000001430511
1946,1,1,1984,"TAXAB",18556.2,14983.15,200,7,0.259999990463257,27,0.189999997615814,0.165000006556511
1946,1,2,1984,"TAXAB",19257.36,15306.33,250,6,0.184000000357628,27,0.164000004529953,0.140000000596046
1946,1,3,1984,"TAXAB",16806.04,14087.82,216,12,0.263999998569489,27,0.119999997317791,0.0879999995231628
1946,1,4,1984,"TAXAB",17640.98,15354.82,198,11,0.277999997138977,27,0.157000005245209,0.101000003516674
1946,1,5,1984,"TAXAB",15872.41,14270.13,219,7,0.250999987125397,27,0.104999996721745,0.0780000016093254
1946,1,6,1984,"TAXAB",18413.61,14601.52,181,6,0.243000000715256,27,0.143999993801117,0.137999996542931
1946,1,7,1984,"TAXAB",16472.65,13804.97,227,9,0.259999990463257,27,0.119000002741814,0.115000002086163
1946,1,8,1984,"TAXAB",17237.77,14172.48,225,1.5,0.248999997973442,27,0.123999997973442,0.111000001430511
1946,1,9,1984,"TAXAB",18586.5,14675.83,201,7,0.218999996781349,27,0.149000003933907,0.123999997973442
1946,1,10,1984,"TAXAB",18929.77,14157.28,252,3,0.189999997615814,27,0.127000004053116,0.103000000119209
1946,1,11,1984,"TAXAB",17929.56,14962.96,226,4,0.234999999403954,27,0.155000001192093,0.123999997973442
1946,1,12,1984,"TAXAB",16620.83,14304.49,177,9,0.225999996066093,27,0.123999997973442,0.10700000077486
1946,1,13,1984,"TAXAB",16257.36,14406.37,206,6,0.261999994516373,27,0.130999997258186,0.10700000077486
1946,1,14,1984,"TAXAB",16876.16,14911.35,207,6,0.300000011920929,27,0.140000000596046,0.11599999666214
1946,1,15,1984,"TAXAB",16054.42,14557.01,210,5,0.256999999284744,27,0.119000002741814,0.100000001490116
1946,1,16,1984,"TAXAB",16479.81,15761.53,231,10,0.26800000667572,27,0.13400000333786,0.100000001490116
1946,1,17,1984,"TAXAB",18371.9,14826.43,196,5,0.239999994635582,27,0.172999992966652,0.148000001907349
1946,1,18,1984,"TAXAB",16540.2,14376.8,188,7,0.261000007390976,27,0.133000001311302,0.122000001370907
1946,1,19,1984,"TAXAB",17641.89,14666.57,210,6,0.256999999284744,27,0.137999996542931,0.114000000059605
1946,1,20,1984,"TAXAB",17931.74,14296.41,240,6,0.221000000834465,27,0.120999999344349,0.100000001490116
1946,1,21,1984,"TAXAB",16056.76,13982.29,212,5,0.236000001430511,27,0.123000003397465,0.123000003397465
1946,1,22,1984,"TAXAB",16422.98,15003.21,199,4,0.266000002622604,27,0.120999999344349,0.0900000035762787
1946,1,23,1984,"TAXAB",16198.24,14646.3,222,5,0.238999992609024,27,0.112999998033047,0.0989999994635582
1946,1,24,1984,"TAXAB",18156.54,14543.71,246,8,0.190999999642372,27,0.142000004649162,0.109999999403954
1946,1,25,1984,"TAXAB",18905.09,14411.17,193,3,0.207000002264977,27,0.123999997973442,0.104000002145767
1946,1,26,1984,"TAXAB",18550.86,14388.02,250,8,0.200000002980232,27,0.143999993801117,0.11599999666214
1946,1,27,1984,"TAXAB",17902.27,14512.79,219,5,0.228000000119209,27,0.119000002741814,0.090999998152256
1946,1,28,1984,"TAXAB",17437.75,15059.87,223,5,0.259999990463257,27,0.112000003457069,0.0989999994635582
1946,1,29,1984,"TAXAB",16568.93,15581.27,228,8,0.284999996423721,27,0.149000003933907,0.101000003516674
1946,1,30,1984,"TAXAB",17628.1,14984.58,209,5,0.238999992609024,27,0.138999998569489,0.115000002086163
1946,1,31,1984,"TAXAB",18170.84,14825.92,195,12,0.221000000834465,27,0.17399999499321,0.153999999165535
1946,1,32,1984,"TAXAB",17503.1,14581.63,254,6,0.224000006914139,27,0.145999997854233,0.122000001370907
1946,1,33,1984,"TAXAB",17232.92,14532.93,250,12,0.259999990463257,27,0.11599999666214,0.104000002145767
1946,1,34,1984,"TAXAB",15671.5,14017.38,169,7,0.277999997138977,27,0.123999997973442,0.123999997973442
1946,1,35,1984,"TAXAB",18969.74,14212.87,234,10,0.204999998211861,27,0.141000002622604,0.115000002086163
1946,1,36,1984,"TAXAB",17711.07,15028.5,198,9,0.237000003457069,27,0.136000007390976,0.11599999666214
1946,1,37,1984,"TAXAB",18079.67,14723.96,200,7,0.219999998807907,27,0.150000005960464,0.125
1946,1,38,1984,"TAXAB",17074.13,14373.11,203,5,0.24600000679493,27,0.152999997138977,0.137999996542931
1946,1,39,1984,"TAXAB",16913.91,14943.54,217,8,0.266999989748001,27,0.146999999880791,0.13400000333786
1946,1,40,1984,"TAXAB",16933.87,14567.32,233,6,0.261999994516373,27,0.12899999320507,0.0989999994635582
1946,1,41,1984,"TAXAB",17160.04,15061.33,238,6,0.264999985694885,27,0.146999999880791,0.126000002026558
1946,1,42,1984,"TAXAB",16655.16,14863.79,204,6,0.270000010728836,27,0.131999999284744,0.118000000715256
1946,1,43,1984,"TAXAB",17438.42,15330.54,180,4,0.216999992728233,27,0.156000003218651,0.122000001370907
1946,1,44,1984,"TAXAB",19547.17,14877.41,223,6,0.196999996900558,27,0.157000005245209,0.120999999344349
1946,1,45,1984,"TAXAB",14397.95,13917.56,202,4,0.307000011205673,27,0.123999997973442,0.104000002145767
1946,1,46,1984,"TAXAB",17677.92,13907.38,212,5,0.222000002861023,27,0.123000003397465,0.112999998033047
1946,1,47,1984,"TAXAB",18173.53,14221.02,237,4,0.218999996781349,27,0.135000005364418,0.104999996721745
1946,1,48,1984,"TAXAB",17493.05,15277.96,190,3,0.257999986410141,27,0.179000005125999,0.142000004649162
1946,1,49,1984,"TAXAB",15622.02,14533.64,237,5,0.287000000476837,27,0.122000001370907,0.104999996721745
1946,1,50,1984,"TAXAB",17184.05,14470.96,236,10,0.241999998688698,27,0.140000000596046,0.130999997258186
1946,1,51,1984,"TAXAB",17986.84,15120.89,194,8,0.226999998092651,27,0.170000001788139,0.149000003933907
1946,1,52,1984,"TAXAB",17359.16,15108.25,181,4,0.275999993085861,27,0.127000004053116,0.11599999666214
1946,1,53,1984,"TAXAB",17317.61,14747.3,220,6,0.254999995231628,27,0.123000003397465,0.108999997377396
1946,1,54,1984,"TAXAB",16246.65,14520.36,187,9,0.250999987125397,27,0.118000000715256,0.096000000834465
1946,1,55,1984,"TAXAB",18580.97,14891.1,203,4,0.211999997496605,27,0.172000005841255,0.148000001907349
1946,1,56,1984,"TAXAB",14545.42,13539.88,179,6,0.307000011205673,27,0.0839999988675117,0.0729999989271164
1946,1,57,1984,"TAXAB",18717.54,14818.46,206,7,0.203999996185303,27,0.180000007152557,0.159999996423721
1946,1,58,1984,"TAXAB",18215.15,14109.29,229,6,0.20100000500679,27,0.165999993681908,0.152999997138977
1946,1,59,1984,"TAXAB",17481.61,14096.42,207,9,0.226999998092651,27,0.135000005364418,0.126000002026558
1946,1,60,1984,"TAXAB",17413.81,14137.21,190,8,0.252999991178513,27,0.120999999344349,0.0949999988079071
1946,1,61,1984,"TAXAB",17232.37,15073.41,210,5,0.252000004053116,27,0.162000000476837,0.133000001311302
1946,1,62,1984,"TAXAB",19019.14,14959.47,229,5,0.204999998211861,27,0.140000000596046,0.122000001370907
1946,1,63,1984,"TAXAB",17288.55,13694.82,225,7,0.239999994635582,27,0.10700000077486,0.0930000022053719
1946,1,64,1984,"TAXAB",18371.95,15449.84,221,7,0.261999994516373,27,0.153999999165535,0.118000000715256
1946,1,65,1984,"TAXAB",16711.21,13871.34,211,5,0.24600000679493,27,0.151999995112419,0.151999995112419
1946,1,66,1984,"TAXAB",17153.98,14710.79,211,3,0.261000007390976,27,0.136999994516373,0.123000003397465
1946,1,67,1984,"TAXAB",18031.05,15239.84,192,4,0.266000002622604,27,0.115000002086163,0.0890000015497208
1946,1,68,1984,"TAXAB",16656.12,14743.03,179,5,0.279000014066696,27,0.172999992966652,0.150999993085861
1946,1,69,1984,"TAXAB",16355.46,14365.45,215,1.5,0.256000012159348,27,0.10700000077486,0.0790000036358833
1946,1,70,1984,"TAXAB",16023.68,14539.86,200,4,0.28999999165535,27,0.129999995231628,0.109999999403954
1946,1,71,1984,"TAXAB",17488.4,15268.84,201,6,0.263999998569489,27,0.12899999320507,0.104000002145767
1946,1,72,1984,"TAXAB",17808.65,15123.94,203,4,0.24600000679493,27,0.181999996304512,0.163000002503395
1946,1,73,1984,"TAXAB",15760.95,14619.95,225,8,0.301999986171722,27,0.137999996542931,0.119999997317791
1947,1,1,1978,"TAXAB",10733.34,6955.03,237,3,0.14300000667572,15,0.261999994516373,0.215000003576279
1947,1,2,1978,"TAXAB",9724.99,6941.89,223,3,0.196999996900558,15,0.224000006914139,0.165999993681908
1947,1,3,1978,"TAXAB",10224.3,6979.41,215,4,0.194999992847443,15,0.228000000119209,0.177000001072884
