"cz","cz_name","state","children_in_1980_82_cohorts","am_80_82_cohort","rm_80_82_cohort","p_child_in_q5_parent_in_q1_80_85_cohort","am_college_attendance","rm_college_attendance","am_teenage_birth","rm_teenage_birth","am_females","rm_females","am_males","rm_males","am_males_individual_income","rm_males_individual_income","am_cost_of_living_adjusted","rm_cost_of_living_adjusted","am_2011_2012_parent_income","rm_2011_2012_parent_income","am_single_parents","rm_single_parents","am_married_parents","rm_married_parents","am_83_85_cohort","rm_83_85_cohort","am_80_85_cohort","rm_80_85_cohort","am_white_80_zips","rm_white_80_zips","am_poverty_line","rm_poverty_line","am_college_quality","rm_college_quality"
100,"Johnson City","TN",18494,38.3875,0.3717,0.0621988102793694,33.66625,0.87497,23.1315,-0.31138,39.97675,0.38227,36.83775,0.36175,40.401,0.34168,39.95,0.35808,38.91025,0.33133,36.68425,0.35865,39.35525,0.35337,40.02,0.34876,39.21575,0.35919,38.368,0.37188,66.56876,0.40215,35.08313,0.20682
200,"Morristown","TN",7760,37.77675,0.35611,0.0536519400775433,32.68875,0.77467,27.156,-0.33872,38.7855,0.37426,36.81325,0.33785,40.4385,0.31502,39.361,0.3498,37.97425,0.33409,36.5295,0.3525,38.56425,0.33909,39.36175,0.37071,38.60225,0.36217,37.77675,0.35611,65.30325,0.43897,34.7445,0.16901
301,"Middlesborough","TN",2217,39.04925,0.37557,0.0726351365447044,40.9725,0.67994,23.18125,-0.26063,41.348,0.36896,36.79175,0.38091,40.5835,0.34866,41.008,0.3552,37.82975,0.34943,35.52075,0.31827,40.24225,0.35485,39.953,0.35244,39.516,0.3624,39.0695,0.3749,65.01175,0.48347,36.09037,0.158215
302,"Knoxville","TN",23805,37.84125,0.37253,0.0562812127172947,32.35125,0.85705,24.969,-0.32944,39.60825,0.37445,36.1375,0.3705,39.724,0.3434,39.2465,0.36466,38.5975,0.34286,35.8915,0.34782,39.227,0.3496,39.50275,0.33015,38.691,0.35036,38.7205,0.35782,65.60225,0.39677,34.77657,0.20817
401,"Winston-Salem","NC",16103,36.96925,0.38913,0.0448007918894291,42.95475,0.73715,26.32775,-0.35645,38.80675,0.39667,35.0955,0.38314,38.7825,0.35758,37.583,0.38244,38.99625,0.35405,34.595,0.38944,40.28375,0.32775,38.227,0.35884,37.6315,0.37298,39.6645,0.3567,66.11926,0.38789,38.09144,0.201735
402,"Martinsville","VA",3269,37.29525,0.42257,0.0518358536064625,36.61375,0.85803,26.48475,-0.38949,38.6325,0.42362,35.99575,0.42083,39.87325,0.40349,37.8435,0.40274,38.53175,0.36819,34.48275,0.34155,39.61525,0.38001,38.65025,0.39901,37.99325,0.40961,39.25475,0.42915,67.417,0.43804,36.76275,0.24467
500,"Greensboro","NC",33788,36.47725,0.39521,0.0473969392478466,39.6805,0.76698,25.92525,-0.32971,38.3885,0.39826,34.5605,0.39246,38.6905,0.3689,37.01575,0.39023,38.1025,0.36494,34.2145,0.35002,39.459,0.3432,38.08325,0.35921,37.3145,0.3761,38.79325,0.36401,66.08675,0.39755,37.17088,0.20727
601,"North Wilkesboro","NC",2958,38.3445,0.38886,0.051663126796484,38.33375,0.80467,24.8685,-0.29242,40.7165,0.39134,36.14325,0.38497,37.94375,0.34671,39.519,0.37344,39.3635,0.36086,37.053,0.3942,39.15525,0.37105,40.71425,0.34649,39.54375,0.36631,38.34725,0.38885,66.88325,0.43925,36.55656,0.206405
602,"Galax","VA",1877,40.813,0.41348,0.0795698910951614,35.259,0.82528,21.29325,-0.25051,42.6245,0.38642,39.059,0.4394,40.94575,0.42399,41.7125,0.40074,41.53475,0.35691,39.784,0.51808,41.93675,0.37643,43.28075,0.35955,42.062,0.3842,40.74325,0.41281,69.54125,0.47333,37.287,0.229155
700,"Spartanburg","SC",12280,36.406,0.4044,0.043111190199852,36.047,0.78672,29.94025,-0.37035,37.71875,0.42027,35.11975,0.38415,39.81825,0.35289,37.28925,0.39985,38.33875,0.35519,33.94025,0.36729,39.5075,0.34682,38.7345,0.36638,37.58575,0.38439,38.2495,0.3801,67.727,0.3898,36.10825,0.199115
800,"Gastonia","NC",14684,35.43425,0.41629,0.0515273064374924,36.2655,0.76062,29.73775,-0.35949,36.77525,0.41985,34.11775,0.41167,38.548,0.37916,36.349,0.40496,37.35375,0.37139,33.9755,0.32506,36.6445,0.40114,37.25375,0.38431,36.3605,0.39934,36.323,0.41064,63.64775,0.45491,34.97275,0.200535
900,"Charlotte","NC",47059,35.835,0.39704,0.0437852367758751,38.30625,0.75689,27.273,-0.35632,38.06025,0.40141,33.5905,0.3929,38.145,0.37912,36.357,0.39348,38.045,0.36344,33.714,0.35928,39.1695,0.34042,37.8435,0.35742,36.878,0.37608,39.28025,0.36213,67.03525,0.36337,36.68063,0.20287
1001,"Boone","NC",2056,40.01675,0.30419,0.0560836493968964,41.33175,0.76659,18.47575,-0.27037,40.747,0.32128,39.33625,0.28721,41.481,0.27236,41.36475,0.28607,40.434,0.2842,37.43675,0.40799,41.95125,0.25549,42.80725,0.27085,41.502,0.28536,39.98575,0.30483,70.363,0.33216,39.23119,0.199885
1002,"Morganton","NC",5190,37.55075,0.37279,0.0544464625418186,40.9775,0.75306,25.96875,-0.28597,40.191,0.35464,35.068,0.38884,39.0125,0.34954,38.791,0.35888,38.806,0.33372,35.5865,0.34978,39.15025,0.33989,39.7565,0.35734,38.67075,0.36375,37.725,0.37224,67.1035,0.42266,36.56225,0.197335
1100,"Hickory","NC",12536,35.5565,0.4151,0.0449696704745293,36.1785,0.79314,28.31275,-0.37285,36.952,0.41752,34.166,0.4128,38.35725,0.39245,36.25825,0.40889,37.98325,0.37277,33.8585,0.39506,37.50725,0.37801,38.57975,0.35819,37.1085,0.3851,36.03525,0.40925,64.2165,0.44018,35.23075,0.20037
1201,"Franklin","NC",1305,41.238,0.33776,0.0566615611314774,44.78375,0.73775,21.86075,-0.26913,43.28175,0.32003,39.384,0.35028,39.97825,0.35501,42.257,0.33956,41.858,0.3542,39.3995,0.1883,41.452,0.34488,41.1765,0.31754,41.19375,0.32819,41.08575,0.33819,69.9735,0.39286,38.2575,0.186715
1202,"Sylva","NC",1700,40.59225,0.29197,0.0606653615832329,46.764,0.64444,27.15675,-0.35373,40.5455,0.32026,40.66825,0.26337,44.3295,0.22766,42.07025,0.27705,39.946,0.28132,39.4665,0.23134,41.18325,0.28625,41.242,0.33112,40.91825,0.31089,41.827,0.286,72.21225,0.24825,37.83019,0.171325
1203,"Asheville","NC",12197,39.013,0.31936,0.063380278646946,44.35775,0.71007,22.6455,-0.28126,41.06025,0.31545,37.08125,0.32157,40.63325,0.30865,40.01325,0.31089,40.122,0.29164,36.61475,0.29439,41.0895,0.28126,40.57375,0.30343,39.827,0.31028,39.48175,0.31195,69.08075,0.32175,38.12787,0.191095
1204,"Andrews","NC",1833,40.83275,0.30435,0.0804810374975204,47.82475,0.66515,22.919,-0.29764,41.78275,0.33707,39.8875,0.26854,42.182,0.22596,42.13375,0.30307,41.1715,0.27014,39.09225,0.26493,41.5335,0.29254,43.18325,0.27345,42.013,0.28784,40.83275,0.30435,69.6705,0.35802,38.51463,0.153485
1301,"Bennettsville","SC",3040,34.9235,0.4105,0.0297968406230211,29.8725,0.80002,31.1915,-0.39282,35.4755,0.44262,34.4075,0.37918,40.287,0.35264,35.5645,0.39994,35.0015,0.37102,32.49625,0.30277,37.9485,0.35934,35.8125,0.42718,35.3465,0.41774,,,66.551,0.44304,33.28537,0.169755
1302,"Florence","SC",21210,35.914,0.3938,0.0356782004237175,38.352,0.76984,25.71475,-0.34149,37.41675,0.40703,34.381,0.38096,39.5155,0.3481,36.535,0.3904,36.39075,0.35291,33.63775,0.33887,39.15575,0.33399,37.049,0.36704,36.464,0.38004,38.06675,0.34799,66.97124,0.37517,37.26231,0.191135
1400,"Fayetteville","NC",24241,34.775,0.37436,0.0382470116019249,41.225,0.6816,28.52775,-0.33809,36.7295,0.37846,32.77675,0.37179,38.09725,0.35321,35.34875,0.36427,34.6845,0.31046,32.969,0.32404,37.272,0.32772,36.8095,0.34758,35.83275,0.35995,37.637,0.36448,65.09725,0.39949,37.1435,0.180215
1500,"Wilmington","NC",11650,35.8625,0.34638,0.0418033972382545,45.88325,0.66861,26.4655,-0.3595,37.473,0.3502,34.272,0.34328,39.45475,0.31875,36.48425,0.34173,36.27225,0.32385,33.36225,0.30001,39.04425,0.29061,37.089,0.34412,36.491,0.34452,37.7165,0.3085,64.84775,0.36891,38.85219,0.18401
1600,"Wilson","NC",8483,35.0385,0.4313,0.0319583788514137,43.154,0.72148,26.98425,-0.31335,37.356,0.44076,32.73575,0.42487,37.89775,0.39631,35.426,0.42676,35.59425,0.37505,32.492,0.3354,40.123,0.34544,36.18075,0.39095,35.59475,0.41087,47.406,0.22652,66.142,0.442,37.56706,0.199085
1701,"Raleigh","NC",41170,36.93225,0.38949,0.0499866344034672,42.95375,0.72923,25.20225,-0.34547,39.2825,0.39122,34.48975,0.39015,39.146,0.36696,37.31275,0.38199,38.89575,0.35003,34.73125,0.36173,40.458,0.3312,38.56175,0.34139,37.78825,0.36389,41.44,0.33936,67.33775,0.35035,39.06269,0.213585
1702,"Henderson","NC",2303,33.47,0.42436,0.0336088165640831,40.84875,0.74283,32.48875,-0.41133,35.65425,0.40705,31.28175,0.44527,36.509,0.42864,34.0535,0.41666,33.0905,0.37494,31.61975,0.33191,36.13725,0.38489,35.2355,0.41266,34.355,0.41832,,,63.1785,0.41174,36.66481,0.198565
1800,"Goldsboro","NC",7655,37.61975,0.39567,0.0453549511730671,47.284,0.68776,27.015,-0.36228,38.4145,0.43534,36.81175,0.35771,42.022,0.30148,38.326,0.3864,37.29,0.35044,35.848,0.35424,39.8535,0.35126,38.705,0.38168,38.173,0.38772,44.21825,0.27089,68.574,0.37416,39.19125,0.19607
1900,"Jacksonville","NC",18199,37.20775,0.38275,0.0470072403550148,45.6525,0.6997,26.67025,-0.36119,39.316,0.38304,35.0555,0.38486,39.7405,0.35902,37.668,0.37312,37.01325,0.33413,34.8015,0.35422,40.387,0.3192,39.24675,0.33879,38.2785,0.35914,39.541,0.34992,67.7155,0.37918,39.03744,0.197045
2000,"Virginia Beach","VA",41448,37.92725,0.38389,0.0535509437322617,37.75675,0.73335,26.23175,-0.35185,40.028,0.3926,35.7985,0.37638,41.0515,0.35918,37.8265,0.3771,38.0605,0.31774,36.37575,0.35039,40.05925,0.34541,39.1265,0.35194,38.5715,0.36686,41.4125,0.33378,68.70475,0.35583,37.87138,0.208825
2100,"Washington","NC",4654,37.50625,0.37629,0.0497884787619114,48.151,0.67704,23.535,-0.33616,39.3725,0.35554,35.67375,0.39623,40.493,0.36104,38.0245,0.37502,37.48825,0.34721,34.55925,0.27689,40.32475,0.32707,39.08225,0.35261,38.3085,0.36334,40.295,0.26956,68.17425,0.35705,38.72406,0.183835
2200,"South Boston","VA",5459,37.989,0.4398,0.0490487515926361,35.86725,0.79829,24.73175,-0.34677,40.2745,0.42886,35.64475,0.45427,40.1295,0.41474,37.995,0.43236,37.79025,0.39149,36.50975,0.42795,39.6695,0.40302,39.17575,0.45039,38.58875,0.44391,,,67.571,0.45508,36.47344,0.23011
2300,"Lynchburg","VA",7681,39.2425,0.3969,0.0673591420054436,34.85925,0.79829,25.413,-0.33268,41.14,0.37532,37.41725,0.41721,41.4285,0.3893,39.5215,0.38522,39.67475,0.36363,36.9975,0.35678,41.62125,0.35261,40.97075,0.39167,40.1705,0.39306,41.155,0.36248,69.231,0.39328,36.86369,0.21453
2400,"Richmond","VA",36657,37.87175,0.40043,0.0547646731138229,35.5815,0.77502,24.89675,-0.33809,40.34825,0.39745,35.32375,0.40475,40.3025,0.37902,37.627,0.3946,39.6,0.3552,35.8245,0.3859,41.88575,0.33095,38.345,0.37752,38.12775,0.38827,45.6825,0.29734,67.10175,0.37139,38.21375,0.216455
2500,"Newport News","VA",20764,38.0525,0.39982,0.0513657629489899,38.2755,0.75778,26.08175,-0.35281,39.70925,0.41277,36.39825,0.38693,41.47625,0.37433,37.9885,0.38998,38.37525,0.32901,36.448,0.3786,40.352,0.35644,39.9985,0.36758,39.10275,0.38195,43.39375,0.33475,68.35025,0.37721,38.45169,0.22155
2600,"Roanoke Rapids","NC",5719,35.58675,0.46087,0.0327529013156891,47.94175,0.65959,27.235,-0.32796,37.1875,0.43842,33.86425,0.48733,39.6685,0.43046,35.83275,0.45219,34.48525,0.40669,33.2115,0.3471,39.059,0.4072,36.67125,0.42533,36.126,0.44252,,,66.3605,0.48314,38.05269,0.20869
2700,"Gulfport","MS",17850,39.334,0.34168,0.0671070292592049,39.86975,0.71627,28.413,-0.31164,40.7465,0.34922,37.94775,0.33599,43.18825,0.31893,40.685,0.33344,39.365,0.29036,36.78025,0.30797,42.00925,0.29065,41.1685,0.32326,40.28625,0.33117,41.3785,0.31654,69.9685,0.31266,37.22837,0.15454
2800,"Laurel","MS",4923,40.06675,0.43611,0.0692070573568344,46.2065,0.70886,28.21025,-0.38023,39.98125,0.41609,40.14525,0.45449,45.65475,0.42587,41.52775,0.42635,39.267,0.37776,35.3495,0.3257,45.21025,0.33213,42.2045,0.40598,41.09775,0.42083,43.4885,0.34966,71.44975,0.37723,39.69831,0.15651
2900,"Hattiesburg","MS",6668,39.39125,0.38949,0.0605108886957169,44.884,0.72264,28.896,-0.38748,39.80175,0.40047,38.95625,0.37777,43.98475,0.34539,40.6695,0.3805,38.85025,0.33813,36.16775,0.41599,44.372,0.2792,40.55825,0.37441,39.95775,0.38163,43.55825,0.31661,71.10475,0.31387,38.85031,0.16248
3001,"Kosciusko","MS",2111,37.34725,0.48801,0.0354896672070026,36.229,0.75552,25.90975,-0.31717,38.11275,0.49255,36.558,0.485,42.3635,0.44122,38.262,0.483,35.3955,0.43858,34.028,0.381,43.06,0.37516,38.257,0.47596,37.77675,0.48115,,,70.9765,0.4519,34.57156,0.13867
3002,"Yazoo City","MS",1967,34.79875,0.50763,0.0247895233333111,31.76475,0.85455,27.24975,-0.36749,35.54375,0.50031,33.9675,0.5165,39.274,0.4554,35.55125,0.50265,33.20825,0.42249,31.604,0.35436,39.74075,0.43419,35.65875,0.46827,35.22175,0.48807,,,66.5735,0.44026,33.49125,0.171235
3003,"Jackson","MS",23204,36.3725,0.41994,0.0375340469181538,42.78475,0.70015,28.9115,-0.37042,38.0945,0.42242,34.648,0.41892,39.079,0.39128,37.34975,0.41707,36.5825,0.3891,33.9305,0.34886,41.17325,0.33881,37.62,0.40448,37.001,0.41164,42.8365,0.34042,69.153,0.34816,37.62006,0.159475
3101,"McComb","MS",4816,39.6185,0.43822,0.0625297203660011,35.8565,0.69062,25.828,-0.31228,39.887,0.42548,39.36925,0.44901,44.9025,0.40042,40.8385,0.4265,38.36275,0.37147,36.1595,0.35006,43.65375,0.36059,41.06725,0.42501,40.31025,0.43093,,,70.88575,0.36907,33.94331,0.140355
3102,"Brookhaven","MS",2149,40.47925,0.42353,0.0642954856157303,34.3035,0.58742,25.67175,-0.22621,40.154,0.42524,40.798,0.42172,45.89125,0.39069,41.653,0.42724,39.673,0.37068,36.4505,0.40054,45.57875,0.31339,42.327,0.46168,41.3635,0.44138,44.75675,0.41439,70.404,0.36264,32.48231,0.08671501
3201,"Jena","LA",1189,48.58875,0.44039,0.126422256231308,31.981,0.68972,27.427,-0.21668,49.31,0.4412,47.84575,0.44155,52.454,0.36528,49.8705,0.4279,46.926,0.36248,43.3155,0.56154,53.3225,0.32074,48.48725,0.46789,48.51325,0.45305,51.249,0.33516,75.4395,0.3387,36.78044,0.16551
3202,"Natchez","MS",3351,38.7735,0.43726,0.0487460270524025,34.401,0.74148,28.4175,-0.34162,39.31275,0.43211,38.24125,0.44249,43.59475,0.38319,39.80025,0.42505,37.731,0.3828,35.834,0.34492,42.62725,0.36949,40.50325,0.39305,39.62025,0.41517,,,70.82925,0.31937,35.21544,0.162495
3203,"Vicksburg","MS",3946,35.33125,0.41933,0.0311782080680132,37.90975,0.76719,29.71975,-0.34493,36.77975,0.42435,33.87925,0.41493,39.3225,0.3853,36.37875,0.40879,34.83375,0.36423,32.9175,0.27706,40.30625,0.34957,36.45575,0.40139,35.871,0.41004,,,68.97175,0.32635,36.58675,0.176795
3300,"New Orleans","LA",57774,38.17975,0.39679,0.0512128658592701,41.1295,0.71842,24.40525,-0.30271,39.597,0.3994,36.7235,0.39498,42.54875,0.36795,38.90925,0.39177,38.3145,0.35266,35.77425,0.33869,42.5055,0.32574,39.11375,0.35763,38.66425,0.37633,43.51,0.3252,69.4605,0.3223,39.30994,0.207445
3400,"Houma","LA",12869,43.974,0.40068,0.113469153642654,24.8115,0.62962,27.18175,-0.30473,42.7905,0.41578,45.20325,0.38469,51.42625,0.34437,45.521,0.3882,43.59425,0.34317,39.226,0.33628,48.20825,0.32101,44.39675,0.40019,44.18075,0.40011,48.31825,0.32793,72.702,0.32736,31.11106,0.12116
3500,"Baton Rouge","LA",34182,39.2945,0.4055,0.0603968948125839,33.3245,0.68446,25.27275,-0.29233,39.86175,0.40687,38.72525,0.40449,44.399,0.37472,40.144,0.40188,39.33775,0.36995,36.47075,0.35343,44.01125,0.32353,40.19525,0.38953,39.76225,0.39689,44.294,0.33784,70.76475,0.31691,37.46806,0.18991
3600,"Alexandria","LA",8393,40.067,0.40416,0.0672128424048424,34.66075,0.75087,29.61325,-0.33967,40.45675,0.41607,39.67675,0.39291,45.24825,0.35029,41.14675,0.39919,38.871,0.36408,36.438,0.3608,44.88325,0.30949,41.718,0.40388,40.908,0.40312,44.621,0.33884,69.48125,0.37393,40.55156,0.21201
3700,"Lake Charles","LA",14710,42.56025,0.33977,0.0971184596419334,32.612,0.67808,27.993,-0.29044,42.732,0.33148,42.39325,0.34801,48.3955,0.32222,43.94225,0.33265,42.5935,0.29302,39.22475,0.29559,45.6585,0.28206,44.463,0.32388,43.539,0.33076,45.74,0.2986,71.87775,0.30839,36.75556,0.171935
3800,"Lafayette","LA",24639,43.189,0.38124,0.0950535386800766,31.8985,0.6897,26.752,-0.2954,42.474,0.39036,43.912,0.37192,49.74775,0.33223,44.61125,0.37257,42.5645,0.3325,38.96075,0.32267,47.16175,0.30847,43.846,0.35964,43.5195,0.36994,48.86825,0.27849,72.9235,0.30606,38.28537,0.18517
3901,"Monroe","LA",11387,37.8895,0.41474,0.0551850982010365,33.971,0.701,25.79825,-0.29223,38.94775,0.41675,36.83525,0.41305,42.05,0.37048,38.9015,0.4091,37.0095,0.3713,34.24925,0.32245,43.538,0.31204,39.42375,0.40827,38.64475,0.41083,42.099,0.34504,68.5395,0.36538,36.23094,0.16741
3902,"Lake Providence","LA",1045,40.5265,0.5073,0.0573065914213657,33.58125,0.70845,27.70525,-0.32927,39.353,0.57356,41.91325,0.42773,46.45775,0.37955,41.48225,0.49821,36.6905,0.42062,37.075,0.48776,46.8835,0.35538,39.80025,0.50733,40.14575,0.50723,45.1615,0.42902,70.66475,0.37711,36.23381,0.16473
4001,"Magnolia","AR",1451,38.56225,0.41897,0.060388945043087,42.28675,0.74639,27.8875,-0.41662,37.5525,0.43262,39.52025,0.40641,44.8405,0.3581,39.76025,0.41789,38.247,0.35636,34.57,0.34208,44.009,0.30888,39.137,0.52648,38.862,0.46936,,,68.32275,0.39779,39.24381,0.16634
4002,"Shreveport","LA",21664,38.13575,0.43503,0.0527185052633286,37.819,0.74196,27.37825,-0.31219,38.882,0.44732,37.4055,0.42398,43.06875,0.38687,39.0485,0.42762,37.15975,0.38595,35.09225,0.36581,43.72325,0.33545,39.7815,0.40846,38.97975,0.42047,45.475,0.31724,68.32175,0.38115,38.3435,0.193505
4003,"Ruston","LA",3003,40.35225,0.43153,0.0688279271125793,40.82525,0.65025,24.306,-0.30452,41.00975,0.44495,39.70475,0.41787,44.68025,0.38305,41.3895,0.4249,39.4335,0.39946,37.651,0.41796,44.99825,0.33761,41.58475,0.41083,40.99975,0.42003,46.63725,0.28757,70.16451,0.34514,40.47419,0.19839
4004,"Many","LA",982,46.5605,0.41326,0.15160796046257,32.16275,0.66951,30.583,-0.231,44.2195,0.42406,48.91575,0.39875,54.067,0.36468,48.31925,0.39853,44.97625,0.35517,41.874,0.34528,50.377,0.3308,46.428,0.38392,46.48075,0.39899,48.356,0.32516,72.0845,0.35814,36.31469,0.16697
4101,"Crossett","AR",1108,38.56775,0.38687,0.0415384620428085,36.0195,0.66666,29.825,-0.26812,38.122,0.41516,39.03825,0.35657,44.6345,0.36914,40.287,0.37292,38.8355,0.34446,34.74,0.29328,42.89075,0.30939,40.4165,0.40902,39.4875,0.39494,,,70.2595,0.30006,36.85612,0.154825
4102,"Pine Bluff","AR",7303,36.63725,0.42613,0.0428298264741898,39.55725,0.69353,30.8255,-0.33766,38.382,0.42964,34.90425,0.42265,40.368,0.38424,37.939,0.41296,35.75675,0.36291,33.02775,0.24707,40.70675,0.37251,38.995,0.40908,37.8195,0.4155,39.44625,0.34809,68.28075,0.38651,37.09875,0.167405
4103,"El Dorado","AR",3942,37.579,0.43772,0.0566330477595329,41.30575,0.70787,31.07625,-0.40195,38.693,0.46944,36.5135,0.40978,41.20525,0.37429,38.66475,0.42723,36.933,0.40596,35.168,0.36756,40.3345,0.38506,40.061,0.412,38.84375,0.42303,,,66.4865,0.42402,38.087,0.16015
4200,"Little Rock","AR",24072,37.99,0.39308,0.0535617172718048,39.346,0.70076,28.232,-0.3612,39.57375,0.39907,36.423,0.3884,40.71225,0.36045,39.178,0.39096,38.41475,0.35015,35.968,0.3968,41.14825,0.33301,39.854,0.36648,38.9605,0.37846,42.384,0.33268,67.96375,0.37299,37.70513,0.169795
4301,"Stuttgart","AR",1771,39.83075,0.39863,0.0539629012346268,44.19425,0.64057,27.5005,-0.39286,41.01975,0.39155,38.556,0.40544,43.96875,0.35447,41.59725,0.38649,38.37275,0.35707,36.47025,0.27281,42.971,0.34548,42.05475,0.39583,40.8935,0.3969,41.58225,0.35349,72.2855,0.32998,39.14731,0.168185
4302,"Searcy","AR",3694,41.313,0.37224,0.0891045406460762,37.941,0.77428,28.4325,-0.34962,42.037,0.40824,40.56325,0.33357,44.3365,0.29226,43.23325,0.36089,39.98925,0.35221,37.98525,0.37601,43.73875,0.31799,44.06525,0.33961,42.66925,0.35461,42.9125,0.3347,69.72475,0.38015,36.79338,0.15857
4401,"London","KY",4974,39.0955,0.35722,0.0638953074812889,37.851,0.76584,24.53775,-0.29785,40.84225,0.37409,37.3725,0.34134,41.04125,0.32157,41.49,0.33936,38.23275,0.33099,37.81075,0.38555,39.82875,0.33899,40.12875,0.34679,39.63575,0.35031,39.1005,0.35646,66.617,0.42084,35.22669,0.18678
4402,"Richmond","KY",3623,38.85325,0.34829,0.0590868405997753,36.38175,0.70639,24.20925,-0.29231,39.76425,0.37029,37.90225,0.32385,41.87725,0.29065,40.73525,0.33785,38.61675,0.32967,36.37775,0.39039,40.2745,0.31574,40.1935,0.3329,39.547,0.33932,38.88125,0.34985,65.96075,0.38679,35.9035,0.167035
4501,"West Liberty","KY",1613,38.44575,0.34151,0.0684385374188423,39.56025,0.70981,18.72925,-0.18387,40.844,0.31924,36.157,0.35764,39.589,0.33352,40.823,0.3252,36.61,0.35684,34.29925,0.18757,39.28825,0.34857,42.37925,0.37429,40.46075,0.35295,38.372,0.3456,63.15375,0.43459,35.6565,0.142165
4502,"Hazard","KY",4355,42.679,0.2744,0.130659371614456,50.77375,0.61007,18.01825,-0.17647,43.447,0.28552,41.9325,0.2645,46.332,0.25076,45.24475,0.25783,41.799,0.25876,39.8085,0.31686,43.819,0.24844,44.13,0.29572,43.42525,0.28177,42.71975,0.27471,67.76425,0.32461,36.85331,0.16386
4601,"Campbellsville","KY",2821,41.917,0.33136,0.0714285746216774,40.91075,0.74623,24.417,-0.32976,43.8205,0.34178,39.98,0.32252,42.3895,0.26354,44.33825,0.31917,40.8105,0.3253,40.942,0.4552,42.77225,0.30101,44.02775,0.33991,42.9875,0.3329,41.904,0.3312,71.27275,0.38235,36.2825,0.18726
4602,"Somerset","KY",4229,39.055,0.39792,0.062714509665966,36.50675,0.88291,24.61975,-0.34113,40.84675,0.42319,37.39825,0.37845,40.0425,0.3573,41.1275,0.37882,38.6465,0.33054,36.12475,0.31087,39.908,0.38648,40.9055,0.35118,40.01475,0.37183,39.055,0.39792,66.922,0.44368,35.6285,0.20821
4701,"Greenwood","MS",3909,35.5705,0.45862,0.0331106595695019,31.17425,0.74477,28.36975,-0.37817,35.763,0.48176,35.39,0.43524,40.17125,0.38733,36.498,0.45204,34.83575,0.40207,33.397,0.39088,40.06925,0.37601,35.8365,0.4793,35.69225,0.46781,,,67.194,0.42256,33.0245,0.13942
4702,"Clarksdale","MS",6240,34.24675,0.47959,0.0271325036883354,36.44775,0.84759,30.7735,-0.40562,35.24375,0.48551,33.2425,0.47374,38.1655,0.41026,35.15225,0.46833,33.38225,0.41537,31.575,0.33336,37.5745,0.43606,35.1375,0.41342,34.64875,0.44691,,,66.256,0.44576,36.4305,0.205805
4800,"Greenville","MS",7754,33.6105,0.47114,0.0221015904098749,26.99325,0.77953,29.571,-0.37624,35.53525,0.47549,31.637,0.46548,36.849,0.42488,34.408,0.46244,32.3715,0.40422,30.341,0.25788,38.5725,0.42286,34.02725,0.42533,33.789,0.44872,,,66.1185,0.4457,31.82494,0.123075
4901,"Jackson","TN",7572,37.32325,0.39669,0.0474881269037724,30.9125,0.78718,29.5715,-0.33606,39.38725,0.39393,35.36525,0.39833,39.5485,0.35646,38.94575,0.38815,37.63075,0.37439,34.74225,0.36245,41.024,0.32496,38.556,0.41524,37.9605,0.40514,40.93125,0.31501,69.212,0.36996,34.9545,0.16752
4902,"Dyersburg","TN",3665,36.49925,0.45121,0.0431115292012691,30.547,0.77524,30.59525,-0.32307,37.597,0.4882,35.415,0.416,40.26775,0.37727,37.96425,0.42497,36.991,0.38356,33.5745,0.30998,39.4695,0.40662,37.6445,0.40834,37.046,0.42964,38.8155,0.4179,67.31525,0.44585,34.09713,0.18268
4903,"Lexington","TN",1627,40.99425,0.36185,0.0816599726676941,27.361,0.74996,25.71975,-0.18881,41.82875,0.35031,40.18975,0.37203,43.00775,0.31711,43.159,0.35476,42.435,0.27628,40.15475,0.32935,41.4125,0.35538,43.90275,0.36471,42.4335,0.36202,41.018,0.35404,72.27425,0.36941,33.011,0.166785
5000,"Tupelo","MS",8753,37.74075,0.42111,0.0435734167695045,28.8075,0.74662,28.4095,-0.33414,38.17275,0.42495,37.3035,0.41754,42.5585,0.3575,38.8385,0.41802,38.2655,0.38562,35.27575,0.39079,41.17225,0.34985,39.47975,0.38631,38.61175,0.40267,40.675,0.3822,70.702,0.38736,30.95481,0.14741
5100,"Corinth","MS",4473,39.04825,0.38925,0.0657632499933243,29.5625,0.75578,25.91875,-0.30329,40.4855,0.39498,37.68625,0.38525,41.19325,0.34537,40.4125,0.38314,39.39525,0.36861,37.038,0.38752,40.44075,0.35879,42.49925,0.37041,40.77225,0.37733,39.05225,0.38913,68.8935,0.39738,32.19675,0.145605
5201,"New Albany","MS",2128,39.2955,0.42626,0.0546255521476269,28.0745,0.69702,30.04975,-0.34509,39.508,0.45876,39.0575,0.39642,43.859,0.34492,40.403,0.42276,39.80675,0.39031,35.94275,0.37479,42.14525,0.36409,42.19225,0.42757,40.73325,0.42473,40.2,0.38812,72.404,0.4266,30.77769,0.15036
5202,"Memphis","TN",46897,33.74725,0.41649,0.028182739391923,32.898,0.7584,31.27525,-0.39903,36.0355,0.41738,31.437,0.41748,36.465,0.39804,34.73775,0.41103,34.83125,0.37617,31.80675,0.32799,38.35775,0.34735,35.58225,0.38509,34.69225,0.39973,41.33075,0.33343,67.19376,0.35007,35.29794,0.1893
