"cz","cz_name","state","children_in_1980_82_cohorts","am_80_82_cohort","rm_80_82_cohort","p_child_in_q5_parent_in_q1_80_85_cohort","am_college_attendance","rm_college_attendance","am_teenage_birth","rm_teenage_birth","am_females","rm_females","am_males","rm_males","am_males_individual_income","rm_males_individual_income","am_cost_of_living_adjusted","rm_cost_of_living_adjusted","am_2011_2012_parent_income","rm_2011_2012_parent_income","am_single_parents","rm_single_parents","am_married_parents","rm_married_parents","am_83_85_cohort","rm_83_85_cohort","am_80_85_cohort","rm_80_85_cohort","am_white_80_zips","rm_white_80_zips","am_poverty_line","rm_poverty_line","am_college_quality","rm_college_quality"
31102,"La Grange","TX",1751,48.797,0.376,0.114014253020287,45.25025,0.71057,23.505,-0.34856,48.01825,0.43021,49.84275,0.31647,54.3145,0.25858,50.60975,0.36527,48.88275,0.31055,44.04225,0.32993,52.9325,0.29282,49.44375,0.37583,49.096,0.37616,,,81.18475,0.21611,44.46706,0.226485
31103,"Gonzales","TX",772,43.693,0.37264,0.0696202516555786,35.39525,0.83809,30.9075,-0.41046,43.55225,0.36325,43.79725,0.38109,49.4525,0.33318,45.68925,0.34941,41.85225,0.33237,41.172,0.36512,46.06375,0.31327,44.26375,0.35119,43.988,0.36152,,,75.4405,0.3265,37.84093,0.25374
31201,"Austin","TX",40063,40.41475,0.32335,0.0693216323852539,37.133,0.7508,28.10175,-0.36857,42.41075,0.32091,38.42875,0.32631,43.55675,0.30147,41.70475,0.31715,42.05875,0.28123,38.9735,0.30922,42.403,0.29112,41.90875,0.28011,41.209,0.30024,45.83925,0.23649,71.86275,0.26491,40.49681,0.21532
31202,"Burnet","TX",1506,43.2455,0.32522,0.0947368443012238,38.6095,0.6751,25.65425,-0.30079,44.7325,0.3395,41.70075,0.31231,46.3725,0.2943,44.801,0.31836,44.1225,0.23794,42.18075,0.30011,43.87325,0.31473,45.09075,0.30615,44.1995,0.31426,43.2455,0.32522,75.64325,0.21621,39.99681,0.201265
31301,"San Antonio","TX",66248,41.1115,0.31986,0.0643825903534889,41.80875,0.72187,28.2425,-0.3781,42.3445,0.33466,39.89225,0.30581,45.8975,0.26382,43.145,0.30304,41.006,0.28204,39.832,0.29376,42.45425,0.29825,42.3435,0.2805,41.77075,0.29871,46.577,0.25988,74.3325,0.24782,39.31987,0.21232
31302,"Beeville","TX",1769,45.529,0.3464,0.102159470319748,37.5345,0.84926,32.16025,-0.41299,45.03025,0.39769,45.95775,0.29843,52.3145,0.26206,47.706,0.32724,43.3905,0.31174,45.1735,0.3327,45.6925,0.34422,48.451,0.36072,47.091,0.35032,,,77.8935,0.26506,35.23581,0.21503
31303,"Kerrville","TX",2180,44.6865,0.30922,0.0956375822424889,41.9025,0.76294,23.644,-0.32904,45.99375,0.28635,43.32725,0.33293,46.627,0.306,46.38,0.29728,44.931,0.25092,43.2485,0.40742,46.67825,0.25817,45.902,0.28192,45.31525,0.29477,46.712,0.26596,76.284,0.22676,43.03225,0.22006
31304,"Mason","TX",,,,0.174418598413467,,,,,,,,,,,,,,,,,,,,,51.8385,0.1947,,,,,,0
31401,"Midland","TX",12919,50.738,0.28336,0.178886994719505,40.1125,0.76018,33.10125,-0.39935,49.33425,0.30965,52.14525,0.25653,58.4985,0.20938,53.2435,0.26426,49.4235,0.24406,48.80325,0.25657,52.256,0.25744,53.91075,0.23463,52.37025,0.25749,,,80.61975,0.18947,38.82881,0.21065
31402,"Pecos","TX",1700,53.3905,0.22458,0.232954546809196,39.48025,0.73873,33.87825,-0.32459,50.7345,0.25922,55.9505,0.19706,62.71675,0.15067,56.09175,0.20387,51.69375,0.19067,52.26425,0.26369,54.5105,0.19418,57.47125,0.20605,55.48925,0.21133,,,83.269,0.13668,37.837,0.21495
31403,"Fort Stockton","TX",1026,52.13625,0.20921,0.22278057038784,37.437,0.745,32.91625,-0.27527,50.80025,0.23705,53.447,0.1822,60.38775,0.13203,54.7085,0.19698,50.35875,0.21159,49.894,0.02948,52.322,0.22,57.246,0.19608,54.50325,0.20157,,,82.96425,0.14905,36.98144,0.22056
31404,"Alpine","TX",689,51.93375,0.16423,0.18026565015316,50.399,0.59844,24.6995,-0.15482,49.54525,0.25257,54.54025,0.07249,59.25625,0.01449,54.5345,0.16054,51.06225,0.14641,,,53.9155,0.13794,51.211,0.14696,51.55175,0.15523,,,84.00725,0.02109,43.89025,0.158795
31501,"Crystal City","TX",1092,44.976,0.28468,0.0832049325108528,57.41225,0.64657,32.99675,-0.46629,42.66975,0.31231,47.4045,0.25778,54.32125,0.24241,47.128,0.27456,42.48925,0.24825,43.08275,0.26263,46.146,0.25876,45.803,0.19172,45.3735,0.24134,,,79.012,0.24124,44.29575,0.18088
31502,"Pearsall","TX",921,45.28525,0.26277,0.09375,43.26375,0.80479,30.459,-0.45964,44.144,0.30536,46.602,0.22012,55.00775,0.17031,47.87475,0.25131,43.73525,0.18421,43.15975,0.18739,46.26,0.2488,48.1455,0.3407,46.723,0.29596,,,81.57625,0.20285,39.69606,0.221245
31503,"Laredo","TX",8586,44.91075,0.23163,0.108853586018085,47.40425,0.71593,28.20725,-0.32123,45.54825,0.24557,44.273,0.21508,51.756,0.1748,48.09925,0.21273,44.084,0.2088,43.54475,0.20359,45.785,0.22048,45.3205,0.1755,45.1015,0.20282,,,80.7415,0.1203,38.95563,0.21319
31600,"Brownsville","TX",38719,44.0965,0.22654,0.0916091129183769,54.307,0.6434,26.68725,-0.33727,44.386,0.26088,43.8,0.1922,52.30525,0.12537,47.8215,0.19842,43.08975,0.20107,42.31775,0.18819,45.03875,0.21499,45.48225,0.17097,44.78075,0.19831,,,80.30275,0.10983,44.018,0.192715
31700,"Corpus Christi","TX",23247,44.12325,0.29565,0.10556760430336,35.80875,0.83787,30.382,-0.37108,43.83875,0.32803,44.411,0.26444,51.343,0.22312,46.55425,0.27477,43.22925,0.25893,43.03,0.27068,45.118,0.27992,45.58175,0.25699,44.8545,0.27578,,,76.29774,0.22175,37.46375,0.227565
31800,"College Station","TX",6507,41.68525,0.34589,0.0777777805924416,39.67925,0.76685,30.2795,-0.4113,42.89575,0.36111,40.4385,0.33106,46.06425,0.29169,43.3405,0.33422,41.347,0.31104,39.218,0.3868,45.833,0.26116,43.53525,0.34029,42.6675,0.34186,45.57225,0.28145,73.03025,0.29249,42.56706,0.23804
31900,"Pearland","TX",14091,45.48125,0.30813,0.115716122090816,38.248,0.70936,29.85125,-0.32903,45.71875,0.32339,45.2445,0.2937,51.457,0.26472,47.3365,0.3023,46.0785,0.27774,42.96025,0.30017,48.19675,0.26023,46.9565,0.2757,46.24275,0.29119,46.8815,0.3731,76.353,0.23616,39.38031,0.19844
32000,"Houston","TX",166343,42.75925,0.32517,0.0927379801869392,39.3215,0.70954,26.3945,-0.31994,44.565,0.32896,40.95,0.32196,46.95275,0.29427,44.45325,0.31385,43.52975,0.29099,40.10375,0.29779,46.31,0.26888,43.98425,0.29217,43.401,0.30776,46.7465,0.2829,74.66175,0.22651,39.90344,0.201975
32100,"Beaumont","TX",20998,43.287,0.34324,0.0949705690145493,37.59975,0.68111,28.1375,-0.30522,43.766,0.34724,42.8255,0.3399,49.68175,0.31211,45.0815,0.33258,43.07825,0.31221,40.441,0.3212,46.749,0.27908,44.565,0.32484,43.9275,0.3333,47.33925,0.30245,74.18875,0.27563,37.62357,0.184475
32201,"Huntsville","TX",6738,41.633,0.3734,0.0773425847291946,34.12125,0.75605,29.77725,-0.37591,42.7055,0.37194,40.62375,0.37319,45.562,0.33204,43.25075,0.36115,41.26225,0.31801,38.97225,0.40025,45.27425,0.29473,43.277,0.35456,42.46475,0.36299,43.9395,0.28042,72.098,0.32276,36.7425,0.210615
32202,"Nacogdoches","TX",3820,43.42375,0.37691,0.0939183980226517,39.06775,0.73995,25.54325,-0.32831,44.053,0.3604,42.772,0.39416,48.00175,0.35755,45.07325,0.36593,42.67575,0.32431,38.60125,0.35793,49.159,0.25708,44.5135,0.38694,43.9695,0.3809,47.10675,0.34059,72.25525,0.38929,38.32869,0.21452
32301,"San Angelo","TX",4788,43.65,0.33368,0.086386427283287,32.914,0.81448,31.8,-0.42328,44.31,0.33596,43.0345,0.33006,48.40475,0.29991,45.38525,0.31601,42.7865,0.28774,41.86625,0.35689,45.61225,0.29085,44.5785,0.3113,44.137,0.3216,47.952,0.23844,73.42875,0.31975,36.71144,0.212165
32302,"Brady","TX",1037,48.008,0.3258,0.11814346164465,42.6215,0.91222,28.13225,-0.36899,46.9845,0.38678,49.14975,0.25727,53.28075,0.24759,49.9885,0.31958,47.14725,0.26041,45.78925,0.33809,49.416,0.29096,49.72625,0.34153,48.908,0.33132,,,79.2865,0.26006,40.26612,0.266415
32303,"Junction","TX",277,41.0135,0.3421,0.0734693855047226,42.36225,0.82181,,,,,,,,,42.58825,0.35025,39.625,0.32912,,,,,46.13025,0.49061,43.68575,0.40915,,,70.182,0.3138,41.98031,0.26429
32304,"Uvalde","TX",1630,45.93075,0.35659,0.0968436151742935,51.318,0.72048,27.466,-0.41056,45.914,0.37652,45.98175,0.33667,51.12075,0.32719,47.81525,0.34769,44.34175,0.29347,45.54575,0.43623,46.8275,0.32646,46.6165,0.30178,46.26775,0.32911,,,78.67025,0.26913,42.81175,0.205625
32305,"Del Rio","TX",2071,47.65725,0.21609,0.123060457408428,43.098,0.72872,28.4345,-0.36854,47.3895,0.2811,47.937,0.15164,54.4845,0.12954,50.0945,0.2093,46.5775,0.19202,43.928,0.08872,49.053,0.20384,48.13525,0.22777,47.91375,0.22163,,,81.39675,0.08099,40.28238,0.17388
32306,"Eagle Pass","TX",2213,46.4785,0.24878,0.100081034004688,50.26425,0.80049,24.789,-0.35724,46.36375,0.32279,46.68725,0.17977,54.8335,0.11614,49.43225,0.22977,44.86325,0.20553,45.89175,0.29867,46.937,0.23096,48.0935,0.12782,47.231,0.18764,,,82.03975,0.18783,43.80762,0.20002
32401,"Big Spring","TX",2408,47.90225,0.35929,0.11444141715765,35.19375,0.76255,33.473,-0.51112,45.725,0.40652,50.15325,0.31037,55.9275,0.27438,50.36175,0.33567,46.62375,0.28463,45.84725,0.28617,48.82025,0.34573,50.51925,0.33749,49.2625,0.34566,,,78.154,0.26424,36.10956,0.191
32402,"Sweetwater","TX",956,47.1925,0.31654,0.122028529644012,44.9275,0.79214,34.92225,-0.51159,46.03275,0.35731,48.29125,0.27577,54.4475,0.20546,49.255,0.29876,45.306,0.27572,46.75525,0.31365,47.57875,0.30747,50.1745,0.3627,48.664,0.33788,,,79.774,0.2596,40.78188,0.20772
32403,"Snyder","TX",1209,50.06175,0.28327,0.156089186668396,38.25325,0.83853,32.19825,-0.42507,49.14525,0.25065,50.961,0.31924,56.6765,0.2753,52.55675,0.25751,49.64125,0.20325,50.06525,0.27421,50.00575,0.28523,52.971,0.27576,51.5305,0.27662,,,79.14,0.23912,37.03262,0.212225
32501,"Abilene","TX",8009,45.11225,0.32649,0.103291988372803,40.97875,0.76755,30.297,-0.42028,45.455,0.33932,44.7905,0.31426,49.2585,0.27674,46.914,0.31068,44.31725,0.27537,43.595,0.35336,46.4925,0.29378,47.061,0.32648,46.126,0.32492,48.2025,0.27542,75.9865,0.29658,40.46094,0.214605
32502,"Childress","TX",346,44.4785,0.39774,0.0782608687877655,40.75075,0.75463,,,,,,,,,46.7485,0.36622,43.653,0.27152,,,45.82975,0.34423,46.46725,0.46641,45.4825,0.43218,,,77.6745,0.36894,41.96869,0.16786
32503,"Haskell","TX",649,49.15625,0.25601,0.16901408135891,51.21875,0.72951,29.38025,-0.56127,48.63525,0.23205,49.71875,0.27463,54.785,0.24036,51.52425,0.26313,46.784,0.27204,,,50.2615,0.2409,52.00775,0.37779,50.64575,0.30567,,,79.917,0.27532,43.46344,0.19484
32601,"Wichita Falls","TX",5581,43.85625,0.32757,0.0966044962406158,39.11325,0.75385,29.75775,-0.37121,44.896,0.32836,42.799,0.32684,47.069,0.30832,45.48925,0.31589,43.82625,0.27541,42.19525,0.33221,45.4695,0.29366,45.4835,0.34054,44.72625,0.33241,45.9335,0.29574,74.609,0.2862,39.59806,0.2079
32602,"Graham","TX",1201,50.5315,0.37858,0.175939843058586,46.01675,0.72187,27.3465,-0.34322,51.467,0.37836,49.63625,0.37573,52.5855,0.33982,52.31075,0.36967,49.413,0.2912,48.67975,0.39451,51.70625,0.35009,52.56425,0.26505,51.55475,0.31907,50.5315,0.37858,77.464,0.35168,42.58363,0.20573
32603,"Seymour","TX",,,,0.0860215052962303,,,,,,,,,,,,,,,,,,,,,49.48575,0.44615,,,,,,0
32604,"Vernon","TX",895,43.1755,0.38534,0.0880733951926231,41.66025,0.79513,35.85475,-0.39469,43.0575,0.3843,43.28725,0.38705,48.818,0.30872,45.04175,0.37423,41.459,0.33776,41.4205,0.34822,44.16875,0.36699,45.627,0.34416,44.46675,0.36291,,,75.21349,0.3127,39.70156,0.23611
32701,"Brownwood","TX",2275,45.174,0.33284,0.108663730323315,44.1485,0.7285,29.10075,-0.38161,44.72375,0.35839,45.59825,0.30713,49.81375,0.30171,46.879,0.32552,44.19,0.31112,43.734,0.34668,46.301,0.30556,46.82925,0.32477,46.03925,0.32689,46.806,0.29392,74.20226,0.38269,41.34194,0.21183
32702,"Stephenville","TX",1834,47.92175,0.29283,0.11419752985239,44.8435,0.72598,26.328,-0.35628,47.9025,0.29262,47.94175,0.29299,52.236,0.25956,50.0295,0.28258,47.55925,0.24809,43.97575,0.35339,50.31725,0.23741,49.7325,0.27982,48.876,0.28472,47.89825,0.31701,78.92699,0.22844,43.90419,0.184175
32801,"Waco","TX",10912,40.0335,0.39794,0.067537434399128,45.58475,0.70231,30.53525,-0.40039,41.272,0.41212,38.826,0.38468,43.38675,0.34771,41.56325,0.38417,39.8635,0.35634,37.59525,0.36833,42.89025,0.34321,42.3795,0.36442,41.257,0.3796,46.071,0.3224,70.6845,0.36878,40.52119,0.216755
32802,"Corsicana","TX",3722,44.1675,0.40226,0.101304344832897,45.3565,0.70282,31.16075,-0.38401,45.40175,0.39215,42.95625,0.41197,48.591,0.3772,45.365,0.39528,44.01825,0.34377,40.742,0.3464,47.59225,0.33669,45.06175,0.38123,44.63875,0.39063,48.207,0.32892,73.89875,0.34791,40.7285,0.20373
32900,"Killeen","TX",12453,40.48625,0.33525,0.0772482678294182,41.37125,0.71033,27.98175,-0.34257,41.691,0.33956,39.31525,0.32993,44.53575,0.30183,41.618,0.32064,40.3235,0.25658,38.85125,0.30637,41.787,0.31004,42.20025,0.29077,41.4165,0.31098,46.21825,0.23317,72.561,0.29952,39.48837,0.205035
33000,"Fort Worth","TX",64571,42.32,0.3198,0.0913628563284874,37.89,0.72368,28.0835,-0.3409,43.91,0.32724,40.73,0.3134,45.771,0.2874,43.743,0.31008,43.2175,0.2917,40.31525,0.30917,44.85175,0.27703,43.71375,0.29679,43.072,0.30708,46.774,0.2558,73.5745,0.25438,38.84912,0.1987
33100,"Dallas","TX",114423,40.35025,0.34689,0.0710824653506279,40.1265,0.69222,28.7205,-0.35882,42.93,0.34388,37.70825,0.35193,42.7775,0.32878,41.26,0.34192,42.28625,0.30597,38.22025,0.32713,43.7685,0.29226,42.00175,0.30635,41.23025,0.32517,45.9355,0.2759,72.6305,0.26286,39.78381,0.19249
33200,"Paris","TX",7173,41.428,0.35444,0.0767123252153397,36.279,0.71428,27.54425,-0.27303,42.69175,0.35895,40.1625,0.35002,44.57725,0.31221,42.85,0.3406,41.2975,0.31294,38.407,0.3462,44.421,0.29156,43.529,0.33276,42.49725,0.34225,44.1325,0.30434,70.7185,0.37566,36.78225,0.195275
33300,"Tyler","TX",15885,42.885,0.34736,0.0951065048575401,40.2325,0.71402,27.8695,-0.33526,43.576,0.3664,42.20375,0.32999,46.62875,0.31295,44.5725,0.33294,42.7815,0.31578,40.3855,0.34894,45.45375,0.29587,44.7685,0.31414,43.8545,0.32934,44.82675,0.32127,73.11475,0.29599,38.99212,0.200185
33400,"Longview","TX",12446,43.82325,0.35657,0.114197075366974,41.0455,0.69514,28.57325,-0.33615,43.524,0.36036,44.1185,0.35302,49.765,0.31624,45.44125,0.34385,43.31325,0.31665,40.973,0.34292,46.9625,0.29414,46.736,0.32984,45.2905,0.3421,45.07025,0.33401,73.52975,0.31087,40.35256,0.20465
33500,"Texarkana","TX",9851,40.9055,0.37522,0.0788930878043175,40.70325,0.69721,30.26425,-0.34347,40.83425,0.40145,40.99825,0.34941,46.1085,0.31646,42.4985,0.36438,40.317,0.33732,38.0645,0.34762,44.437,0.30548,43.11325,0.37493,42.0085,0.3733,43.0045,0.36034,70.742,0.34828,38.029,0.182685
33601,"Lawton","OK",6975,44.0465,0.31882,0.104880884289742,37.3055,0.71794,25.422,-0.29088,44.53125,0.33661,43.56725,0.30189,47.7415,0.3033,46.09325,0.29789,43.19825,0.25349,42.1605,0.3029,45.31675,0.29251,45.024,0.31856,44.5555,0.31782,47.966,0.28668,73.81475,0.32067,38.45319,0.182065
33602,"Altus","OK",2027,45.6405,0.32594,0.112149529159069,42.226,0.67504,24.277,-0.28448,46.36025,0.32021,44.94175,0.33147,49.5715,0.27338,47.63375,0.30351,43.3935,0.28538,43.36725,0.39953,47.73725,0.26849,46.763,0.33092,46.22225,0.32753,47.5805,0.38406,76.30025,0.33693,40.27456,0.15731
33603,"Frederick","OK",430,45.5925,0.34494,0.0743034034967422,39.6285,0.8857,,,,,,,,,47.362,0.345,44.8575,0.23702,,,48.46025,0.28537,42.86925,0.38117,44.242,0.36324,,,78.22975,0.26727,39.94275,0.211285
33700,"Ardmore","OK",4840,46.1645,0.3487,0.110788233578205,38.6655,0.75046,26.627,-0.30776,46.17575,0.36087,46.14575,0.33767,50.669,0.31504,48.2315,0.3339,44.526,0.32596,44.3965,0.35014,47.46225,0.31929,48.3055,0.32782,47.2145,0.33742,48.13875,0.36615,75.40975,0.32079,37.74169,0.19697
33801,"Elk City","OK",2630,50.9175,0.3509,0.187198892235756,48.62,0.69588,24.76875,-0.28149,49.99175,0.36511,51.928,0.33484,56.01875,0.28275,53.109,0.33308,48.81675,0.27799,48.69225,0.40337,52.512,0.30972,53.77675,0.31591,52.345,0.33232,52.02425,0.33373,77.2015,0.3023,44.38019,0.168655
33802,"Chickasha","OK",3258,45.3625,0.37214,0.115446284413338,39.6245,0.66294,24.4765,-0.2993,45.789,0.347,44.94175,0.39631,49.892,0.3742,47.5545,0.35514,44.11725,0.32353,42.21125,0.30793,47.08375,0.33991,47.11375,0.34643,46.23575,0.35811,48.06675,0.30203,74.236,0.35264,38.94375,0.18934
33803,"Oklahoma City","OK",45411,42.16,0.34232,0.0820752903819084,39.174,0.71712,25.39775,-0.31801,43.2215,0.3435,41.08275,0.34227,45.50725,0.31969,43.98625,0.33233,42.18875,0.30539,40.45325,0.35965,44.231,0.30092,43.68475,0.32319,42.9575,0.33154,46.33675,0.27799,72.1055,0.31566,38.594,0.19044
33901,"Ada","OK",2613,45.46125,0.37797,0.11672942340374,41.59925,0.77309,25.767,-0.29004,46.092,0.41068,44.88325,0.34625,48.865,0.32912,47.49925,0.35793,43.56725,0.32545,43.0805,0.4487,47.314,0.32716,46.427,0.36696,45.957,0.37096,50.40175,0.39675,74.89825,0.37273,38.74619,0.17273
33902,"Sherman","TX",6933,41.58925,0.34445,0.0884798094630241,35.0115,0.75698,28.1795,-0.36186,43.09575,0.34871,40.13425,0.33865,43.48825,0.31917,43.16625,0.32861,41.92325,0.30877,40.46175,0.35039,42.63175,0.32295,43.94275,0.32559,42.785,0.33356,42.367,0.32712,71.37275,0.34275,37.43038,0.182535
34001,"Hot Springs","AR",7367,40.13475,0.36455,0.070756733417511,42.93725,0.68697,26.83075,-0.31145,41.50675,0.36731,38.78975,0.36279,42.729,0.33564,41.68275,0.35487,39.5875,0.33774,38.3515,0.3979,42.1825,0.31574,41.506,0.34848,40.85025,0.35529,41.667,0.34428,69.734,0.37584,37.797,0.16681
34002,"Idabel","OK",4100,43.3355,0.3169,0.0922787189483643,35.85,0.67672,27.70375,-0.29505,43.4475,0.32526,43.228,0.30816,47.7345,0.26566,45.346,0.30916,41.8735,0.3077,41.012,0.35092,45.2085,0.26686,45.34775,0.34547,44.32775,0.32783,44.65725,0.35433,72.656,0.32956,37.31056,0.154345
34101,"Sand Point","AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34102,"Anchorage","AK",15326,45.46975,0.26795,0.133952975273132,35.654,0.62516,20.21225,-0.20791,46.555,0.27552,44.34425,0.26289,50.0125,0.24918,44.117,0.26924,46.9355,0.23218,44.17675,0.25667,46.6915,0.24934,47.31475,0.22631,46.51975,0.24455,48.18925,0.23953,74.00975,0.23971,37.25975,0.135005
34103,"Valdez","AK",479,45.864,0.28108,0.159999996423721,41.1115,0.59226,,,,,,,,,44.331,0.30184,48.299,0.22944,,,49.3705,0.23522,48.193,0.17468,47.00175,0.22855,47.97825,0.25677,72.601,0.29736,38.39,0.13879
34104,"Bristol Bay","AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34105,"Kotzebue","AK",283,31.34025,0.35009,0.0645161271095276,17.095,0.39156,,,,,,,,,29.57675,0.37879,34.49925,0.23025,,,,,35.31875,0.26987,33.54425,0.30353,,,51.83725,0.46909,31.6475,0.07329499
34106,"Nome","AK",363,30.67975,0.42947,0.0467836260795593,21.515,0.73824,,,,,,,,,29.389,0.4386,34.005,0.3232,,,,,35.0485,0.33346,33.25825,0.37169,,,53.77175,0.57691,31.45619,0.12474
34107,"Dillingham","AK",265,41.27775,0.26483,0.111842103302479,41.37975,0.55715,,,,,,,,,38.11475,0.29311,40.689,0.27808,,,,,40.21875,0.22419,40.67975,0.24135,,,67.19825,0.33233,40.38856,0.09488
34108,"Kodiak","AK",601,45.727,0.23104,0.146153852343559,35.25025,0.62605,17.15225,-0.15783,49.40525,0.17621,42.99125,0.26589,49.344,0.21476,44.5765,0.23378,46.04375,0.21263,,,43.735,0.27076,47.3615,0.16698,46.618,0.19592,,,78.8465,0.09398,35.86206,0.15436
34109,"Juneau","AK",1602,43.2835,0.27566,0.125,38.101,0.63528,20.488,-0.21672,45.62075,0.25851,40.78325,0.29849,46.7725,0.2935,41.77875,0.27823,44.467,0.2684,42.5455,0.26322,44.2065,0.2617,44.617,0.22152,44.0285,0.2465,,,72.75425,0.25809,37.97581,0.14941
34110,"Sitka","AK",692,41.2385,0.2555,0.0708661451935768,39.43875,0.60679,18.31925,-0.25319,44.48,0.19212,38.8225,0.30226,45.7545,0.28222,40.1,0.26548,42.6915,0.22574,,,40.89275,0.26363,43.70825,0.20177,42.54175,0.22683,,,70.39125,0.24029,37.39268,0.132815
34111,"Ketchikan","AK",950,41.495,0.254,0.122605361044407,29.7265,0.65246,27.667,-0.33212,42.282,0.236,40.685,0.27216,47.008,0.25016,39.9945,0.27142,42.78275,0.23427,,,43.027,0.23652,41.1855,0.2275,41.324,0.24088,,,68.2465,0.28574,36.059,0.114525
34112,"Bethel","AK",892,32.8975,0.30194,0.051863856613636,16.466,0.61372,24.88825,-0.16123,34.00275,0.27567,31.69725,0.32793,37.26725,0.33017,30.546,0.30936,33.1355,0.27942,,,33.629,0.3024,33.02,0.30348,33.011,0.3016,,,57.859,0.2872,28.92119,0.123555
34113,"Barrow","AK",313,31.1665,0.35522,0.100000001490116,9.224751,0.56555,,,,,,,,,30.0285,0.3429,39.48525,0.24149,,,,,37.441,0.26136,35.017,0.29716,,,48.265,0.49724,28.66356,0.08595501
34114,"Unalaska","AK",,,,0.130434781312943,,,,,,,,,,,,,,,,,,,,,39.03675,0.29579,,,,,,0
34115,"Fairbanks","AK",4243,45.55325,0.25957,0.160626843571663,36.9125,0.6185,21.51575,-0.19457,45.58975,0.26987,45.52275,0.24955,51.31175,0.24799,44.18325,0.26501,46.77225,0.21497,43.94175,0.23007,46.8835,0.2399,48.3205,0.2099,47.1435,0.23042,50.98075,0.18019,75.154,0.24364,37.43069,0.13578
34201,"Havre","MT",1298,43.0255,0.3999,0.0821484997868538,42.92925,0.72501,21.7405,-0.26022,43.582,0.41264,42.5145,0.38702,46.2535,0.37246,43.46,0.39868,41.333,0.3458,36.925,0.43192,47.992,0.29024,42.8005,0.40046,42.90175,0.39991,49.09775,0.29987,70.0565,0.46086,41.02087,0.1284
34202,"Shelby","MT",1246,40.38375,0.42491,0.0475059375166893,37.28775,0.75159,23.14125,-0.27847,40.433,0.39964,40.3335,0.4493,44.6755,0.4367,40.84825,0.41721,37.45825,0.39533,36.4035,0.4401,44.7345,0.32486,37.4545,0.44042,38.806,0.436,52.948,0.23228,65.65725,0.59713,39.18819,0.13183
34203,"Great Falls","MT",3950,47.07475,0.25431,0.0963597446680069,46.17325,0.60785,18.6265,-0.24426,48.09675,0.26827,46.0055,0.24562,50.477,0.22612,47.32025,0.25081,46.8775,0.20554,45.643,0.23756,47.90125,0.23833,46.46425,0.26745,46.771,0.26056,47.07475,0.25431,78.1125,0.24866,40.319,0.143785
34204,"Lewistown","MT",606,50.31625,0.25293,0.171641796827316,55.56525,0.50321,13.733,-0.19064,52.745,0.25488,48.094,0.23252,52.2765,0.19382,51.08225,0.25561,48.525,0.24116,,,53.358,0.17084,53.28025,0.19761,51.75325,0.22521,49.88,0.26368,81.50999,0.218,46.135,0.10871
34301,"Cody","WY",1777,52.65875,0.20135,0.147403687238693,49.17775,0.54943,16.816,-0.19812,51.34275,0.23167,53.998,0.16924,58.778,0.14688,53.24975,0.20367,51.8355,0.1779,47.68675,0.03543,54.32225,0.17433,53.5395,0.17758,53.0965,0.18902,52.62725,0.20557,84.13775,0.13887,38.95881,0.13925
34302,"Worland","WY",663,50.44075,0.28959,0.130653262138367,41.35075,0.69903,25.34325,-0.29395,49.44925,0.30117,51.249,0.282,55.7885,0.24686,51.36,0.28592,48.855,0.26532,,,51.968,0.2472,53.9405,0.24282,52.11525,0.26721,50.54375,0.28727,77.3975,0.37282,39.49844,0.1616
34303,"Riverton","WY",1789,46.435,0.33788,0.124318428337574,47.098,0.61316,24.4875,-0.30186,46.62175,0.29899,46.226,0.3782,50.9315,0.33614,47.6165,0.32498,44.5225,0.30366,43.9545,0.38026,48.8675,0.2795,46.229,0.36384,46.341,0.3502,,,73.083,0.33984,39.78131,0.15759
34304,"Sheridan","WY",2059,45.09575,0.33171,0.104493208229542,41.52375,0.68963,20.8475,-0.22626,44.98075,0.37079,45.2385,0.29206,49.96125,0.28237,45.9675,0.32362,43.7595,0.3093,41.3945,0.3431,48.5215,0.26078,43.925,0.31864,44.48075,0.32583,52.28325,0.21229,70.891,0.36416,39.42381,0.17006
34305,"Miles City","MT",625,51.15875,0.22615,0.179282873868942,39.533,0.53104,16.25825,-0.21231,48.8575,0.21134,53.4635,0.24138,58.0355,0.21722,50.93275,0.23219,49.23,0.22136,,,52.29475,0.19543,53.49125,0.21297,52.2925,0.21778,51.15875,0.22615,84.15125,0.15833,39.06738,0.113825
34306,"Jordan","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
34307,"Colstrip","MT",662,44.018,0.33744,0.0888888910412788,41.791,0.68124,18.507,-0.23696,46.556,0.27536,41.5875,0.39338,47.158,0.38976,44.62375,0.34695,42.618,0.29668,,,48.25175,0.26427,39.221,0.44576,41.298,0.40044,54.474,0.17368,71.2525,0.39238,39.861,0.135635
34308,"Billings","MT",6223,47.975,0.25052,0.130519166588783,42.40975,0.62287,19.4385,-0.22902,48.1695,0.25566,47.766,0.24548,51.94275,0.23759,48.53675,0.24315,47.80475,0.21655,46.038,0.18876,49.15425,0.23365,49.10825,0.21093,48.552,0.23,47.975,0.25052,79.00375,0.21171,39.58431,0.14368
34309,"Harlowton","MT",,,,0.200000002980232,,,,,,,,,,,,,,,,,,,,,53.83625,0.14937,,,,,,0
