"vouch0","sex_name","match_i","match_ic","match_i7","age","phone","checkid","math","read","match_ic7","readcens1","readcens10","mathcens1","mathcens10"
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,0,0,13,0,1,41.6666679382324,44.7777786254883,0,44.7777786254883,44.7777786254883,41.6666679382324,41.6666679382324
0,1,1,1,1,13,0,1,50,48,1,48,48,50,50
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,0,13,1,1,45,51,0,51,51,45,45
0,1,1,1,1,13,1,1,42,32,1,32,40,42,42
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,1,1,47,43,1,43,43,47,47
0,1,1,1,1,13,1,1,0,0,1,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,1,1,41.6666679382324,44.7777786254883,1,44.7777786254883,44.7777786254883,41.6666679382324,41.6666679382324
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,0,1,13,1,1,35,52,0,52,52,35,35.0000038146973
0,1,1,1,1,13,1,1,43,52,1,52,52,43,43
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,0,1,50,50,1,50,50,50,50
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,1,1,39,48,1,48,48,39,39
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,1,1,39,44,1,44,44,39,39
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,13,1,1,43,43,1,43,43,43,43
0,1,0,0,0,13,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,13,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,1,1,1,14,1,1,41,39.5,1,39.5,40,41,41
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,1,0,1,14,1,1,41,39.5,0,39.5,40,41,41
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,1,1,1,14,0,1,41,39.5,1,39.5,40,41,41
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,1,1,1,14,1,1,43,36,1,36,40,43,43
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,1,1,1,14,1,1,39,43,1,43,43,39,39
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,14,1,1,42.5,45.5,1,45.5,45.5,42.5,42.5
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,14,1,1,43,44,1,44,44,43,43
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,0,0,14,1,1,42.5,45.5,0,45.5,45.5,42.5,42.5
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,14,1,1,42,47,1,47,47,42,42
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,1,1,1,14,1,1,42.5,45.5,1,45.5,45.5,42.5,42.5
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,0,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,0,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,14,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,0,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,0,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,15,1,1,0,0,0,32,40,32,35.0000038146973
0,1,0,0,0,15,0,1,0,0,0,32,40,32,35.0000038146973
