"id","dbogota","djamundi","d1993","d1995","d1997","vouch0","sex","age","mom_sch","mom_age","dad_sch","dad_age","stratams","rept6","totscyrs","finish6","finish7","finish8","usngsch","hoursum","working","married","haschild","test_tak","response","svy"
504,1,0,0,1,0,0,0,13,7,40,,,0,0,4,1,1,1,0,0,0,0,0,1,1,0
506,1,0,0,1,0,0,1,19,5,34,,,0,0,3,1,1,1,0,20,1,0,0,0,1,1
507,1,0,0,1,0,0,1,17,3,54,2,48,0,0,4,1,1,1,0,0,0,0,0,1,1,0
508,1,0,0,1,0,0,0,10,3,40,1,56,0,1,6,1,1,1,0,0,0,0,0,1,1,0
511,1,0,0,1,0,0,0,15,11,40,,,1,1,4,1,1,1,0,0,0,0,0,0,1,1
513,1,0,0,1,0,0,1,14,,,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
515,1,0,0,1,0,1,0,17,5,38,3,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
520,1,0,0,1,0,1,1,14,5,38,11,40,0,0,4,1,1,1,1,0,0,0,0,1,1,0
524,1,0,0,1,0,1,0,14,5,40,,,0,0,4,1,1,1,1,28,1,0,0,0,1,0
525,1,0,0,1,0,1,0,14,8,37,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
526,1,0,0,1,0,1,0,13,6,51,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
527,1,0,0,1,0,0,1,16,4,36,6,38,0,1,4,1,1,0,0,40,1,0,0,1,1,0
528,1,0,0,1,0,1,1,16,9,36,5,45,0,0,4,1,1,1,1,0,0,0,0,0,1,0
532,1,0,0,1,0,1,0,16,5,40,11,52,0,0,4,1,1,1,1,0,0,0,0,0,1,0
533,1,0,0,1,0,1,1,15,7,52,7,47,0,0,4,1,1,1,1,0,0,0,0,0,1,0
539,1,0,0,1,0,0,0,14,9,43,5,51,0,1,5,1,1,1,0,0,0,0,0,1,1,0
540,1,0,0,1,0,0,0,14,10,45,,44,0,1,3,1,1,0,0,0,0,0,0,0,1,0
541,1,0,0,1,0,1,0,14,9,31,7,37,0,0,4,1,1,0,0,0,0,0,0,0,1,0
543,1,0,0,1,0,1,1,15,5,37,,,1,0,4,1,1,1,0,21,1,0,0,0,1,0
544,1,0,0,1,0,1,1,17,2,42,3,54,1,0,4,1,1,1,1,0,0,0,0,0,1,0
545,1,0,0,1,0,1,1,14,4,42,3,43,0,0,4,1,1,1,1,0,0,0,0,0,1,0
551,1,0,0,1,0,0,1,14,11,37,11,42,0,0,4,1,1,0,0,0,0,0,0,0,1,0
552,1,0,0,1,0,0,1,16,5,37,,,1,0,3,1,1,0,0,40,1,0,0,0,1,0
554,1,0,0,1,0,1,1,15,2,40,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
556,1,0,0,1,0,1,0,14,6,35,6,41,0,0,4,1,1,1,0,0,0,0,0,1,1,0
557,1,0,0,1,0,0,0,14,5,41,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
559,1,0,0,1,0,1,1,18,4,56,5,55,0,0,4,1,1,1,1,0,0,0,0,0,1,0
561,1,0,0,1,0,1,0,18,2,39,,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
563,1,0,0,1,0,1,1,14,4,33,9,38,0,0,3,1,0,0,0,0,0,0,0,0,1,0
564,1,0,0,1,0,1,0,16,6,44,6,59,0,0,4,1,1,1,1,16,1,0,0,0,1,0
565,1,0,0,1,0,1,0,14,9,50,,,1,0,3,1,1,1,0,0,0,,,0,1,0
567,1,0,0,1,0,1,1,14,8,36,9,40,1,1,4,1,1,0,0,0,0,0,0,0,1,0
574,1,0,0,1,0,1,1,18,5,36,11,38,0,0,3,1,1,1,0,25,1,0,0,0,1,1
575,1,0,0,1,0,1,1,14,5,37,11,36,0,0,4,1,1,1,1,0,0,0,0,0,1,0
580,1,0,0,1,0,1,1,14,7,42,6,42,0,0,4,1,1,1,1,0,0,0,0,0,1,0
583,1,0,0,1,0,0,0,16,5,33,,,1,1,2,1,0,0,0,0,0,0,0,0,1,0
586,1,0,0,1,0,0,1,17,3,38,7,45,0,0,4,1,1,1,0,28,1,0,0,1,1,0
593,1,0,0,1,0,0,0,16,,,,,0,0,3,1,1,0,0,40,1,0,0,0,1,0
594,1,0,0,1,0,0,1,15,5,39,,,0,0,4,1,1,1,0,20,1,0,0,0,1,0
595,1,0,0,1,0,0,1,17,2,54,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
596,1,0,0,1,0,0,1,14,5,32,5,45,0,3,4,0,0,0,0,40,1,0,0,1,1,0
600,1,0,0,1,0,0,0,15,,37,,44,0,1,3,1,0,0,0,0,0,0,0,1,1,0
602,1,0,0,1,0,0,1,17,5,32,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
604,1,0,0,1,0,0,1,16,1,47,0,43,0,0,1,0,0,0,0,25,1,0,0,0,1,0
605,1,0,0,1,0,0,0,15,5,30,2,39,0,0,4,1,1,1,0,0,0,0,0,0,1,0
607,1,0,0,1,0,1,0,16,1,52,0,57,0,0,4,1,1,1,1,0,0,0,0,0,1,0
608,1,0,0,1,0,1,0,14,7,42,11,43,0,0,4,1,1,1,1,0,0,0,0,1,1,0
611,1,0,0,1,0,1,0,15,5,34,5,40,0,0,2,0,0,0,0,0,0,0,0,1,1,0
614,1,0,0,1,0,0,0,14,9,31,7,39,0,0,4,1,1,1,0,0,0,0,0,1,1,0
618,1,0,0,1,0,1,1,14,5,37,9,38,0,0,4,1,1,1,1,0,0,0,0,1,1,0
619,1,0,0,1,0,0,1,13,5,53,8,47,0,0,4,1,1,1,0,0,0,0,0,0,1,0
622,1,0,0,1,0,0,1,14,11,43,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
623,1,0,0,1,0,1,1,15,2,42,0,55,0,1,5,1,1,1,0,0,0,0,0,0,1,0
625,1,0,0,1,0,0,0,15,7,37,7,37,1,0,4,1,1,1,0,0,0,0,0,0,1,1
626,1,0,0,1,0,1,0,16,4,49,6,56,0,0,4,1,1,1,1,0,0,0,0,1,1,0
632,1,0,0,1,0,1,0,13,5,43,5,40,0,0,4,1,1,1,0,0,0,0,0,0,1,0
637,1,0,0,1,0,1,0,18,3,41,2,50,0,0,4,1,1,1,1,0,0,0,0,1,1,1
640,1,0,0,1,0,1,1,14,11,35,8,42,0,0,4,1,1,1,1,0,0,0,0,0,1,0
641,1,0,0,1,0,1,0,14,2,44,2,55,0,0,4,1,1,1,1,0,0,0,0,0,1,0
642,1,0,0,1,0,1,1,15,3,49,,,0,0,4,1,1,1,1,0,0,0,0,0,1,1
646,1,0,0,1,0,1,0,14,0,50,0,49,1,0,4,1,1,1,1,0,0,0,0,0,1,0
647,1,0,0,1,0,0,1,17,,,,,0,1,4,1,1,0,0,0,0,0,0,0,1,0
651,1,0,0,1,0,1,1,15,6,52,0,58,0,0,4,1,1,1,1,0,0,0,0,1,1,0
652,1,0,0,1,0,1,0,17,3,38,3,72,1,1,4,1,1,0,0,0,0,0,0,0,1,0
654,1,0,0,1,0,0,1,16,5,40,5,41,1,0,3,1,1,1,0,0,0,0,0,0,1,0
656,1,0,0,1,0,1,1,14,8,34,11,39,0,0,4,1,1,0,0,0,0,0,0,0,1,0
657,1,0,0,1,0,1,1,17,,,0,42,0,0,3,1,1,1,0,0,0,0,0,0,1,0
658,1,0,0,1,0,1,0,17,7,34,5,41,1,1,2,1,0,0,0,40,1,0,0,0,1,0
660,1,0,0,1,0,1,0,18,10,49,9,66,0,0,4,1,1,1,1,0,0,0,0,0,1,0
661,1,0,0,1,0,1,0,16,9,53,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
664,1,0,0,1,0,1,1,14,11,34,11,38,0,2,4,1,0,0,0,0,0,0,0,0,1,0
666,1,0,0,1,0,1,1,16,5,43,,,0,,0,0,0,0,0,40,1,0,0,0,1,0
667,1,0,0,1,0,1,0,15,8,43,5,49,0,0,4,1,1,1,1,0,1,0,0,0,1,0
668,1,0,0,1,0,1,0,14,3,48,11,50,0,0,4,1,1,1,1,0,0,0,0,0,1,0
671,1,0,0,1,0,1,1,15,5,49,5,57,0,0,4,1,1,1,1,0,0,0,0,1,1,0
672,1,0,0,1,0,1,1,14,6,32,2,36,1,0,4,1,1,1,1,0,0,0,0,1,1,0
673,1,0,0,1,0,0,1,14,5,31,5,37,0,0,4,1,1,1,0,0,0,0,0,0,1,0
677,1,0,0,1,0,0,0,14,5,53,11,48,0,0,4,1,1,1,0,0,0,0,0,0,1,1
680,1,0,0,1,0,1,1,16,,,,,0,0,1,1,0,0,0,8,1,0,0,1,1,0
682,1,0,0,1,0,1,1,17,5,34,5,53,0,0,4,1,1,1,0,0,0,1,1,0,1,0
684,1,0,0,1,0,1,1,14,0,47,2,49,0,0,4,1,1,1,1,0,0,0,0,0,1,0
688,1,0,0,1,0,1,1,16,1,49,5,44,0,0,3,1,1,1,0,0,1,0,1,0,1,0
690,1,0,0,1,0,1,0,14,7,34,,35,0,0,4,1,1,1,1,0,0,0,0,0,1,0
691,1,0,0,1,0,1,0,15,,,,,0,0,1,1,0,0,0,0,0,0,0,1,1,1
694,1,0,0,1,0,0,1,14,4,34,2,50,0,0,4,1,1,1,0,0,0,0,0,1,1,0
698,1,0,0,1,0,1,0,14,8,14,5,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
699,1,0,0,1,0,1,1,14,2,34,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
701,1,0,0,1,0,0,0,14,2,43,11,38,0,0,4,1,1,1,0,0,0,0,0,1,1,0
702,1,0,0,1,0,0,1,15,5,38,8,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
705,1,0,0,1,0,1,0,13,5,32,5,34,1,0,4,1,1,1,0,0,0,0,0,0,1,0
707,1,0,0,1,0,0,0,16,7,33,3,40,1,0,1,1,0,0,0,24,1,1,1,0,1,0
708,1,0,0,1,0,0,1,14,5,,5,46,0,0,4,1,1,1,0,0,0,0,0,0,1,0
710,1,0,0,1,0,1,0,17,5,40,,55,0,0,2,0,0,0,0,0,0,0,0,1,1,0
712,1,0,0,1,0,0,0,14,5,45,5,45,0,0,4,1,1,1,0,0,0,0,0,0,1,0
718,1,0,0,1,0,1,0,15,3,33,0,39,1,0,4,1,1,1,1,0,0,0,0,0,1,0
720,1,0,0,1,0,0,0,17,3,43,0,91,0,0,2,1,1,1,0,40,1,0,0,0,1,0
724,1,0,0,1,0,0,1,14,0,56,0,56,0,0,4,1,1,1,0,0,0,0,0,1,1,0
729,1,0,0,1,0,0,0,17,,,,,0,0,3,1,1,0,0,0,0,0,0,0,1,0
733,1,0,0,1,0,0,1,16,3,54,,,0,0,1,1,0,0,0,40,1,0,0,1,1,0
734,1,0,0,1,0,1,0,15,3,39,1,41,0,0,4,1,1,1,1,0,0,0,0,1,1,0
736,1,0,0,1,0,0,0,14,11,33,6,37,0,0,4,1,1,1,0,0,0,0,0,0,1,0
740,1,0,0,1,0,1,0,13,7,31,2,36,0,0,4,1,1,1,1,0,0,0,0,0,1,0
745,1,0,0,1,0,0,1,17,0,55,,,0,0,3,1,1,0,0,40,1,0,0,0,1,0
746,1,0,0,1,0,1,0,16,5,50,5,75,0,0,3,1,1,0,0,20,1,0,0,0,1,0
747,1,0,0,1,0,0,1,13,9,38,7,42,0,0,4,1,1,1,0,0,0,0,0,1,1,0
748,1,0,0,1,0,1,1,14,7,40,5,47,0,0,4,1,1,1,1,0,0,0,0,0,1,0
749,1,0,0,1,0,1,1,14,11,42,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
750,1,0,0,1,0,0,0,15,11,42,6,40,0,0,4,1,1,1,0,0,0,0,0,0,1,0
752,1,0,0,1,0,0,1,14,5,46,,,1,0,4,1,1,1,1,0,0,0,0,0,1,0
754,1,0,0,1,0,1,1,15,4,45,3,52,0,0,4,1,1,0,0,0,0,0,0,0,1,0
755,1,0,0,1,0,1,0,13,8,31,5,38,0,0,4,1,1,1,1,15,1,0,0,1,1,0
758,1,0,0,1,0,0,0,13,3,8,3,36,1,0,4,1,1,1,0,0,0,0,0,0,1,0
759,1,0,0,1,0,0,1,19,0,60,,,0,0,1,0,0,0,0,0,0,1,1,0,1,0
760,1,0,0,1,0,0,1,16,11,45,9,39,0,0,3,1,1,0,0,8,1,0,0,0,1,0
765,1,0,0,1,0,1,1,17,10,39,6,39,0,0,2,1,0,0,0,0,0,0,0,0,1,0
768,1,0,0,1,0,0,0,14,8,39,9,43,0,0,4,1,1,1,0,0,0,0,0,1,1,0
770,1,0,0,1,0,1,1,14,5,42,5,44,0,0,4,1,1,1,1,16,1,0,0,0,1,0
771,1,0,0,1,0,0,1,16,6,35,6,,1,0,4,1,1,1,0,0,0,0,0,0,1,0
772,1,0,0,1,0,1,1,17,5,33,3,39,1,0,4,1,1,1,0,40,1,0,0,0,1,0
773,1,0,0,1,0,0,1,15,7,42,7,42,0,1,2,1,0,0,0,0,0,0,0,0,1,1
774,1,0,0,1,0,0,0,14,5,39,9,39,0,0,4,1,1,1,0,0,0,0,0,0,1,0
775,1,0,0,1,0,0,1,15,5,50,5,55,0,0,4,1,1,1,0,0,0,0,0,0,1,0
780,1,0,0,1,0,0,1,15,5,36,6,44,1,0,4,1,1,1,0,0,0,0,0,0,1,0
782,1,0,0,1,0,1,0,13,,,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
783,1,0,0,1,0,0,1,16,7,16,3,37,1,0,3,1,1,0,0,30,1,0,0,0,1,0
784,1,0,0,1,0,1,1,13,9,34,11,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
785,1,0,0,1,0,1,0,17,5,40,5,45,0,0,3,1,1,0,0,0,0,0,0,0,1,0
786,1,0,0,1,0,0,1,16,11,60,,,0,0,4,1,1,1,0,0,0,0,0,1,1,1
789,1,0,0,1,0,0,1,17,5,56,,,0,0,1,1,0,0,0,40,1,0,0,0,1,0
793,1,0,0,1,0,0,0,15,8,36,5,33,0,0,3,1,1,0,0,0,0,0,0,0,1,1
794,1,0,0,1,0,1,0,14,5,45,8,41,0,0,4,1,1,1,1,0,0,0,0,1,1,0
795,1,0,0,1,0,0,0,14,6,48,5,50,1,0,4,1,1,0,1,0,0,0,0,0,1,0
796,1,0,0,1,0,0,0,15,5,42,,,1,0,4,1,1,1,0,8,1,0,0,0,1,0
797,1,0,0,1,0,0,0,14,6,44,,,0,0,3,1,1,0,0,0,0,0,1,0,1,0
800,1,0,0,1,0,0,0,14,5,46,5,47,0,0,4,1,1,1,0,0,0,0,0,0,1,0
804,1,0,0,1,0,1,1,16,3,48,5,36,1,0,3,1,1,0,0,0,0,0,0,0,1,0
806,1,0,0,1,0,1,1,15,8,35,,,0,1,4,1,1,0,0,0,0,0,0,0,1,0
808,1,0,0,1,0,1,1,15,5,42,5,40,0,0,4,1,1,1,0,0,0,0,0,0,1,0
809,1,0,0,1,0,0,1,14,5,52,5,56,0,0,4,1,1,1,0,0,0,0,0,0,1,0
813,1,0,0,1,0,0,1,15,2,47,5,48,0,0,3,1,0,0,0,0,0,0,1,0,1,0
815,1,0,0,1,0,0,1,17,5,54,6,45,1,0,1,0,0,0,0,40,1,0,0,0,1,0
816,1,0,0,1,0,1,0,13,11,33,7,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
820,1,0,0,1,0,0,1,14,2,35,5,42,0,0,4,1,1,1,0,0,0,0,0,0,1,0
822,1,0,0,1,0,0,1,13,7,36,11,31,0,0,4,1,1,1,0,0,0,0,0,0,1,0
824,1,0,0,1,0,0,0,14,5,40,10,47,0,0,4,1,1,1,0,0,0,0,0,0,1,0
829,1,0,0,1,0,1,0,13,10,39,11,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
837,1,0,0,1,0,0,1,14,5,36,5,37,0,0,4,1,1,1,0,0,0,0,0,0,1,0
839,1,0,0,1,0,1,1,14,7,39,7,43,0,0,4,1,1,1,0,0,0,0,0,0,1,0
840,1,0,0,1,0,0,1,16,8,33,,,0,0,4,1,1,1,0,0,1,0,0,1,1,0
842,1,0,0,1,0,0,0,15,11,35,8,49,0,0,4,1,1,1,0,0,0,0,0,0,1,0
843,1,0,0,1,0,0,0,15,1,45,6,46,0,0,4,1,1,1,0,0,0,0,0,0,1,0
849,1,0,0,1,0,1,0,14,8,35,6,34,0,1,4,1,1,0,0,0,0,0,0,0,1,0
850,1,0,0,1,0,1,0,15,5,53,6,42,1,0,4,1,1,1,0,0,0,0,0,0,1,0
853,1,0,0,1,0,1,0,14,3,50,3,43,0,0,4,1,1,1,1,0,0,0,0,0,1,0
854,1,0,0,1,0,1,1,15,2,50,3,49,0,1,3,1,0,0,0,0,0,0,0,0,1,0
855,1,0,0,1,0,0,1,15,9,42,,45,0,1,4,1,1,0,0,0,0,0,0,0,1,0
856,1,0,0,1,0,0,1,13,9,32,,34,1,0,4,1,1,1,0,0,0,0,0,0,1,0
857,1,0,0,1,0,1,1,14,9,37,5,42,0,0,4,1,1,1,1,0,0,0,0,0,1,0
858,1,0,0,1,0,1,1,16,4,34,,,1,0,2,1,1,0,0,40,1,0,0,0,1,0
859,1,0,0,1,0,1,1,15,5,44,,40,1,0,3,0,0,0,0,0,0,0,0,0,1,1
865,1,0,0,1,0,0,0,15,4,40,5,48,0,0,4,1,1,1,0,0,0,0,0,0,1,0
866,1,0,0,1,0,0,1,15,5,40,,,0,1,4,1,1,0,0,0,0,0,0,0,1,0
870,1,0,0,1,0,1,1,14,6,39,,,0,0,4,1,1,1,1,0,0,0,0,0,1,0
871,1,0,0,1,0,1,0,,,,,,1,,,,,,,,,,,0,1,0
872,1,0,0,1,0,0,0,13,5,40,9,44,0,0,4,1,1,1,0,0,0,0,0,0,1,0
875,1,0,0,1,0,0,0,14,5,40,8,42,0,0,3,1,1,0,0,0,0,0,0,0,1,0
884,1,0,0,1,0,1,1,14,3,39,,,1,0,4,1,1,1,1,0,0,0,0,1,1,0
888,1,0,0,1,0,1,0,14,6,41,6,44,0,1,4,1,0,0,0,0,0,0,0,0,1,0
891,1,0,0,1,0,1,0,14,9,42,9,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
895,1,0,0,1,0,1,0,14,5,36,5,36,0,1,4,1,1,0,0,0,0,0,0,0,1,0
896,1,0,0,1,0,1,0,14,11,48,11,41,0,0,4,1,1,1,1,0,0,0,0,0,1,0
898,1,0,0,1,0,1,0,15,10,40,11,45,0,0,4,1,1,1,1,0,0,0,0,0,1,0
900,1,0,0,1,0,0,0,16,11,40,11,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
901,1,0,0,1,0,1,1,16,5,40,5,51,0,0,4,1,1,1,1,0,0,0,0,0,1,0
902,1,0,0,1,0,1,1,14,4,31,,,0,0,4,1,1,1,1,0,0,0,0,1,1,0
906,1,0,0,1,0,1,1,19,9,45,,,0,0,1,0,0,0,0,30,1,0,0,0,1,1
909,1,0,0,1,0,0,0,14,,40,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0
912,1,0,0,1,0,0,0,15,5,40,2,49,0,0,4,1,1,1,0,0,0,0,0,0,1,0
914,1,0,0,1,0,1,1,14,9,44,,56,1,1,4,1,1,0,0,5,1,0,0,0,1,0
915,1,0,0,1,0,0,0,14,5,32,,31,0,1,3,0,0,0,0,0,0,0,0,0,1,0
920,1,0,0,1,0,1,0,18,3,40,3,62,1,0,2,1,1,0,0,0,0,1,1,0,1,1
921,1,0,0,1,0,1,0,16,11,38,11,43,0,0,4,1,1,1,0,0,0,0,0,0,1,1
923,1,0,0,1,0,1,0,15,2,35,,,1,0,4,1,1,0,0,0,0,0,0,0,1,0
924,1,0,0,1,0,1,1,14,5,38,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
926,1,0,0,1,0,0,0,14,11,43,11,41,0,0,4,1,1,1,0,0,0,0,0,0,1,0
928,1,0,0,1,0,0,1,16,,43,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0
930,1,0,0,1,0,1,0,14,9,42,,52,1,0,4,1,1,1,0,0,0,0,0,0,1,0
935,1,0,0,1,0,1,0,17,5,46,1,52,0,0,3,1,1,0,0,0,0,0,1,0,1,1
936,1,0,0,1,0,1,1,17,3,51,3,61,0,0,4,1,1,1,1,0,0,0,0,0,1,1
939,1,0,0,1,0,1,1,14,7,31,4,31,0,0,4,1,1,1,0,0,0,0,0,1,1,1
941,1,0,0,1,0,0,0,14,9,42,11,56,1,0,4,1,1,1,1,40,1,0,0,0,1,0
947,1,0,0,1,0,0,1,14,9,42,2,46,0,0,4,1,1,0,0,0,0,0,0,0,1,1
953,1,0,0,1,0,0,0,15,11,39,7,36,0,0,4,1,1,0,0,0,1,0,0,0,1,0
954,1,0,0,1,0,0,0,14,8,34,9,41,0,0,4,1,1,1,0,0,0,0,0,0,1,0
955,1,0,0,1,0,0,1,12,11,47,,,0,0,3,1,1,0,0,0,0,0,0,0,1,0
959,1,0,0,1,0,0,1,17,5,35,,,0,2,4,1,0,0,0,0,0,0,0,0,1,0
962,1,0,0,1,0,1,1,15,1,52,2,54,0,0,4,1,1,0,0,0,0,0,0,0,1,0
963,1,0,0,1,0,0,1,13,9,36,6,36,0,1,4,1,1,0,1,0,0,0,0,0,1,0
966,1,0,0,1,0,0,1,15,,35,5,40,1,0,2,1,0,0,0,0,0,0,0,0,1,0
968,1,0,0,1,0,0,0,13,10,36,7,40,0,0,4,1,1,1,1,0,0,0,0,0,1,0
969,1,0,0,1,0,1,1,16,5,34,5,37,1,0,4,1,1,1,1,0,0,0,0,0,1,0
975,1,0,0,1,0,0,0,16,4,37,,,0,1,6,1,1,1,0,0,0,0,0,0,1,0
981,1,0,0,1,0,0,1,14,5,31,,,0,1,4,1,1,0,0,0,0,0,0,0,1,0
983,1,0,0,1,0,0,1,15,7,37,6,38,0,0,4,1,1,1,0,0,0,0,0,0,1,0
984,1,0,0,1,0,1,0,13,10,38,,,0,1,4,1,1,0,0,0,0,0,0,0,1,0
988,1,0,0,1,0,1,0,14,11,38,5,37,0,0,4,1,1,1,1,0,0,0,0,0,1,0
989,1,0,0,1,0,0,1,14,11,37,8,36,1,1,4,1,1,0,0,40,1,0,0,0,1,0
992,1,0,0,1,0,1,0,13,8,34,5,36,0,0,4,1,1,1,1,8,1,0,0,1,1,0
993,1,0,0,1,0,1,0,17,3,39,2,50,0,0,4,1,1,1,1,0,0,0,0,0,1,0
996,1,0,0,1,0,1,1,14,8,42,11,40,0,0,2,1,1,1,1,0,0,0,0,0,1,0
997,1,0,0,1,0,0,1,14,7,52,11,46,0,0,4,1,1,1,0,0,0,0,0,0,1,0
998,1,0,0,1,0,1,0,16,5,40,,,0,0,1,1,0,0,0,40,1,0,0,0,1,0
1000,1,0,0,1,0,1,1,15,11,42,5,52,0,1,5,1,1,1,1,0,0,0,0,0,1,0
1003,1,0,0,1,0,0,1,15,5,39,,,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1007,1,0,0,1,0,1,1,14,7,38,6,37,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1009,1,0,0,1,0,1,0,14,5,41,5,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1010,1,0,0,1,0,0,0,17,5,41,11,41,0,0,6,1,1,1,0,0,0,0,0,0,1,0
1011,1,0,0,1,0,0,1,15,11,35,11,38,0,0,4,1,1,1,0,8,1,0,0,0,1,0
1013,1,0,0,1,0,1,0,15,11,48,9,39,0,1,4,1,1,0,0,0,0,0,0,0,1,0
1014,1,0,0,1,0,0,1,15,5,33,4,54,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1015,1,0,0,1,0,0,1,14,8,44,11,44,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1017,1,0,0,1,0,1,1,16,8,33,10,40,0,1,3,1,1,0,0,2,1,0,0,0,1,0
1018,1,0,0,1,0,1,0,14,,,6,40,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1019,1,0,0,1,0,1,1,14,1,60,,68,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1024,1,0,0,1,0,0,1,15,7,37,,,0,0,4,1,0,0,0,0,0,0,0,1,1,0
1026,1,0,0,1,0,1,0,14,8,42,4,45,0,0,4,1,1,1,1,3,1,0,0,0,1,0
1027,1,0,0,1,0,1,0,14,7,34,6,34,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1031,1,0,0,1,0,0,1,14,8,37,5,40,0,0,4,1,1,1,0,5,1,0,0,0,1,0
1032,1,0,0,1,0,1,0,14,5,42,5,40,0,0,4,1,1,1,1,8,1,0,0,0,1,0
1034,1,0,0,1,0,1,0,14,7,34,4,51,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1035,1,0,0,1,0,1,0,14,5,49,5,53,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1036,1,0,0,1,0,0,1,17,,,,,1,,0,0,0,0,0,0,0,,,0,1,0
1038,1,0,0,1,0,0,0,15,11,35,,,1,0,2,1,1,0,0,0,0,0,0,0,1,0
1040,1,0,0,1,0,1,1,17,8,45,5,47,0,1,4,1,1,1,0,18,1,0,0,0,1,0
1041,1,0,0,1,0,0,0,16,5,35,3,37,0,0,4,1,0,0,0,0,0,0,0,0,1,0
1045,1,0,0,1,0,0,1,12,5,37,,,1,0,4,1,1,0,1,0,0,0,0,0,1,0
1047,1,0,0,1,0,0,1,16,7,39,5,39,0,0,4,1,1,1,0,0,0,0,0,1,1,0
1049,1,0,0,1,0,0,0,15,5,38,4,44,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1050,1,0,0,1,0,1,0,16,,,,,1,2,4,1,1,0,0,40,1,0,0,0,1,0
1051,1,0,0,1,0,0,0,15,11,45,7,44,0,0,3,1,1,0,0,0,0,0,0,0,1,0
1054,1,0,0,1,0,0,1,14,11,35,11,36,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1055,1,0,0,1,0,1,0,14,4,36,5,37,0,1,4,1,1,0,1,0,0,0,0,0,1,0
1056,1,0,0,1,0,0,0,15,7,36,4,43,0,0,4,1,1,0,0,0,0,0,0,1,1,0
1059,1,0,0,1,0,1,0,14,11,38,11,48,0,0,3,1,1,1,1,0,0,0,0,0,1,0
1064,1,0,0,1,0,1,0,16,11,40,8,40,0,0,4,1,1,1,0,0,0,0,0,0,1,0
1065,1,0,0,1,0,1,1,15,3,43,2,52,0,0,4,1,1,1,1,0,0,0,0,1,1,0
1066,1,0,0,1,0,1,0,14,7,31,,35,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1069,1,0,0,1,0,0,1,16,6,31,5,57,0,1,3,1,0,0,0,0,0,0,1,1,1,0
1070,1,0,0,1,0,1,0,15,5,53,5,54,0,1,4,1,1,1,0,0,0,0,0,0,1,0
1073,1,0,0,1,0,1,0,15,11,42,8,46,1,0,5,1,1,1,0,0,0,0,0,0,1,0
1078,1,0,0,1,0,0,1,14,5,32,5,45,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1079,1,0,0,1,0,1,0,15,5,35,9,38,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1080,1,0,0,1,0,1,1,17,5,32,9,44,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1083,1,0,0,1,0,1,1,13,6,42,8,36,0,0,4,1,1,0,0,0,0,0,0,0,1,0
1084,1,0,0,1,0,1,0,13,2,35,2,36,1,0,4,1,1,1,1,0,0,0,0,0,1,0
1085,1,0,0,1,0,0,0,17,6,37,8,52,0,0,3,1,1,1,0,0,0,0,0,0,1,0
1086,1,0,0,1,0,1,1,15,11,34,7,39,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1087,1,0,0,1,0,0,1,17,11,59,11,58,0,0,4,1,1,1,1,0,0,0,0,0,1,0
1091,1,0,0,1,0,1,0,17,1,42,,,0,0,2,1,0,0,0,0,0,0,0,0,1,0
