"date","pdvmil","pdvmily","rgdp","rcons","rcdur","rcnd","rcsv","rinvfx","rnri","rres","rgov","rfed","rdef","kcdur","tothours","milithours","totpop","rwmfg","cpi","BAA","tb3","amtbr"
1971-10-01,0,0,35.181,32.859,16.838,43.383,33.086,25.551,20.51,43.959,50.584,58.915,66.136,17.263,158.533782409016,4.705,208555,0.0919467968046016,41,8.41333293914795,4.23000001907349,0.277999997138977
1972-01-01,0,0,35.81,33.298,17.223,43.526,33.652,26.7,21.199,46.891,50.768,59.155,65.182,17.52946,161.048589856997,4.554,209061,0.0931945960401145,41.3333358764648,8.23333263397217,3.43666672706604,0.289000004529953
1972-04-01,0,0,36.659,33.934,17.656,44.703,34.063,27.17,21.55,47.811,51.083,60.101,66.208,17.81094,161.315016591742,4.334,209545,0.0940436618115657,41.5999984741211,8.22333335876465,3.76999998092651,0.289000004529953
1972-07-01,0,0,37.01,34.457,18.11,45.319,34.525,27.47,21.887,47.922,50.03,56.86,61.528,18.11149,162.446458998468,4.264,210075,0.094475276948069,41.9333343505859,8.17000007629395,4.21999979019165,0.289000004529953
1972-10-01,0,0,37.62,35.265,19.069,46.175,35.143,28.748,23.031,49.634,50.344,56.673,61.434,18.444,163.114219530076,4.269,210656,0.0956334962990697,42.3666687011719,7.99333333969116,4.86333322525024,0.289000004529953
1973-01-01,0,0,38.582,35.911,20.283,46.453,35.596,29.962,24.107,51.303,50.839,57.611,62.627,18.81874,163.954488305684,4.208,211120,0.0942409781320394,43.033332824707,7.96666669845581,5.69999980926514,0.305000007152557
1973-04-01,0,0,39.029,35.893,20.044,46.061,35.894,30.222,25.092,48.693,50.536,56.718,61.504,19.19259,166.605135749989,4.126,211577,0.0922061156211593,43.9333343505859,8.09333324432373,6.60333347320557,0.305000007152557
1973-07-01,-5,-0.00364564345607,38.82,36.021,19.866,46.276,36.134,30.134,25.513,46.627,49.887,54.311,57.856,19.54971,167.743400846738,4.098,212092,0.0916255787005711,44.7999992370605,8.46666622161865,8.32333374023438,0.305000007152557
1973-10-01,5,0.00359531171352556,39.191,35.916,19.402,46.094,36.271,29.831,25.713,44.399,50.254,54.354,58.257,19.869,168.726615819252,4.009,212634,0.0917885400912271,45.9333343505859,8.43666648864746,7.5,0.305000007152557
1974-01-01,0,0,38.847,35.601,18.947,45.476,36.216,29.126,25.685,41.143,51.305,56.066,59.601,20.13638,168.597653794483,3.983,213074,0.0879819604513364,47.2999992370605,8.54333305358887,7.61666679382324,0.324999988079071
1974-04-01,0,0,38.946,35.726,19.049,45.174,36.57,28.707,25.628,39.349,51.651,55.977,60.56,20.37056,168.328397574365,3.869,213513,0.0855357731070374,48.5666656494141,9.06333351135254,8.15333366394043,0.324999988079071
1974-07-01,0,0,38.561,35.873,19.159,45.271,36.75,28.202,25.329,38.052,51.728,56.258,59.117,20.58138,168.331705570861,3.901,214042,0.0821736965099934,49.9333343505859,9.8100004196167,8.19000053405762,0.324999988079071
1974-10-01,0,0,38.41,35.347,17.336,44.463,37.119,26.603,24.621,33.045,51.908,56.671,59.101,20.759,166.865038280858,3.919,214625,0.0814504837144171,51.466667175293,10.5699996948242,7.3600001335144,0.324999988079071
1975-01-01,0,0,37.942,35.644,17.706,44.548,37.466,24.973,23.111,31.004,52.544,56.034,58.647,20.9355,163.809089840993,3.868,215065,0.0820560928709355,52.5666656494141,10.6466665267944,5.75,0.333000004291534
1975-04-01,0,0,38.232,36.238,18.05,45.535,37.931,24.623,22.507,31.67,52.14,55.584,57.741,21.11738,163.222595702549,3.84,215523,0.0826374608480166,53.2000007629395,10.6300001144409,5.39333343505859,0.333000004291534
1975-07-01,0,0,38.876,36.754,19.177,45.981,38.114,25.237,22.714,33.876,53.057,56.97,59.928,21.3202,163.325670448697,3.793,216195,0.082862988911248,54.2666664123535,10.5833330154419,6.32999992370605,0.333000004291534
1975-10-01,0,0,39.384,37.143,19.735,45.869,38.65,25.709,22.925,35.358,53.507,57.115,59.805,21.547,165.598601311001,3.768,216771,0.0832337247927613,55.2666664123535,10.5799999237061,5.62666654586792,0.333000004291534
1976-01-01,4,0.00233385845148492,40.279,37.886,20.722,46.799,39.101,26.774,23.339,38.973,53.64,56.588,58.981,21.81302,168.474128902896,3.737,217249,0.084609085129263,55.9000015258789,10.2566661834717,4.91666650772095,0.340000003576279
1976-04-01,0,0,40.582,38.234,20.816,47.517,39.36,27.231,23.624,40.094,53.052,56.466,58.94,22.10219,170.43338274169,3.731,217685,0.0850636210656561,56.4000015258789,9.89666652679443,5.15666675567627,0.340000003576279
1976-07-01,0,0,40.781,38.638,21.052,47.881,39.839,27.517,24.141,39.44,52.773,56.306,58.813,22.41067,172.33412921922,3.7,218233,0.0861191849816325,57.2999992370605,9.61999988555908,5.15000009536743,0.340000003576279
1976-10-01,0,0,41.077,39.141,21.384,48.385,40.39,28.932,24.622,44.467,52.732,56.45,58.578,22.734,173.812567064851,3.795,218834,0.0865816176220014,58.1333351135254,9.21333312988281,4.67333316802979,0.340000003576279
1977-01-01,0,0,41.554,39.588,22.168,48.353,40.871,29.978,25.578,45.808,53.21,56.919,59.235,23.07286,175.226984411096,3.727,219344,0.0870872727265978,59.2000007629395,9.10666656494141,4.63000011444092,0.361000001430511
1977-04-01,0,0,42.38,39.807,22.691,48.35,41.03,31.651,26.317,51.049,53.763,57.857,60.138,23.42232,177.571127760218,3.746,219859,0.0870273307557922,60.2333335876465,8.99666690826416,4.84000015258789,0.361000001430511
1977-07-01,-5,-0.00249351685617395,43.138,40.187,23.025,48.59,41.474,32.061,26.868,50.887,53.861,58.191,60.167,23.77834,179.573404072172,3.741,220458,0.0882481813788087,61.0666656494141,8.82999992370605,5.496666431427,0.361000001430511
1977-10-01,0,0,43.129,40.793,23.508,49.633,41.873,32.639,27.767,50.215,53.688,57.621,58.505,24.142,180.844566047389,3.714,221109,0.0887484282949756,61.966667175293,8.94333362579346,6.1100001335144,0.361000001430511
1978-01-01,0,0,43.276,41.031,22.885,49.845,42.542,32.913,28.042,50.468,53.775,57.823,58.876,24.49494,182.464128052208,3.686,221629,0.0891196778319786,63.033332824707,9.1966667175293,6.39333343505859,0.368999987840652
1978-04-01,0,0,44.979,41.908,24.591,50.229,43.183,35.302,30.407,52.892,55.227,59.202,60.203,24.87112,187.59340981738,3.779,222176,0.0886067904614649,64.466667175293,9.47000026702881,6.47666645050049,0.368999987840652
1978-07-01,0,0,45.42,42.085,24.26,50.619,43.492,36.316,31.493,53.626,55.667,59.411,60.365,25.23717,188.42860764489,3.704,222805,0.0890849080180733,65.966667175293,9.5,7.31333351135254,0.368999987840652
1978-10-01,0,0,46.02,42.423,24.452,51.271,43.719,37.091,32.532,53.438,56.172,59.932,60.633,25.599,190.229607623178,3.757,223477,0.089258753454792,67.5,9.78666687011719,8.56999969482422,0.368999987840652
1979-01-01,11,0.00455298013245033,46.097,42.637,24.163,51.498,44.164,37.373,33.239,52.189,55.667,60.013,60.931,25.94752,191.069434523859,3.663,224053,0.0885642752804323,69.1999969482422,10.1566667556763,9.38333320617676,0.38400000333786
1979-04-01,0,0,46.141,42.612,23.616,51.399,44.439,37.083,33.14,51.214,56.255,60.755,62.156,26.26626,192.343638682864,3.568,224632,0.0869816425293309,71.4000015258789,10.3933334350586,9.37666702270508,0.38400000333786
1979-07-01,0,0,46.472,43.031,24.274,52,44.616,37.756,34.172,50.606,56.337,60.661,61.972,26.55829,193.72035517381,3.668,225295,0.0858814025450525,73.6999969482422,10.3933334350586,9.67333316802979,0.38400000333786
1979-10-01,0,0,46.6,43.146,23.649,52.275,45.001,37.404,34.258,48.694,56.704,60.647,62.32,26.795,194.351148910851,3.66,226027,0.0843181727860376,76.033332824707,11.8166666030884,11.8433332443237,0.38400000333786
1980-01-01,169.1,0.0635857712265925,46.75,43.071,23.277,52.249,45.052,36.875,34.634,44.968,57.616,62.588,64.154,26.96835,193.16614145543,3.662,226656,0.08206024351606,79.033332824707,13.4799995422363,13.3533334732056,0.400000005960464
1980-04-01,0,0,45.792,42.093,20.767,51.542,44.748,33.668,32.876,36.649,57.795,64.162,64.308,27.0882,189.062338040018,3.64,227251,0.0818155525853864,81.6999969482422,13.3566665649414,9.61666679382324,0.400000005960464
1980-07-01,0,0,45.707,42.545,21.688,51.415,45.244,34,33.124,37.275,56.998,63.297,64.427,27.19416,189.456453728043,3.665,227953,0.0821355488855936,83.2333297729492,13.1666660308838,9.15333366394043,0.400000005960464
1980-10-01,0,0,46.552,43.112,22.349,51.617,45.92,35.351,33.82,40.917,56.94,63.511,65.275,27.302,191.668427085654,3.694,228612,0.0828706627006287,85.5666656494141,14.6700000762939,13.6133327484131,0.400000005960464
1981-01-01,74.5,0.0255548314067163,47.52,43.348,22.983,52.073,45.836,35.61,34.365,40.186,57.696,64.826,66.514,27.43107,194.019163708342,3.691,229071,0.0820677736014056,87.9333343505859,15.2466669082642,14.3900003433228,0.418000012636185
1981-04-01,0,0,47.141,43.347,22.089,52.304,46.139,35.845,35.058,38.824,57.825,66.761,68.523,27.56278,194.00248004323,3.636,229575,0.0820570914976256,89.7666625976562,15.7700004577637,14.906665802002,0.418000012636185
1981-07-01,0,0,47.713,43.523,22.761,52.42,46.1,35.849,35.912,35.829,57.694,66.689,69.108,27.69668,192.986670523307,3.566,230187,0.0830806602037851,92.2666625976562,16.4766674041748,15.0533332824707,0.418000012636185
1981-10-01,0,0,47.119,43.194,21.126,52.621,46.136,35.718,36.776,32.159,58.225,67.403,70.367,27.81,191.820580856814,3.736,230822,0.083809268567956,93.7666702270508,16.6833324432373,11.75,0.418000012636185
1982-01-01,0,0,46.346,43.473,21.803,52.718,46.306,34.636,35.906,30.305,58.167,67.508,71.161,27.90674,188.655401032663,3.7,231313,0.0848980300146528,94.5999984741211,17.033332824707,12.8133335113525,0.404000014066696
1982-04-01,0,0,46.597,43.63,21.883,52.627,46.61,33.425,34.622,29.349,58.506,68.12,73.141,28.00315,189.776309762086,3.815,231809,0.0859118638808391,95.966667175293,16.7800006866455,12.4200000762939,0.404000014066696
1982-07-01,0,0,46.417,43.964,22.059,52.851,47.049,32.494,33.453,29.256,58.906,69.141,74.413,28.11946,189.233545148769,3.78,232392,0.0863655432369211,97.6333312988281,16.25,9.31666660308838,0.404000014066696
1982-10-01,0,0,46.454,44.765,23.066,53.394,47.836,32.441,32.78,31.398,59.923,71.185,76.541,28.282,188.26842849985,3.78,232993,0.0865973979703079,97.9333343505859,14.3900003433228,7.90666675567627,0.404000014066696
1983-01-01,0,0,47.032,45.204,23.3,53.567,48.464,33.15,32.167,36.749,60.373,72.042,76.996,28.50958,189.50391300719,3.847,233473,0.087771235051396,98,13.8333330154419,8.10666656494141,0.391000002622604
1983-04-01,0,0,48.089,46.102,24.998,54.198,49.083,34.43,32.56,41.103,60.889,73.574,78.776,28.81187,191.429176907999,3.877,233922,0.0884002905118919,99.1333312988281,13.25,8.39666652679443,0.391000002622604
1983-07-01,0,0,49.037,46.917,25.959,55.022,49.786,36.488,34.032,45.174,61.946,75.639,79.314,29.1751,195.365215921654,3.84,234501,0.0884696908476672,100.099998474121,13.5266666412354,9.14000034332275,0.391000002622604
1983-10-01,0,0,50.051,47.661,27.239,55.692,50.294,38.625,36.236,47.083,60.899,72.99,81.355,29.596,197.938588182868,3.832,235078,0.0889995306591818,101.099998474121,13.6066665649414,8.80000019073486,0.391000002622604
1984-01-01,0,0,51.021,48.069,28.267,55.834,50.542,39.837,37.417,48.391,61.512,73.614,81.609,30.06095,201.192012333362,3.892,235527,0.0891531579949986,102.533332824707,13.743332862854,9.17000007629395,0.39300000667572
1984-04-01,0,0,51.902,48.757,28.923,57.054,50.968,41.475,39.278,49.287,62.838,75.924,82.477,30.55806,204.68953293252,3.976,235993,0.08915905256716,103.5,14.6999998092651,9.79666614532471,0.39300000667572
1984-07-01,0,0,52.407,49.133,28.932,57.098,51.632,42.36,40.571,48.814,63.302,75.634,82.148,31.06907,205.749161123029,3.974,236549,0.0901334833530349,104.400001525879,14.710000038147,10.3199996948242,0.39300000667572
1984-10-01,0,0,52.833,49.78,29.871,57.537,52.221,43.12,41.55,48.864,64.659,78.144,85.65,31.603,206.425983954026,3.91,237159,0.0910375323921726,105.300003051758,13.6066665649414,8.8033332824707,0.39300000667572
1985-01-01,0,0,53.332,50.624,30.909,57.889,53.164,43.453,42.033,48.713,65.4,78.977,86.242,32.15361,208.041895643024,3.901,237602,0.0920945709679188,106.266670227051,13.3933334350586,8.18333339691162,0.398999989032745
1985-04-01,0,0,53.783,51.086,31.276,58.34,53.647,43.999,42.631,49.102,66.867,80.904,88.731,32.71324,208.465965716213,3.942,238074,0.0924975351330622,107.233329772949,13.0199995040894,7.46000003814697,0.398999989032745
1985-07-01,0,0,54.624,52.056,33.279,58.82,54.369,43.645,41.979,49.725,68.603,83.617,92.308,33.31604,209.999095247831,3.983,238679,0.0934489087310963,107.900001525879,12.4700002670288,7.10666656494141,0.398999989032745
1985-10-01,0,0,55.038,52.17,32.133,59.344,54.806,44.469,42.7,50.908,69.013,83.585,92.727,33.91,212.462548626408,4.008,239307,0.0936309460118021,109,11.9766664505005,7.16666650772095,0.398999989032745
1986-01-01,0,0,55.567,52.605,32.789,60.097,54.996,44.533,42.113,53.084,69.759,83.141,92,34.533,213.214549772516,3.933,239788,0.0957262049825931,109.566665649414,11.0166664123535,6.89666652679443,0.400999993085861
1986-04-01,0,0,55.79,53.166,33.947,60.632,55.307,44.427,41.059,56.03,71.242,85.792,95.469,35.18427,214.380233835075,4.045,240271,0.0976214778891821,109.033332824707,10.2733335494995,6.1399998664856,0.400999993085861
1986-07-01,0,0,56.328,54.095,36.843,60.758,55.753,44.177,40.459,56.893,72.854,89.039,99.187,35.88529,215.549034650898,3.963,240854,0.0984957279303135,109.699996948242,10.1800003051758,5.52333354949951,0.400999993085861
1986-10-01,-89.4,-0.0199051499565827,56.6,54.421,36.259,61.252,56.354,44.471,40.874,56.791,72.436,87.657,96.41,36.556,217.570375735055,4.01,241467,0.0981004069950572,110.466667175293,10.0933332443237,5.35333347320557,0.400999993085861
1987-01-01,0,0,56.914,54.338,34.108,61.332,57.018,43.59,39.75,56.641,72.732,88.179,97.831,37.15637,219.754264707236,4.04,241930,0.0975176053201935,111.800003051758,9.65999984741211,5.53666687011719,0.375
1987-04-01,0,0,57.519,55.066,35.507,61.8,57.56,44.37,40.703,56.89,73.192,89.403,100.183,37.75766,221.393599071399,3.94,242423,0.0967185934592747,113.066665649414,10.3566665649414,5.65666675567627,0.375
1987-07-01,0,0,58.018,55.68,36.974,61.851,58.051,45.314,42.014,56.718,73.194,89.498,101.665,38.36787,222.597913866893,3.878,243012,0.0966140725007658,114.266670227051,10.9066667556763,6.04333353042603,0.375
1987-10-01,0,0,59.011,55.814,35.975,61.926,58.643,45.308,41.916,56.996,74.08,90.829,101.522,38.955,224.066596082323,4.011,243639,0.0966372863984333,115.333335876465,11.3800001144409,5.86333322525024,0.375
1988-01-01,-242,-0.0495586819848047,59.316,56.746,37.678,62.594,59.351,45.249,42.238,55.763,73.721,88.361,100.432,39.57207,225.61374577953,4.01,244131,0.0967186483002995,116.233329772949,10.7533330917358,5.72333335876465,0.356000006198883
1988-04-01,0,0,60.078,57.159,37.691,63.092,59.865,46.134,43.277,56.205,73.914,87.461,99.576,40.18577,227.500564678029,3.993,244610,0.0964377363557488,117.566665649414,10.9799995422363,6.21000003814697,0.356000006198883
1988-07-01,0,0,60.388,57.609,37.2,63.527,60.66,46.312,43.504,56.24,73.871,86.806,98.608,40.78226,227.871143774261,3.947,245240,0.0959695332197907,119,11.0733327865601,7.00999975204468,0.356000006198883
1988-10-01,-58.8,-0.0114334603717819,61.195,58.288,38.163,64.189,61.212,46.776,43.962,56.734,75.372,89.413,100.687,41.379,229.536013339012,3.932,245884,0.0960389825126649,120.300003051758,10.5133333206177,7.72666645050049,0.356000006198883
1989-01-01,0,0,61.769,58.502,37.994,64.48,61.528,47.242,44.705,56.362,74.909,87.583,97.426,41.95212,230.959076836333,3.932,246378,0.0950293317123873,121.666664123535,10.6433334350586,8.53999996185303,0.360000014305115
1989-04-01,0,0,62.231,58.763,38.501,64.577,61.756,47.307,45.341,54.693,76.069,89.554,99.502,42.51255,231.694158646926,3.983,246906,0.0937803376062571,123.633331298828,10.3666667938232,8.40999984741211,0.360000014305115
1989-07-01,0,0,62.725,59.373,39.371,65.225,62.234,48.13,46.64,54.097,76.786,90.416,100.711,43.06581,233.033209226886,3.927,247573,0.0945962295922387,124.599998474121,9.8866662979126,7.84333324432373,0.360000014305115
1989-10-01,-507.6,-0.0917421243832348,62.862,59.664,38.175,65.964,62.876,47.337,45.952,52.96,77.194,89.962,99.703,43.584,234.722037069656,4.035,248281,0.0942874267213414,125.866668701172,9.81333351135254,7.65333318710327,0.360000014305115
1990-01-01,0,0,63.518,60.135,39.787,65.879,63.15,47.926,46.562,53.5,78.385,91.312,99.921,44.10598,235.711837633968,3.904,248827,0.0944543296236421,128.033340454102,10.0966663360596,7.75999975204468,0.361999988555908
1990-04-01,0,0,63.771,60.334,38.472,65.951,63.937,46.818,45.758,51.442,78.501,91.421,99.639,44.57673,236.071418659768,3.761,249565,0.0950118099107996,129.300003051758,10.3100004196167,7.746666431427,0.361999988555908
1990-07-01,0,0,63.77,60.563,38.082,66.058,64.429,46.312,46.05,48.519,78.478,90.605,97.934,44.99325,235.796123872316,3.861,250439,0.0943895405256924,131.533340454102,10.4166669845581,7.47666645050049,0.361999988555908
1990-10-01,112.1,0.0191604279902916,63.211,60.091,37.033,65.395,64.252,44.993,45.17,45.832,79.257,91.401,99.725,45.335,234.130101092875,3.828,251346,0.0926166989863804,133.766662597656,10.5966663360596,6.98999977111816,0.361999988555908
1991-01-01,0,0,62.905,59.92,36.013,65.426,64.296,43.452,44.004,43.105,79.579,92.11,100.593,45.5914,232.040026062539,3.829,252135,0.094575204765157,134.766662597656,10.203332901001,6.02333307266235,0.370999991893768
1991-04-01,0,0,63.33,60.377,36.194,65.81,64.864,43.387,43.582,44.124,79.857,92.371,100.318,45.80204,231.516954838666,3.798,252913,0.0959319076535088,135.566665649414,9.92000007629395,5.55999994277954,0.370999991893768
1991-07-01,0,0,63.596,60.608,36.75,65.921,65.025,43.532,43.17,45.952,79.478,90.65,97.631,45.998,231.439473264116,3.745,253807,0.0967993138560696,136.600006103516,9.68333339691162,5.37666654586792,0.370999991893768
1991-10-01,-112.1,-0.0185789813878715,63.846,60.581,36.151,65.355,65.41,43.614,42.942,46.96,79.144,88.871,94.314,46.203,231.89324625268,3.669,254718,0.0967899126549151,137.733337402344,9.39999961853027,4.53999996185303,0.370999991893768
1992-01-01,0,0,64.546,61.622,37.57,66.327,66.326,44.065,42.749,49.356,79.745,88.899,92.843,46.45923,233.162199207422,3.622,255448,0.09716006469096,138.66667175293,9.20333290100098,3.89333319664001,0.368999987840652
1992-04-01,0,0,65.232,61.988,37.831,66.607,66.751,45.798,44.445,51.244,79.651,88.81,92.91,46.75208,233.546706604837,3.547,256285,0.0969352972356023,139.733337402344,9.13000011444092,3.6800000667572,0.368999987840652
1992-07-01,0,0,65.905,62.673,38.638,67.003,67.493,46.494,45.343,51.361,80.06,89.824,94.185,47.07785,233.257970178061,3.422,257232,0.0973371170160033,140.800003051758,8.70333290100098,3.08333349227905,0.368999987840652
1992-10-01,0,0,66.599,63.438,39.406,67.675,68.276,47.942,46.707,53.106,80.083,89.87,93.464,47.428,233.679775933732,3.339,258147,0.0972629794215593,142.033340454102,8.86999988555908,3.0699999332428,0.368999987840652
1993-01-01,0,0,66.721,63.695,39.788,67.743,68.56,48.221,47.004,53.348,79.239,87.106,89.785,47.79009,235.345711601408,3.296,258919,0.097335946411613,143.066665649414,8.40333366394043,2.96000003814697,0.379000008106232
1993-04-01,0,0,67.148,64.306,41.08,68.281,68.963,49.3,48.255,53.976,79.18,85.876,88.463,48.17601,236.048250192373,3.289,259680,0.0973816204311535,144.100006103516,8.14000034332275,2.96666669845581,0.379000008106232
1993-07-01,0,0,67.502,65.004,41.538,68.957,69.732,50.174,48.793,55.839,79.101,84.97,87.26,48.58186,237.709239112147,3.177,260566,0.098737014585676,144.766662597656,7.62333345413208,3.00333333015442,0.379000008106232
1993-10-01,0,0,68.393,65.582,42.537,69.437,70.198,52.403,50.841,58.651,79.491,85.415,88.097,49.017,239.92725529464,3.154,261425,0.0993006923947339,145.966674804688,7.5533332824707,3.05999994277954,0.379000008106232
1994-01-01,0,0,69.059,66.313,43.55,70.366,70.745,53.099,51.347,59.895,78.48,82.358,83.683,49.48619,238.663066825276,3.139,262123,0.0997771510269398,146.699996948242,7.84666681289673,3.24333333969116,0.384999990463257
1994-04-01,0,0,70.003,66.805,44.019,70.923,71.209,54.376,52.384,61.879,78.81,81.893,83.726,49.97567,242.573628602256,3.1,262877,0.0995843660708974,147.533325195312,8.59666633605957,3.98666667938232,0.384999990463257
1994-07-01,0,0,70.454,67.34,44.482,71.534,71.727,54.916,53.366,61.204,80.192,84.14,86.484,50.47681,243.645420123034,3.047,263724,0.0995048218509054,148.899993896484,8.84000015258789,4.47666645050049,0.384999990463257
1994-10-01,0,0,71.237,68.004,46.046,72.293,72.051,56.419,55.729,60.401,79.5,81.83,82.395,50.993,244.624881833244,2.974,264559,0.0998356608315902,149.766662597656,9.20666694641113,5.27999973297119,0.384999990463257
1995-01-01,0,0,71.412,68.084,45.091,72.553,72.394,57.707,58.007,59.06,79.816,81.63,82.174,51.48654,246.851913754507,2.975,265270,0.099376861292708,150.866668701172,8.87666702270508,5.73666667938232,0.386000007390976
1995-04-01,0,0,71.565,68.642,45.55,72.909,73.048,57.488,58.41,57.161,80.083,81.307,82.028,51.9797,247.473762058652,2.939,265998,0.0987935672423832,152.100006103516,8.23333358764648,5.59666681289673,0.386000007390976
1995-07-01,0,0,72.167,69.255,46.836,73.168,73.569,58.247,58.801,58.929,79.907,80.754,81.047,52.48813,247.564049377706,2.914,266843,0.0996515671320045,152.866668701172,8.0533332824707,5.36666679382324,0.386000007390976
1995-10-01,0,0,72.67,69.742,47.649,73.546,73.985,59.461,59.984,60.265,79.013,77.722,78.495,53.014,248.236675672346,2.843,267715,0.0995472726336254,153.699996948242,7.6399998664856,5.26000022888184,0.386000007390976
1996-01-01,0,0,73.168,70.38,48.167,74.022,74.709,60.964,61.473,61.85,79.519,79.341,80.026,53.56173,244.773091654317,2.742,268364,0.0997615869835539,155.066665649414,7.71000003814697,4.92999982833862,0.384999990463257
1996-04-01,0,0,74.432,71.177,49.699,74.973,75.206,62.947,63.24,64.462,80.661,80.472,81.117,54.14074,247.992788301629,2.805,269108,0.10005244983703,156.399993896484,8.29666614532471,5.01999998092651,0.384999990463257
1996-07-01,0,0,75.08,71.603,50.051,75.506,75.608,64.403,65.345,64.284,80.583,79.053,79.396,54.73492,252.413157417371,2.82,269976,0.100628271639594,157.300003051758,8.29333400726318,5.09666681289673,0.384999990463257
1996-10-01,0,0,75.899,72.186,51.028,76.118,76.053,65.479,67.112,63.62,81.266,78.825,78.886,55.349,254.255631944194,2.821,270878,0.100676732463344,158.66667175293,7.91666650772095,4.97666645050049,0.384999990463257
1997-01-01,0,0,76.483,72.913,52.411,76.581,76.671,66.758,68.825,63.835,81.411,77.764,76.352,55.98514,254.741096328657,2.752,271585,0.101693591392135,159.633331298828,8.06999969482422,5.05999994277954,0.386000007390976
1997-04-01,0,0,77.617,73.208,52.242,76.623,77.191,68.196,70.533,64.643,82.116,79.142,78.151,56.63229,257.15973381857,2.737,272342,0.102431375840131,160,8.18666648864746,5.04666662216187,0.386000007390976
1997-07-01,0,0,78.591,74.453,54.571,77.856,78.109,70.823,74.129,64.939,82.208,78.884,77.772,57.32989,258.018140264288,2.74,273237,0.103328089324372,160.800003051758,7.75666666030884,5.04666662216187,0.386000007390976
1997-10-01,0,0,79.194,75.305,55.964,78.404,78.904,71.431,74.725,65.606,82.344,78.776,78.199,58.076,259.19432102381,2.731,274126,0.104579948825353,161.66667175293,7.43666696548462,5.08999967575073,0.386000007390976
1998-01-01,0,0,79.942,76.054,56.433,78.983,79.782,73.582,77.309,66.775,81.849,76.319,73.543,58.86814,260.852263210295,2.732,274838,0.106183934865938,162,7.253333568573,5.0533332824707,0.386999994516373
1998-04-01,0,0,80.661,77.362,59.31,79.959,80.755,76.146,80.139,68.782,83.628,78.419,76.359,59.74192,261.863148622539,2.692,275564,0.106388599496895,162.533340454102,7.253333568573,4.97666645050049,0.386999994516373
1998-07-01,0,0,81.726,78.388,61.022,80.548,81.736,77.595,81.347,70.847,84.402,77.767,77.308,60.68273,262.937904559708,2.669,276418,0.106691352328447,163.366668701172,7.12666654586792,4.82333326339722,0.386999994516373
1998-10-01,0,0,83.14,79.59,64.644,81.65,82.305,79.967,84.031,72.544,85.157,78.529,76.7,61.723,264.265009121597,2.664,277277,0.10731836381594,164.133331298828,7.25,4.25333309173584,0.386999994516373
1999-01-01,15,0.00166158958737192,83.881,80.376,64.804,83.158,83.001,81.449,85.98,72.975,85.593,78.01,75.772,62.80886,265.044318028919,2.644,277992,0.108139539349893,164.733337402344,7.40333318710327,4.40666675567627,0.389999985694885
1999-04-01,0,0,84.537,81.64,67.921,83.939,83.939,83.356,88.39,73.76,85.95,78.009,75.81,63.98227,265.833302778446,2.664,278717,0.108148342928956,165.966659545898,7.74000024795532,4.45333337783813,0.389999985694885
1999-07-01,0,0,85.612,82.622,69.575,84.338,84.947,85.295,90.931,74.373,87.061,79.646,78.056,65.20994,265.146826286481,2.611,279602,0.10808785756429,167.199996948242,8.09999942779541,4.65000009536743,0.389999985694885
1999-10-01,0,0,87.149,83.787,70.44,86.066,85.988,85.777,91.216,75.283,88.438,81.416,79.904,66.468,268.792600127735,2.609,280471,0.107544759278934,168.433334350586,8.23999977111816,5.04333353042603,0.389999985694885
2000-01-01,0,0,87.377,85.058,74.402,85.323,87.289,88.286,94.608,75.872,87.714,78.194,75.179,67.80119,273.559453217318,2.627,281190,0.107249313672427,170.100006103516,8.32999992370605,5.51999998092651,0.391999989748001
2000-04-01,0,0,89.081,85.858,73.063,87.027,88.303,90.505,98.098,75.355,88.884,81.324,78.647,69.10696,273.456769947042,2.629,281877,0.10690172298396,171.433334350586,8.59333324432373,5.71333312988281,0.391999989748001
2000-07-01,0,0,89.156,86.698,74.327,87.619,89.122,90.824,99.182,74.032,88.604,79.747,77.03,70.42419,273.572364453985,2.63,282649,0.107112664287191,173,8.32000064849854,6.01666688919067,0.391999989748001
2000-10-01,0,0,89.684,87.465,74.873,88.475,89.904,91.097,99.566,74.096,88.874,79.379,77.09,71.732,274.201644716572,2.646,283439,0.107671369118952,174.233337402344,8.21333312988281,6.01666688919067,0.391999989748001
2001-01-01,0,0,89.388,87.814,76.143,87.959,90.327,90.552,98.619,74.435,90.188,81.069,78.447,73.03452,273.193738554922,2.646,284113,0.107943580484563,175.900009155273,7.88000011444092,4.81666660308838,0.384999990463257
2001-04-01,0,0,89.974,88.145,76.105,88.379,90.71,89.137,96.029,75.482,92.061,82.805,79.544,74.31797,271.963700656949,2.642,284775,0.108041177012566,177.133331298828,8.03666687011719,3.65999984741211,0.384999990463257
2001-07-01,97.1,0.0094259947773582,89.727,88.533,77.026,88.807,90.954,88.203,94.445,75.89,91.893,83.361,80.267,75.60745,270.538291449616,2.663,285526,0.110108750549577,177.633331298828,7.94999980926514,3.17000007629395,0.384999990463257
2001-10-01,0,0,90.044,89.919,83.497,89.576,91.359,85.988,91.453,75.245,93.525,84.368,81.374,77.005,268.968421436822,2.666,286288,0.112713567447621,177.5,7.92333316802979,1.90666675567627,0.384999990463257
