"grade","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_numrd","c_type","flgrm","mrkgrm","ngrm","flmth","mrkmth","nmth","towncode","townname","popcode","tip_a","classid","classize","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
4,11005,35,12,23,9,1,2,1,"5",1,1,17,66,35,17.1399993896484,65,35,26104,"™Ž™ š‰",11,24,1,35,35,35,64.9400024414062,17.1000003814697,35,65.7699966430664,17.1000003814697,1,0,0,0,0,1,64.9400024414062,17.1000003814697,35,65.7699966430664,17.1000003814697,35,0,,,24,26104,24
4,11006,54,23,31,12,2,2,1,"7",2,2,31,61,49,54.1699981689453,57,48,26104,"™Ž™ š‰",12,38,1,27,54,25,56.7999992370605,60,25,59.3199996948242,40,1,0,0,0,0,2,56.8527069091797,54.154167175293,48,61.4065322875977,30.5959186553955,49,0,,,38,26104,38
4,11006,54,23,31,12,2,2,1,"7",2,2,31,61,49,54.1699981689453,57,48,26104,"™Ž™ š‰",12,38,2,27,54,23,56.9099998474121,47.7999992370605,24,63.5800018310547,20.7999992370605,1,0,0,0,0,2,56.8527069091797,54.154167175293,48,61.4065322875977,30.5959186553955,49,0,,,38,26104,38
4,11009,38,15,23,6,1,2,1,"1",1,1,13,78,38,21.6200008392334,77,37,4622,"˜‡™ Œˆ",11,6,1,38,38,37,76.6999969482422,21.6000003814697,38,78.370002746582,13.1999998092651,1,0,0,0,0,1,76.6999969482422,21.6000003814697,37,78.370002746582,13.1999998092651,38,0,,,6,4622,6
4,11010,73,40,33,15,1,1,1,"",2,2,20,74,70,51.3899993896484,64,72,30007,"‰Œ™…˜‰",11,3,1,37,73,35,61.4000015258789,65.6999969482422,35,76.5999984741211,20,1,0,0,0,0,2,64.0979156494141,51.3624992370605,72,74.4850006103516,20,70,0,,,3,30007,3
4,11010,73,40,33,15,1,1,1,"",2,2,20,74,70,51.3899993896484,64,72,30007,"‰Œ™…˜‰",11,3,2,36,73,37,66.6500015258789,37.7999992370605,35,72.370002746582,20,1,0,0,0,0,2,64.0979156494141,51.3624992370605,72,74.4850006103516,20,70,0,,,3,30007,3
4,11013,65,31,34,17,1,1,1,"2",2,2,38,64,61,40.9799995422363,65,61,30007,"‰Œ™…˜‰",11,8,2,31,65,28,58.7099990844727,64.3000030517578,28,59.5,42.9000015258789,1,0,0,1,0,2,58.7099990844727,64.3000030517578,28,59.5,42.9000015258789,28,0,,,8,30007,8
4,11013,65,31,34,17,1,1,1,"2",2,2,38,64,61,40.9799995422363,65,61,30007,"‰Œ™…˜‰",11,8,1,34,65,33,70.3369674682617,21.1933326721191,33,67.8181838989258,33.8424224853516,,1,0,1,0,2,58.7099990844727,64.3000030517578,28,59.5,42.9000015258789,28,1,33,33,8,30007,8
4,11015,89,35,54,17,1,1,1,"1",3,3,5,84,85,8.23999977111816,80,85,30007,"‰Œ™…˜‰",11,6,1,30,89,27,81.5899963378906,7.40000009536743,27,84.0699996948242,0,1,0,0,1,0,3,80.5268402099609,7.03157901763916,57,82.9805297851562,3.52631568908691,57,0,,,6,30007,6
4,11015,89,35,54,17,1,1,1,"1",3,3,5,84,85,8.23999977111816,80,85,30007,"‰Œ™…˜‰",11,6,2,30,89,30,79.5699996948242,6.69999980926514,30,82,6.69999980926514,1,0,0,1,0,3,80.5268402099609,7.03157901763916,57,82.9805297851562,3.52631568908691,57,0,,,6,30007,6
4,11015,89,35,54,17,1,1,1,"1",3,3,5,84,85,8.23999977111816,80,85,30007,"‰Œ™…˜‰",11,6,3,29,89,28,78.9274978637695,10.6999998092651,28,86.0753555297852,8,,1,0,1,0,3,80.5268402099609,7.03157901763916,57,82.9805297851562,3.52631568908691,57,1,28,28,6,30007,6
4,11017,85,43,42,14,1,1,1,"2",3,3,27,68,75,30.2600002288818,66,76,30007,"‰Œ™…˜‰",11,9,1,29,85,27,72.8899993896484,11.1000003814697,27,74.8499984741211,22.2000007629395,1,0,0,0,0,3,66.3302459716797,31.7048778533936,82,64.1211090087891,30.854320526123,81,0,,,9,30007,9
4,11017,85,43,42,14,1,1,1,"2",3,3,27,68,75,30.2600002288818,66,76,30007,"‰Œ™…˜‰",11,9,2,28,85,28,67.4300003051758,42.9000015258789,28,62.9599990844727,32.0999984741211,1,0,0,0,0,3,66.3302459716797,31.7048778533936,82,64.1211090087891,30.854320526123,81,0,,,9,30007,9
4,11017,85,43,42,14,1,1,1,"2",3,3,27,68,75,30.2600002288818,66,76,30007,"‰Œ™…˜‰",11,9,3,28,85,27,58.6300010681152,40.7000007629395,26,54.2299995422363,38.5,1,0,0,0,0,3,66.3302459716797,31.7048778533936,82,64.1211090087891,30.854320526123,81,0,,,9,30007,9
4,11020,74,32,42,14,1,1,1,"1",2,2,17,75,69,18.3099994659424,76,71,30007,"‰Œ™…˜‰",11,5,1,38,74,36,76.3899993896484,19.3999996185303,36,75.8099975585938,13.8999996185303,1,0,0,0,0,2,76.0153503417969,18.2661972045898,71,74.8582611083984,17.3913040161133,69,0,,,5,30007,5
4,11020,74,32,42,14,1,1,1,"1",2,2,17,75,69,18.3099994659424,76,71,30007,"‰Œ™…˜‰",11,5,2,36,74,35,75.629997253418,17.1000003814697,33,73.8199996948242,21.2000007629395,1,0,0,0,0,2,76.0153503417969,18.2661972045898,71,74.8582611083984,17.3913040161133,69,0,,,5,30007,5
4,11021,66,31,35,12,1,1,1,"2",2,2,17,75,65,26.1499996185303,71,65,30007,"‰Œ™…˜‰",11,11,2,34,65,34,71.2900009155273,17.6000003814697,34,75.3499984741211,14.6999998092651,1,0,0,1,0,2,71.2900009155273,17.6000003814697,34,75.3499984741211,14.6999998092651,34,0,,,11,30007,11
4,11021,66,31,35,12,1,1,1,"2",2,2,17,75,65,26.1499996185303,71,65,30007,"‰Œ™…˜‰",11,11,1,31,65,31,70.6819381713867,35.5274200439453,31,74.6161270141602,19.5225811004639,,1,0,1,0,2,71.2900009155273,17.6000003814697,34,75.3499984741211,14.6999998092651,34,1,31,31,11,30007,11
4,11027,96,48,48,18,1,1,1,"1",3,3,10,77,93,22.5799999237061,71,93,30007,"‰Œ™…˜‰",11,5,1,33,96,31,68.129997253418,16.1000003814697,31,76.6100006103516,6.5,1,0,0,0,0,3,71.1401062011719,22.5795707702637,93,76.6132278442383,9.7215051651001,93,0,,,5,30007,5
4,11027,96,48,48,18,1,1,1,"1",3,3,10,77,93,22.5799999237061,71,93,30007,"‰Œ™…˜‰",11,5,2,32,96,30,71.1999969482422,30,30,75.5,16.7000007629395,1,0,0,0,0,3,71.1401062011719,22.5795707702637,93,76.6132278442383,9.7215051651001,93,0,,,5,30007,5
4,11027,96,48,48,18,1,1,1,"1",3,3,10,77,93,22.5799999237061,71,93,30007,"‰Œ™…˜‰",11,5,3,31,96,32,74,21.8999996185303,32,77.6600036621094,6.30000019073486,1,0,0,0,0,3,71.1401062011719,22.5795707702637,93,76.6132278442383,9.7215051651001,93,0,,,5,30007,5
4,11029,87,39,48,14,1,1,1,"2",3,3,27,65,82,47.560001373291,60,82,30007,"‰Œ™…˜‰",11,11,1,31,87,30,61.5699996948242,50,30,66.2300033569336,13.3000001907349,1,0,0,0,0,3,59.6967086791992,47.574390411377,82,64.753662109375,26.8012199401855,82,0,,,11,30007,11
4,11029,87,39,48,14,1,1,1,"2",3,3,27,65,82,47.560001373291,60,82,30007,"‰Œ™…˜‰",11,11,2,26,87,27,55.8899993896484,59.2999992370605,27,61.7000007629395,48.0999984741211,1,0,0,0,0,3,59.6967086791992,47.574390411377,82,64.753662109375,26.8012199401855,82,0,,,11,30007,11
4,11029,87,39,48,14,1,1,1,"2",3,3,27,65,82,47.560001373291,60,82,30007,"‰Œ™…˜‰",11,11,3,30,87,25,61.560001373291,32,25,66.2799987792969,20,1,0,0,0,0,3,59.6967086791992,47.574390411377,82,64.753662109375,26.8012199401855,82,0,,,11,30007,11
4,11031,73,36,37,13,1,1,1,"2",2,2,13,77,68,25.3500003814697,72,71,30007,"‰Œ™…˜‰",11,12,1,36,73,35,68.2600021362305,31.3999996185303,32,75.9400024414062,18.7999992370605,1,0,0,0,0,2,71.7636642456055,25.3154926300049,71,76.75,13.2411766052246,68,0,,,12,30007,12
4,11031,73,36,37,13,1,1,1,"2",2,2,13,77,68,25.3500003814697,72,71,30007,"‰Œ™…˜‰",11,12,2,37,73,36,75.1699981689453,19.3999996185303,36,77.4700012207031,8.30000019073486,1,0,0,0,0,2,71.7636642456055,25.3154926300049,71,76.75,13.2411766052246,68,0,,,12,30007,12
4,11032,80,40,40,19,1,1,1,"4",3,3,27,62,73,50,61,80,30007,"‰Œ™…˜‰",11,13,1,29,87,26,65.8499984741211,50,23,62.0400009155273,30.3999996185303,1,0,0,1,0,3,64.2300033569336,49.0320739746094,53,62.2044906616211,26.5265312194824,49,0,,,13,30007,13
4,11032,80,40,40,19,1,1,1,"4",3,3,27,62,73,50,61,80,30007,"‰Œ™…˜‰",11,13,2,29,87,27,62.6699981689453,48.0999984741211,26,62.3499984741211,23.1000003814697,1,0,0,1,0,3,64.2300033569336,49.0320739746094,53,62.2044906616211,26.5265312194824,49,0,,,13,30007,13
4,11032,80,40,40,19,1,1,1,"4",3,3,27,62,73,50,61,80,30007,"‰Œ™…˜‰",11,13,3,29,87,27,54.6596298217773,51.9000015258789,24,61.5825004577637,27.966667175293,,1,0,1,0,3,64.2300033569336,49.0320739746094,53,62.2044906616211,26.5265312194824,49,1,24,27,13,30007,13
4,11034,79,49,30,15,1,1,1,"2",3,3,15,66,71,52.0499992370605,62,73,30007,"‰Œ™…˜‰",11,11,1,26,79,22,66.5,40.9000015258789,22,71,13.6000003814697,1,0,0,0,0,3,62.2054786682129,52.0452041625977,73,66.0288696289062,15.4549293518066,71,0,,,11,30007,11
4,11034,79,49,30,15,1,1,1,"2",3,3,15,66,71,52.0499992370605,62,73,30007,"‰Œ™…˜‰",11,11,2,26,79,24,54,66.6999969482422,23,58.9099998474121,21.7000007629395,1,0,0,0,0,3,62.2054786682129,52.0452041625977,73,66.0288696289062,15.4549293518066,71,0,,,11,30007,11
4,11034,79,49,30,15,1,1,1,"2",3,3,15,66,71,52.0499992370605,62,73,30007,"‰Œ™…˜‰",11,11,3,27,79,27,66,48.0999984741211,26,68.120002746582,11.5,1,0,0,0,0,3,62.2054786682129,52.0452041625977,73,66.0288696289062,15.4549293518066,71,0,,,11,30007,11
4,11044,36,17,19,7,2,1,1,"8",1,1,24,62,29,78.5699996948242,52,28,30007,"‰Œ™…˜‰",12,50,1,35,35,28,51.8600006103516,78.5999984741211,29,62.1399993896484,24.1000003814697,1,0,0,0,0,1,51.8600006103516,78.5999984741211,28,62.1399993896484,24.1000003814697,29,0,,,50,30007,50
4,11045,77,34,43,17,2,1,1,"2",2,2,16,74,75,32,69,75,30007,"‰Œ™…˜‰",12,9,1,38,77,37,71.2399978637695,16.2000007629395,37,76.0800018310547,10.8000001907349,1,0,0,0,0,2,69.10693359375,32.007999420166,75,73.6682662963867,16.0186672210693,75,0,,,9,30007,9
4,11045,77,34,43,17,2,1,1,"2",2,2,16,74,75,32,69,75,30007,"‰Œ™…˜‰",12,9,2,39,77,38,67.0299987792969,47.4000015258789,38,71.3199996948242,21.1000003814697,1,0,0,0,0,2,69.10693359375,32.007999420166,75,73.6682662963867,16.0186672210693,75,0,,,9,30007,9
4,11048,87,87,0,16,2,1,1,"2",2,2,8,81,40,42.5,81,40,30007,"‰Œ™…˜‰",12,11,1,22,45,18,82.2200012207031,33.2999992370605,18,81.4400024414062,5.59999990463257,1,0,0,0,0,2,80.6470031738281,42.4850006103516,40,81.0220031738281,7.52500009536743,40,0,,,11,30007,11
4,11048,87,87,0,16,2,1,1,"2",2,2,8,81,40,42.5,81,40,30007,"‰Œ™…˜‰",12,11,2,23,45,22,79.3600006103516,50,22,80.6800003051758,9.10000038146973,1,0,0,0,0,2,80.6470031738281,42.4850006103516,40,81.0220031738281,7.52500009536743,40,0,,,11,30007,11
4,11054,42,42,0,12,2,1,1,"2",2,2,33,67,39,48.7799987792969,63,41,30007,"‰Œ™…˜‰",12,17,1,22,42,22,58.8199996948242,63.5999984741211,20,67,35,1,0,0,0,0,2,63.1946334838867,48.7707328796387,41,66.6394882202148,33.3435897827148,39,0,,,17,30007,17
4,11054,42,42,0,12,2,1,1,"2",2,2,33,67,39,48.7799987792969,63,41,30007,"‰Œ™…˜‰",12,17,2,20,42,19,68.2600021362305,31.6000003814697,19,66.2600021362305,31.6000003814697,1,0,0,0,0,2,63.1946334838867,48.7707328796387,41,66.6394882202148,33.3435897827148,39,0,,,17,30007,17
4,11058,65,32,33,19,2,1,1,"2",2,2,17,72,65,43.939998626709,64,66,30007,"‰Œ™…˜‰",12,13,2,35,35,31,63.9700012207031,54.7999992370605,31,72.5800018310547,16.1000003814697,1,0,0,0,0,1,63.9700012207031,54.7999992370605,31,72.5800018310547,16.1000003814697,31,0,,,13,30007,13
4,11061,50,22,28,17,2,1,1,"2",2,2,9,66,44,75.5599975585938,55,45,30007,"‰Œ™…˜‰",12,15,1,22,50,22,49.7700004577637,86.4000015258789,20,61.1500015258789,10,1,0,0,1,0,2,49.7700004577637,86.4000015258789,22,61.1500015258789,10,20,0,,,15,30007,15
4,11061,50,22,28,17,2,1,1,"2",2,2,9,66,44,75.5599975585938,55,45,30007,"‰Œ™…˜‰",12,15,2,28,50,23,60.0026092529297,65.1913070678711,24,70.0416641235352,8.16666698455811,,1,0,1,0,2,49.7700004577637,86.4000015258789,22,61.1500015258789,10,20,1,24,23,15,30007,15
4,11064,21,9,12,9,2,2,1,"6",1,1,35,52,20,50,45,20,10157,"…‰– š˜™Ž",12,25,1,21,21,20,45.0999984741211,50,20,52.2000007629395,35,1,0,0,0,0,1,45.0999984741211,50,20,52.2000007629395,35,20,0,,,25,10157,25
4,11065,23,9,14,8,2,2,1,"7",1,1,9,66,22,40.9099998474121,60,22,10157,"…‰– š˜™Ž",12,42,1,23,23,22,60.3199996948242,40.9000015258789,22,65.8600006103516,9.10000038146973,1,0,0,0,0,1,60.3199996948242,40.9000015258789,22,65.8600006103516,9.10000038146973,22,0,,,42,10157,42
4,11067,60,34,26,15,2,2,1,"5",3,2,35,53,51,60.7799987792969,55,51,8094,"‡",12,31,2,26,53,24,56.8300018310547,54.2000007629395,24,59.25,20.7999992370605,1,0,0,1,0,2,56.8300018310547,54.2000007629395,24,59.25,20.7999992370605,24,0,,,31,8094,31
4,11067,60,34,26,15,2,2,1,"5",3,2,35,53,51,60.7799987792969,55,51,8094,"‡",12,31,1,27,53,27,53.3733329772949,66.6288909912109,27,47.4444427490234,47.6222229003906,,1,0,1,0,2,56.8300018310547,54.2000007629395,24,59.25,20.7999992370605,24,1,27,27,31,8094,31
4,11072,49,26,23,12,2,2,1,"5",2,2,13,70,45,33.3300018310547,66,45,7963,"…”Œ–",12,25,1,24,49,23,64.9599990844727,43.5,23,70.7399978637695,8.69999980926514,1,0,0,0,0,2,66.2897796630859,33.331111907959,45,69.9137802124023,13.3444442749023,45,0,,,25,7963,25
4,11072,49,26,23,12,2,2,1,"5",2,2,13,70,45,33.3300018310547,66,45,7963,"…”Œ–",12,25,2,25,49,22,67.6800003051758,22.7000007629395,22,69.0500030517578,18.2000007629395,1,0,0,0,0,2,66.2897796630859,33.331111907959,45,69.9137802124023,13.3444442749023,45,0,,,25,7963,25
4,11073,43,21,22,19,1,1,1,"1",2,2,5,82,37,10,76,40,5678,"„’˜–",11,7,1,21,43,21,75.0500030517578,9.5,21,83.7600021362305,9.5,1,0,0,0,0,2,75.9524993896484,9.97500038146973,40,82.3762130737305,5.39189195632935,37,0,,,7,5678,7
4,11073,43,21,22,19,1,1,1,"1",2,2,5,82,37,10,76,40,5678,"„’˜–",11,7,2,22,43,19,76.9499969482422,10.5,16,80.5599975585938,0,1,0,0,0,0,2,75.9524993896484,9.97500038146973,40,82.3762130737305,5.39189195632935,37,0,,,7,5678,7
4,11106,65,38,27,14,1,1,1,"1",3,2,6,78,52,27.7800006866455,68,54,30007,"‰Œ™…˜‰",11,3,1,26,53,28,72.6100006103516,17.8999996185303,26,79.6500015258789,3.79999995231628,1,0,0,0,0,2,67.6122207641602,27.8185176849365,54,77.6149978637695,5.75,52,0,,,3,30007,3
4,11106,65,38,27,14,1,1,1,"1",3,2,6,78,52,27.7800006866455,68,54,30007,"‰Œ™…˜‰",11,3,2,27,53,26,62.2299995422363,38.5,26,75.5800018310547,7.69999980926514,1,0,0,0,0,2,67.6122207641602,27.8185176849365,54,77.6149978637695,5.75,52,0,,,3,30007,3
4,11108,14,8,6,6,2,2,1,"8",1,1,,,,,,,,"",,,1,14,14,11,50.1800003051758,63.5999984741211,11,52.3600006103516,45.5,1,0,1,0,1,1,50.1800003051758,63.5999984741211,11,52.3600006103516,45.5,11,0,,,54,26104,54
4,11109,118,50,68,25,1,2,1,"1",4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰-˜‹ ‰’",11,5,1,30,118,26,77.6500015258789,7.69999980926514,26,80.1900024414062,7.69999980926514,1,0,0,1,0,4,74.7963714599609,20,80,79.6054306030273,7.40000009536743,81,0,,,5,10561,5
4,11109,118,50,68,25,1,2,1,"1",4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰-˜‹ ‰’",11,5,2,33,118,31,73.3499984741211,22.6000003814697,31,79.9400024414062,3.20000004768372,1,0,0,1,0,4,74.7963714599609,20,80,79.6054306030273,7.40000009536743,81,0,,,5,10561,5
4,11109,118,50,68,25,1,2,1,"1",4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰-˜‹ ‰’",11,5,3,24,118,23,73.5199966430664,30.3999996185303,24,78.5400009155273,12.5,1,0,0,1,0,4,74.7963714599609,20,80,79.6054306030273,7.40000009536743,81,0,,,5,10561,5
4,11109,118,50,68,25,1,2,1,"1",4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰-˜‹ ‰’",11,5,4,31,118,31,71.9448394775391,25.8006458282471,31,77.4180679321289,16.7935485839844,,1,0,1,0,4,74.7963714599609,20,80,79.6054306030273,7.40000009536743,81,1,31,31,5,10561,5
4,11111,99,50,49,22,1,1,1,"2",3,3,16,67,97,42.2700004577637,66,97,30007,"‰Œ™…˜‰",11,5,1,34,99,35,61.689998626709,40,35,69.5400009155273,22.8999996185303,1,0,0,1,0,3,64.0677795410156,42.8444442749023,63,66.7266693115234,17.4777774810791,63,0,,,5,30007,5
4,11111,99,50,49,22,1,1,1,"2",3,3,16,67,97,42.2700004577637,66,97,30007,"‰Œ™…˜‰",11,5,2,29,99,28,67.0400009155273,46.4000015258789,28,63.2099990844727,10.6999998092651,1,0,0,1,0,3,64.0677795410156,42.8444442749023,63,66.7266693115234,17.4777774810791,63,0,,,5,30007,5
4,11111,99,50,49,22,1,1,1,"2",3,3,16,67,97,42.2700004577637,66,97,30007,"‰Œ™…˜‰",11,5,3,36,99,34,69.5802917480469,41.2055892944336,34,67.5064697265625,13.2617645263672,,1,0,1,0,3,64.0677795410156,42.8444442749023,63,66.7266693115234,17.4777774810791,63,1,34,34,5,30007,5
4,11115,60,30,30,17,2,1,1,"2",3,2,27,69,45,56.25,59,48,30007,"‰Œ™…˜‰",12,11,1,18,48,20,56.0999984741211,55,18,61.560001373291,27.7999992370605,1,0,0,0,0,2,58.6666679382324,56.2249984741211,48,68.7779998779297,26.6599998474121,45,0,,,11,30007,11
4,11115,60,30,30,17,2,1,1,"2",3,2,27,69,45,56.25,59,48,30007,"‰Œ™…˜‰",12,11,2,30,48,28,60.5,57.0999984741211,27,73.5899963378906,25.8999996185303,1,0,0,0,0,2,58.6666679382324,56.2249984741211,48,68.7779998779297,26.6599998474121,45,0,,,11,30007,11
4,11117,72,40,32,18,1,2,1,"6",3,2,29,65,63,44.6199989318848,57,65,26104,"™Ž™ š‰",11,31,1,32,65,31,59.189998626709,41.9000015258789,29,71.4800033569336,13.8000001907349,1,0,0,0,0,2,57.4523429870605,43.7562484741211,64,65.0307922363281,28.5873012542725,63,0,,,31,26104,31
4,11117,72,40,32,18,1,2,1,"6",3,2,29,65,63,44.6199989318848,57,65,26104,"™Ž™ š‰",11,31,2,33,65,33,55.8199996948242,45.5,34,59.5299987792969,41.2000007629395,1,0,0,0,0,2,57.4523429870605,43.7562484741211,64,65.0307922363281,28.5873012542725,63,0,,,31,26104,31
4,11119,83,39,44,21,2,2,1,"3",3,3,16,72,77,35.060001373291,64,77,36111,"’˜€ š‰˜—",12,21,1,22,83,18,67.7799987792969,44.4000015258789,18,81.7200012207031,0,1,0,0,1,0,3,64.5643615722656,34.5109100341797,55,71.7972717285156,12.714545249939,55,0,,,21,36111,21
4,11119,83,39,44,21,2,2,1,"3",3,3,16,72,77,35.060001373291,64,77,36111,"’˜€ š‰˜—",12,21,2,39,83,37,63,29.7000007629395,37,66.9700012207031,18.8999996185303,1,0,0,1,0,3,64.5643615722656,34.5109100341797,55,71.7972717285156,12.714545249939,55,0,,,21,36111,21
4,11119,83,39,44,21,2,2,1,"3",3,3,16,72,77,35.060001373291,64,77,36111,"’˜€ š‰˜—",12,21,3,22,83,22,62.5890922546387,36.4327278137207,22,72.5068206787109,24.2136363983154,,1,0,1,0,3,64.5643615722656,34.5109100341797,55,71.7972717285156,12.714545249939,55,1,22,22,21,36111,21
4,11120,107,51,56,19,1,1,1,"2",3,3,34,66,100,55.7700004577637,57,104,30007,"‰Œ™…˜‰",11,2,1,37,107,35,60.0299987792969,51.4000015258789,35,68.1699981689453,25.7000007629395,1,0,0,0,0,3,57.1809616088867,55.7442321777344,104,65.6505966186523,34,100,0,,,2,30007,2
4,11120,107,51,56,19,1,1,1,"2",3,3,34,66,100,55.7700004577637,57,104,30007,"‰Œ™…˜‰",11,2,2,36,107,35,51.7099990844727,71.4000015258789,32,62.3800010681152,43.7999992370605,1,0,0,0,0,3,57.1809616088867,55.7442321777344,104,65.6505966186523,34,100,0,,,2,30007,2
4,11120,107,51,56,19,1,1,1,"2",3,3,34,66,100,55.7700004577637,57,104,30007,"‰Œ™…˜‰",11,2,3,34,107,34,59.8800010681152,44.0999984741211,33,66.1500015258789,33.2999992370605,1,0,0,0,0,3,57.1809616088867,55.7442321777344,104,65.6505966186523,34,100,0,,,2,30007,2
4,11126,45,0,45,11,2,3,1,"2",2,2,25,67,44,52.2700004577637,58,44,30007,"‰Œ™…˜‰",12,16,1,23,45,22,53.3199996948242,63.5999984741211,22,61.1399993896484,40.9000015258789,1,0,0,0,0,2,58.1349983215332,52.25,44,67.0449981689453,25,44,0,,,16,30007,16
4,11126,45,0,45,11,2,3,1,"2",2,2,25,67,44,52.2700004577637,58,44,30007,"‰Œ™…˜‰",12,16,2,22,45,22,62.9500007629395,40.9000015258789,22,72.9499969482422,9.10000038146973,1,0,0,0,0,2,58.1349983215332,52.25,44,67.0449981689453,25,44,0,,,16,30007,16
4,11127,43,21,22,9,1,1,1,"2",2,1,17,71,29,34.4799995422363,61,29,30007,"‰Œ™…˜‰",11,6,1,31,31,29,61,34.4799995422363,29,71,17,,1,0,1,0,1,,,,,,,1,,,6,30007,6
4,11128,75,39,36,20,2,1,1,"2",2,2,7,74,71,16.6700000762939,74,72,30007,"‰Œ™…˜‰",12,12,2,38,38,37,77.7600021362305,2.70000004768372,37,75.2200012207031,5.40000009536743,1,0,0,0,0,1,77.7600021362305,2.70000004768372,37,75.2200012207031,5.40000009536743,37,0,,,12,30007,12
4,11132,95,44,51,29,2,2,1,"1",3,3,10,79,87,42.5299987792969,67,87,36046,"š…™ …Œ€",12,9,2,33,95,32,62.7799987792969,53.0999984741211,32,74.75,15.6000003814697,1,0,0,1,0,3,67.8459320068359,42.3457641601562,59,79.1833343505859,10,60,0,,,9,36046,9
4,11132,95,44,51,29,2,2,1,"1",3,3,10,79,87,42.5299987792969,67,87,36046,"š…™ …Œ€",12,9,3,32,95,27,73.8499984741211,29.6000003814697,28,84.25,3.59999990463257,1,0,0,1,0,3,67.8459320068359,42.3457641601562,59,79.1833343505859,10,60,0,,,9,36046,9
4,11132,95,44,51,29,2,2,1,"1",3,3,10,79,87,42.5299987792969,67,87,36046,"š…™ …Œ€",12,9,1,30,95,28,65.2174987792969,42.918212890625,27,78.5925903320312,10,,1,0,1,0,3,67.8459320068359,42.3457641601562,59,79.1833343505859,10,60,1,27,28,9,36046,9
4,11133,32,16,16,9,2,1,1,"2",1,1,15,77,27,28.5699996948242,81,28,30007,"‰Œ™…˜‰",12,7,1,32,32,28,80.5699996948242,28.6000003814697,27,76.9599990844727,14.8000001907349,1,0,0,0,0,1,80.5699996948242,28.6000003814697,28,76.9599990844727,14.8000001907349,27,0,,,7,30007,7
4,11134,65,37,28,11,1,1,1,"1",2,2,20,71,61,61.2900009155273,56,62,30007,"‰Œ™…˜‰",11,2,1,34,65,27,58.3699989318848,55.5999984741211,26,70.9599990844727,23.1000003814697,1,0,0,0,0,2,55.7393531799316,61.3016128540039,62,70.5583572387695,19.657377243042,61,0,,,2,30007,2
4,11134,65,37,28,11,1,1,1,"1",2,2,20,71,61,61.2900009155273,56,62,30007,"‰Œ™…˜‰",11,2,2,31,65,35,53.7099990844727,65.6999969482422,35,70.2600021362305,17.1000003814697,1,0,0,0,0,2,55.7393531799316,61.3016128540039,62,70.5583572387695,19.657377243042,61,0,,,2,30007,2
4,11135,66,36,30,13,1,1,1,"1",2,2,7,81,70,10,78,70,30007,"‰Œ™…˜‰",11,4,1,31,66,32,74.9100036621094,6.30000019073486,32,78.9700012207031,3.09999990463257,1,0,0,0,0,2,78.1182861328125,10.0457143783569,70,81.0274276733398,7.11714267730713,70,0,,,4,30007,4
4,11135,66,36,30,13,1,1,1,"1",2,2,7,81,70,10,78,70,30007,"‰Œ™…˜‰",11,4,2,35,66,38,80.8199996948242,13.1999998092651,38,82.7600021362305,10.5,1,0,0,0,0,2,78.1182861328125,10.0457143783569,70,81.0274276733398,7.11714267730713,70,0,,,4,30007,4
4,11144,98,59,39,19,1,1,1,"2",3,3,17,68,83,28.5699996948242,63,84,30007,"‰Œ™…˜‰",11,10,1,32,97,28,60.4300003051758,35.7000007629395,27,70.5599975585938,22.2000007629395,1,0,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,0,,,10,30007,10
4,11144,98,59,39,19,1,1,1,"2",3,3,17,68,83,28.5699996948242,63,84,30007,"‰Œ™…˜‰",11,10,3,32,97,28,67,25,28,68.5,3.59999990463257,1,0,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,0,,,10,30007,10
4,11144,98,59,39,19,1,1,1,"2",3,3,17,68,83,28.5699996948242,63,84,30007,"‰Œ™…˜‰",11,10,2,33,97,28,61.5699996948242,25.0100002288818,28,65.0314254760742,25.3857135772705,,1,0,1,0,3,63.7150001525879,30.3500003814697,56,69.5112762451172,12.7309093475342,55,1,28,28,10,30007,10
4,11145,21,11,10,4,1,2,1,"1",1,1,14,72,7,28.5699996948242,60,7,36111,"’˜€ š‰˜—",11,10,1,21,21,7,60.2900009155273,28.6000003814697,7,72.1399993896484,14.3000001907349,1,0,0,0,0,1,60.2900009155273,28.6000003814697,7,72.1399993896484,14.3000001907349,7,0,,,10,36111,10
4,11150,88,44,44,17,1,1,1,"2",3,3,14,76,86,23.2600002288818,70,86,30007,"‰Œ™…˜‰",11,2,2,31,88,28,66.8600006103516,17.8999996185303,28,76.7900009155273,14.3000001907349,1,0,0,1,0,3,67.2036361694336,27.2763633728027,55,76.2009124755859,14.5454549789429,55,0,,,2,30007,2
