"year","activity","sex","age_group","hours"
1974,"home_production","male","14-17",4.95629285714285
1974,"home_production","male","18-24",8.91970446784694
1974,"home_production","male","25-54",12.1725819323971
1974,"home_production","male","55-64",14.4329893923211
1974,"home_production","male","65+",17.4800023407559
1975,"home_production","all","14+",21.0904524249422
1975,"home_production","all","14-17",7.55805231547865
1975,"home_production","all","18-24",16.9061601499419
1975,"home_production","all","25-54",24.1125237363389
1975,"home_production","all","55-64",23.9765422519177
1975,"home_production","all","65+",23.5827864318482
1975,"home_production","female","14+",29.4823409919275
1975,"home_production","female","14-17",10.2076086956522
1975,"home_production","female","18-24",24.2760935910478
1975,"home_production","female","25-54",35.169
1975,"home_production","female","55-64",32.1155
1975,"home_production","female","65+",27.9114
1975,"home_production","male","14+",11.8964641753845
1975,"home_production","male","14-17",4.99139285714285
1975,"home_production","male","18-24",9.21645844497652
1975,"home_production","male","25-54",12.3567794256066
1975,"home_production","male","55-64",14.7683059911302
1975,"home_production","male","65+",17.5667238297072
1976,"home_production","all","14+",20.991589638822
1976,"home_production","all","14-17",7.50497957638412
1976,"home_production","all","18-24",16.7169697857301
1976,"home_production","all","25-54",23.8927886097265
1976,"home_production","all","55-64",24.0145940443129
1976,"home_production","all","65+",23.7027368531121
1976,"home_production","female","14+",29.1378180599744
1976,"home_production","female","14-17",10.0639086956522
1976,"home_production","female","18-24",23.7622735674677
1976,"home_production","female","25-54",34.59851
1976,"home_production","female","55-64",32.0348
1976,"home_production","female","65+",27.93254
1976,"home_production","male","14+",12.0714979006276
1976,"home_production","male","14-17",5.02784571428571
1976,"home_production","male","18-24",9.40412245646251
1976,"home_production","male","25-54",12.5348242142657
1976,"home_production","male","55-64",14.9274079909898
1976,"home_production","male","65+",17.7810168772094
1977,"home_production","all","14+",20.888648962165
1977,"home_production","all","14-17",7.45245934968761
1977,"home_production","all","18-24",16.5200785608708
1977,"home_production","all","25-54",23.6739895110781
1977,"home_production","all","55-64",23.9815210978266
1977,"home_production","all","65+",23.7952294480549
1977,"home_production","female","14+",28.8056266492096
1977,"home_production","female","14-17",9.92113478260868
1977,"home_production","female","18-24",23.218331120274
1977,"home_production","female","25-54",34.03904
1977,"home_production","female","55-64",31.95374
1977,"home_production","female","65+",27.95812
1977,"home_production","male","14+",12.2233900203229
1977,"home_production","male","14-17",5.06436142857142
1977,"home_production","male","18-24",9.60326789959208
1977,"home_production","male","25-54",12.7021494149429
1977,"home_production","male","55-64",14.9355067008527
1977,"home_production","male","65+",17.9243425739973
1978,"home_production","all","14+",20.7472176871261
1978,"home_production","all","14-17",7.40049093259818
1978,"home_production","all","18-24",16.2986810679117
1978,"home_production","all","25-54",23.3963295744724
1978,"home_production","all","55-64",23.8955945230538
1978,"home_production","all","65+",23.8545712268067
1978,"home_production","female","14+",28.4147316621629
1978,"home_production","female","14-17",9.77928695652172
1978,"home_production","female","18-24",22.6123539140022
1978,"home_production","female","25-54",33.38721
1978,"home_production","female","55-64",31.784
1978,"home_production","female","65+",27.9652
1978,"home_production","male","14+",12.3587391176683
1978,"home_production","male","14-17",5.10093999999999
1978,"home_production","male","18-24",9.81232858709788
1978,"home_production","male","25-54",12.844161471494
1978,"home_production","male","55-64",14.9316455042881
1978,"home_production","male","65+",18.0145418186849
1979,"home_production","all","14+",20.7045702843253
1979,"home_production","all","14-17",7.34907362594558
1979,"home_production","all","18-24",16.1892650758432
1979,"home_production","all","25-54",23.2218907585302
1979,"home_production","all","55-64",23.8711683996788
1979,"home_production","all","65+",23.946305172851
1979,"home_production","female","14+",28.1555017147944
1979,"home_production","female","14-17",9.63836521739129
1979,"home_production","female","18-24",22.17674291939
1979,"home_production","female","25-54",32.8854
1979,"home_production","female","55-64",31.66712
1979,"home_production","female","65+",27.9856
1979,"home_production","male","14+",12.5554965866958
1979,"home_production","male","14-17",5.13758142857142
1979,"home_production","male","18-24",10.0692456926405
1979,"home_production","male","25-54",13.0391005166148
1979,"home_production","male","55-64",14.9994178655829
1979,"home_production","male","65+",18.1649765002325
1980,"home_production","all","14+",20.7677177032043
1980,"home_production","all","14-17",7.29820673415696
1980,"home_production","all","18-24",16.2116425730029
1980,"home_production","all","25-54",23.171669639823
1980,"home_production","all","55-64",23.9261481236223
1980,"home_production","all","65+",24.0597356124627
1980,"home_production","female","14+",28.0085249920775
1980,"home_production","female","14-17",9.49836956521737
1980,"home_production","female","18-24",21.9312786929517
1980,"home_production","female","25-54",32.49335
1980,"home_production","female","55-64",31.64
1980,"home_production","female","65+",28.0171
1980,"home_production","male","14+",12.850963780478
1980,"home_production","male","14-17",5.17428571428571
1980,"home_production","male","18-24",10.3948472258964
1980,"home_production","male","25-54",13.3722233373919
1980,"home_production","male","55-64",15.1351240184613
1980,"home_production","male","65+",18.3533517752528
1981,"home_production","all","14+",20.8135554263647
1981,"home_production","all","14-17",7.24679555500765
1981,"home_production","all","18-24",16.1992256651183
1981,"home_production","all","25-54",23.0809716325485
1981,"home_production","all","55-64",23.9829577727268
1981,"home_production","all","65+",24.149620537486
1981,"home_production","female","14+",27.8695783914767
1981,"home_production","female","14-17",9.3593
1981,"home_production","female","18-24",21.6602452004042
1981,"home_production","female","25-54",32.10768
1981,"home_production","female","55-64",31.59116
1981,"home_production","female","65+",28.04416
1981,"home_production","male","14+",13.1073192477946
1981,"home_production","male","14-17",5.21105285714285
1981,"home_production","male","18-24",10.6635006294941
1981,"home_production","male","25-54",13.6116139294275
1981,"home_production","male","55-64",15.3251884998802
1981,"home_production","male","65+",18.5311040524238
1982,"home_production","all","14+",20.9683587520017
1982,"home_production","all","14-17",7.23575566965725
1982,"home_production","all","18-24",16.2367143811315
1982,"home_production","all","25-54",23.1734845650978
1982,"home_production","all","55-64",24.042956697308
1982,"home_production","all","65+",24.2443935255152
1982,"home_production","female","14+",27.8436977316949
1982,"home_production","female","14-17",9.3022
1982,"home_production","female","18-24",21.4615510480054
1982,"home_production","female","25-54",31.90516
1982,"home_production","female","55-64",31.54304
1982,"home_production","female","65+",28.07196
1982,"home_production","male","14+",13.4661486281122
1982,"home_production","male","14-17",5.24788285714285
1982,"home_production","male","18-24",10.9576797902707
1982,"home_production","male","25-54",14.0314093572585
1982,"home_production","male","55-64",15.5208732525959
1982,"home_production","male","65+",18.719821860794
1983,"home_production","all","14+",21.0124157985189
1983,"home_production","all","14-17",7.2253641910428
1983,"home_production","all","18-24",16.1583792945284
1983,"home_production","all","25-54",23.1204277513145
1983,"home_production","all","55-64",24.0746048768465
1983,"home_production","all","65+",24.327218170699
1983,"home_production","female","14+",27.7094682999685
1983,"home_production","female","14-17",9.2462
1983,"home_production","female","18-24",21.0988047264531
1983,"home_production","female","25-54",31.5764
1983,"home_production","female","55-64",31.49564
1983,"home_production","female","65+",28.09384
1983,"home_production","male","14+",13.7117657605769
1983,"home_production","male","14-17",5.28477571428571
1983,"home_production","male","18-24",11.1830396666055
1983,"home_production","male","25-54",14.2839693140526
1983,"home_production","male","55-64",15.6548418697709
1983,"home_production","male","65+",18.8879819978474
1984,"home_production","all","14+",20.9124740190831
1984,"home_production","all","14-17",7.21562006699119
1984,"home_production","all","18-24",15.9858625489799
1984,"home_production","all","25-54",22.8638965206549
1984,"home_production","all","55-64",24.0031682088498
1984,"home_production","all","65+",24.4445322579125
1984,"home_production","female","14+",27.4387926964775
1984,"home_production","female","14-17",9.1913
1984,"home_production","female","18-24",20.5638222005977
1984,"home_production","female","25-54",31.08189
1984,"home_production","female","55-64",31.36412
1984,"home_production","female","65+",28.14384
1984,"home_production","male","14+",13.8061819939395
1984,"home_production","male","14-17",5.32173142857142
1984,"home_production","male","18-24",11.3906828989847
1984,"home_production","male","25-54",14.2920542729646
1984,"home_production","male","55-64",15.6639567133688
1984,"home_production","male","65+",19.0999213239192
1985,"home_production","all","14+",20.8751166063705
1985,"home_production","all","14-17",7.20652223958831
1985,"home_production","all","18-24",15.8863643664534
1985,"home_production","all","25-54",22.7376119633611
1985,"home_production","all","55-64",23.9437467646248
1985,"home_production","all","65+",24.5426677209247
1985,"home_production","female","14+",27.2123007019435
1985,"home_production","female","14-17",9.1375
1985,"home_production","female","18-24",20.1387634446898
1985,"home_production","female","25-54",30.6744
1985,"home_production","female","55-64",31.2554
1985,"home_production","female","65+",28.182
1985,"home_production","male","14+",13.9830300025597
1985,"home_production","male","14-17",5.35874999999999
1985,"home_production","male","18-24",11.6320240365266
1985,"home_production","male","25-54",14.4741426954111
1985,"home_production","male","55-64",15.6726674719227
1985,"home_production","male","65+",19.2821705558876
1986,"home_production","all","14+",20.978292357684
1986,"home_production","all","14-17",7.217647054545
1986,"home_production","all","18-24",15.8879913692071
1986,"home_production","all","25-54",22.7706584302574
1986,"home_production","all","55-64",24.0663057664591
1986,"home_production","all","65+",24.6505840258137
1986,"home_production","female","14+",27.2423675369008
1986,"home_production","female","14-17",9.11893333333333
1986,"home_production","female","18-24",20.0827235425553
1986,"home_production","female","25-54",30.5805111111111
1986,"home_production","female","55-64",31.2459666666667
1986,"home_production","female","65+",28.2688444444444
1986,"home_production","male","14+",14.172124517076
1986,"home_production","male","14-17",5.40150476190475
1986,"home_production","male","18-24",11.7052055312091
1986,"home_production","male","25-54",14.6536978705925
1986,"home_production","male","55-64",15.956581993607
1986,"home_production","male","65+",19.4180259124055
1987,"home_production","all","14+",21.0528383096011
1987,"home_production","all","14-17",7.22879165077255
1987,"home_production","all","18-24",15.8691562172507
1987,"home_production","all","25-54",22.7490761224243
1987,"home_production","all","55-64",24.1099901793729
1987,"home_production","all","65+",24.7536064049401
1987,"home_production","female","14+",27.2562370527951
1987,"home_production","female","14-17",9.1004
1987,"home_production","female","18-24",19.9838934596526
1987,"home_production","female","25-54",30.4406666666667
1987,"home_production","female","55-64",31.2116222222222
1987,"home_production","female","65+",28.3704888888889
1987,"home_production","male","14+",14.3176684545022
1987,"home_production","male","14-17",5.44416904761904
1987,"home_production","male","18-24",11.7797321569127
1987,"home_production","male","25-54",14.7684891026319
1987,"home_production","male","55-64",16.1002989632126
1987,"home_production","male","65+",19.5205248120975
1988,"home_production","all","14+",21.1577432439766
1988,"home_production","all","14-17",7.23995606780865
1988,"home_production","all","18-24",15.8727568055922
1988,"home_production","all","25-54",22.7677706405839
1988,"home_production","all","55-64",24.1964216335022
1988,"home_production","all","65+",24.8462079623535
1988,"home_production","female","14+",27.3110121627786
1988,"home_production","female","14-17",9.0819
1988,"home_production","female","18-24",19.9323592744591
1988,"home_production","female","25-54",30.3766333333333
1988,"home_production","female","55-64",31.1522333333333
1988,"home_production","female","65+",28.4366333333333
1988,"home_production","male","14+",14.4826637559593
1988,"home_production","male","14-17",5.48674285714285
1988,"home_production","male","18-24",11.8515386217099
1988,"home_production","male","25-54",14.8855851728397
1988,"home_production","male","55-64",16.3628314273058
1988,"home_production","male","65+",19.6489102769212
1989,"home_production","all","14+",21.2601782794802
1989,"home_production","all","14-17",7.25114034540793
1989,"home_production","all","18-24",15.918173346803
1989,"home_production","all","25-54",22.7912535783142
1989,"home_production","all","55-64",24.2130151361578
1989,"home_production","all","65+",24.9470188647615
1989,"home_production","female","14+",27.3621870858838
1989,"home_production","female","14-17",9.06343333333333
1989,"home_production","female","18-24",19.9637643258211
1989,"home_production","female","25-54",30.3123555555556
1989,"home_production","female","55-64",31.0181111111111
1989,"home_production","female","65+",28.5107777777778
1989,"home_production","male","14+",14.6461437934024
1989,"home_production","male","14-17",5.52922619047618
1989,"home_production","male","18-24",11.9241959531113
1989,"home_production","male","25-54",15.0126356022822
1989,"home_production","male","55-64",16.5605271375836
1989,"home_production","male","65+",19.7858472737092
1990,"home_production","all","14+",21.4308052405259
1990,"home_production","all","14-17",7.26234452354341
1990,"home_production","all","18-24",16.0151071169185
1990,"home_production","all","25-54",22.9375756924055
1990,"home_production","all","55-64",24.3097845926808
1990,"home_production","all","65+",25.0689276546903
1990,"home_production","female","14+",27.4945403646184
1990,"home_production","female","14-17",9.045
1990,"home_production","female","18-24",20.0835689104558
1990,"home_production","female","25-54",30.3851333333333
1990,"home_production","female","55-64",31.0446666666667
1990,"home_production","female","65+",28.5926222222222
1990,"home_production","male","14+",14.8642162169542
1990,"home_production","male","14-17",5.57161904761904
1990,"home_production","male","18-24",12.0119857849774
1990,"home_production","male","25-54",15.2476838930024
1990,"home_production","male","55-64",16.7474878701816
1990,"home_production","male","65+",19.963334028717
1991,"home_production","all","14+",21.6462658106507
1991,"home_production","all","14-17",7.27512587643657
1991,"home_production","all","18-24",16.1498863247097
1991,"home_production","all","25-54",23.1776521944147
1991,"home_production","all","55-64",24.5246917077384
1991,"home_production","all","65+",25.2034347140933
1991,"home_production","female","14+",27.6698739396141
1991,"home_production","female","14-17",9.0266
1991,"home_production","female","18-24",20.2526132139877
1991,"home_production","female","25-54",30.5647333333333
1991,"home_production","female","55-64",31.1457333333333
1991,"home_production","female","65+",28.7022666666667
1991,"home_production","male","14+",15.1268930441189
1991,"home_production","male","14-17",5.61392142857142
1991,"home_production","male","18-24",12.1148272004346
1991,"home_production","male","25-54",15.5499243881065
1991,"home_production","male","55-64",17.1068571390852
1991,"home_production","male","65+",20.155611691015
1992,"home_production","all","14+",21.7822508946535
1992,"home_production","all","14-17",7.28787608988712
1992,"home_production","all","18-24",16.1882387905226
1992,"home_production","all","25-54",23.3410400881953
1992,"home_production","all","55-64",24.6225477843456
1992,"home_production","all","65+",25.3202998954304
1992,"home_production","female","14+",27.7551398185099
1992,"home_production","female","14-17",9.00823333333333
1992,"home_production","female","18-24",20.2453416760887
1992,"home_production","female","25-54",30.6680555555556
1992,"home_production","female","55-64",31.0726
1992,"home_production","female","65+",28.8318111111111
1992,"home_production","male","14+",15.3215678332674
1992,"home_production","male","14-17",5.65613333333332
1992,"home_production","male","18-24",12.1997995841204
1992,"home_production","male","25-54",15.7736992898946
1992,"home_production","male","55-64",17.4124880147241
1992,"home_production","male","65+",20.2758779245526
1993,"home_production","all","14+",21.8709098623803
1993,"home_production","all","14-17",7.30059516555659
1993,"home_production","all","18-24",16.1957390217813
1993,"home_production","all","25-54",23.4418387121862
1993,"home_production","all","55-64",24.6993135696015
1993,"home_production","all","65+",25.4437408316759
1993,"home_production","female","14+",27.7977394135664
1993,"home_production","female","14-17",8.9899
1993,"home_production","female","18-24",20.1846758180092
1993,"home_production","female","25-54",30.7255111111111
1993,"home_production","female","55-64",31.0364555555555
1993,"home_production","female","65+",28.9341555555556
1993,"home_production","male","14+",15.4643123617017
1993,"home_production","male","14-17",5.69825476190475
1993,"home_production","male","18-24",12.2760226559012
1993,"home_production","male","25-54",15.9180328388051
1993,"home_production","male","55-64",17.6313944219601
1993,"home_production","male","65+",20.4510585266131
1994,"home_production","all","14+",21.8957919112361
1994,"home_production","all","14-17",7.31328310510954
1994,"home_production","all","18-24",16.2077953054746
1994,"home_production","all","25-54",23.4804682272996
1994,"home_production","all","55-64",24.7359946262977
1994,"home_production","all","65+",25.4852895226618
1994,"home_production","female","14+",27.7382515703943
1994,"home_production","female","14-17",8.9716
1994,"home_production","female","18-24",20.1370762711865
1994,"home_production","female","25-54",30.6605
1994,"home_production","female","55-64",30.875
1994,"home_production","female","65+",28.978
1994,"home_production","male","14+",15.5860144723354
1994,"home_production","male","14-17",5.74028571428571
1994,"home_production","male","18-24",12.3483759686017
1994,"home_production","male","25-54",16.0625674447969
1994,"home_production","male","55-64",17.904490581277
1994,"home_production","male","65+",20.5106427244871
1995,"home_production","all","14+",21.9615843505792
1995,"home_production","all","14-17",7.32593991021355
1995,"home_production","all","18-24",16.2453910473292
1995,"home_production","all","25-54",23.5422246473105
1995,"home_production","all","55-64",24.7747396782556
1995,"home_production","all","65+",25.6113729655033
1995,"home_production","female","14+",27.7614295170546
1995,"home_production","female","14-17",8.95333333333333
1995,"home_production","female","18-24",20.1440056617127
1995,"home_production","female","25-54",30.6564888888889
1995,"home_production","female","55-64",30.8630555555555
1995,"home_production","female","65+",29.1004444444444
1995,"home_production","male","14+",15.7028270877551
1995,"home_production","male","14-17",5.78222619047618
1995,"home_production","male","18-24",12.4177478552392
1995,"home_production","male","25-54",16.191138983635
1995,"home_production","male","55-64",18.0149475034112
1995,"home_production","male","65+",20.6630791035888
1996,"home_production","all","14+",22.0286158560605
1996,"home_production","all","14-17",7.33856558253922
1996,"home_production","all","18-24",16.2855187391449
1996,"home_production","all","25-54",23.6156580120375
1996,"home_production","all","55-64",24.8148334013582
1996,"home_production","all","65+",25.727835293867
1996,"home_production","female","14+",27.7874736026605
1996,"home_production","female","14-17",8.9351
1996,"home_production","female","18-24",20.1344395201003
1996,"home_production","female","25-54",30.6676444444445
1996,"home_production","female","55-64",30.8634333333333
1996,"home_production","female","65+",29.2222888888889
1996,"home_production","male","14+",15.819700150611
1996,"home_production","male","14-17",5.82407619047618
1996,"home_production","male","18-24",12.5082905499437
1996,"home_production","male","25-54",16.3278568455029
1996,"home_production","male","55-64",18.114343795353
1996,"home_production","male","65+",20.7929846987898
1997,"home_production","all","14+",22.065657571697
1997,"home_production","all","14-17",7.3511601237602
1997,"home_production","all","18-24",16.2573913178131
1997,"home_production","all","25-54",23.6738121014488
1997,"home_production","all","55-64",24.791161481577
1997,"home_production","all","65+",25.8296536207541
1997,"home_production","female","14+",27.7643770187579
1997,"home_production","female","14-17",8.9169
1997,"home_production","female","18-24",19.9999223997217
1997,"home_production","female","25-54",30.6633333333334
1997,"home_production","female","55-64",30.7128333333333
1997,"home_production","female","65+",29.3187333333333
1997,"home_production","male","14+",15.9279513744493
1997,"home_production","male","14-17",5.8658357142857
1997,"home_production","male","18-24",12.5861441662778
1997,"home_production","male","25-54",16.4493251804333
1997,"home_production","male","55-64",18.2461686790688
1997,"home_production","male","65+",20.9233109670118
1998,"home_production","all","14+",22.1529547765427
1998,"home_production","all","14-17",7.36372353555316
1998,"home_production","all","18-24",16.2474154493902
1998,"home_production","all","25-54",23.7830761540416
1998,"home_production","all","55-64",24.8451566106553
1998,"home_production","all","65+",25.9594911710637
1998,"home_production","female","14+",27.8166820661446
1998,"home_production","female","14-17",8.89873333333333
1998,"home_production","female","18-24",19.9066319169526
1998,"home_production","female","25-54",30.7509333333334
1998,"home_production","female","55-64",30.7
1998,"home_production","female","65+",29.4214777777778
1998,"home_production","male","14+",16.0586666473253
1998,"home_production","male","14-17",5.90750476190475
1998,"home_production","male","18-24",12.6594264137354
1998,"home_production","male","25-54",16.579931217633
1998,"home_production","male","55-64",18.3887493974519
1998,"home_production","male","65+",21.1118804917062
1999,"home_production","all","14+",22.2220769997677
1999,"home_production","all","14-17",7.37625581959784
1999,"home_production","all","18-24",16.2863169246098
1999,"home_production","all","25-54",23.8690692028565
1999,"home_production","all","55-64",24.9669737875838
1999,"home_production","all","65+",26.0422873215069
1999,"home_production","female","14+",27.8354408067103
1999,"home_production","female","14-17",8.8806
1999,"home_production","female","18-24",19.9109123327874
1999,"home_production","female","25-54",30.7770888888889
1999,"home_production","female","55-64",30.7373888888889
1999,"home_production","female","65+",29.5002222222222
1999,"home_production","male","14+",16.1885636456232
1999,"home_production","male","14-17",5.94908333333332
1999,"home_production","male","18-24",12.7337834708505
1999,"home_production","male","25-54",16.7265304426105
1999,"home_production","male","55-64",18.6181816448025
1999,"home_production","male","65+",21.2208378681586
2000,"home_production","all","14+",22.3142995513285
2000,"home_production","all","14-17",7.38875697757702
2000,"home_production","all","18-24",16.3051294514917
2000,"home_production","all","25-54",23.9936734893055
2000,"home_production","all","55-64",25.0780635506158
2000,"home_production","all","65+",26.1201850975665
2000,"home_production","female","14+",27.8852309029902
2000,"home_production","female","14-17",8.8625
2000,"home_production","female","18-24",19.8899444951338
2000,"home_production","female","25-54",30.8646
2000,"home_production","female","55-64",30.7242
2000,"home_production","female","65+",29.5797666666667
2000,"home_production","male","14+",16.3318840665472
2000,"home_production","male","14-17",5.99057142857142
2000,"home_production","male","18-24",12.7930699990054
2000,"home_production","male","25-54",16.8883373711952
2000,"home_production","male","55-64",18.8802078766361
2000,"home_production","male","65+",21.3168166666666
2001,"home_production","all","14+",22.4805616251504
2001,"home_production","all","14-17",7.40120467572661
2001,"home_production","all","18-24",16.412602888556
2001,"home_production","all","25-54",24.2281850395184
2001,"home_production","all","55-64",25.1199268132918
2001,"home_production","all","65+",26.231798686214
2001,"home_production","female","14+",28.0250942346365
2001,"home_production","female","14-17",8.84443333333333
2001,"home_production","female","18-24",19.9861266363614
2001,"home_production","female","25-54",31.0904888888889
2001,"home_production","female","55-64",30.6348555555555
2001,"home_production","female","65+",29.6717111111111
2001,"home_production","male","14+",16.5266039156981
2001,"home_production","male","14-17",6.03196904761904
2001,"home_production","male","18-24",12.9116055694828
2001,"home_production","male","25-54",17.1306527704632
2001,"home_production","male","55-64",19.0660999702368
2001,"home_production","male","65+",21.4557393805483
2002,"home_production","all","14+",22.6597621786657
2002,"home_production","all","14-17",7.4136221737973
2002,"home_production","all","18-24",16.5331863486188
2002,"home_production","all","25-54",24.491133065411
2002,"home_production","all","55-64",25.1349547839754
2002,"home_production","all","65+",26.3465824869557
2002,"home_production","female","14+",28.1798776710831
2002,"home_production","female","14-17",8.8264
2002,"home_production","female","18-24",20.1159792636134
2002,"home_production","female","25-54",31.3627222222223
2002,"home_production","female","55-64",30.4943111111111
2002,"home_production","female","65+",29.7640555555556
2002,"home_production","male","14+",16.7311730389442
2002,"home_production","male","14-17",6.07327619047618
2002,"home_production","male","18-24",13.0231079846808
2002,"home_production","male","25-54",17.3836299419326
2002,"home_production","male","55-64",19.2519023075088
2002,"home_production","male","65+",21.6016785373626
2003,"home_production","all","14+",22.7959776937838
2003,"home_production","all","14-17",7.42600947178909
2003,"home_production","all","18-24",16.6442840859387
2003,"home_production","all","25-54",24.6690918702884
2003,"home_production","all","55-64",25.2148405955407
2003,"home_production","all","65+",26.4284906626081
2003,"home_production","female","14+",28.2675577915166
2003,"home_production","female","14-17",8.8084
2003,"home_production","female","18-24",20.2353096179183
2003,"home_production","female","25-54",31.512
2003,"home_production","female","55-64",30.3785
2003,"home_production","female","65+",29.8288
2003,"home_production","male","14+",16.9180055750284
2003,"home_production","male","14-17",6.11449285714285
2003,"home_production","male","18-24",13.1261401900418
2003,"home_production","male","25-54",17.5907323656349
2003,"home_production","male","55-64",19.5466078092222
2003,"home_production","male","65+",21.7074172610146
2004,"home_production","all","14+",22.5590184322811
2004,"home_production","all","14-17",7.40230031127089
2004,"home_production","all","18-24",15.6411069944904
2004,"home_production","all","25-54",24.8317181279315
2004,"home_production","all","55-64",24.458258253983
2004,"home_production","all","65+",25.7488882306352
2004,"home_production","female","14+",27.9429007376274
2004,"home_production","female","14-17",8.7498
2004,"home_production","female","18-24",19.9233845262243
2004,"home_production","female","25-54",31.5684
2004,"home_production","female","55-64",29.9867
2004,"home_production","female","65+",28.3148
2004,"home_production","male","14+",16.7746804536018
2004,"home_production","male","14-17",6.1238857142857
2004,"home_production","male","18-24",11.4457403994497
2004,"home_production","male","25-54",17.8628239434503
2004,"home_production","male","55-64",18.3895979672563
2004,"home_production","male","65+",22.1863130049132
2005,"home_production","all","14+",22.2013935685678
2005,"home_production","all","14-17",7.48326877798928
2005,"home_production","all","18-24",16.5425074266246
2005,"home_production","all","25-54",24.3201644835409
2005,"home_production","all","55-64",24.094790037802
2005,"home_production","all","65+",24.7184400799443
2005,"home_production","female","14+",27.6430509500628
2005,"home_production","female","14-17",8.8235
2005,"home_production","female","18-24",20.8846963037683
2005,"home_production","female","25-54",31.1
2005,"home_production","female","55-64",28.7084
2005,"home_production","female","65+",28.3005
2005,"home_production","male","14+",16.3534014170836
2005,"home_production","male","14-17",6.21175
2005,"home_production","male","18-24",12.2884454165078
2005,"home_production","male","25-54",17.3061443321382
2005,"home_production","male","55-64",19.0303554570795
2005,"home_production","male","65+",19.745019683887
1900,"leisure","all","14+",36.8911973896932
1900,"leisure","all","14-17",49.02
1900,"leisure","all","18-24",37.55
1900,"leisure","all","25-54",32.49
1900,"leisure","all","55-64",37.36
1900,"leisure","all","65+",47.92
1900,"leisure","female","14-17",49.759
1900,"leisure","female","18-24",38.187
1900,"leisure","female","25-54",31.93
1900,"leisure","female","55-64",38.681
1900,"leisure","female","65+",47.924
1900,"leisure","male","14-17",48.293
1900,"leisure","male","18-24",36.916
1900,"leisure","male","25-54",32.994
1900,"leisure","male","55-64",36.102
1900,"leisure","male","65+",47.908
1901,"leisure","all","14+",36.3136682103953
1901,"leisure","all","14-17",48.35
1901,"leisure","all","18-24",37.06
1901,"leisure","all","25-54",31.89
1901,"leisure","all","55-64",36.69
1901,"leisure","all","65+",47.5
1901,"leisure","female","14-17",49.184
1901,"leisure","female","18-24",37.804
1901,"leisure","female","25-54",31.822
1901,"leisure","female","55-64",38.551
1901,"leisure","female","65+",47.868
1901,"leisure","male","14-17",47.513
1901,"leisure","male","18-24",36.303
1901,"leisure","male","25-54",31.941
1901,"leisure","male","55-64",34.93
1901,"leisure","male","65+",47.131
1902,"leisure","all","14+",35.7838706051074
1902,"leisure","all","14-17",47.83
1902,"leisure","all","18-24",36.62
1902,"leisure","all","25-54",31.3
1902,"leisure","all","55-64",36.01
1902,"leisure","all","65+",47.11
1902,"leisure","female","14-17",48.741
1902,"leisure","female","18-24",37.455
1902,"leisure","female","25-54",31.704
1902,"leisure","female","55-64",38.421
1902,"leisure","female","65+",47.813
1902,"leisure","male","14-17",46.919
1902,"leisure","male","18-24",35.779
1902,"leisure","male","25-54",30.944
1902,"leisure","male","55-64",33.76
1902,"leisure","male","65+",46.421
1903,"leisure","all","14+",35.5539527509314
1903,"leisure","all","14-17",47.63
1903,"leisure","all","18-24",36.47
1903,"leisure","all","25-54",31.02
1903,"leisure","all","55-64",35.62
1903,"leisure","all","65+",46.94
1903,"leisure","female","14-17",48.507
1903,"leisure","female","18-24",37.172
1903,"leisure","female","25-54",31.614
1903,"leisure","female","55-64",38.327
1903,"leisure","female","65+",47.813
1903,"leisure","male","14-17",46.776
1903,"leisure","male","18-24",35.767
1903,"leisure","male","25-54",30.482
1903,"leisure","male","55-64",33.101
1903,"leisure","male","65+",46.079
1904,"leisure","all","14+",36.5793565046754
1904,"leisure","all","14-17",48.21
1904,"leisure","all","18-24",37.6
1904,"leisure","all","25-54",32.11
1904,"leisure","all","55-64",36.51
1904,"leisure","all","65+",47.64
1904,"leisure","female","14-17",48.647
1904,"leisure","female","18-24",37.466
1904,"leisure","female","25-54",31.852
1904,"leisure","female","55-64",38.524
1904,"leisure","female","65+",48.003
1904,"leisure","male","14-17",47.767
1904,"leisure","male","18-24",37.756
1904,"leisure","male","25-54",32.341
1904,"leisure","male","55-64",34.632
1904,"leisure","male","65+",47.273
1905,"leisure","all","14+",35.8870751195957
1905,"leisure","all","14-17",47.58
1905,"leisure","all","18-24",37.01
1905,"leisure","all","25-54",31.33
1905,"leisure","all","55-64",35.66
1905,"leisure","all","65+",47.16
1905,"leisure","female","14-17",48.127
1905,"leisure","female","18-24",37.026
1905,"leisure","female","25-54",31.687
1905,"leisure","female","55-64",38.349
1905,"leisure","female","65+",47.936
1905,"leisure","male","14-17",47.041
1905,"leisure","male","18-24",36.999
1905,"leisure","male","25-54",31.011
1905,"leisure","male","55-64",33.183
1905,"leisure","male","65+",46.374
1906,"leisure","all","14+",35.480648819456
1906,"leisure","all","14-17",47.12
1906,"leisure","all","18-24",36.71
1906,"leisure","all","25-54",30.86
1906,"leisure","all","55-64",35.08
1906,"leisure","all","65+",46.86
1906,"leisure","female","14-17",47.684
1906,"leisure","female","18-24",36.767
1906,"leisure","female","25-54",31.619
1906,"leisure","female","55-64",38.25
1906,"leisure","female","65+",47.902
1906,"leisure","male","14-17",46.547
1906,"leisure","male","18-24",36.655
1906,"leisure","male","25-54",30.184
1906,"leisure","male","55-64",32.161
1906,"leisure","male","65+",45.814
