"date","GPR","GPRT","GPRA","GPRH","GPRHT","GPRHA","SHARE_GPR","N10","SHARE_GPRH","N3H","SHAREH_CAT_1","SHAREH_CAT_2","SHAREH_CAT_3","SHAREH_CAT_4","SHAREH_CAT_5","SHAREH_CAT_6","SHAREH_CAT_7","SHAREH_CAT_8","GPRC_ARG","GPRC_AUS","GPRC_BEL","GPRC_BRA","GPRC_CAN","GPRC_CHE","GPRC_CHL","GPRC_CHN","GPRC_COL","GPRC_DEU","GPRC_DNK","GPRC_EGY","GPRC_ESP","GPRC_FIN","GPRC_FRA","GPRC_GBR","GPRC_HKG","GPRC_HUN","GPRC_IDN","GPRC_IND","GPRC_ISR","GPRC_ITA","GPRC_JPN","GPRC_KOR","GPRC_MEX","GPRC_MYS","GPRC_NLD","GPRC_NOR","GPRC_PER","GPRC_PHL","GPRC_POL","GPRC_PRT","GPRC_RUS","GPRC_SAU","GPRC_SWE","GPRC_THA","GPRC_TUN","GPRC_TUR","GPRC_TWN","GPRC_UKR","GPRC_USA","GPRC_VEN","GPRC_VNM","GPRC_ZAF"
1972-03-01,,,,69.4854278564453,64.4602203369141,76.107307434082,,,2.5066351890564,10173,0.255578488111496,0.147449135780334,0.638946235179901,0.16710901260376,0.0884694755077362,0.363707840442657,0.806055247783661,0.422687500715256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-04-01,,,,106.544509887695,92.2277145385742,122.331604003906,,,3.84351396560669,10199,0.529463648796082,0.0882439464330673,0.960878491401672,0.215707421302795,0.0294146481901407,0.490244150161743,1.88253748416901,0.245122075080872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-05-01,,,,128.2822265625,146.665023803711,115.33854675293,,,4.62768602371216,10005,0.569715142250061,0.159920036792755,1.73913037776947,0.539730131626129,0.099950022995472,0.439780116081238,1.62918543815613,0.299850076436996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-06-01,,,,103.579742431641,107.152793884277,97.7954177856445,,,3.7365620136261,9581,0.37574365735054,0.0834985896945,0.908047199249268,0.667988717556,0.093935914337635,0.344431698322296,1.12723100185394,0.532303512096405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-07-01,,,,79.5889511108398,79.3981475830078,74.8979034423828,,,2.87111210823059,9613,0.208051592111588,0.0416103191673756,0.925829589366913,0.291272222995758,0.0832206383347511,0.322479963302612,0.967439949512482,0.249661922454834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-08-01,,,,75.6435623168945,62.6043548583984,81.5072555541992,,,2.72878527641296,9015,0.255130350589752,0.0665557384490967,0.543538570404053,0.354963958263397,0.0110926236957312,0.299500823020935,1.04270660877228,0.354963958263397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-09-01,,,,106.858169555664,85.9652328491211,132.462905883789,,,3.85482883453369,9754,0.369079351425171,0.0922698378562927,0.676645457744598,0.297313928604126,0.297313928604126,0.25630509853363,0.973959386348724,1.64035272598267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-10-01,,,,73.4010238647461,68.6388931274414,74.5507507324219,,,2.64788722991943,10650,0.356807500123978,0.0938967168331146,0.591549277305603,0.215962439775467,0.0845070406794548,0.197183102369308,0.845070421695709,0.553990602493286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-11-01,,,,72.0015563964844,71.3801574707031,70.7865447998047,,,2.59740257263184,10241,0.292940139770508,0.0781173706054688,0.683526992797852,0.234352111816406,0.0781173706054688,0.175764083862305,0.849526405334473,0.449174880981445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-12-01,,,,67.6372985839844,66.8703842163086,66.5835418701172,,,2.43996524810791,10369,0.260391563177109,0.154306098818779,0.713665723800659,0.192882627248764,0.0578647889196873,0.241103291511536,0.732954025268555,0.443630039691925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-01-01,,,,64.1259765625,62.659740447998,66.9205780029297,,,2.31329679489136,10980,0.264116585254669,0.0728597417473793,0.692167580127716,0.163934424519539,0.0364298708736897,0.500910758972168,0.601092875003815,0.291438966989517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-02-01,,,,48.9022674560547,45.5143775939941,50.2094497680664,,,1.76411294937134,9920,0.262096762657166,0.0604838691651821,0.393145173788071,0.151209682226181,0.0302419345825911,0.262096762657166,0.483870953321457,0.282258063554764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-03-01,,,,64.1389389038086,74.6193466186523,51.4579620361328,,,2.31376457214355,11021,0.353869885206223,0.108883038163185,0.789402067661285,0.0998094528913498,0.127030208706856,0.372017055749893,0.381090641021729,0.308501958847046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-04-01,,,,70.7057647705078,73.0874328613281,68.8090667724609,,,2.55065774917603,11252,0.20440810918808,0.106647707521915,0.853181660175323,0.133309632539749,0.1421969383955,0.319943130016327,0.577675104141235,0.542125821113586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-05-01,,,,58.9799995422363,57.8989334106445,58.3890762329102,,,2.12765955924988,11233,0.275972574949265,0.0801210701465607,0.436214715242386,0.178046822547913,0.151339799165726,0.400605350732803,0.418410032987595,0.409507691860199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-06-01,,,,54.0078163146973,58.564510345459,48.7226676940918,,,1.94829177856445,10830,0.277008324861526,0.0738688856363297,0.350877195596695,0.46168053150177,0.120036937296391,0.341643571853638,0.387811630964279,0.304709136486053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-07-01,,,,69.1901168823242,71.1453475952148,63.4091796875,,,2.4959819316864,10577,0.179635062813759,0.0567268617451191,0.491632789373398,0.6239954829216,0.0283634308725595,0.264725357294083,0.737449169158936,0.3119977414608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-08-01,,,,70.105339050293,68.9892807006836,73.6109161376953,,,2.52899789810181,10518,0.313747853040695,0.0285225324332714,0.60848069190979,0.313747853040695,0.0855676010251045,0.19965772330761,0.817645967006683,0.522913098335266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-09-01,,,,64.2826995849609,68.9630508422852,57.647777557373,,,2.31895065307617,10522,0.294620782136917,0.0285116899758577,0.503706514835358,0.399163663387299,0.161566242575645,0.370651960372925,0.532218217849731,0.3136285841465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
