"year","school_id","student_id","treated","pair","m_ahim","boy","ole5","educav","educem","zakaibag","lagscore","semrel","semarab","att18","att20","att22","att24","awr18","awr20","awr22","awr24","achv_math","achv_eng","achv_hib"
2000,35,15159,1,7,4,1,1,12,12,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,36,15160,1,8,1,1,1,16,14,1,91.7142868041992,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,17,15162,1,2,2,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15164,1,16,2,1,1,12,14,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15166,1,16,1,0,1,16,15,0,71.3333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15168,1,16,1,1,1,10,14,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15172,1,16,1,1,1,10,11,0,86,0,0,1,1,1,1,1,1,1,1,1,0,1
2000,37,15178,1,16,1,0,1,10,11,1,93.1666641235352,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,36,15180,1,8,2,1,1,10,11,1,67.75,0,0,1,1,1,1,1,1,1,1,0,1,0
2000,1,15181,0,2,2,0,1,10,13,1,80,1,0,1,1,1,1,1,1,1,1,1,0,1
2000,17,15184,1,2,3,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15187,1,16,2,0,1,10,11,1,96,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,37,15189,1,16,2,1,1,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15190,0,19,2,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,13,15193,1,1,6,0,1,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,36,15201,1,8,2,1,1,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,36,15202,1,8,2,1,1,10,11,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0
2000,17,15203,1,2,1,0,1,10,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15211,0,19,1,1,1,10,10,1,56,0,0,1,1,1,1,1,1,1,1,1,0,1
2000,1,15216,0,2,1,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15221,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15222,0,2,2,0,1,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15284,1,16,1,1,1,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,15288,0,13,2,0,1,10,11,1,79.5,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,32,15289,0,13,2,1,1,10,11,1,76,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,1,15290,0,2,1,0,0,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15292,0,2,4,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15293,0,2,4,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15295,0,2,1,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15297,0,2,1,0,1,12,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15298,0,2,1,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15300,0,2,1,0,1,13,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15302,0,2,1,0,1,13,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15304,0,2,1,0,1,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15306,0,2,1,0,1,14,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15309,0,2,1,0,1,15,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15313,0,19,2,1,1,10,11,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15314,0,19,2,0,1,10,11,1,86,0,0,1,1,1,0,1,1,1,0,1,1,1
2000,33,15315,0,19,2,0,1,10,11,1,75,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15317,0,19,2,0,1,10,11,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1
2000,33,15321,0,19,2,0,1,10,11,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15334,0,19,2,1,1,10,11,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
2000,33,15337,0,19,2,1,1,10,12,1,75.8000030517578,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15338,0,19,2,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,15344,0,13,2,1,1,10,10,0,58,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,35,15365,1,7,1,1,1,1,12,1,88.1666641235352,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,17,15369,1,2,2,0,1,10,10,0,21,0,0,1,1,1,1,1,1,1,1,0,1,1
2000,33,15371,0,19,2,0,1,8,12,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
2000,33,15376,0,19,2,0,1,10,15,0,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19,15381,0,14,2,1,1,19,19,1,82.75,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15383,0,19,1,1,1,12,11,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,19,15388,0,14,1,0,1,11,15,1,79,0,0,1,1,1,1,1,1,1,1,0,1,1
2000,1,15392,0,2,1,0,1,14,16,1,92.5454559326172,1,0,1,1,1,1,1,1,1,1,1,1,1
2000,35,15397,1,7,2,1,1,1,10,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,33,15401,0,19,2,0,1,12,11,1,66.4000015258789,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,1,15404,0,2,1,0,1,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,15409,0,13,2,1,1,10,14,0,96,0,0,1,0,0,0,0,0,0,0,1,0,0
2000,33,15421,0,19,2,0,1,10,11,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
2000,37,15425,1,16,1,0,1,10,10,1,85.6666641235352,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15426,0,19,2,1,1,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15427,1,16,2,1,1,10,10,0,74.8333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15430,0,19,1,0,1,15,15,1,73,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,37,15438,1,16,1,0,1,14,13,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,37,15446,1,16,2,0,1,15,10,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,21,15448,1,10,2,1,1,15,15,1,93.75,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,1,15457,0,2,3,0,1,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,22,15487,1,18,2,1,1,18,16,1,96,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,33,15489,0,19,1,0,1,17,11,1,56,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,37,15496,1,16,1,1,1,16,16,0,78,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,1,15518,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15530,0,19,1,1,1,16,11,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,1,15534,0,2,1,0,1,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15618,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,15646,0,13,2,0,1,15,12,0,84,0,0,1,1,1,1,1,1,1,1,1,1,1
2000,35,15664,1,7,2,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,35,15670,1,7,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,25,15683,1,4,5,1,0,2,8,0,49.6666679382324,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,22,15757,1,18,1,1,1,16,11,0,52.6666679382324,0,0,1,1,1,1,0,0,0,0,1,1,0
2000,1,15767,0,2,1,0,1,11,16,1,89.7777786254883,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15771,0,2,2,0,1,15,15,0,85.125,1,0,1,1,1,1,0,0,0,0,1,0,1
2000,1,15772,0,2,1,0,1,14,11,1,89.25,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15773,0,2,1,0,1,14,14,1,84.625,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15775,0,2,1,0,1,11,18,0,75.625,1,0,1,1,0,0,0,0,0,0,0,0,0
2000,1,15776,0,2,2,0,1,13,15,1,83,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15779,0,2,4,0,1,15,15,1,89.6999969482422,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15780,0,2,1,0,1,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15781,0,2,1,0,1,14,14,0,78.2857131958008,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15783,0,2,4,0,1,18,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15785,0,2,1,0,1,16,15,1,90.25,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15788,0,2,1,0,1,19,16,1,90.75,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,33,15791,0,19,1,0,1,10,11,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15793,0,2,2,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15794,0,2,2,0,1,15,15,0,78.125,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,15795,0,19,2,0,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15804,0,2,1,0,1,25,22,0,82.5,1,0,1,1,1,1,0,0,0,0,0,0,1
2000,1,15806,0,2,1,0,1,14,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15914,0,2,1,0,1,14,14,1,89.4000015258789,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15934,0,2,1,0,1,15,15,1,94.625,1,0,1,1,1,1,0,0,0,0,1,1,1
2000,1,15950,0,2,1,0,1,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,15997,0,2,1,0,1,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16000,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16001,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16002,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16003,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16004,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16005,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16007,0,2,9,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16008,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16009,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16010,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16011,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16012,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16013,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16014,0,2,8,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16015,0,2,9,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16016,0,2,8,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16017,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16018,0,2,9,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16019,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16020,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16021,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16022,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16023,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16024,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16025,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16026,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16027,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16028,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16029,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16030,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16031,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16032,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16033,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16034,0,2,8,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16036,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16037,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16038,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16039,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16040,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16041,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16042,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16043,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16044,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16045,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16046,0,2,7,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16047,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16048,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16049,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16050,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16051,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16052,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16053,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16054,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16055,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16056,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16057,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16058,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16059,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16060,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16061,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16062,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16063,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16064,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16065,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16066,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16067,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16068,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16069,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16070,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16071,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16072,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16073,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16074,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16075,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16077,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16078,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16079,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16080,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16081,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16083,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16084,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16085,0,2,4,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16086,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16087,0,2,10,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16088,0,2,3,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16089,0,2,6,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16090,0,2,5,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16091,0,2,2,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16092,0,2,1,0,1,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16119,0,2,1,0,1,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,16127,0,13,1,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,32,16128,0,13,2,1,1,10,11,0,79,0,0,1,1,1,1,0,0,0,0,0,1,1
2000,32,16129,0,13,2,0,1,10,11,1,93,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,32,16130,0,13,2,0,1,10,10,0,47,0,0,1,1,1,1,0,0,0,0,1,0,0
2000,32,16131,0,13,2,0,1,10,11,1,81.5,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,32,16132,0,13,2,0,1,10,11,1,100,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,32,16133,0,13,2,0,1,10,11,0,32,0,0,1,1,1,0,0,0,0,0,0,1,0
2000,32,16134,0,13,2,0,1,10,11,0,55.5,0,0,1,1,0,0,0,0,0,0,0,0,1
2000,32,16135,0,13,2,0,1,10,11,0,23,0,0,1,1,1,1,0,0,0,0,0,1,0
2000,32,16136,0,13,2,1,1,10,11,1,59,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,32,16137,0,13,2,0,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,16138,0,2,5,0,1,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,33,16143,0,19,2,0,1,10,11,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
2000,33,16144,0,19,2,1,1,10,11,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,33,16145,0,19,2,0,1,10,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2000,33,16146,0,19,1,0,1,10,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,33,16147,0,19,2,1,1,10,11,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2000,32,16152,0,13,2,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,28,7,0,5,1,1,0,23,18,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,36,8,1,8,2,1,0,10,16,0,68.1999969482422,0,0,1,1,1,1,1,1,1,1,0,1,1
2001,20,9,1,5,5,1,0,11,11,1,63,1,0,1,1,1,1,1,1,1,1,0,1,1
2001,24,10,1,7,8,1,0,10,8,0,44.8571434020996,1,0,1,1,1,1,1,1,1,1,0,1,0
2001,21,11,1,10,2,0,0,3,11,0,76.9000015258789,0,0,1,1,1,1,1,1,1,1,1,1,0
2001,16,15,0,9,1,0,0,18,17,0,75.8333358764648,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,13,20,1,1,5,1,0,6,5,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,32,23,0,13,5,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,13,24,1,1,4,1,0,7,6,0,44.6666679382324,1,0,0,0,0,0,0,0,0,0,0,1,0
2001,18,33,0,8,4,0,0,9,12,0,56.375,1,0,1,1,1,0,1,1,0,0,0,0,1
2001,21,36,1,10,3,1,0,8,8,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,19,39,0,14,2,0,0,15,12,0,64,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,36,41,1,8,1,1,0,10,9,0,46.5,0,0,1,1,1,1,1,1,1,1,0,1,0
2001,21,44,1,10,2,1,0,12,12,1,89.25,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,2,62,1,11,4,1,0,14,14,0,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37,63,1,16,1,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37,71,1,16,2,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,21,80,1,10,4,0,0,14,12,1,73.8333358764648,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,22,106,1,18,2,1,0,10,6,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13,108,1,1,4,0,0,4,4,0,61.1666679382324,1,0,0,0,0,0,0,0,0,0,0,1,0
2001,26,114,1,19,4,1,0,10,11,0,70.625,0,0,1,1,1,0,1,1,0,0,0,1,0
2001,26,124,1,19,6,0,0,10,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,26,127,1,19,2,1,0,10,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37,129,1,16,3,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,24,130,1,7,3,1,0,8,8,0,68.8333358764648,1,0,1,1,1,1,1,1,1,0,0,1,1
2001,22,131,1,18,2,1,0,10,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37,136,1,16,3,0,0,10,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,36,145,1,8,3,1,0,12,15,0,71,0,0,1,1,1,1,1,1,1,1,0,1,0
2001,22,153,1,18,6,1,0,6,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,23,165,0,11,1,0,0,10,11,0,34.3333320617676,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13,169,1,1,5,1,0,6,5,0,18.5,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,19,170,0,14,2,0,0,12,12,0,55.3333320617676,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,32,173,0,13,1,1,0,10,14,0,64,0,0,1,1,0,0,1,1,0,0,0,1,1
2001,30,176,0,20,2,0,0,8,8,1,79.1999969482422,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,24,177,1,7,3,1,0,11,11,0,41.2000007629395,1,0,1,1,1,1,1,1,1,0,0,1,0
2001,23,179,0,11,2,1,0,10,11,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,32,181,0,13,3,0,0,8,8,0,79.5,0,0,1,1,1,0,1,1,1,0,0,1,0
2001,26,188,1,19,3,0,0,10,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,32,191,0,13,4,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13,195,1,1,2,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,33,197,0,19,1,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,32,205,0,13,4,1,0,8,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37,207,1,16,5,1,0,10,11,0,51.25,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,33,208,0,19,2,1,0,10,11,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,13,210,1,1,5,1,0,5,4,0,53.6666679382324,1,0,0,0,0,0,0,0,0,0,0,0,1
2001,37,211,1,16,3,1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13,225,1,1,7,1,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,26,229,1,19,2,0,0,10,12,1,77.5714263916016,0,0,1,1,1,1,1,1,1,1,1,1,1
2001,34,230,1,20,12,0,0,8,7,1,82.875,0,1,1,1,1,0,1,1,1,1,1,1,1
2001,34,232,1,20,12,0,0,8,7,1,66.2727279663086,0,1,1,1,1,1,1,1,1,1,0,1,1
2001,31,236,0,4,1,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,26,257,1,19,5,0,0,12,20,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,10,258,1,15,2,1,0,10,12,0,34.6666679382324,0,0,1,1,1,0,1,0,0,0,1,1,0
2001,20,259,1,5,4,1,0,11,11,0,48,1,0,1,1,1,1,1,1,0,0,0,0,0
2001,24,260,1,7,2,1,0,13,6,0,62,1,0,1,1,1,0,1,0,0,0,0,0,1
