"byr","race","interval","year","vmn1","vsd1","vnu1","vnms1","vfin1","ltax","xltax","ctr1"
1944,1,53,1964,1872.32995605469,1585.0400390625,168,0,0.130999997258186,0.0540000014007092,0.0240000002086163,1
1944,1,54,1964,1723.71997070312,1626.27001953125,185,0,0.162000000476837,0.0590000003576279,0.0109999999403954,1
1944,1,55,1964,1671.13000488281,1510.90002441406,197,0,0.193000003695488,0.0610000006854534,0.0299999993294477,1
1944,1,56,1964,1871.09997558594,1754.36999511719,186,0,0.203999996185303,0.101999998092651,0.0590000003576279,1
1944,1,57,1964,1556.85998535156,1478.17004394531,169,0,0.243000000715256,0.0410000011324883,0.0179999992251396,1
1944,1,58,1964,1711.7099609375,1523.94995117188,179,0,0.184000000357628,0.0560000017285347,0.0280000008642673,1
1944,1,59,1964,2002.13000488281,1613.09997558594,192,0,0.108999997377396,0.0890000015497208,0.0359999984502792,1
1944,1,60,1964,1720.55004882812,1575.56005859375,170,0,0.165000006556511,0.0820000022649765,0.0410000011324883,1
1944,1,61,1964,1694.03002929688,1546.77001953125,214,0,0.209999993443489,0.0790000036358833,0.0610000006854534,1
1944,1,62,1964,1555.97998046875,1439,202,0,0.202999994158745,0.0500000007450581,0.0450000017881393,1
1944,1,63,1964,1608.80004882812,1481.26000976562,230,0,0.212999999523163,0.0390000008046627,0.0130000002682209,1
1944,1,64,1964,1909.03002929688,1706.68005371094,174,0,0.194999992847443,0.0860000029206276,0.034000001847744,1
1944,1,65,1964,1768.5400390625,1569.65002441406,197,0,0.187999993562698,0.0759999975562096,0.0610000006854534,1
1944,1,66,1964,1675.71997070312,1476.92004394531,203,1.5,0.181999996304512,0.034000001847744,0.0299999993294477,1
1944,1,67,1964,1603.67004394531,1496.90002441406,198,0,0.23199999332428,0.0450000017881393,0.0299999993294477,1
1944,1,68,1964,1848.21997070312,1476.56994628906,181,0,0.143999993801117,0.0549999997019768,0.0390000008046627,1
1944,1,69,1964,1640.85998535156,1628.18005371094,183,0,0.24600000679493,0.0769999995827675,0.0439999997615814,1
1944,1,70,1964,1758.58996582031,1584.07995605469,185,0,0.172999992966652,0.0700000002980232,0.0320000015199184,1
1944,1,71,1964,1975.56994628906,1553.35998535156,202,0,0.143999993801117,0.0740000009536743,0.0540000014007092,1
1944,1,72,1964,1659.2099609375,1489.2900390625,197,0,0.187999993562698,0.0509999990463257,0.0410000011324883,1
1944,1,73,1964,1807.61999511719,1580.06005859375,227,0,0.207000002264977,0.0399999991059303,0.0260000005364418,1
1944,1,1,1965,2142.4599609375,1678.93994140625,182,0,0.131999999284744,0.0930000022053719,0.0489999987185001,2
1944,1,2,1965,2051.06005859375,1634.7900390625,187,0,0.143999993801117,0.0860000029206276,0.0480000004172325,2
1944,1,3,1965,2217.90991210938,1704.65002441406,210,0,0.14300000667572,0.14300000667572,0.0810000002384186,2
1944,1,4,1965,1913.53002929688,1718.89001464844,208,0,0.211999997496605,0.129999995231628,0.0719999969005585,2
1944,1,5,1965,2300.90991210938,1822.26000976562,207,0,0.164000004529953,0.17399999499321,0.0920000001788139,2
1944,1,6,1965,2195.6298828125,1586.55004882812,182,0,0.115000002086163,0.0930000022053719,0.0489999987185001,2
1944,1,7,1965,2077.169921875,1737.82995605469,193,0,0.196999996900558,0.108999997377396,0.0729999989271164,2
1944,1,8,1965,2060.15991210938,1834.90002441406,148,0,0.162000000476837,0.128000006079674,0.0469999983906746,2
1944,1,9,1965,1886.27001953125,1719.86999511719,201,1.5,0.214000001549721,0.114000000059605,0.0700000002980232,2
1944,1,10,1965,2092.1298828125,1657.66003417969,228,1.5,0.153999999165535,0.096000000834465,0.0529999993741512,2
1944,1,11,1965,2083.11010742188,1719.61999511719,179,1.5,0.162000000476837,0.112000003457069,0.0560000017285347,2
1944,1,12,1965,1917.25,1619.89001464844,168,0,0.172999992966652,0.112999998033047,0.0599999986588955,2
1944,1,13,1965,2095.919921875,1687.07995605469,192,1.5,0.172000005841255,0.104000002145767,0.0520000010728836,2
1944,1,14,1965,2229.65991210938,1841.7900390625,190,0,0.158000007271767,0.136999994516373,0.0790000036358833,2
1944,1,15,1965,2173.84008789062,1731.02001953125,166,0,0.150999993085861,0.108000002801418,0.0659999996423721,2
1944,1,16,1965,2214.22998046875,1660.32995605469,141,0,0.128000006079674,0.112999998033047,0.0570000000298023,2
1944,1,17,1965,2229.47998046875,1837.08996582031,195,0,0.149000003933907,0.179000005125999,0.0970000028610229,2
1944,1,18,1965,2236.31005859375,1739.56994628906,195,0,0.137999996542931,0.123000003397465,0.0769999995827675,2
1944,1,19,1965,2031.83996582031,1750.69995117188,198,0,0.196999996900558,0.126000002026558,0.0560000017285347,2
1944,1,20,1965,2192.84008789062,1663.16003417969,179,0,0.123000003397465,0.140000000596046,0.0949999988079071,2
1944,1,21,1965,2250.05004882812,1733.67004394531,219,1.5,0.128000006079674,0.155000001192093,0.0869999974966049,2
1944,1,22,1965,2105.92993164062,1863.5400390625,205,0,0.204999998211861,0.165999993681908,0.0729999989271164,2
1944,1,23,1965,2158.84008789062,1664.65002441406,193,1.5,0.140000000596046,0.108999997377396,0.0829999968409538,2
1944,1,24,1965,2182.48999023438,1702.39001464844,185,0,0.141000002622604,0.119000002741814,0.0540000014007092,2
1944,1,25,1965,1788.02001953125,1660.56005859375,162,0,0.234999999403954,0.0860000029206276,0.0430000014603138,2
1944,1,26,1965,2234.25,1792.81994628906,187,1.5,0.150000005960464,0.143999993801117,0.0590000003576279,2
1944,1,27,1965,2062.61010742188,1792.77001953125,152,1.5,0.137999996542931,0.150999993085861,0.0860000029206276,2
1944,1,28,1965,2216.13989257812,1693.36999511719,191,0,0.130999997258186,0.126000002026558,0.0790000036358833,2
1944,1,29,1965,2045.0400390625,1653.71997070312,204,0,0.162000000476837,0.0979999974370003,0.0590000003576279,2
1944,1,30,1965,2072.27001953125,1753.68005371094,173,1.5,0.144999995827675,0.150000005960464,0.0869999974966049,2
1944,1,31,1965,1977.93005371094,1692.63000488281,188,0,0.175999999046326,0.096000000834465,0.0430000014603138,2
1944,1,32,1965,2143.73999023438,1660.91003417969,211,0,0.136999994516373,0.118000000715256,0.0520000010728836,2
1944,1,33,1965,2096.65991210938,1779.7099609375,164,0,0.18299999833107,0.128000006079674,0.0549999997019768,2
1944,1,34,1965,2092.21997070312,1736.21997070312,216,0,0.166999995708466,0.119999997317791,0.0509999990463257,2
1944,1,35,1965,2047.11999511719,1638.42004394531,191,1.5,0.162000000476837,0.0989999994635582,0.0469999983906746,2
1944,1,36,1965,2157.4599609375,1676.83996582031,175,0,0.149000003933907,0.119999997317791,0.063000001013279,2
1944,1,37,1965,2134.51000976562,1709.67004394531,172,0,0.19200000166893,0.122000001370907,0.0469999983906746,2
1944,1,38,1965,2278.2900390625,1636.25,171,1.5,0.104999996721745,0.116999998688698,0.0820000022649765,2
1944,1,39,1965,2221.169921875,1712.06994628906,166,0,0.150999993085861,0.133000001311302,0.0719999969005585,2
1944,1,40,1965,1962.35998535156,1747.80004882812,174,1.5,0.166999995708466,0.108999997377396,0.0399999991059303,2
1944,1,41,1965,2117.93994140625,1623.4599609375,194,0,0.155000001192093,0.0879999995231628,0.0570000000298023,2
1944,1,42,1965,2084.75,1702.71997070312,191,1.5,0.141000002622604,0.104999996721745,0.063000001013279,2
1944,1,43,1965,2112.25,1772.81005859375,182,0,0.180999994277954,0.120999999344349,0.0549999997019768,2
1944,1,44,1965,2027.7099609375,1759.13000488281,174,0,0.189999997615814,0.115000002086163,0.0570000000298023,2
1944,1,45,1965,2079.07006835938,1698.42004394531,216,0,0.166999995708466,0.11599999666214,0.0649999976158142,2
1944,1,46,1965,2298.65991210938,1802.15002441406,191,0,0.157000005245209,0.178000003099442,0.0890000015497208,2
1944,1,47,1965,1875.82995605469,1629.13000488281,177,0,0.197999998927116,0.096000000834465,0.034000001847744,2
1944,1,48,1965,2050.67993164062,1751.5400390625,195,0,0.179000005125999,0.118000000715256,0.0670000016689301,2
1944,1,49,1965,2178.3701171875,1855.23999023438,166,0,0.180999994277954,0.157000005245209,0.0900000035762787,2
1944,1,50,1965,2070.93994140625,1748.73999023438,176,0,0.181999996304512,0.090999998152256,0.0399999991059303,2
1944,1,51,1965,1950.06005859375,1657.14001464844,173,1.5,0.167999997735023,0.109999999403954,0.0520000010728836,2
1944,1,52,1965,2257.55004882812,1732.02001953125,176,1.5,0.130999997258186,0.130999997258186,0.0850000008940697,2
1944,1,53,1965,2217.44995117188,1717.03002929688,168,0,0.14300000667572,0.149000003933907,0.0949999988079071,2
1944,1,54,1965,2217.32006835938,1869.64001464844,185,0,0.150999993085861,0.145999997854233,0.0590000003576279,2
1944,1,55,1965,2143.90991210938,1750.5,197,0,0.167999997735023,0.127000004053116,0.0710000023245811,2
1944,1,56,1965,2161.02001953125,1813.5,186,0,0.177000001072884,0.166999995708466,0.118000000715256,2
1944,1,57,1965,2011.30004882812,1762.40002441406,169,0,0.194999992847443,0.118000000715256,0.0769999995827675,2
1944,1,58,1965,2148.09008789062,1736.83996582031,179,0,0.189999997615814,0.13400000333786,0.0610000006854534,2
1944,1,59,1965,2326.5400390625,1739.96997070312,192,0,0.0989999994635582,0.181999996304512,0.0939999967813492,2
1944,1,60,1965,2218.14990234375,1732.43005371094,170,0,0.123999997973442,0.123999997973442,0.0529999993741512,2
1944,1,61,1965,2065.46997070312,1719.25,213,1.5,0.196999996900558,0.130999997258186,0.0890000015497208,2
1944,1,62,1965,1851.64001464844,1519.61999511719,202,0,0.167999997735023,0.0790000036358833,0.0450000017881393,2
1944,1,63,1965,2018.93005371094,1735.84997558594,228,1.5,0.210999995470047,0.118000000715256,0.0610000006854534,2
1944,1,64,1965,2262.6298828125,1885.31994628906,174,0,0.194999992847443,0.166999995708466,0.0750000029802322,2
1944,1,65,1965,2118.26000976562,1810.82995605469,196,1.5,0.172999992966652,0.128000006079674,0.0560000017285347,2
1944,1,66,1965,2054.06005859375,1652.09997558594,202,1.5,0.18299999833107,0.123999997973442,0.0839999988675117,2
1944,1,67,1965,2008.18994140625,1755.81005859375,197,1.5,0.197999998927116,0.127000004053116,0.0659999996423721,2
1944,1,68,1965,2275.36010742188,1714.2099609375,181,0,0.127000004053116,0.137999996542931,0.0939999967813492,2
1944,1,69,1965,2120.03002929688,1827.71997070312,182,1.5,0.202999994158745,0.136999994516373,0.0820000022649765,2
1944,1,70,1965,2095.96997070312,1662.68994140625,184,1.5,0.158000007271767,0.125,0.0869999974966049,2
1944,1,71,1965,2322.1201171875,1734.52001953125,202,0,0.12899999320507,0.138999998569489,0.0790000036358833,2
1944,1,72,1965,2019.22998046875,1673.77001953125,196,1.5,0.167999997735023,0.0970000028610229,0.0509999990463257,2
1944,1,73,1965,2157.38989257812,1681.55004882812,227,0,0.185000002384186,0.123000003397465,0.0879999995231628,2
1944,1,1,1966,2801.59008789062,2017.85998535156,182,0,0.0930000022053719,0.0439999997615814,0.0160000007599592,3
1944,1,2,1966,2658.89990234375,2085.68994140625,186,1.5,0.140000000596046,0.0649999976158142,0.0320000015199184,3
1944,1,3,1966,2831.73999023438,2048.35009765625,210,0,0.123999997973442,0.061999998986721,0.0430000014603138,3
1944,1,4,1966,2604.7900390625,2100.92993164062,208,0,0.158999994397163,0.0480000004172325,0.0240000002086163,3
1944,1,5,1966,2813.53002929688,2262.25,207,0,0.135000005364418,0.0769999995827675,0.0480000004172325,3
1944,1,6,1966,2904.75,2026.55004882812,182,0,0.104000002145767,0.0549999997019768,0.0329999998211861,3
1944,1,7,1966,2718.01000976562,2115.48999023438,193,0,0.144999995827675,0.0780000016093254,0.0469999983906746,3
1944,1,8,1966,2798.22998046875,2260.9599609375,148,0,0.162000000476837,0.108000002801418,0.0270000007003546,3
1944,1,9,1966,2462.80004882812,2127.419921875,200,1.5,0.180000007152557,0.0599999986588955,0.0450000017881393,3
1944,1,10,1966,2500.63989257812,2055.080078125,228,1.5,0.149000003933907,0.0659999996423721,0.0309999994933605,3
1944,1,11,1966,2731.6298828125,2287.69995117188,179,1.5,0.150999993085861,0.0729999989271164,0.0450000017881393,3
1944,1,12,1966,2475.3798828125,1978.72998046875,168,0,0.160999998450279,0.0480000004172325,0.0419999994337559,3
1944,1,13,1966,2709.919921875,2137.17993164062,191,1.5,0.167999997735023,0.0579999983310699,0.0419999994337559,3
1944,1,14,1966,2860.67993164062,2310.38989257812,190,0,0.146999999880791,0.0839999988675117,0.0469999983906746,3
1944,1,15,1966,2687.43994140625,2160.90991210938,166,0,0.138999998569489,0.0719999969005585,0.0299999993294477,3
1944,1,16,1966,2685.1298828125,2134.13989257812,140,1.5,0.14300000667572,0.0640000030398369,0.0209999997168779,3
1944,1,17,1966,2904.11010742188,2219.90991210938,195,0,0.118000000715256,0.0820000022649765,0.0359999984502792,3
1944,1,18,1966,2857.46997070312,2271.330078125,194,1.5,0.155000001192093,0.0979999974370003,0.0670000016689301,3
1944,1,19,1966,2537.3701171875,2111.84008789062,198,0,0.145999997854233,0.0710000023245811,0.0299999993294477,3
1944,1,20,1966,2900.40991210938,2052.02001953125,179,0,0.105999998748302,0.0610000006854534,0.0450000017881393,3
1944,1,21,1966,2717.6201171875,2153.63989257812,218,3,0.160999998450279,0.0640000030398369,0.0179999992251396,3
1944,1,22,1966,2755.169921875,2348.97998046875,205,0,0.185000002384186,0.0979999974370003,0.0540000014007092,3
1944,1,23,1966,2817.78002929688,2185.25,192,3,0.145999997854233,0.0570000000298023,0.0419999994337559,3
1944,1,24,1966,2941.55004882812,2239.92993164062,185,0,0.129999995231628,0.0810000002384186,0.0489999987185001,3
1944,1,25,1966,2347.02001953125,2282.169921875,162,0,0.216000005602837,0.0799999982118607,0.0430000014603138,3
1944,1,26,1966,2735.3701171875,2308.36010742188,186,3,0.144999995827675,0.090999998152256,0.0320000015199184,3
1944,1,27,1966,2619.77001953125,2282.3798828125,152,1.5,0.150999993085861,0.0860000029206276,0.0529999993741512,3
1944,1,28,1966,2877.1298828125,2196.080078125,190,1.5,0.163000002503395,0.0529999993741512,0.0320000015199184,3
1944,1,29,1966,2666.0400390625,2135.419921875,204,0,0.136999994516373,0.0829999968409538,0.034000001847744,3
1944,1,30,1966,2804.78002929688,2246.25,173,1.5,0.127000004053116,0.0810000002384186,0.0230000000447035,3
1944,1,31,1966,2585.09008789062,2175.96997070312,188,0,0.190999999642372,0.0529999993741512,0.0370000004768372,3
1944,1,32,1966,2795.73999023438,2029.93005371094,210,1.5,0.114000000059605,0.0570000000298023,0.0379999987781048,3
1944,1,33,1966,2573.17993164062,2250.68994140625,164,0,0.188999995589256,0.0729999989271164,0.0179999992251396,3
1944,1,34,1966,2739.77001953125,2335.86010742188,216,0,0.208000004291534,0.101999998092651,0.0599999986588955,3
1944,1,35,1966,2689.94995117188,2173.03002929688,191,1.5,0.130999997258186,0.0839999988675117,0.0520000010728836,3
1944,1,36,1966,2785.78002929688,2168.56005859375,175,0,0.126000002026558,0.0799999982118607,0.0570000000298023,3
1944,1,37,1966,2810.21997070312,2249.38989257812,172,0,0.157000005245209,0.0700000002980232,0.0350000001490116,3
1944,1,38,1966,2865.09008789062,2146.6201171875,171,1.5,0.104999996721745,0.0700000002980232,0.0529999993741512,3
1944,1,39,1966,2802.40991210938,2183.82006835938,165,1.5,0.164000004529953,0.0850000008940697,0.0359999984502792,3
1944,1,40,1966,2713.93994140625,2179.9599609375,174,1.5,0.137999996542931,0.063000001013279,0.017000000923872,3
1944,1,41,1966,2670.6201171875,2114.580078125,194,0,0.138999998569489,0.0670000016689301,0.0410000011324883,3
1944,1,42,1966,2749.03002929688,2179.13989257812,191,1.5,0.119999997317791,0.0939999967813492,0.068000003695488,3
1944,1,43,1966,3103.86010742188,2296.89990234375,182,0,0.136999994516373,0.131999999284744,0.0820000022649765,3
1944,1,44,1966,2639.84008789062,2191.8701171875,173,1.5,0.179000005125999,0.0520000010728836,0.0350000001490116,3
1944,1,45,1966,2839.1298828125,2162.419921875,216,0,0.138999998569489,0.0649999976158142,0.0419999994337559,3
1944,1,46,1966,2831.669921875,2278.01000976562,190,1.5,0.158000007271767,0.0890000015497208,0.0529999993741512,3
1944,1,47,1966,2498.88989257812,1966.41003417969,176,1.5,0.148000001907349,0.0509999990463257,0.034000001847744,3
1944,1,48,1966,2805.34008789062,2242.81005859375,195,0,0.149000003933907,0.0719999969005585,0.0309999994933605,3
1944,1,49,1966,2797.15991210938,2254.8701171875,166,0,0.150999993085861,0.108000002801418,0.0540000014007092,3
1944,1,50,1966,2695.52001953125,2335.23999023438,175,1.5,0.18299999833107,0.0740000009536743,0.0399999991059303,3
1944,1,51,1966,2594.39990234375,2279.90991210938,173,1.5,0.156000003218651,0.0579999983310699,0.017000000923872,3
1944,1,52,1966,2778.92993164062,2160.169921875,176,1.5,0.125,0.0970000028610229,0.0509999990463257,3
1944,1,53,1966,2829.01000976562,2169.90991210938,167,1.5,0.108000002801418,0.0659999996423721,0.0359999984502792,3
1944,1,54,1966,2865.63989257812,2203.43994140625,185,0,0.129999995231628,0.0590000003576279,0.0109999999403954,3
1944,1,55,1966,2820.2099609375,2141.92993164062,197,0,0.127000004053116,0.0810000002384186,0.0560000017285347,3
1944,1,56,1966,2896.39990234375,2422.11010742188,186,0,0.144999995827675,0.0970000028610229,0.0480000004172325,3
1944,1,57,1966,2529.80004882812,2047.61999511719,169,0,0.159999996423721,0.0649999976158142,0.0359999984502792,3
1944,1,58,1966,2807.67993164062,2126.31005859375,179,0,0.13400000333786,0.0780000016093254,0.0450000017881393,3
1944,1,59,1966,2971.61010742188,2261.76000976562,191,1.5,0.0939999967813492,0.0890000015497208,0.0419999994337559,3
1944,1,60,1966,2948.35009765625,2250.38989257812,170,0,0.105999998748302,0.0820000022649765,0.0469999983906746,3
1944,1,61,1966,2692.06005859375,2234.1298828125,213,1.5,0.210999995470047,0.0750000029802322,0.0469999983906746,3
1944,1,62,1966,2604.39990234375,1907.10998535156,202,0,0.123999997973442,0.0299999993294477,0.0199999995529652,3
1944,1,63,1966,2646.14990234375,2119.36010742188,228,1.5,0.166999995708466,0.0529999993741512,0.0309999994933605,3
1944,1,64,1966,2977.7900390625,2401.97998046875,174,0,0.160999998450279,0.0920000001788139,0.0399999991059303,3
1944,1,65,1966,2872.419921875,2331.27001953125,196,1.5,0.163000002503395,0.0920000001788139,0.0359999984502792,3
1944,1,66,1966,2626.94995117188,2201.06005859375,202,1.5,0.138999998569489,0.0790000036358833,0.0450000017881393,3
1944,1,67,1966,2634.2099609375,2209.5400390625,197,1.5,0.157000005245209,0.0710000023245811,0.025000000372529,3
1944,1,68,1966,2854.44995117188,2129.35009765625,181,0,0.155000001192093,0.0659999996423721,0.0549999997019768,3
1944,1,69,1966,2723.919921875,2238.53002929688,180,3,0.160999998450279,0.100000001490116,0.0610000006854534,3
1944,1,70,1966,2796.77001953125,2142.89990234375,184,1.5,0.151999995112419,0.0710000023245811,0.0379999987781048,3
1944,1,71,1966,2970.82006835938,2182.21997070312,202,0,0.119000002741814,0.0590000003576279,0.0350000001490116,3
1944,1,72,1966,2538.47998046875,2038.31994628906,196,1.5,0.167999997735023,0.0509999990463257,0.0359999984502792,3
1944,1,73,1966,2844.67993164062,2307.40991210938,225,1.5,0.195999994874001,0.0759999975562096,0.0309999994933605,3
1944,1,1,1967,3457.64990234375,2319.419921875,182,0,0.115000002086163,0.109999999403954,0.0489999987185001,4
1944,1,2,1967,3311.17993164062,2413.8701171875,185,1.5,0.145999997854233,0.123999997973442,0.0759999975562096,4
1944,1,3,1967,3575.580078125,2427.5,210,0,0.109999999403954,0.133000001311302,0.0570000000298023,4
1944,1,4,1967,2989.55004882812,2328.51000976562,208,0,0.129999995231628,0.096000000834465,0.034000001847744,4
1944,1,5,1967,3648.60009765625,2384.48999023438,207,0,0.111000001430511,0.187999993562698,0.11599999666214,4
1944,1,6,1967,3496.53002929688,2342.56005859375,181,1.5,0.109999999403954,0.133000001311302,0.0719999969005585,4
1944,1,7,1967,3192.65991210938,2370.7099609375,193,0,0.155000001192093,0.104000002145767,0.0520000010728836,4
1944,1,8,1967,3336.78002929688,2398.44995117188,148,0,0.168999999761581,0.108000002801418,0.0610000006854534,4
1944,1,9,1967,3014.6201171875,2357.22998046875,199,3,0.171000003814697,0.11599999666214,0.0599999986588955,4
1944,1,10,1967,2957.46997070312,2236.8798828125,227,1.5,0.144999995827675,0.0879999995231628,0.0480000004172325,4
1944,1,11,1967,3195.97998046875,2544.09008789062,178,1.5,0.145999997854233,0.151999995112419,0.096000000834465,4
1944,1,12,1967,3066.27001953125,2319.64990234375,168,0,0.185000002384186,0.136999994516373,0.101000003516674,4
1944,1,13,1967,3243.76000976562,2342.07006835938,191,1.5,0.172999992966652,0.130999997258186,0.063000001013279,4
1944,1,14,1967,3473.82006835938,2419.6298828125,190,0,0.126000002026558,0.136999994516373,0.100000001490116,4
1944,1,15,1967,3289.5,2337.89990234375,166,0,0.150999993085861,0.119999997317791,0.0659999996423721,4
1944,1,16,1967,3179.81005859375,2439.15991210938,139,1.5,0.150999993085861,0.143999993801117,0.0649999976158142,4
1944,1,17,1967,3313.98999023438,2440.60009765625,194,1.5,0.13400000333786,0.180000007152557,0.0879999995231628,4
1944,1,18,1967,3246.8798828125,2483.23999023438,194,1.5,0.149000003933907,0.149000003933907,0.0879999995231628,4
1944,1,19,1967,3025.580078125,2450.88989257812,198,0,0.157000005245209,0.126000002026558,0.0659999996423721,4
1944,1,20,1967,3430.88989257812,2219.1298828125,179,0,0.116999998688698,0.105999998748302,0.0890000015497208,4
1944,1,21,1967,3306.18994140625,2418.84008789062,217,4,0.137999996542931,0.160999998450279,0.0740000009536743,4
