"date","intermediary_capital_ratio","intermediary_capital_risk_factor","intermediary_value_weighted_investment_return","intermediary_leverage_ratio_squared"
2014-04-01,0.0584133014398068,-0.0205702165847638,-0.0224951297394146,293.07346207722
2014-05-01,0.058658889904406,0.00377107768945126,0.00959198466394717,290.624565036742
2014-06-01,0.0584507798672761,-0.00390951810192183,-0.00989208483540393,292.697747293335
2014-07-01,0.0588478634143444,0.00637117678352332,0.0266843726822836,288.761042378155
2014-08-01,0.0599678946352596,0.0187255728798644,0.0290374865902194,278.075288444432
2014-09-01,0.0604781937100997,0.00851919168286322,0.00875831686166916,273.402433990623
2014-10-01,0.0605829163394374,0.00188164977767219,0.0117239527915214,272.458053046893
2014-11-01,0.0606760551772906,0.00171597508933313,0.01135951265291,271.622238994231
2014-12-01,0.0615596781258572,0.0147668430831102,-0.00300629276879593,263.880512704875
2015-01-01,0.0547969172590151,-0.109417017808392,-0.0959606806586766,333.033365619324
2015-02-01,0.0591651607929922,0.0781561851302965,0.0777326401339085,285.672148936777
2015-03-01,0.0581198133435903,-0.0178844311288351,0.00172237969866362,296.040806230462
2015-04-01,0.0615196771875863,0.0579779815439224,0.0430683292415013,264.223781728297
2015-05-01,0.0618157854365831,0.00524265825001517,0.0222119441345696,261.698489780836
2015-06-01,0.0643869655661718,0.0421013685523428,-0.00493346026186414,241.214873801574
2015-07-01,0.0659604927231452,0.02559043027495,0.0409048406656898,229.843495411984
2015-08-01,0.0610262007287653,-0.0732851929871433,-0.0742524823403005,268.514246938587
2015-09-01,0.058012376886892,-0.0490874825319761,-0.0540999343209862,297.138331560564
2015-10-01,0.0609604289773865,0.0502663206041886,0.0561856746669482,269.093973159361
2015-11-01,0.0611906743420718,0.0040575739259869,0.0115741670365275,267.072715017779
2015-12-01,0.0624195508078405,0.0204249501788021,-0.0262376402713798,256.660314430784
2016-01-01,0.0548013502252888,-0.121385012558446,-0.11011785618192,332.979488626855
2016-02-01,0.0509905417775877,-0.0710978860983512,-0.0840990686522277,384.610155282355
2016-03-01,0.0510108683787443,-0.00252165818602421,0.0420365930458078,384.303700604371
2016-04-01,0.0596249352317485,0.0615831517717246,0.0639524950199555,281.283436579533
2016-05-01,0.0591131155565832,-0.00867005626476852,0.0187771971326902,286.175401708448
2016-06-01,0.0532210515946517,-0.0999053819222341,-0.0805779533426095,353.047464586326
2016-07-01,0.0559502517768572,0.0491804291794218,0.0613492734409447,319.444863717801
2016-08-01,0.0593776607457649,0.0600727980199687,0.0771122223292899,283.631088655214
2016-09-01,0.0580643698313719,-0.0222733643022854,-0.0320193482873854,296.606432911547
2016-10-01,0.0604888429658239,0.0412190048064374,0.0626238976693099,273.30617570562
2016-11-01,0.0672675005631414,0.112217571717437,0.13450943628343,220.998546785446
2016-12-01,0.0706022062082182,0.0513893602370687,0.0581160875343176,200.615024619625
2017-01-01,0.0749955670725329,0.0647432576911106,0.0078949939890871,177.79879500096
2017-02-01,0.076642627994843,0.0253064672092852,0.0350652539493299,170.239064605333
2017-03-01,0.0742041795941909,-0.0281854956523099,-0.0135988212647133,181.611466058935
2017-04-01,0.0738766941363226,-0.00121086569962432,-0.00678026692369759,183.225153228014
2017-05-01,0.0721421241519751,-0.0203364397690314,-0.0208169140438573,192.141930091564
2017-06-01,0.0759287006460123,0.0553057512954621,0.0605188860971957,173.455495579751
2017-07-01,0.0765699802327376,0.0119537088463277,0.011551265658239,170.562255339261
2017-08-01,0.0752556514000512,-0.0135470922147271,-0.0175987594422554,176.571969597769
2017-09-01,0.0790614356014479,0.0539617537299611,0.0544355583403901,159.981810724381
2017-10-01,0.0791920986952136,0.00568137632498193,0.0342992113159302,159.454321906112
2017-11-01,0.0801802708271051,0.01652769104917,0.0168247992910286,155.548190143583
2017-12-01,0.082577061151116,0.0340973563134096,0.0283781972609281,146.649691843788
2018-01-01,0.0876987485957585,0.0665892248942051,0.0534613323325208,130.02091182441
2018-02-01,0.0839135135925087,-0.0378898937207551,-0.0282885916302262,142.015644101309
2018-03-01,0.0790761319809887,-0.0528886523258582,-0.0588129589569467,159.922350685834
2018-04-01,0.0767356271510725,-0.0255670755268914,0.00838402317599906,169.826674789461
2018-05-01,0.0742941760768299,-0.0281702859306398,-0.0173502571169731,181.171741316058
2018-06-01,0.0731760788436387,-0.0118308667345806,-0.0115602217383285,186.750482252632
2018-07-01,0.0785016696797833,0.0757912378514782,0.0637577746197038,162.271485536105
2018-08-01,0.0768498341677885,-0.0171033530261737,-0.0140346681028894,169.32228889753
2018-09-01,0.0754740817030023,-0.0142363902821827,-0.0204468360322286,175.551411097268
2018-10-01,0.0709548670462757,-0.0564489775300354,-0.0447611912138132,198.625781409854
2018-11-01,0.0706759357815599,-0.00134455855085895,0.00345872898348198,200.196677275777
2018-12-01,0.0642006258390064,-0.0890886862756275,-0.105687940593885,242.617138746428
2019-01-01,0.0694615480912265,0.0830518759875817,0.0922698097730423,207.25789529172
2019-02-01,0.0697504367147696,0.00644314664918389,0.0148059527465805,205.54463130336
2019-03-01,0.0672560801794374,-0.0334174795745184,-0.0300581739625043,221.073606244141
2019-04-01,0.0705737434850076,0.0511418641063463,0.0912039506170463,200.776875219597
2019-05-01,0.0637870946484888,-0.0936533403342986,-0.0914571656328647,245.773105427491
2019-06-01,0.0677005814298254,0.0623583980305799,0.0582743391365714,218.180133389921
2019-07-01,0.0667252948329758,-0.0124954168334738,0.0251125092964322,224.604781300116
2019-08-01,0.0623020386808234,-0.0645955408436161,-0.0586870691064319,257.629436603531
2019-09-01,0.0656919409718732,0.0550439156792213,0.0699233587683932,231.726558673382
2019-10-01,0.0671619931825656,0.023837703048766,0.03416005536435,221.693442557567
2019-11-01,0.0694721316118076,0.0361887673875317,0.0487321116755546,207.194751954468
2019-12-01,0.0735037873510763,0.0603190688214119,0.0276756776586902,185.088981589688
2020-01-01,0.0691415687984738,-0.0562725691927738,-0.0437361648344328,209.180665993063
2020-02-01,0.0609870321409596,-0.115722026688334,-0.109893463949056,268.85926130757
2020-03-01,0.0427326936217489,-0.299027331130019,-0.224026074040807,547.620202890155
2020-04-01,0.0446687417964499,0.0386035913927545,0.0623002342680412,501.178648470789
2020-05-01,0.0449011095875254,-0.00048819078090167,0.00800089495441969,496.004770312626
2020-06-01,0.0455281195857749,0.00838965029741323,0.0191347587189632,482.436961298368
2020-07-01,0.0455262846102959,-0.00530880085991467,0.00011616218071264,482.475852143175
2020-08-01,0.0477415346404607,0.0433893243668757,0.0444271798849403,438.740018900922
2020-09-01,0.0437825094562108,-0.0871784562188214,-0.0641549298534594,521.673408399377
2020-10-01,0.043875685655249,-0.0040142866255691,0.00158917470891384,519.46006713193
2020-11-01,0.053523225142907,0.213789462847677,0.223914060097684,349.072350562872
2020-12-01,0.0557026860355913,0.0387257401110193,0.0623401693491206,322.290663452797
2021-01-01,0.0550778685411494,-0.0124816355411965,-0.00558729517309886,329.64443595106
2021-02-01,0.0620958095099672,0.125950656475337,0.137863943487804,259.343527551041
2021-03-01,0.0640800669032608,0.0325347114496173,0.0575270009877262,243.530907421073
2021-04-01,0.0663144823625553,0.0359467186741247,0.0390588323921512,227.396215251842
2021-05-01,0.070318078873168,0.0619752333436221,0.0624542981397633,202.239510692146
2021-06-01,0.0670882436997803,-0.0434726090059982,-0.0317852868924607,222.181121542801
2021-07-01,0.0656002918816644,-0.0204031058426124,-0.0208829627184108,232.374493704491
2021-08-01,0.0675956387105966,0.0318552470831444,0.0474628981585334,218.858111743052
2021-09-01,0.066871340743206,-0.0088275785034964,0.00066034423196903,223.624786307274
2021-10-01,0.0706154739567171,0.0577177711105714,0.0678949034327554,200.539645683765
2021-11-01,0.0659110419892427,-0.0641014613423696,-0.0563546411206748,230.188511752677
2021-12-01,0.0687309798104652,0.0385697463953241,0.0240735573148603,211.687361440194
2022-01-01,0.0701630662354233,0.0229182175853043,0.0360848323308043,203.134121273576
2022-02-01,0.0670789834976242,-0.0385694069653575,-0.0411157561233462,222.242469643431
2022-03-01,0.0630990449718986,-0.0505760845495021,-0.0317298734902247,251.162286359426
2022-04-01,0.0567079419639019,-0.0994386442533782,-0.0834875242003965,310.96551329208
2022-05-01,0.0599879731747028,0.0546711175635376,0.0631595120169994,277.88917076275
2022-06-01,0.0540551042430785,-0.0985723069660824,-0.124617649719718,342.23670158139
2022-07-01,0.0564893023366159,0.0428353367131561,0.0529005895781252,313.377331325869
2022-08-01,0.0550643836127936,-0.0301388215755068,-0.00710046301611866,329.8059115044
2022-09-01,0.0509822086689508,-0.0733693780892627,-0.070377347171158,384.735895622802
2022-10-01,0.0563892234049278,0.100040129586351,0.11181764162809,314.490675241937
2022-11-01,0.0609626037732618,0.078478914921499,0.0769281849986894,269.074774044233
2022-12-01,0.0580643799460797,-0.0459522597797262,-0.0575997162822584,296.606329574971
2023-01-01,0.0642036673149928,0.10411271287543,0.0978998563598836,242.594152622616
2023-02-01,0.0635308003902482,-0.0116439751361619,0.00090423911041059,247.760087871493
2023-03-01,0.0561864189023113,-0.110962706997743,-0.107366674315889,316.765076536241
2023-04-01,0.0579706597111382,0.0294439160529394,0.04049119415904,297.566142188239
2023-05-01,0.0551030406887789,-0.0553585756370517,-0.0358227069816677,329.343328680346
2023-06-01,0.0571050946284974,0.0376927914350576,0.0506993860868448,306.655168536339
2023-07-01,0.0606388840694832,0.0605449459217478,0.0714192623037466,271.955345192231
2023-08-01,0.056400932123175,-0.0696556226372228,-0.0579286475483802,314.360113552547
2023-09-01,0.0554928311189113,-0.016667672074556,-0.00622057883714077,324.732858735423
2023-10-01,0.0520659904947405,-0.0663767653478475,-0.0571012266784946,368.885624014262
2023-11-01,0.0577667684774548,0.10552323684092,0.110463519778293,299.670403880772
2023-12-01,0.0635552158850819,0.105738932034136,0.0960387534982985,247.569764445544
2024-01-01,0.0630083165420771,-0.016958453012453,0.00771194732060331,251.886126243592
2024-02-01,0.0639662805329034,0.016016464052501,0.0269272465312493,244.398087572665
2024-03-01,0.0683806980061238,0.0700615293314441,0.0811659155780302,213.861663583295
2024-04-01,0.066397931003151,-0.0269389242214166,-0.0069728635083478,226.824993217239
2024-05-01,0.0695901093983426,0.0496977375163813,0.056660291675547,206.492822963202
2024-06-01,0.0682888431402761,-0.0163882944617118,-0.015462379902349,214.437378302671
2024-07-01,0.0715256311943435,0.0494359391714096,0.0472766041744002,195.468419746811
2024-08-01,0.0720253089566327,0.00968478168400132,0.00871257615541321,192.765691346061
2024-09-01,0.0692499262207032,-0.0357378543340096,-0.0124384583049326,208.526555709246
2024-10-01,0.0709402324069927,0.0266490491246904,0.0547603620394541,198.707741008687
2024-11-01,0.0774159463265245,0.0938677291666353,0.106292016161962,166.85496957361
2024-12-01,0.0775957186723356,0.00608256059925906,-0.0275863428153676,166.082732063208
2025-01-01,0.0845485581662186,0.0933936553844705,0.0995179394721564,139.890295747331
2025-01-01,0.0826352911421935,0.00380547090456134,-0.00307081598408975,146.443087584797
2025-02-01,0.0826591261700451,0.00486305172302508,0.00135229393936886,146.358645080065
2025-03-01,0.0744767407916152,-0.0944113999791164,-0.0661058810670357,180.284617956819
2025-04-01,0.0738526616075059,-0.00512786233734441,-0.00921598707322202,183.344419890375
2025-05-01,0.0790985179546765,0.0741698009851228,0.0832608091756435,159.831843024505
