"GPA_year1","GPA_year2","age","chooseUTM","compsurv","control","credits_earned1","credits_earned2","dad1","dad2","dad_edn","english","female","finish4","goodstanding_year1","goodstanding_year2","gpa0","graddeg","grade_20059_fall","hcom","hsgroup","lastmin","lm_never","lm_rarely","mathsci","mom1","mom2","mom_edn","mtongue","noshow","numcourses_nov1","prob_year1","prob_year2","sex","sfp","sfp_p","sfpany","sfpany_p","sfsp","sfsp_p","signup","ssp","ssp_p","totcredits_year1","used_adv","used_fsg","used_ssp","work1"
1.39999997615814,2.98000001907349,18,0,1,1,2.5,4.5,1,1,7,1,1,1,0,1,84,1,59,1,3,3,0,0,3,1,1,7,"English",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.70000004768372,2.1800000667572,18,1,1,1,3,2,0,0,9,1,1,0,1,1,82.1999969482422,0,63.5,0,3,3,0,0,0,1,0,4,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.62999999523163,2.32999992370605,18,1,1,1,3,4.5,1,1,7,1,1,1,1,1,76.3000030517578,1,61,1,2,2,0,0,4,1,1,6,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.48000001907349,2.35999989509583,18,0,1,0,3.5,3.5,1,1,6,1,0,1,1,1,78,0,72.5,0,2,2,0,0,1.5,1,1,6,"English",0,5,0,0,"M",0,0,0,0,0,0,0,1,0,5,0,0,0,0
2.4300000667572,2.75999999046326,18,0,1,1,2,4,1,0,4,1,0,1,1,1,80,1,,0,2,4,0,1,1,1,0,4,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.38000011444092,1.76999998092651,19,0,1,1,2.5,4.5,1,1,8,1,0,1,1,1,82.1999969482422,1,61,1,3,4,0,1,3,1,1,7,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.44000005722046,1.51999998092651,18,0,1,0,2,2,1,0,2,1,1,1,0,0,75.3000030517578,1,74,1,1,3,0,0,1,1,0,2,"English",0,4,0,0,"F",0,0,0,0,0,0,0,1,0,4.5,0,0,0,0
1.27999997138977,2,18,0,1,1,2,2.5,1,0,2,0,1,1,0,1,77.1999969482422,1,58.5,1,2,3,0,0,0,1,0,2,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
1.70000004768372,1.42999994754791,18,0,1,1,3.5,3,1,1,8,0,0,1,1,1,78.1999969482422,1,67,0,2,4,0,1,2,1,1,6,"Other",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.08999991416931,2.40000009536743,18,0,1,1,3.5,4.5,1,1,6,0,0,1,1,1,85.8000030517578,0,78.5,1,3,3,0,0,3.5,1,1,6,"Other",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.36999988555908,,18,0,1,1,3,0,1,0,5,1,1,1,1,0,82.6999969482422,0,66,0,3,3,0,0,2,1,0,2,"English",0,5,0,1,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.32999992370605,3.5699999332428,18,0,1,1,2.5,1.5,1,1,7,1,1,1,1,1,87,0,71,1,3,5,1,0,1,1,0,4,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.59999990463257,2.9300000667572,19,0,1,1,2,2.5,0,0,1,1,0,1,0,1,79.8000030517578,1,78,1,2,4,0,1,0,0,0,1,"English",0,3,0,0,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.38999998569489,1.53999996185303,18,0,1,0,3,2,1,1,6,1,1,1,0,0,77.6999969482422,0,73,1,2,3,0,0,0,1,0,5,"English",0,4,1,0,"F",1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.5900000333786,2.29999995231628,18,0,1,1,3,4.5,1,1,6,1,0,1,1,1,75.8000030517578,0,67.5,0,1,4,0,1,1,1,1,6,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.91000008583069,2.46000003814697,18,1,1,1,4,4,1,1,6,1,0,1,1,1,73.6999969482422,0,81.3333358764648,1,1,2,0,0,0,1,0,4,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.11999988555908,2.9300000667572,19,1,1,0,2.5,2.75,1,0,4,1,0,1,1,1,76.8000030517578,0,60,1,2,4,0,1,0,1,0,4,"English",0,6,0,0,"M",1,0,1,0,0,0,0,0,0,4.5,0,0,0,0
2.08999991416931,2.70000004768372,18,0,1,1,3,3.5,1,1,6,1,1,1,1,1,82.5,1,71,1,3,4,0,1,1,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.8400000333786,1.27999997138977,18,,1,0,3.5,2,1,1,6,0,1,1,1,1,82.3000030517578,1,75,0,3,2,0,0,1.5,1,1,6,"Other",0,4,0,0,"F",0,0,0,0,0,0,1,1,1,4.5,0,0,0,0
1.75,2.38000011444092,18,0,1,0,2.5,2.5,1,1,6,1,1,0,1,1,75.5,1,70,1,1,4,0,1,0,1,1,6,"English",0,4,0,0,"F",0,0,1,1,1,1,1,0,0,4,1,0,1,0
3,2.20000004768372,19,0,1,1,3,2,1,1,6,1,0,1,1,1,79.1999969482422,1,74,1,2,3,0,0,1,1,0,4,"English",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.63999998569489,1.38999998569489,18,0,1,0,3,3,0,0,9,1,1,1,1,1,79.8000030517578,1,62.5,1,2,3,0,0,3,0,0,9,"English",0,5,0,0,"F",0,0,0,0,0,0,1,1,1,4.5,1,1,1,0
2.6800000667572,2.67000007629395,18,0,1,1,2.5,5,1,0,4,1,1,0,1,1,77.8000030517578,0,78,1,2,3,0,0,1,0,0,1,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0.230000004172325,18,0,1,1,0,0.5,1,1,6,0,0,1,0,0,74.5,0,40,1,1,2,0,0,1.5,1,1,6,"Other",0,5,0,1,"M",0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
1.19000005722046,0.829999983310699,18,1,1,0,3,1.5,1,1,6,1,0,1,0,0,85,0,60,1,3,2,0,0,3.5,1,1,6,"English",0,4,1,0,"M",1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.76999998092651,2.89000010490417,18,1,1,0,4,3.25,1,0,2,1,1,1,1,1,78.3000030517578,0,71.5,0,2,3,0,0,1,1,0,4,"English",0,6,0,0,"F",0,0,0,0,0,0,1,1,1,5,0,0,0,0
0.980000019073486,,19,0,1,1,2,0,1,0,4,0,1,1,0,0,78.5,1,47,0,2,4,0,1,3.5,1,0,2,"Other",0,4,1,1,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
3.23000001907349,2.59999990463257,18,0,1,1,3.5,5,1,1,6,1,0,1,1,1,84,1,77,1,3,5,1,0,4,1,1,8,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.84999990463257,3.5699999332428,18,0,1,1,2.5,3.5,1,1,6,1,1,1,1,1,80.3000030517578,1,85,1,2,3,0,0,1,1,1,6,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.07999992370605,2.40000009536743,18,0,1,1,2.75,3.75,0,0,1,1,1,0,1,1,78.3000030517578,0,60,0,2,2,0,0,0,0,0,1,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.13000011444092,2.16000008583069,18,1,1,1,2.5,3,1,0,4,1,0,1,1,1,78,1,72,1,2,1,0,0,0.5,1,1,6,"English",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
3.27999997138977,2.54999995231628,18,1,1,1,2,3,1,0,2,1,1,1,1,1,81.3000030517578,1,,1,3,3,0,0,3,1,0,2,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.22000002861023,2.53999996185303,18,0,1,0,2.5,5.5,1,1,6,1,1,1,0,1,85.3000030517578,1,56,1,3,3,0,0,3.5,1,1,6,"English",0,6,1,0,"F",1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
0.819999992847443,,18,0,1,0,1.5,0,1,0,2,1,1,1,0,0,78,1,47,1,2,3,0,0,3.5,1,0,2,"English",0,5,1,1,"F",0,0,0,0,0,0,1,1,1,4.5,1,0,1,0
1.48000001907349,2.47000002861023,18,0,1,1,3,4,0,0,1,1,1,1,0,1,80.6999969482422,1,67,1,2,4,0,1,1,1,0,3,"English",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.15000009536743,3.74000000953674,18,0,1,1,3.5,4.5,1,1,6,1,0,1,1,1,80.3000030517578,1,68.5,1,2,1,0,0,3,1,0,2,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.07999992370605,1.87999999523163,18,1,1,1,4.5,4.5,1,0,3,1,1,1,1,1,79.3000030517578,0,68.75,0,2,4,0,1,0.5,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.58999991416931,2.27999997138977,18,0,1,1,3,4.5,1,0,4,1,1,1,1,1,83.8000030517578,1,74.5,1,3,4,0,1,3,1,0,4,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.850000023841858,2.65000009536743,18,1,1,0,1.5,3.5,1,0,5,0,1,1,0,1,79.5,1,52,1,2,4,0,1,2,1,1,7,"Other",0,4,0,0,"F",1,1,1,1,0,0,1,0,0,3,0,0,0,0
2,,19,1,1,0,1.5,0,1,0,2,1,1,1,0,0,77.6999969482422,1,71,0,2,4,0,1,0.5,1,0,4,"English",0,6,0,1,"F",0,0,0,0,0,0,0,1,0,2,0,0,0,0
,,19,0,1,1,3,0,1,1,6,0,0,1,,,81.1999969482422,0,62.6666679382324,0,3,2,0,0,0,1,1,6,"Other",1,5,,,"M",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.17999994754791,0,18,1,1,1,2.5,0,1,0,4,0,1,1,0,0,78.5,0,52,0,2,2,0,0,0,0,0,1,"Other",0,6,1,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.95000004768372,2.34999990463257,18,1,1,1,3,3.5,1,1,8,1,1,1,1,1,75.3000030517578,1,73,1,1,4,0,1,1,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.85999989509583,2.83999991416931,18,0,1,1,3,4.5,1,1,7,1,1,1,1,1,82.3000030517578,1,77.5,1,3,5,1,0,0,1,1,6,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.08999991416931,2.29999995231628,19,1,1,1,3,4,1,0,2,1,1,0,1,1,86.3000030517578,0,57,1,3,2,0,0,3,1,1,8,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
3.27999997138977,2.61999988555908,19,1,1,1,4.5,4.5,1,1,6,1,0,1,1,1,84.3000030517578,1,78.8000030517578,1,3,4,0,1,0,1,0,4,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
3.25,2.60999989509583,19,0,1,1,3,2.5,1,1,6,1,0,0,1,1,80.8000030517578,1,71.5,0,3,1,0,0,1.5,1,0,5,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.990000009536743,1.30999994277954,18,0,1,0,2.5,3,1,1,8,1,0,0,0,0,72.8000030517578,1,55,0,1,1,0,0,0,1,1,8,"English",0,5,1,0,"M",0,0,1,0,1,0,0,0,0,4,0,0,0,0
1.1599999666214,1.5,20,0,1,1,1.5,3,1,1,7,0,1,1,0,1,82.3000030517578,0,63,1,3,2,0,0,1.5,1,0,2,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
0.800000011920929,1.20000004768372,19,0,1,1,2,2.5,1,0,4,0,1,1,0,0,76.5,1,60,1,2,3,0,0,3,1,0,4,"Other",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.50999999046326,2.54999995231628,18,0,1,1,2.5,4.5,1,1,6,0,1,1,1,1,83.1999969482422,1,80,1,3,3,0,0,0,1,0,2,"Other",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.850000023841858,2,18,0,1,1,1.5,2,1,0,4,1,1,0,0,0,74,1,51,0,1,3,0,0,1,1,0,5,"English",0,4,0,1,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.4300000667572,1.75,18,0,1,0,3,4.5,1,1,7,1,0,1,1,1,85.8000030517578,1,80.5,0,3,4,0,1,0,1,1,6,"English",0,5,0,0,"M",1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.8400000333786,0.349999994039536,18,0,1,1,1,2,1,0,5,0,1,1,0,0,81.5,1,42,1,3,2,0,0,2.5,1,0,5,"Other",0,6,0,1,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.04999995231628,1.01999998092651,19,0,1,0,2,2,1,1,7,1,0,1,0,0,75,1,66,1,1,3,0,0,0,0,0,9,"English",0,4,0,1,"M",1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.67999994754791,2.10999989509583,18,0,1,1,3.5,4,1,1,6,0,1,1,1,1,80.3000030517578,1,59.3333320617676,1,2,4,0,1,1,0,0,9,"Other",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,5.5,0,0,0,0
2.45000004768372,3.22000002861023,18,1,1,0,2.5,5.5,1,0,3,1,0,0,0,1,75,0,63,0,1,2,0,0,3,0,0,1,"English",0,6,0,0,"M",1,1,1,1,0,0,1,0,0,3,0,0,0,0
0.639999985694885,2.40000009536743,19,0,1,1,2,2.25,1,0,2,1,0,1,0,0,72,0,50,1,1,2,0,0,0,1,0,2,"English",0,6,1,1,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.96000003814697,2.6800000667572,19,1,1,0,3,3.5,1,0,2,1,1,0,0,1,78.6999969482422,1,72.5,1,2,3,0,0,1,1,0,2,"English",0,4,0,0,"F",1,0,1,0,0,0,0,0,0,3.5,0,0,0,0
2.66000008583069,3.38000011444092,18,1,1,1,3,3,1,0,5,1,0,0,1,1,80.8000030517578,0,65,0,3,5,1,0,0,0,0,1,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.67999994754791,0.819999992847443,19,0,1,0,2,2.5,1,0,2,1,1,1,1,0,75.3000030517578,1,58,1,1,3,0,0,2,1,0,2,"English",0,6,0,1,"F",0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.88999998569489,1.69000005722046,18,0,1,0,3,4.5,1,1,8,1,1,1,1,1,80,1,66,0,2,3,0,0,0,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,1,0,5,0,0,0,0
3.25,2.46000003814697,18,1,1,0,2.5,4.5,0,0,9,1,1,1,1,1,83,0,71,1,3,3,0,0,3,1,0,4,"English",0,4,0,0,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.92999994754791,2.53999996185303,18,1,1,0,3.5,5,1,1,6,1,1,1,1,1,76.1999969482422,1,67,1,1,4,0,1,4,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,1,1,1,5,1,0,1,0
