"date","SENT","SENT_ORTH","pdnd","ripo","nipo","cefd","s","indpro","consdur","consnon","consserv","recess","employ","cpi"
2011-09-01,-0.196739137172699,0.099006675183773,-4.1516318321228,,3,5.91681814193726,0.140000000596046,95.0280990600586,1101.30004882812,2446.69995117188,7235.2001953125,0,132346,226.59700012207
2011-10-01,-0.25517925620079,-0.0379993841052055,-6.25354099273682,17.9,8,7.86347818374634,0.140000000596046,95.6923980712891,1114.40002441406,2446.89990234375,7241.60009765625,0,132557,226.75
2011-11-01,-0.426441818475723,-0.170039087533951,-4.64834928512573,8.7,18,10.9073915481567,0.129999995231628,95.6912994384766,1107.90002441406,2454.69995117188,7244.2001953125,0,132701,227.169006347656
2011-12-01,-0.470725297927856,-0.208955124020576,-4.17219734191895,1.8,10,11.710000038147,0.129999995231628,96.1938018798828,1114.90002441406,2444.80004882812,7258.10009765625,0,132902,227.223007202148
2012-01-01,-0.431964486837387,-0.275578826665878,-5.35929107666016,9.1,6,10.8004760742188,0.122180335223675,96.7789993286133,1130.40002441406,2470,7296.39990234375,0,133243,227.841995239258
2012-02-01,-0.350981771945953,-0.274857372045517,-7.84799575805664,20,20,9.2380952835083,0.118549272418022,97.0959014892578,1145.90002441406,2501.30004882812,7340,0,133521,228.328994750977
2012-03-01,-0.344653367996216,-0.140415757894516,-9.32321071624756,24.6,24,9.50285720825195,0.12065801024437,96.5919036865234,1138,2500.5,7355.39990234375,0,133745,228.807006835938
2012-04-01,-0.339712888002396,-0.219956263899803,-5.65543413162231,17.8,20,9.55523777008057,0.121887028217316,97.2941970825195,1137.40002441406,2500.69995117188,7380.5,0,133828,229.186996459961
2012-05-01,-0.326167315244675,-0.248788461089134,-5.35642910003662,14.9,13,9.23047637939453,0.125950023531914,97.4852981567383,1133.40002441406,2486.60009765625,7386.7998046875,0,133935,228.712997436523
2012-06-01,-0.460682660341263,-0.373144328594208,-4.25964784622192,12.3,8,11.2723808288574,0.121748082339764,97.4959030151367,1129.90002441406,2461.19995117188,7398.7998046875,0,134008,228.524002075195
2012-07-01,-0.323031485080719,-0.232940480113029,-3.85130715370178,15.9,19,10.0930004119873,0.122976690530777,97.6921997070312,1134.69995117188,2460.30004882812,7421.7998046875,0,134153,228.589996337891
2012-08-01,-0.335050910711288,-0.182389408349991,-6.4417290687561,14.9,11,9.4040002822876,0.123961754143238,97.3060989379883,1138.40002441406,2498.5,7419.10009765625,0,134329,229.917999267578
2012-09-01,-0.333017915487289,-0.206225678324699,-7.02919244766235,29.6,10,8.89700031280518,0.121432639658451,97.2382965087891,1151.90002441406,2511.60009765625,7441.7998046875,0,134512,231.014999389648
2012-10-01,-0.26947221159935,-0.0777508020401001,-5.03508901596069,14.2,28,9.50949954986572,0.121955372393131,97.5425033569336,1141.19995117188,2524.39990234375,7471.89990234375,0,134672,231.638000488281
2012-11-01,-0.407453566789627,-0.269519120454788,-5.6346583366394,2.4,12,11.2440004348755,0.116382367908955,97.9339981079102,1169.40002441406,2509.89990234375,7499.10009765625,0,134831,231.248992919922
2012-12-01,-0.437212020158768,-0.307904332876205,-6.17555809020996,24.2,8,11.4949998855591,0.11649801582098,98.1984024047852,1180.09997558594,2497.19995117188,7503.89990234375,0,135074,231.220993041992
2013-01-01,-0.351576775312424,-0.197408422827721,0.788018643856049,17.8,13,10.4455003738403,0.117323704063892,98.2029037475586,1193.09997558594,2543.39990234375,7515.7998046875,0,135263,231.679000854492
2013-02-01,-0.220717310905457,-0.0297496542334557,0.922919809818268,32.3,10,9.50450038909912,0.119415394961834,98.6733016967773,1194.19995117188,2561.69995117188,7534.60009765625,0,135548,232.936996459961
2013-03-01,-0.155621096491814,-0.025355763733387,-0.143639609217644,13.9,17,9.47799968719482,0.119401060044765,99.0787963867188,1181.90002441406,2535.80004882812,7572.39990234375,0,135690,232.281997680664
2013-04-01,-0.258009672164917,-0.074460431933403,1.14761221408844,13.6,16,9.4370002746582,0.119523391127586,98.9657974243164,1184.09997558594,2512.19995117188,7584.7998046875,0,135876,231.796997070312
2013-05-01,-0.202693924307823,-0.0377223864197731,-1.70386981964111,17,31,8.70199966430664,0.119188636541367,99.0567016601562,1189.30004882812,2526.89990234375,7605.39990234375,0,136090,231.893005371094
2013-06-01,-0.142823025584221,0.0337272100150585,-2.56926155090332,19.3,25,7.63749980926514,0.125427708029747,99.2424011230469,1189.5,2529.69995117188,7625.2998046875,0,136269,232.445007324219
2013-07-01,-0.232193604111671,-0.041500810533762,-4.25405788421631,19.3,23,8.80350017547607,0.123993150889874,98.9257965087891,1193.59997558594,2549.30004882812,7629.7001953125,0,136391,232.899993896484
2013-08-01,-0.13858363032341,-0.0468515865504742,-5.01721572875977,20.7,16,8.23750019073486,0.123023681342602,99.5058975219727,1190.80004882812,2550.19995117188,7665.5,0,136634,233.455993652344
2013-09-01,-0.113418444991112,-0.0404356829822063,-7.5517578125,30.1,24,8.9069995880127,0.121570274233818,100.039100646973,1191.40002441406,2560.5,7694,0,136819,233.544006347656
2013-10-01,-0.165917500853539,-0.0777849107980728,-4.60807132720947,24.1,33,8.85799980163574,0.126141458749771,99.9203033447266,1194.59997558594,2566,7737.39990234375,0,137039,233.669006347656
2013-11-01,-0.223302513360977,-0.148823693394661,-5.9700140953064,20.8,31,10.8929996490479,0.128551155328751,100.16609954834,1205.30004882812,2577.89990234375,7779.2998046875,0,137312,234.100006103516
2013-12-01,-0.110373392701149,-0.0449237301945686,-6.68334722518921,24.1,13,9.4689998626709,0.128662869334221,100.377700805664,1193.69995117188,2591.30004882812,7808.2001953125,0,137367,234.718994140625
2014-01-01,-0.307821869850159,-0.214119479060173,-10.9224433898926,27.6,19,9.8745002746582,0.129223644733429,99.9990005493164,1177.5,2589.39990234375,7811.89990234375,0,137551,235.287994384766
2014-02-01,-0.269680291414261,-0.192101746797562,-13.0551824569702,9.4,23,9.5600004196167,0.126969859004021,100.75830078125,1208.90002441406,2610.80004882812,7817.2001953125,0,137710,235.546997070312
2014-03-01,-0.257989138364792,-0.1544229388237,-9.74638843536377,28.8,32,9.68599987030029,0.121568858623505,101.776702880859,1236.30004882812,2608.10009765625,7877.89990234375,0,137987,236.02799987793
2014-04-01,-0.268843978643417,-0.180965527892113,-3.90898036956787,10.4,28,9.3120002746582,0.123010776937008,101.842498779297,1234.69995117188,2639,7888.60009765625,0,138298,236.468002319336
2014-05-01,-0.21932278573513,-0.160270214080811,-4.73304224014282,10.5,23,9.76500034332275,0.118936739861965,102.259399414062,1243.5,2636.30004882812,7927.5,0,138500,236.917999267578
2014-06-01,-0.178973004221916,-0.150550544261932,-6.72923755645752,13.3,32,9.83100032806396,0.118428647518158,102.598602294922,1254.5,2649.5,7957.7001953125,0,138833,237.231002807617
2014-07-01,-0.0441262312233448,-0.0614724308252335,-5.33035707473755,12.3,37,8.53299999237061,0.120838560163975,102.816299438477,1253.80004882812,2660.5,7990.10009765625,0,139076,237.498001098633
2014-08-01,-0.0842281058430672,-0.068521536886692,-6.43652057647705,11.4,14,9.89700031280518,0.116967909038067,102.656196594238,1264,2670.10009765625,8049.5,0,139257,237.460006713867
2014-09-01,-0.0259777586907148,0.0441121086478233,-5.54631328582764,22.2,17,10.3400001525879,0.119540497660637,102.977600097656,1266,2651.30004882812,8074.10009765625,0,139564,237.477005004883
2014-10-01,-0.127564519643784,-0.101352050900459,-6.06183767318726,5.2,36,11.3760004043579,0.114410787820816,102.989196777344,1269.80004882812,2666.19995117188,8128.7001953125,0,139804,237.429992675781
2014-11-01,-0.0671762973070145,-0.0284976679831743,-4.51994228363037,15.7,28,11.2119998931885,0.112145289778709,103.640197753906,1279,2655.80004882812,8149.10009765625,0,140088,236.983001708984
2014-12-01,-0.014900497160852,0.0398138985037804,-4.75471353530884,23.6,16,10.59850025177,0.109320752322674,103.634498596191,1279.19995117188,2634.69995117188,8182.2001953125,0,140366,236.251998901367
2015-01-01,0.114880926907063,0.169076472520828,-6.56542348861694,30.1,14,10.5059995651245,0.111161984503269,102.82389831543,1280.19995117188,2587,8199.5,0,140562,234.746994018555
2015-02-01,0.162043318152428,0.2146315574646,-7.77863788604736,-6,12,9.9060001373291,0.11768040060997,102.151298522949,1283.80004882812,2604.60009765625,8228.2998046875,0,140831,235.341995239258
2015-03-01,0.110650159418583,0.162344038486481,-9.92740535736084,4.5,10,9.09888935089111,0.121796078979969,101.823997497559,1309.19995117188,2625.69995117188,8241.2001953125,0,140925,235.975997924805
2015-04-01,-0.0844018310308456,-0.0407818183302879,-6.56306743621826,30.3,17,9.18777751922607,0.117578633129597,101.244003295898,1315.90002441406,2617.39990234375,8275.7998046875,0,141202,236.22200012207
2015-05-01,-0.0532514713704586,0.0393387414515018,-7.94052743911743,6.3,23,8.77333354949951,0.112764440476894,100.782997131348,1319.59997558594,2649.39990234375,8306.5,0,141539,237.001007080078
