"date","tothrs","avgwkhrs","avgwkhrs_adj","effhrsvw","effhrstorn","civnipop16","nipop16","nipop16_17","nipop18_21","nipop22_24","nipop25_34","nipop35_44","nipop45_54","nipop55_64","nipop65","gengovhrs","nprofhrs","bushrs","effhrs70","effhrs80","effhrs7080","rgdp","xbus","hrsbusindex","fisherdlp","dlp","ffr"
1955-07-01,132.84,22.5027324202019,22.0465440899705,123.694389829813,120.247715437202,109882,113524.675,4401.284,8637.764,6350.998,24011.556,22787.512,18748.096,14462.434,14125.031,16.978,4.311,109.348,125.049519299389,118.627447192366,121.838483245873,2233.4,43.7490005493164,66.2360000610352,-0.0053352,0.322586424423108,1.94000005722046
1955-10-01,134.337,22.6934294086049,22.247747990666,125.227049790391,121.622215205212,110177,113839.288,4430.99,8657.55,6336.161,23972.008,22873.092,18828.096,14519.426,14221.965,17.038,4.361,110.578,126.488452551724,120.025771776186,123.257112163951,2245.3,43.4389991760254,66.9810028076172,-0.005129,0.437104821069866,2.35666656494141
1956-01-01,134.066,22.5852318352653,22.1500054345286,125.110318424504,121.396176756402,110478,114153.9005,4460.696,8677.335,6321.3235,23932.462,22958.672,18908.096,14576.417,14318.899,17.07,4.399,110.283,126.261050710545,119.841528552305,123.05128963142,2234.8,43.273998260498,66.802001953125,0.0053859,0.437281687489332,2.48333334922791
1956-04-01,134.45,22.5876693539028,22.1628465986222,125.592874644462,121.754002663799,110810,114468.513,4490.4015,8697.121,6306.4865,23892.916,23044.25,18988.096,14633.409,14415.833,17.218,4.396,110.588,126.648895479215,120.239467022154,123.444181250679,2252.5,43.4869995117188,66.9869995117188,0.0067706,0.250809403879998,2.69333338737488
1956-07-01,134.274,22.4911132439793,22.08076372537,125.549689716542,121.604472300538,111099,114809.4485,4535.5805,8740.816,6304.3,23824.28,23128.244,19080.992,14673.457,14521.779,17.451,4.391,110.134,126.507907576745,120.133490680747,123.320699128741,2249.8,43.4710006713867,66.7119979858398,-0.0064229,0.555188135531267,2.80999994277954
1956-10-01,134.218,22.4151688018227,22.0192342946659,125.615761275568,121.563355752699,111432,115150.388,4580.76,8784.512,6302.113,23755.644,23212.24,19173.888,14713.505,14627.726,17.7,4.442,109.837,126.478815454134,120.131781178968,123.305298316546,2286.5,44.3629989624023,66.5319976806641,-0.0046056,0.16651139249916,2.92666673660278
1957-01-01,133.909,22.2975453318726,21.91596767743,125.442084288723,121.292833338877,111711,115491.326,4625.939,8828.208,6299.926,23687.006,23296.236,19266.786,14753.553,14733.672,17.446,4.489,109.78,126.210293822778,119.900612980992,123.05545340188,2300.3,44.6440010070801,66.4970016479492,-0.0019808,0.609507516402005,2.93333339691162
1957-04-01,133.399,22.1472442253524,21.7799660258655,125.117600551762,120.879294316881,112031,115832.2615,4671.118,8871.903,6297.7395,23618.37,23380.23,19359.682,14793.601,14839.618,17.459,4.533,109.178,125.751279382491,119.486329843175,122.618804612829,2294.6,44.6769981384277,66.1330032348633,0.012659,0.296150613787631,3
1957-07-01,133.743,22.1322092223701,21.7844966392362,125.591611667544,121.239379444605,112421,116209.8525,4740.573,8956.27,6320.1395,23542.918,23430.156,19446.198,14835.876,14937.722,17.791,4.592,109.09,126.096235566733,119.833888535634,122.96506205118,2317,45.1629981994629,66.0790023803711,0.0057969,0.257485463133236,3.23333334922791
1957-10-01,131.097,21.624079651924,21.2958653897666,123.253062092351,118.888003917731,112874,116587.443,4810.028,9040.638,6342.539,23467.464,23480.08,19532.716,14878.152,15035.826,17.701,4.639,106.549,123.620536312454,117.498489667939,120.559512990194,2292.5,45.6319999694824,64.5400009155273,-0.001238,0.00431446932506674,3.25333333015442
1958-01-01,128.027,21.0495188870521,20.740735852751,120.507432601569,116.149901028331,113234,116965.034,4879.483,9125.006,6364.939,23392.012,23530.006,19619.232,14920.427,15133.929,17.484,4.712,103.7,120.742702328122,114.778102126257,117.760402227186,2230.2,45.2309989929199,62.814998626709,0.024476,0.476261317946381,1.86333334445953
1958-04-01,127.336,20.8685397209175,20.5791215496114,119.947297424634,115.522737754235,113534,117342.625,4948.938,9209.373,6387.339,23316.56,23579.932,19705.748,14962.702,15232.033,17.498,4.727,102.767,120.10629619207,114.185998628676,117.146147410371,2243.4,45.8580017089844,62.2490005493164,0.0072027,0.136336242057126,0.939999997615814
1958-07-01,128.19,20.9442138282471,20.6720652914754,120.840509403443,116.297052631199,113835,117702.7855,5000.035,9281.338,6418.6855,23225.226,23635.51,19789.064,15017.255,15335.672,17.554,4.807,103.521,120.925319711637,114.975682807656,117.950501259645,2295.2,46.7179985046387,62.7070007324219,0.01903,0.28407531030561,1.32333326339722
1958-10-01,129.999,21.1749823775636,20.9200478491963,122.633717588568,117.93756405916,114283,118062.9445,5051.1325,9353.302,6450.032,23133.892,23691.088,19872.38,15071.808,15439.31,17.746,4.876,105.121,122.643525673521,116.618708676959,119.631117175239,2348,47.2490005493164,63.6749992370605,0.013651,0.217100268329943,2.16333341598511
1959-01-01,131.534,21.3598527537292,21.1220773582674,124.168649845115,119.329288509652,114712,118423.101,5102.23,9425.267,6481.379,23042.556,23746.666,19955.694,15126.36,15542.949,17.648,4.941,106.735,124.101496184516,118.012809185825,121.057152685169,2392.9,47.6199989318848,64.6520004272461,0.019426,0.100803406626113,2.5699999332428
1959-04-01,134.276,21.7390121859111,21.51834086348,126.827386698775,121.800017791482,115144,118783.2615,5153.327,9497.232,6512.7255,22951.222,23802.244,20039.01,15180.913,15646.588,17.692,5.021,109.268,126.69647819919,120.486781513411,123.5916298563,2455.8,47.9269981384277,66.1869964599609,0.010074,0,3.08333349227905
1959-07-01,133.134,21.4916109436889,21.2855958013617,125.816602883442,120.74732108587,115555,119128.7725,5195.0645,9555.078,6536.945,22889.44,23851.39,20117.774,15236.553,15746.528,17.597,5.081,108.249,125.624682784009,119.472304737536,122.548493760772,2453.9,48.2159996032715,65.5699996948242,0.0096609,0.102662708458666,3.57666659355164
1959-10-01,133.348,21.4639039058221,21.2724982598207,126.085057044965,120.924489655691,115916,119474.287,5236.802,9612.924,6561.165,22827.66,23900.536,20196.54,15292.192,15846.468,17.745,5.219,108.15,125.8302157992,119.671213323806,122.750714561503,2462.6,48.3409996032715,65.5100021362305,0.010014,0.181682855429386,3.99000000953674
1960-01-01,133.222,21.3817882513241,21.2049458988727,126.030362780423,120.793234728756,116702,119819.7975,5278.539,9670.771,6585.3845,22765.88,23949.68,20275.304,15347.832,15946.407,17.809,5.399,107.857,125.712740578154,119.561667108646,122.6372038434,2517.4,49.6570014953613,65.3330001831055,0.0045451,0.189226307131918,3.93333339691162
1960-04-01,134.579,21.5374780343338,21.3751614270256,127.316330939584,122.04200352233,117033,120165.3085,5320.2765,9728.617,6609.604,22704.098,23998.826,20354.068,15403.472,16046.347,17.892,5.533,108.933,126.992452429345,120.779763500793,123.886107965069,2504.8,48.6609992980957,65.984001159668,0.006492,0.151203191621335,3.6966667175293
1960-07-01,134.769,21.5025575373508,21.3529939530779,127.498470962851,122.232537329858,117431,120530.385,5351.882,9794.743,6661.683,22648.76,24042.704,20429.36,15459.687,16141.566,18.086,5.607,108.774,127.168675241131,120.947210804795,124.057943022963,2508.7,48.7589988708496,65.8880004882812,0.0064652,0.165099792790045,2.93666672706604
1960-10-01,133.551,21.2438777813737,21.1070390125152,126.348705547193,121.145747280305,117829,120895.464,5383.487,9860.869,6713.762,22593.424,24086.584,20504.652,15515.902,16236.784,18.054,5.64,107.538,126.014027002428,119.847774221792,122.93090061211,2476.2,48.3849983215332,65.1389999389648,0.012585,0.127522032792967,2.29666662216187
1961-01-01,133.253,21.1326588051099,21.0085171715468,126.069447345412,120.893146376307,118250,121260.5435,5415.092,9926.995,6765.8405,22538.086,24130.464,20579.946,15572.117,16332.003,18.403,5.552,106.954,125.725120768266,119.5706072071,122.647863987683,2491.2,48.8969993591309,64.786003112793,0.0055664,0.0943717418325321,2.00333333015442
1961-04-01,131.888,20.8533999029784,20.7419280022239,124.767267505059,119.65913205241,118638,121625.62,5446.6975,9993.121,6817.9195,22482.748,24174.342,20655.238,15628.332,16427.222,18.51,5.543,105.724,124.427035038314,118.332556675372,121.379795856843,2538,50.5909996032715,64.0410003662109,0.0061431,0.0921221759337527,1.73333334922791
1961-07-01,132.848,20.9092986396293,20.8243183516106,125.66481796265,120.534427305636,119006,122183.4015,5564.848,10158.484,6889.0485,22434.7,24207.166,20718.392,15699.768,16510.995,18.683,5.605,106.479,125.319597911602,119.176680127788,122.248139019695,2579.1,51.1100006103516,64.4980010986328,0.0086223,0.134760031989515,1.68333327770233
1961-10-01,134.487,21.0710744822786,21.0124272439814,127.204661471256,122.025769140339,119153,122741.176,5682.999,10323.846,6960.177,22386.65,24239.988,20781.544,15771.204,16594.768,19.132,5.689,107.514,126.849211495389,120.625273638371,123.73724256688,2631.8,51.6689987182617,65.125,0.003057,0.146535603180268,2.39999985694885
1962-01-01,136.176,21.2391846568983,21.2067132952863,128.791742284575,123.562480367706,119360,123298.953,5801.15,10489.208,7031.306,22338.6,24272.812,20844.696,15842.64,16678.541,19.552,5.797,108.621,128.422031626813,122.11345356718,125.267742596996,2679.1,52.1800003051758,65.7949981689453,0.0042136,0.255253578899243,2.45666670799255
1962-04-01,137.035,21.2769089398079,21.2704579431316,129.562500775307,124.316019094768,119813,123856.7345,5919.3005,10654.571,7102.435,22290.552,24305.636,20907.85,15914.076,16762.314,19.815,5.915,109.197,129.207981795771,122.851836616715,126.029909206242,2708.4,52.4770011901855,66.1439971923828,0.0059675,0.0645881209387085,2.60666656494141
1962-07-01,136.698,21.1389091310866,21.1473249658011,129.202330783008,123.984279067827,120323,124358.7205,5974.8725,10784.858,7214.857,22270.55,24323.402,20964.65,15990.747,16834.784,19.941,5.96,108.623,128.862409849034,122.512804679008,125.687607264019,2733.3,53.2169990539551,65.7969970703125,0.0093767,0.104751259369692,2.84666681289673
1962-10-01,135.946,20.9381006400649,20.9613123032338,128.450262234909,123.276164450528,121045,124860.712,6030.445,10915.146,7327.279,22250.548,24341.168,21021.452,16067.418,16907.256,19.945,6,107.859,128.122268229845,121.797133446865,124.959700838352,2740,53.6590003967285,65.3339996337891,0.013726,0.136602290194702,2.92333340644836
1963-01-01,136.6,20.9545828815139,20.992519887151,129.026712694058,123.842855988007,121633,125362.6995,6086.017,11045.434,7439.7015,22230.544,24358.934,21078.252,16144.089,16979.728,19.7,6.036,108.675,128.703882772992,122.336297431555,125.52009010227,2775.9,54.0540008544922,65.8290023803711,0.015308,0.0981683251029892,2.96666669845581
1963-04-01,137.411,20.9949218104488,21.0475139058199,129.72231864481,124.523768416194,122162,125864.6855,6141.589,11175.721,7552.1235,22210.542,24376.7,21135.052,16220.76,17052.198,19.88,6.094,109.359,129.429992471282,123.010912513837,126.220452492556,2810.6,54.4329986572266,66.2419967651367,0.010734,0.0859652856091202,2.96333336830139
1963-07-01,137.761,20.9654246257413,21.0363476634313,129.98263676192,124.786530237868,122667,126362.8115,6215.251,11304.368,7634.9825,22208.004,24372.59,21194.848,16301.562,17131.206,20.133,6.144,109.319,129.718837652432,123.268026278702,126.493431965562,2863.5,55.5820007324219,66.2180023193359,0.0091616,0.0857954599739799,3.32999992370605
1963-10-01,138.438,20.9857280641132,21.0748909073481,130.551460934566,125.34515741103,123192,126860.942,6288.9125,11433.014,7717.8415,22205.468,24368.48,21254.646,16382.364,17210.216,20.233,6.215,109.901,130.312922432083,123.813255565362,127.063088998717,2885.8,55.7220001220703,66.5709991455078,0.010902,0.323694315196093,3.45333337783813
1964-01-01,139.383,21.0463405575132,21.1536529072261,131.372675429715,126.145865882091,123707,127359.0675,6362.574,11561.661,7800.7005,22202.93,24364.368,21314.444,16463.166,17289.224,20.066,5.984,111.235,131.156761559024,124.593741760061,127.875251659536,2950.5,56.4970016479492,67.3789978027344,0.0070283,0.128410680236186,3.46333336830139
1964-04-01,140.92,21.1955223309356,21.320894854168,132.802947453845,127.531286443941,124204,127857.1935,6436.236,11690.308,7883.5595,22200.392,24360.258,21374.24,16543.968,17368.232,20.463,6.065,112.228,132.55519267138,125.89890257481,129.227047623087,2984.8,56.6419982910156,67.9800033569336,0.0025309,0.112294673322111,3.49000000953674
1964-07-01,141.607,21.218619358251,21.361860327871,133.432173615126,128.147367064289,124731,128340.6565,6513.424,11814.844,7954.9925,22218.272,24333.354,21440.224,16624.312,17441.234,20.525,6.12,112.845,133.152024268261,126.440639666736,129.79633196749,3025.5,57.2019996643066,68.3539962768555,0.01071,0.170839276775382,3.45666670799255
1964-10-01,142.592,21.2860288220712,21.4470529919384,134.342257507944,129.033047196149,125291,128824.116,6590.612,11939.38,8026.426,22236.15,24306.45,21506.206,16704.656,17514.236,20.827,6.174,113.559,134.027536924382,127.245117245355,130.636327084859,3033.6,56.8889999389648,68.7870025634766,0.0091805,0.215046097764599,3.57666659355164
1965-01-01,144.324,21.4640284092981,21.642751489281,135.956039794611,130.594569616859,125810,129307.5785,6667.8005,12063.917,8097.859,22254.028,24279.546,21572.188,16785,17587.24,21.146,6.223,114.96,135.6036428153,128.712764528827,132.158203672054,3108.2,57.8359985351562,69.6350021362305,0.012532,0.219807767522269,3.97333335876465
1965-04-01,145.879,21.6144762550148,21.8108138830257,137.287331561417,131.884716903739,126320,129791.0415,6744.9885,12188.453,8169.292,22271.908,24252.642,21638.172,16865.344,17660.242,21.173,6.288,116.458,137.012089680254,130.01933935763,133.515714518932,3150.2,57.9029998779297,70.5419998168945,0.014367,0.187801218776258,4.07666683197021
1965-07-01,146.013,21.5496995740344,21.7640103198893,137.280120829555,131.888858372512,126756,130300.7635,6837.9085,12311.496,8214.913,22337.256,24211.6,21710.86,16948.662,17728.068,21.299,6.349,116.255,137.085572649849,130.057678049854,133.571625349842,3214.1,59.2690010070801,70.4199981689453,0.01022,0.160053650051793,4.07333326339722
1965-10-01,147.692,21.7125616941612,21.9447480680429,138.724188,133.287119689348,127171,130810.487,6930.829,12434.538,8260.534,22402.606,24170.56,21783.548,17031.98,17795.892,21.727,6.396,117.464,138.609658219753,131.471047657683,135.040352938709,3291.8,60.2389984130859,71.1520004272461,0.016807,0.276291655935808,4.16666650772095
1966-01-01,149.685,21.9201415659254,22.1701075977186,140.460176886777,134.965838217808,127514,131320.2145,7023.749,12557.581,8306.1545,22467.956,24129.518,21856.238,17115.3,17863.718,22.492,6.486,118.629,140.428247249968,133.162388450078,136.795317850014,3372.3,61.2900009155273,71.8580017089844,0.016431,0.282146566845,4.5566668510437
1966-04-01,150.835,22.003144004572,22.2707946692075,141.500713426597,135.976164673467,127879,131829.9365,7116.669,12680.624,8351.7755,22533.304,24088.476,21928.926,17198.618,17931.544,22.927,6.55,119.477,141.456279912933,134.10309287212,137.779686392518,3384,60.9500007629395,72.3710021972656,0.010922,0.365201964700702,4.91333341598511
1966-07-01,151.689,22.0303896817599,22.301164871155,142.263705236043,136.719493495255,128240,132412.372,7115.595,12798.186,8530.219,22641.036,24031.078,22008.794,17285.256,18002.208,23.345,6.605,119.707,142.207568941958,134.780987168261,138.494278055102,3406.3,61.0340003967285,72.5110015869141,0.014445,0.455489011327074,5.41000032424927
1966-10-01,152.126,21.9970997288311,22.2709795507536,142.635908976129,137.086936518159,128627,132994.8055,7114.5215,12915.748,8708.662,22748.766,23973.68,22088.66,17371.896,18072.872,24.11,6.676,119.439,142.569025525976,135.089368691747,138.829197108855,3433.7,61.5439987182617,72.3479995727539,0.0054778,0.397212013864419,5.56333351135254
1967-01-01,152.71,21.985263621157,22.262227841941,143.146299449769,137.586856208185,129032,133577.237,7113.448,13033.309,8887.106,22856.496,23916.282,22168.528,17458.534,18143.534,24.469,6.734,119.367,143.069356129745,135.529556217059,139.299456173396,3464.1,62.1129989624023,72.3050003051758,0.0043081,0.197251902488546,4.82333326339722
1967-04-01,151.888,21.7719902961829,22.0520194272793,142.308613497706,136.790746521932,129515,134159.672,7112.374,13150.871,9065.549,22964.228,23858.884,22248.396,17545.172,18214.198,24.782,6.808,118.187,142.253791632494,134.723796490308,138.488794061397,3464.3,62.6119995117188,71.5899963378906,0.0073343,0.236623347022714,3.99000000953674
1967-07-01,152.822,21.8134925592129,22.0984412143207,143.116336852532,137.57605326443,130187,134727.8345,7147.9215,13239.776,9146.073,23171.8,23784.062,22329.188,17629.702,18279.312,24.997,6.871,118.915,143.083909551078,135.477115117609,139.280512334341,3491.8,62.6399993896484,72.0309982299805,0.010049,0.425960782331714,3.89333343505859
1967-10-01,153.588,21.8307666630658,22.1205918016666,143.766188727186,138.209503855323,130754,135295.999,7183.469,13328.682,9226.598,23379.372,23709.24,22409.98,17714.232,18344.426,25.098,6.98,119.459,143.757128527588,136.081923499716,139.91952601365,3518.2,62.8089981079102,72.3600006103516,0.012487,0.479191572101655,4.17333364486694
1968-01-01,153.889,21.7820786907435,22.076737947167,143.980504690479,138.424123677444,131277,135864.161,7219.017,13417.588,9307.122,23586.942,23634.418,22490.772,17798.762,18409.54,25.281,7.083,119.564,143.995449279006,136.275031706407,140.135240492706,3590.7,64.2040023803711,72.4229965209961,0.017488,0.472189761183529,4.78666687011719
1968-04-01,155.167,21.8715088380853,22.1709600782041,145.125424575015,139.533326862892,131712,136432.3235,7254.5645,13506.493,9387.646,23794.514,23559.596,22571.564,17883.292,18474.654,25.424,7.142,120.486,145.147862177214,137.33281611115,141.240339144183,3651.6,64.859001159668,72.9820022583008,0.0075353,0.453082847952828,5.98000001907349
1968-07-01,156.198,21.9251723717572,22.2336609659796,146.038811090401,140.419842084628,132251,137002.6945,7299.7685,13620.446,9491.304,23966.776,23474.752,22645.176,17959.7,18544.772,25.829,7.23,121.153,146.068571423748,138.170475188852,142.119523306302,3676.5,64.8730010986328,73.3870010375977,0.0091607,0.427570302003033,5.94333362579346
1968-10-01,156.811,21.9199594077986,22.2374228778152,146.561076944017,140.930176266853,132903,137573.072,7344.973,13734.4,9594.963,24139.04,23389.908,22718.788,18036.108,18614.892,25.749,7.289,121.864,146.597528853615,138.636425697048,142.616977275335,3692,64.7699966430664,73.8170013427734,0.0028505,0.610453753755081,5.91666650772095
1969-01-01,158.767,22.1017466876753,22.4281229255937,148.337951373867,142.646857526225,133465,138143.45,7390.177,13848.353,9698.622,24311.304,23305.064,22792.4,18112.518,18685.012,25.789,7.414,123.615,148.380475357678,140.286496050789,144.333485704237,3750.2,65.004997253418,74.8769989013672,0.0051854,0.449732359780512,6.56666660308838
1969-04-01,159.22,22.0736697673628,22.4088973860291,148.753745134408,143.054614395678,134027,138713.821,7435.381,13962.306,9802.28,24483.566,23220.22,22866.012,18188.926,18755.13,25.929,7.506,123.872,148.756842604279,140.604531500231,144.680687052259,3760.9,64.9400024414062,75.0329971313477,0.0080646,0.559040628611257,8.32666683197021
1969-07-01,159.807,22.0537100077949,22.4018795933551,149.294889357278,143.582793169559,134597,139351.2265,7492.8925,14091.412,9910.25,24643.962,23163.708,22934.774,18262.746,18851.482,26.1,7.571,124.234,149.256516535465,141.036799575259,145.146658055367,3784.2,65.1019973754883,75.2529983520508,0.0081862,0.621261832346107,8.98333263397217
1969-10-01,159.409,21.898618670758,22.259635520465,148.916023116462,143.225998733264,135239,139988.633,7550.404,14220.517,10018.22,24804.358,23107.194,23003.536,18336.568,18947.836,26.291,7.612,123.63,148.834274196296,140.595395847717,144.714835022012,3766.3,64.9290008544922,74.8870010375977,0.00369,0.562058167646626,8.94000053405762
1970-01-01,158.214,21.6359429389235,22.0097129839426,147.79288427338,142.15312874964,135957,140626.0375,7607.9155,14349.622,10126.19,24964.754,23050.68,23072.3,18410.388,19044.188,25.79,7.618,122.982,147.666289306836,139.447108204391,143.556698755619,3760,65.2070007324219,74.4940032958984,0.005401,0.615916215715885,8.57333278656006
1970-04-01,157.089,21.3851669160599,21.7715736260314,146.267534197278,141.093404159463,136686,141263.443,7665.427,14478.728,10234.16,25125.15,22994.168,23141.062,18484.208,19140.54,25.876,7.6,121.777,146.562141099327,138.356593863558,142.459367481448,3767.1,66.0130004882812,73.7649993896484,0.0043209,0.593055053967078,7.88000011444092
1970-07-01,155.755,21.1033111248666,21.5019037901014,144.577992500688,139.846642748527,137455,141934.526,7710.796,14619.017,10376.245,25282.652,22952.118,23192.506,18554.908,19246.284,25.45,7.585,120.967,145.261543027499,137.077950727999,141.169746877753,3800.5,67.1709976196289,73.2740020751953,0.0051772,0.345387173231074,6.70333337783813
1970-10-01,154.983,20.8998953729254,21.3105155667165,143.437225769334,139.105060291479,138264,142605.609,7756.165,14759.306,10518.33,25440.156,22910.068,23243.95,18625.606,19352.028,25.741,7.619,119.808,144.483582090186,136.289577231651,140.386579660923,3759.8,66.7720031738281,72.5719985961914,0.00335,0.557205645426023,5.56666660308838
1971-01-01,155.361,20.8527388713317,21.2752309100456,143.381338906018,139.395712579874,139021,143276.6965,7801.5345,14899.596,10660.416,25597.658,22868.02,23295.394,18696.304,19457.774,25.528,7.593,120.388,144.775722905349,136.507038257409,140.641380581383,3864.1,68.7040023803711,72.9229965209961,0.0073999,0.648040437986452,3.85666656494141
1971-04-01,155.816,20.8163095594089,21.2505196559316,143.418889081023,139.763446147013,139826,143947.7795,7846.9035,15039.885,10802.501,25755.16,22825.97,23346.838,18767.004,19563.518,25.439,7.614,121.096,145.137362574498,136.786026647174,140.961694610839,3885.9,68.7720031738281,73.3519973754883,0.010845,0.566185401318961,4.56333351135254
1971-07-01,155.642,20.6930030757023,21.1300461326692,142.885680623116,139.562947521585,140596,144643.838,7897.438,15089.94,10801.374,26168.37,22797.092,23389.712,18829.896,19670.016,25.51,7.653,120.768,144.911366773506,136.507597032444,140.709481902978,3916.7,69.5709991455078,73.1529998779297,0.014396,0.436646427812775,5.47333335876465
1971-10-01,156.471,20.7035910850112,21.1433689765501,143.279987877638,140.2578369577,141393,145339.892,7947.973,15139.995,10800.248,26581.58,22768.212,23432.584,18892.788,19776.512,25.057,7.703,121.995,145.617728041538,137.104024150228,141.360876095885,3927.9,69.0120010375977,73.8970031738281,0.015018,0.346479776072556,4.75
1972-01-01,158.846,20.9176622986335,21.3600785975512,145.090274505587,142.333837756439,143017,146035.954,7998.508,15190.05,10799.122,26994.792,22739.334,23475.458,18955.68,19883.01,25.702,7.789,123.625,147.760843214715,139.049065639296,143.404954427007,3997.7,69.6949996948242,74.8840026855469,0.01468,0.674568718736225,3.53999996185303
1972-04-01,159.507,20.9050653325722,21.3500253983303,145.143814799622,142.682054097865,143760,146732.0125,8049.0425,15240.105,10797.995,27408.002,22710.456,23518.332,19018.572,19989.508,25.626,7.885,124.238,148.308367898012,139.489049761036,143.898708829525,4092.1,71.3789978027344,75.254997253418,0.0060878,0.25880363758489,4.30000019073486
1972-07-01,160.506,20.9369570207256,21.387336052108,145.503337208484,143.324878276814,144522,147426.0965,8091.2125,15318.889,10852.521,27734.278,22698.736,23549.636,19073.82,20107.004,25.735,7.924,125.196,149.17051376969,140.222682153044,144.696597961368,4131.1,71.5630035400391,75.8349990844727,0.0095084,0.419806601346096,4.74000024795532
1972-10-01,161.623,20.9838700937618,21.4395490573269,145.96649114157,144.064738012813,145211,148120.18,8133.382,15397.672,10907.046,28060.556,22687.016,23580.94,19129.066,20224.502,25.622,7.987,126.327,150.143590621263,141.058813421168,145.601202021215,4198.7,72.3030014038086,76.5210037231445,0.01154,0.573343789616104,5.14333343505859
1973-01-01,163.46,21.1233886723489,21.5842505600167,147.073557910775,145.436784582778,145943,148814.264,8175.552,15476.456,10961.572,28386.832,22675.296,23612.244,19184.312,20342,25.775,8.011,128.023,151.787602869045,142.523814464622,147.155708666832,4305.3,73.6699981689453,77.5479965209961,0.0079023,0.518297659293751,6.53666687011719
1973-04-01,165.008,21.2244387131531,21.6903680903405,148.089997033397,146.716177626129,146719,149508.348,8217.722,15555.24,11016.098,28713.108,22663.576,23643.548,19239.56,20459.496,25.909,8.011,129.401,153.166240582582,143.73864666093,148.452443621754,4355.1,73.8889999389648,78.3830032348633,0.0098833,0.666876031201411,7.81666660308838
1973-07-01,165.982,21.2503667286052,21.7213283147229,148.591920781445,147.48098113788,147471,150207.3625,8249.9675,15632.6,11083.349,29032.242,22667.968,23645.274,19311.624,20584.338,26.125,8.016,130.14,154.016244702956,144.457418811547,149.236831757249,4331.9,72.8880004882812,78.8300018310547,0.017015,0.8383849246068,10.5599994659424
1973-10-01,166.502,21.2181990060071,21.6940797615851,148.690083370195,147.838849867934,148219,150906.377,8282.213,15709.96,11150.6,29351.376,22672.358,23647,19383.69,20709.18,25.857,8.051,130.909,154.450117258228,144.786915822745,149.618516540483,4373.3,73.2080001831055,79.2959976196289,0.030209,0.851690129213353,9.99666690826416
1974-01-01,166.782,21.1558850693624,21.6365736044017,148.577835388743,147.98058444231,148982,151605.3875,8314.4585,15787.32,11217.851,29670.508,22676.748,23648.726,19455.756,20834.02,26.138,8.131,130.898,154.667073128594,144.914800653717,149.790936891151,4335.4,72.1989974975586,79.2890014648438,0.033668,0.822298241863507,9.32333374023438
1974-04-01,166.099,20.9725490302082,21.4579359878787,147.795506792508,147.445552094556,149750,152304.402,8346.704,15864.68,11285.102,29989.642,22681.14,23650.452,19527.82,20958.862,25.761,8.228,130.641,153.997081127267,144.214170225229,149.105625676244,4347.9,72.4899978637695,79.1340026855469,0.014219,1.01090016036019,11.25
1974-07-01,166.037,20.8665901565315,21.3589429913843,147.576038870234,147.461688225962,150493,153020.652,8371.069,15943.831,11366.828,30298.744,22683.026,23638.806,19611.448,21106.9,26.355,8.315,129.912,153.908839520825,144.061068662717,148.984954091766,4305.8,71.8690032958984,78.6910018920898,-0.0076841,1.25796834152237,12.0900001525879
1974-10-01,164.449,20.5707325034287,21.0699299966457,146.010769574178,146.122055272861,151256,153736.906,8395.434,16022.982,11448.554,30607.848,22684.912,23627.16,19695.076,21254.94,26.846,8.355,127.981,152.411813596936,142.592398953667,147.502106275296,4288.9,72.4739990234375,77.5220031738281,-0.023622,1.28014926295188,9.34666633605957
1975-01-01,160.714,20.0102986961493,20.5162212333692,142.552417817255,142.872606435148,151990,154453.159,8419.8,16102.132,11530.279,30916.952,22686.8,23615.514,19778.704,21402.978,26.989,8.418,123.918,148.930638812913,139.27186552111,144.101252167006,4237.6,73.5080032348633,75.0609970092773,-0.034095,0.986374792056552,6.3033332824707
1975-04-01,159.896,19.8165546723393,20.3290848287606,141.592822645236,142.114696460699,152704,155169.409,8444.165,16181.283,11612.005,31226.054,22688.686,23603.868,19862.332,21551.016,27.075,8.455,122.909,148.157528771109,138.487781332302,143.3226550517,4268.6,74.6829986572266,74.4499969482422,-0.01916,0.65613079072557,5.42000007629395
1975-07-01,160.859,19.8415148617662,20.3567674607617,142.21447585483,142.938198926671,153580,155907.567,8469.14,16251.921,11680.022,31545.514,22754.598,23571.734,19948.314,21686.324,26.818,8.557,124.169,149.038583700297,139.252070669319,144.145327184803,4340.9,75.4089965820312,75.2129974365234,0.00499,0.79966393938588,6.15999984741211
1975-10-01,162.893,19.9977218166313,20.5156036076041,143.782844201656,144.71130680685,154338,156645.728,8494.114,16322.558,11748.04,31864.974,22820.512,23539.6,20034.296,21821.634,27.02,8.602,125.953,150.9152389459,140.947777999775,145.931508472832,4397.8,75.5579986572266,76.2939987182617,0.010407,0.757365844990261,5.41333341598511
1976-01-01,164.851,20.1431767782482,20.6635963208495,145.282473176015,146.414598970038,155066,157383.891,8519.089,16393.196,11816.058,32184.434,22886.424,23507.468,20120.278,21956.944,27.046,8.662,127.777,152.724403032946,142.581437600638,147.652920316788,4496.8,76.6179962158203,77.3990020751953,0.010595,0.477476709779182,4.82666683197021
