"date","tothrs","avgwkhrs","avgwkhrs_adj","effhrsvw","effhrstorn","civnipop16","nipop16","nipop16_17","nipop18_21","nipop22_24","nipop25_34","nipop35_44","nipop45_54","nipop55_64","nipop65","gengovhrs","nprofhrs","bushrs","effhrs70","effhrs80","effhrs7080","rgdp","xbus","hrsbusindex","fisherdlp","dlp","ffr"
1950-07-01,123.827,22.04777532965,21.4302984928204,111.425700845805,111.054792075129,105282,108005.8385,4218.027,8839.34,6927.2515,23841.32,21508.004,17298.928,13261.376,12111.592,12.976,3.454,105.132,115.674343341923,109.097024681971,112.385684011938,1815.8,37.6780014038086,63.681999206543,,,
1950-10-01,125.444,22.2791261536515,21.665831376745,113.045045411372,112.489329505067,104979,108280.0375,4206.22,8814.572,6907.8735,23879.546,21576.632,17354.724,13332.866,12207.604,14.016,3.473,105.77,117.231500836025,110.589592840483,113.910546838243,1848.9,37.8600006103516,64.0690002441406,,,
1951-01-01,128.084,22.6905366350179,22.0813792837038,115.586589366013,114.840513641663,104604,108554.235,4194.4125,8789.804,6888.4955,23917.772,21645.258,17410.522,13404.355,12303.616,15.405,3.514,106.855,119.747620462078,112.988476603226,116.36804853264,1871.3,37.8470001220703,64.7259979248047,,,
1951-04-01,129.497,22.883053918399,22.2779896582426,117.140925304651,116.210093305447,104491,108828.434,4182.6055,8765.035,6869.1175,23955.998,21713.886,17466.32,13475.845,12399.627,16.395,3.52,107.406,121.119452074895,114.309603145554,117.714527610213,1903.1,38.0460014343262,65.0589981079102,,,
1951-07-01,128.925,22.7263430973685,22.1266479416321,116.896372397164,115.798561530525,104536,109094.847,4180.2945,8742.452,6838.7645,23984.014,21782.988,17530.61,13541.328,12494.396,17.062,3.53,106.126,120.636175162886,113.88143433499,117.258804748925,1941.1,39.1609992980957,64.2850036621094,,,
1951-10-01,129.239,22.7261948096808,22.1318181127307,117.449683861282,116.182176887444,104740,109361.26375,4177.98375,8719.868,6808.411,24012.032,21852.092,17594.9,13606.812,12589.165,17.18,3.548,106.493,120.982752865329,114.238076649984,117.610414757645,1944.4,38.9949989318848,64.5059967041016,,,
1952-01-01,129.732,22.757447955831,22.1683397676442,118.162584921515,116.726911679619,104868,109627.677,4175.673,8697.285,6778.058,24040.048,21921.194,17659.19,13672.295,12683.934,17.324,3.597,106.978,121.49785395927,114.755577503767,118.126715731507,1964.7,39.1349983215332,64.8000030517578,,,
1952-04-01,129.231,22.6146059215881,22.0307165263869,117.931738247359,116.343202525784,104996,109894.09,4173.362,8674.702,6747.705,24068.064,21990.296,17723.48,13737.778,12778.703,17.649,3.617,105.87,121.082317840914,114.395599441923,117.738958641408,1966,39.4939994812012,64.1289978027344,,,
1952-07-01,129.764,22.6555102465894,22.0803504164109,118.641410825662,116.890674470424,105346,110148.10575,4187.96175,8660.54,6704.607,24077.736,22052.918,17796.252,13791.653,12876.438,17.614,3.656,106.211,121.635474941904,114.952227300122,118.293851121003,1978.8,39.6059989929199,64.3359985351562,,,
1952-10-01,132.172,23.0228291828937,22.4563421656023,121.067352046466,119.128941515953,105706,110402.1235,4202.5615,8646.379,6661.509,24087.408,22115.54,17869.026,13845.528,12974.172,17.597,3.698,108.8,123.946847798595,117.172469317127,120.559658557852,2043.8,40.1619987487793,65.9029998779297,,,
1953-01-01,132.645,23.052181253941,22.494310838756,121.722779447561,119.624935310386,106678,110656.1395,4217.161,8632.218,6618.4105,24097.078,22178.164,17941.8,13899.402,13071.906,17.615,3.722,109.342,124.443840166523,117.679282176577,121.061561171542,2082.3,40.757999420166,66.2320022583008,,,
1953-04-01,132.495,22.9733765834524,22.4240673352,121.787315867568,119.543103124715,106910,110910.1555,4231.761,8618.056,6575.3125,24106.75,22240.786,18014.572,13953.277,13169.641,17.404,3.767,109.19,124.355109853949,117.633061938772,120.994085896354,2098.1,41.1300010681152,66.1399993896484,,,
1953-07-01,131.624,22.764394525983,22.2262265206296,121.184140921791,118.810277086565,107132,111192.5365,4252.475,8615.786,6540.8785,24106.952,22294.172,18097.208,14006.935,13278.13,17.381,3.793,108.231,123.587577145739,116.944976413702,120.266276779715,2085.4,41.1399993896484,65.5589981079102,,,
1953-10-01,130.014,22.4289856100156,21.90189753016,119.893599448894,117.409336803064,107504,111474.9135,4273.189,8613.516,6506.4445,24107.156,22347.556,18179.842,14060.592,13386.618,17.648,3.847,106.445,122.123272560545,115.59717409089,118.860223325713,2052.5,41.0219993591309,64.4769973754883,,,
1954-01-01,128.921,22.1842353387796,21.6681664519597,119.072709710281,116.474134618542,107880,111757.289,4293.9035,8611.245,6472.0105,24107.358,22400.94,18262.476,14114.25,13495.106,17.353,3.899,105.782,121.141453480389,114.705400932012,117.923427206197,2042.4,40.992000579834,64.0759963989258,,,
1954-04-01,127.36,21.8603889964222,21.3552788427951,117.808367337067,115.110839318445,108184,112039.67,4314.6175,8608.975,6437.5765,24107.56,22454.326,18345.112,14167.908,13603.595,17.203,3.966,104.324,119.716666465552,113.393321727357,116.554994096451,2044.3,41.5540008544922,63.193000793457,,,
1954-07-01,126.936,21.7308609966467,21.2354206218325,117.589663418121,114.774185911449,108440,112332.269,4328.858,8611.226,6419.641,24093.446,22516.228,18425.858,14227.292,13709.72,17.118,4.015,103.925,119.357609079568,113.0897794455,116.223694262531,2066.9,42.1910018920898,62.951000213623,,0.0778538269866402,1.02666664123535
1954-10-01,128.134,21.8789637693014,21.3931401617218,118.871347448258,115.904147318324,108798,112624.867,4343.098,8613.476,6401.706,24079.332,22578.13,18506.604,14286.675,13815.846,17.327,4.09,104.656,120.521506664083,114.228874306781,117.375190485429,2107.8,42.8009986877441,63.3940010070801,,0.122396227882774,0.986666679382324
1955-01-01,130.015,22.1426197865174,21.666360414766,120.787604876616,117.652778426734,109078,112917.4635,4357.338,8615.727,6383.7705,24065.216,22640.032,18587.35,14346.058,13921.972,17.165,4.154,106.596,122.326253925359,115.975415631704,119.150834778528,2168.5,43.4749984741211,64.5690002441406,0.01551,0.208688730737691,1.34333336353302
1955-04-01,131.031,22.2579766094284,21.79122916362,121.872048683669,118.591215304504,109544,113210.0625,4371.5785,8617.978,6365.835,24051.102,22701.934,18668.096,14405.442,14028.097,17.035,4.23,107.713,123.315528534097,116.94856593652,120.132047235304,2204,43.8139991760254,65.2460021972656,0.0062898,0.182074814325418,1.5
