"czone","statefip","city","yr","t2","timepwt48","reg_midatl","reg_encen","reg_wncen","reg_satl","reg_escen","reg_wscen","reg_mount","reg_pacif","l_popcount","l_shind_manuf_cbp","l_sh_popedu_c","l_sh_popfborn","l_sh_empl_f","l_sh_routine33","l_task_outsource","d_sh_empl","d_sh_empl_mfg","d_sh_empl_nmfg","d_sh_unempl","d_sh_nilf","d_avg_lnwkwage","d_avg_lnwkwage_mfg","d_avg_lnwkwage_nmfg","d_tradeusch_pw","d_tradeotch_pw_lag"
402,51,"undefined",1990,0,0.00036491992068477,0,0,0,1,0,0,0,0,89934.3358185291,61.8196716308594,30.7956523895264,0.750681638717651,67.4001235961914,34.0864791870117,0.428130596876144,-5.21331405639648,-9.88196182250977,4.66865301132202,0.927406013011932,4.2859034538269,11.2548828125,11.5649700164795,11.6925239562988,3.27667141380185,1.85419345808218
402,51,"undefined",2000,1,0.000326796784065664,0,0,0,1,0,0,0,0,91368.0297738314,47.4429512023926,39.2128105163574,2.84079933166504,63.5037841796875,33.6079025268555,-0.170951038599014,-3.78875207901001,-11.872350692749,8.08359050750732,3.21398687362671,0.574776113033295,-1.09958648681641,-3.37770986557007,0.55973869562149,9.94108102929606,3.96714179337603
500,37,"Greensboro NC",1990,0,0.00366679951548576,0,0,0,1,0,0,0,0,903681,39.2569427490234,41.5323181152344,1.79850852489471,70.9934921264648,34.9975204467773,0.321018368005753,-3.5585880279541,-7.25831985473633,3.69973182678223,0.383401274681091,3.1751856803894,15.7078266143799,18.6031341552734,14.8757934570312,2.05050014471393,1.10781382525301
500,37,"Greensboro NC",2000,1,0.00378754618577659,0,0,0,1,0,0,0,0,1058947.46988678,29.3266201019287,48.1010665893555,6.57351541519165,68.1034774780273,34.369312286377,0.0797874480485916,-3.83097791671753,-7.54923295974731,3.71825695037842,2.42646789550781,1.40450894832611,-2.14249753952026,2.64944338798523,-2.50646042823792,4.67178760389288,3.9520253431684
601,37,"undefined",1990,0,0.000330636219587177,0,0,0,1,0,0,0,0,81485.138859868,47.7615928649902,38.8012428283691,1.24009108543396,62.2356643676758,29.1360645294189,-0.0770720690488815,1.14913582801819,-1.32986760139465,2.47900485992432,-0.291461497545242,-0.857678055763245,19.5992469787598,18.7397956848145,20.1242446899414,2.57285269813057,3.70039447045002
601,37,"undefined",2000,1,0.000322128791594878,0,0,0,1,0,0,0,0,90062.9259970486,38.8516654968262,42.0613327026367,4.64880084991455,64.9245300292969,31.0309028625488,-0.331421554088593,-3.57743692398071,-10.3073844909668,6.72995233535767,1.68892848491669,1.88851356506348,-6.03457880020142,-5.84609174728394,-6.26298332214355,6.87960854327043,5.08177587999559
602,51,"undefined",1990,0,0.00023671357485,0,0,0,1,0,0,0,0,58337.9466968477,56.3792724609375,32.6884307861328,1.05589389801025,60.4665031433105,29.8049278259277,0.000649308785796165,-4.95188236236572,-7.78852558135986,2.83664178848267,-0.282832980155945,5.23471832275391,15.137767791748,16.0141468048096,14.7675514221191,4.30258311577138,4.17761776229892
602,51,"undefined",2000,1,0.000229535493417643,0,0,0,1,0,0,0,0,64175.069777146,45.0672760009766,36.5316047668457,2.60507345199585,58.1919860839844,30.3286724090576,-0.816774666309357,-0.953393340110779,-7.75680637359619,6.80341482162476,1.07486009597778,-0.121474266052246,-3.27389574050903,2.87812089920044,-4.1008677482605,9.85759218165096,9.80616929958555
700,45,"undefined",1990,0,0.00127993989735842,0,0,0,1,0,0,0,0,315440.568162069,39.7759742736816,34.9886932373047,1.86491107940674,65.7103424072266,33.3413543701172,-0.0144849438220263,-3.31175923347473,-6.52831363677979,3.21655869483948,-0.0561613589525223,3.36791563034058,14.160680770874,17.2108173370361,13.9863967895508,0.945886281670405,1.3601246557803
700,45,"undefined",2000,1,0.00126404082402587,0,0,0,1,0,0,0,0,353408.971628726,30.5957221984863,41.9084739685059,4.2572340965271,65.0757446289062,34.3574409484863,-0.179184824228287,-6.24044466018677,-8.56894302368164,2.32849812507629,2.79652762413025,3.44392251968384,1.68330335617065,8.68906307220459,1.48044312000275,3.61788094922749,2.93570824963325
800,37,"undefined",1990,0,0.00147635012399405,0,0,0,1,0,0,0,0,363845.775652885,51.0656661987305,35.6362152099609,1.41375756263733,69.2347640991211,37.7475776672363,0.092378631234169,-4.51640510559082,-8.5912914276123,4.07488632202148,0.195406004786491,4.32099866867065,14.127254486084,17.2360897064209,12.2920036315918,1.46638849262402,1.08408414058798
800,37,"undefined",2000,1,0.0014731049304828,0,0,0,1,0,0,0,0,411860.522478104,37.7400588989258,42.0464782714844,3.96633410453796,64.6879043579102,35.3776473999023,-0.217626661062241,-5.28419017791748,-11.6928863525391,6.40869140625,3.02383255958557,2.26036357879639,-0.132152006030083,5.07034587860107,-0.696386635303497,4.06753070604061,4.43612894616216
900,37,"Charlotte NC",1990,0,0.00445597060024738,0,0,0,1,0,0,0,0,1098171.83434445,25.5708923339844,47.9696159362793,3.29664540290833,69.563850402832,33.0031394958496,0.347166210412979,-1.69477462768555,-4.87144756317139,3.17667126655579,0.529500842094421,1.16527378559113,19.4651126861572,19.7576522827148,19.7393417358398,0.836801808320326,1.00152961024661
