"date","mps","mps_orth","nfp_surp","nfp_12m","sp500_3m","slope_3m","bcom_3m","tr_skew"
2003-09-01,0.00440175731778256,0.0192552519435647,-0.108,-0.00332898980444263,0.016192514006776,1.01,0.0170167133595767,0.409687956521739
2003-10-01,-0.0826539921886331,-0.106412530610343,0.077,-0.00188686537284966,0.0319761602270328,-0.02,0.0931991250723421,0.492356043478261
2003-11-01,0,0,,,,,,
2003-12-01,0.0434388171674899,0.0199137290187301,-0.09,-0.0010340906095383,0.0458397840806448,-0.0800000000000001,0.134332076865846,0.31893447826087
2004-01-01,0.151906047872117,0.123998446935991,-0.147,0.000957623328870838,0.104666342557556,-0.0699999999999998,0.100581112304774,0.37060647826087
2004-02-01,0,0,,,,,,
2004-03-01,-0.0564964570692924,-0.0932829435986274,-0.104,0.00290127086175751,0.0409449849380987,-0.56,0.0873305755371936,0.569244913043478
2004-04-01,0,0,,,,,,
2004-05-01,0.00812230868562132,-0.015212580380489,0.208,0.00942721586960715,-0.0147631034451745,0.29,0.0858928563154322,0.543441043478261
2004-06-01,-0.0124894303451649,-0.000151947258355265,0.028,0.0114324488993454,0.024059341928715,0.37,-0.0557133169390251,0.231969
2004-07-01,0,0,,,,,,
2004-08-01,0.0555482778671172,0.0543602472411217,-0.193,0.0127160784409828,-0.0515124739107717,-0.96,-0.032440821572715,0.226044130434783
2004-09-01,-0.0113886024644897,-0.0211229343743677,-0.006,0.0136062750230224,-0.00873910408211565,-1.03,0.010145174112643,0.0498503913043478
2004-10-01,0,0,,,,,,
2004-11-01,-0.0207396797077644,-0.0578332799324014,0.157,0.0151862744899365,0.0887497248717617,-0.68,0.0666059324718233,0.228677695652174
2004-12-01,-0.00469202755595511,-0.0311921376015577,-0.087,0.0154152814329063,0.0643983767886631,-0.58,0.0349934772398885,0.283474695652174
2005-01-01,0,0,,,,,,
2005-02-01,-0.0106513129317122,-0.0283634627774062,-0.018,0.0152766256127226,0.0535078099543647,-0.49,-0.0328746076100188,0.379921608695652
2005-03-01,0.0896639911319436,0.0590975942079349,0.043,0.0167595971473169,-0.0183641904917788,-0.31,0.101979329691548,0.387532782608696
2005-04-01,0,0,,,,,,
2005-05-01,0.0285730075392391,0.00700462116385444,-0.115,0.0158992342233581,-0.0106047529351461,-0.35,0.0713440501528275,0.328149391304348
2005-06-01,0.0595896752972866,0.04427941306526,-0.097,0.0150277905345,0.0291664968222483,-0.87,-0.0027772211923125,0.17887252173913
2005-07-01,0,0,,,,,,
2005-08-01,-0.00852540841226757,-0.0397433448226532,0.027,0.0183888524312543,0.0421640576568407,-0.5,0.0860037334825918,0.212722739130435
2005-09-01,0.0275283994211206,0.00287801710109787,-0.021,0.0192100671052184,0.0164296605518599,-0.42,0.092697160241312,0.146009869565217
2005-10-01,0,0,,,,,,
2005-11-01,0.0154232326513571,0.000487406800922366,0.108,0.0165571531478399,-0.0222605548592743,-0.25,0.0693278416317931,0.181797956521739
2005-12-01,-0.0189224237015383,-0.0450084971364803,0.006,0.0186316181705894,0.0151487162939308,-0.01,0.0956824693857019,0.31314047826087
2006-01-01,0.0417349799762332,0.0102751437470488,-0.092,0.0188733462787436,0.0714725086917181,-0.53,0.0668827629555881,0.226906304347826
2006-02-01,0,0,,,,,,
2006-03-01,0.0594603641485793,0.0458244797987387,0.043,0.0200851355914899,0.0327918715698488,-0.32,-0.0165986373712377,0.261463565217391
2006-04-01,0,0,,,,,,
2006-05-01,0.0666465695495827,0.0412582957179021,-0.062,0.0199839813802445,0.0472130846136496,0.17,0.131121072984519,0.148659347826087
2006-06-01,-0.0333486592312389,-0.0355505904170339,-0.105,0.018968168182143,-0.0436635393797911,0.06,0.0699467645568737,0.099362652173913
2006-07-01,0,0,,,,,,
2006-08-01,-0.0247146648977676,-0.0271005110058352,-0.033,0.016432008568799,-0.0281933032584973,-0.44,0.0191154265001847,0.0848308695652174
2006-09-01,0.0279454976758199,0.0281568627209711,0.003,0.0161739327795551,0.0514674646226174,-0.43,-0.0258484686808558,-0.0258691739130435
2006-10-01,-0.0014751933059559,-0.0114485182364273,-0.074,0.0167519956048494,0.0883494614040474,-0.24,0.0352241272207632,-0.0430273913043478
2006-11-01,0,0,,,,,,
2006-12-01,-0.0258644771064585,-0.0409369743578474,0.022,0.0151949672335903,0.084210261908332,-0.28,0.0896070337566313,-0.138497130434783
2007-01-01,-0.00067807504312519,0.0069298435048002,0.052,0.015352104491507,0.0366657848897978,0.22,0.00847372004794344,-0.046006347826087
2007-02-01,0,0,,,,,,
2007-03-01,-0.0895951027692115,-0.0639605715202673,-0.003,0.0133487535836281,-0.000439326844975163,-0.14,0.0116828701349876,-0.429452130434783
2007-04-01,0,0,,,,,,
2007-05-01,0.0502743463727023,0.0489146440937042,-0.018,0.0119102892314817,0.0401459812377993,0.1,0.0761794441104735,-0.0776722608695652
2007-06-01,0.0243760883350289,0.0115561253112144,0.017,0.012733544280664,0.0467773738197819,0.76,0.0262355410670967,0.541288043478261
2007-07-01,0,0,,,,,,
2007-08-01,-0.0254501064454596,0.000548028088061352,-0.038,0.0110722128795366,-0.0233810641510006,0.09,-0.0118996989820346,-0.167799086956522
2007-09-01,-0.172711047108709,-0.129420098280327,-0.117,0.00967590956667053,-0.0308863671109494,-0.19,0.0196485733349743,-0.690154956521739
2007-10-01,0.0863495747616983,0.102006729875313,0,0.00929704653816366,0.0380154463891369,0.62,0.091892213123093,-0.283549347826087
2007-11-01,0,0,,,,,,
2007-12-01,0.0816004039168684,0.118259181694361,0.029,0.00888300757928207,0.0420400614978709,0.72,0.0927854435338409,-0.719907826086957
2008-01-01,-0.190377597607539,-0.14276856279422,-0.048,0.00830777469420596,-0.149271569718014,0.38,0.0842600481109939,-0.502163478260869
2008-02-01,0,0,,,,,,
2008-03-01,0.122991965679531,0.139765704130569,-0.093,0.00558211118833363,-0.138678641717882,1.01,0.212773176546073,-0.0544056086956522
2008-04-01,-0.065172174217217,-0.0526605573759184,-0.03,0.00343431314444409,0.0443422938713383,0.98,0.116985537796636,-0.105080217391304
2008-05-01,0,0,,,,,,
2008-06-01,-0.0497780716417898,-0.0482210641987873,0.001,-0.00105858478562837,-0.0267191037466681,0.0499999999999998,0.140897006214167,-0.0350256956521739
2008-07-01,0,0,,,,,,
2008-08-01,-0.0191297854911428,0.0177691601606116,0.014,-0.00399225308306939,-0.120770272181148,-0.12,-0.0510454133023135,0.122126826086957
2008-09-01,0.103026857843673,0.186478941112954,-0.011,-0.00587155516794269,-0.116352949728708,0.27,-0.259473060991352,0.0250360869565217
2008-10-01,-0.0304042081799088,0.101345022926147,-0.059,-0.00977953090333372,-0.228766970224535,0.63,-0.373371865720341,-0.113197695652174
2008-11-01,0,0,,,,,,
2008-12-01,-0.249539916043242,-0.101565017494515,-0.238,-0.0200490945281349,-0.365409725167273,0.0499999999999998,-0.378701749289275,-0.0834054347826087
