"code","euro1900","avexpr","logpgp95","cons1","cons90","ex2col","urbz1995","pd1500s","lpd1500s","lpd1000s","sjb1500","baserf"
"GNQ",,,,,,0,42.2000007629395,1.5,0.405465096235275,-0.290352255105972,,
"GRC",100,7.81818199157715,9.39764976501465,,,0,59.2000007629395,7.7579517364502,2.04871845245361,2.04871845245361,3.5,
"GRD",10,,8.41847705841064,,,1,35.7999992370605,1.46000003814697,0.378436475992203,-0.182721629738808,,
"GTM",20,5.13636350631714,8.29404926300049,1,4,1,38.9000015258789,1.54000008106232,0.431782454252243,0.143234208226204,9.19999980926514,1
"GUF",,,,,,0,,1.46000003814697,0.378436475992203,-0.182721555233002,,
"GUM",,,,,,0,38.2999992370605,,,,,
"GUY",2,5.88636350631714,7.90470409393311,7,4,1,35.4000015258789,0.212999999523163,-1.5464631319046,-0.182721629738808,0,1
"HKG",4,8.1363639831543,10.049750328064,,,1,95.0299987792969,0.0873446017503738,-2.43789410591125,,3,1
"HND",20,5.31818199157715,7.68708038330078,3,5,1,43.7999992370605,1.53999996185303,0.431782394647598,0.143234208226204,9.19999980926514,1
"HRV",100,,8.41847705841064,,,0,55.7999992370605,8.64999961853027,2.15755939483643,1.90210747718811,5,
"HTI",0,3.72727274894714,7.14677238464355,1,1,1,31.7999992370605,1.32000017166138,0.277631878852844,-0.182721629738808,3,1
"HUN",100,9,8.80986309051514,,,0,64.5999984741211,13.5369291305542,2.60542154312134,1.68913066387177,6.5,
"IDN",0,7.59090900421143,8.0709056854248,1,2,1,35.4000015258789,4.27805709838867,1.45349895954132,0.727561950683594,7.26999998092651,1
"IND",0,8.27272701263428,7.32600021362305,7,7,1,26.7999992370605,23.7000007629395,3.16547513008118,2.92959237098694,8.53999996185303,1
"IRL",,9.72727298736572,9.76938438415527,,,0,57.5,11.6127157211304,2.45210075378418,1.47127139568329,,
"IRN",0,4.77272748947144,8.60520362854004,,,0,59.0299987792969,8.00000095367432,2.0794415473938,2.22439026832581,14.6099996566772,
"IRQ",0,1.63636362552643,,,,0,74.5,11.3499994277954,2.42921757698059,3.12956094741821,7.40000009536743,
"ISL",100,9.72727298736572,9.94366931915283,,,0,91.5,60.0000038146973,4.09434461593628,3.90952610969543,,
"ISR",0,8.54545497894287,9.78414058685303,,,0,90.6999969482422,8.33399963378906,2.12034344673157,2.12106323242188,12.6999998092651,
"ITA",100,9.45454502105713,9.89797210693359,,,0,66.629997253418,34.006664276123,3.52655649185181,2.83340930938721,17.5,
"JAM",1.89999997615814,7.09090900421143,8.18868923187256,7,7,1,53.7000007629395,4.61999988555908,1.53039467334747,-0.182721704244614,3,1
"JOR",0,6.77272748947144,8.17188167572021,,,0,71.4000015258789,41.6699981689453,3.72978138923645,3.72970128059387,,
"JPN",0,9.72727298736572,10.0340766906738,,,0,78.0999984741211,282.189514160156,5.64257907867432,4.31344318389893,6.5,
"KAZ",,,8.13153076171875,,,0,59.5999984741211,0.875,-0.133531391620636,-0.470003634691238,4.5,
"KEN",0,6.04545450210571,7.05617523193359,5,3,1,28.6000003814697,2.63555550575256,0.969093978404999,0.340485244989395,,
"KGZ",,,7.57558488845825,,,0,38.7999992370605,0.875,-0.133531391620636,-0.470003634691238,,
"KHM",,,7.1228666305542,,,0,20.3999996185303,8.49762058258057,2.13978624343872,1.73432111740112,,
"KIR",,,,,,0,35.7000007629395,,,,,
"KNA",10,,8.89013481140137,,,1,34,1.46000015735626,0.378436535596848,-0.182721629738808,,
"KOR",0,8.6363639831543,9.41572761535645,,,0,81.2799987792969,40.514533996582,3.70166087150574,3.23165726661682,8.68000030517578,
"KWT",0,7.04545450210571,9.80366706848145,,,0,97,1,0,1.72484874725342,,
"LAO",0,,7.09007692337036,5,3,1,20.7000007629395,1.73310220241547,0.549912989139557,-0.143234193325043,7.26999998092651,1
"LBN",,,8.63763904571533,,,0,87.5,15,2.70805025100708,2.70805025100708,,
"LBR",0,3.63636374473572,,7,1,0,45,4.23000001907349,1.44220197200775,0.990284383296967,,
"LBY",0,5.27272748947144,,3,1,1,85.3000030517578,14.2082586288452,2.6538233757019,2.6538233757019,8.73999977111816,
"LCA",10,,8.55833530426025,,,1,37.2000007629395,1.46000003814697,0.378436475992203,-0.182721629738808,,
"LKA",0,6.04545450210571,7.73193073272705,7,5,1,22.1000003814697,15.4726905822754,2.73907661437988,2.5159330368042,8.53999996185303,1
"LSO",0,,7.30653142929077,7,1,1,24,0.491380006074905,-0.710537493228912,,,
"LTU",100,,8.2374792098999,,,0,72,0.709999978542328,-0.342490345239639,-0.175544589757919,4.5,
"LUX",100,10,10.2887496948242,,,0,89.0800018310547,18.6000003814697,2.92316150665283,,,
"LVA",100,,8.15478801727295,,,0,72.8000030517578,0.709999978542328,-0.342490345239639,-0.175544589757919,4.5,
"MAC",,,,,,0,98.8000030517578,,,,,
"MAR",1,7.09090900421143,8.04237842559814,1,2,1,51.7999992370605,9.08369731903076,2.20648121833801,2.49416351318359,17.7900009155273,1
"MDA",100,,7.37775897979736,,,0,51.5999984741211,0.709999978542328,-0.342490345239639,1.24415457248688,3,
"MDG",0,4.45454549789429,6.8351845741272,4,3,1,26.3999996185303,1.20370054244995,0.18540059030056,-1.06736242771149,,
"MDV",,,8.11671543121338,,,0,26.8999996185303,,,,,
"MEX",15.0000009536743,7.5,8.94376754760742,3,3,1,73.4000015258789,2.61959767341614,0.963020741939545,0.452195137739182,14.8400001525879,1
"MKD",100,,8.06148719787598,,,0,59.8600006103516,8.64999961853027,2.15755939483643,1.90210747718811,5,
"MLI",0,4,6.56526517868042,3,1,1,26.7999992370605,1,0,-0.405465066432953,,
"MLT",,7.22727251052856,9.42706298828125,,,0,89.3199996948242,62.5,4.13516664505005,,,
"MMR",0,5.77272748947144,,7,1,1,25.7999992370605,6.08318758010864,1.80552887916565,1.11238169670105,8.47999954223633,
"MNG",0,7.36363649368286,7.29979753494263,,,0,60.7999992370605,0.381999999284744,-0.96233469247818,-1.14199101924896,,
"MOZ",2.5,6.5,6.46146821975708,2,3,1,33.7999992370605,1.27536380290985,0.243231475353241,-0.960741341114044,,
"MRT",0,,7.41457271575928,5,3,1,51.2000007629395,3,1.0986123085022,0.6931471824646,,
"MTQ",20,,9.53999996185303,,,0,93.3000030517578,1.46000003814697,0.378436475992203,-0.182721629738808,,
"MUS",5,,9.05368614196777,7,7,1,40.5,0,,,,
"MWI",2.70000004768372,6.81818199157715,6.46146821975708,1,1,1,13.5,0.790000021457672,-0.235722303390503,-0.923818945884705,,
"MYS",0,7.95454549789429,8.89425849914551,7,7,1,53.5999984741211,1.21747064590454,0.19677546620369,-0.49637171626091,7.26999998092651,1
"NAM",0,,8.51519107818604,3,3,1,36,0.140000000596046,-1.96611285209656,-2.64507532119751,,
"NCL",,,,,,0,62,,,,,
"NER",0,5,6.73340177536011,3,3,1,18.2000007629395,1,0,-0.405465066432953,,
"NGA",0,5.54545450210571,6.8134446144104,7,1,1,39.5,4.23000001907349,1.44220197200775,0.990284383296967,,
"NIC",20,5.22727251052856,7.5443320274353,1,3,1,62.0999984741211,1.53999996185303,0.431782394647598,0.143234208226204,9.19999980926514,1
"NLD",100,10,9.89696598052979,,,0,89.0199966430664,26.5330181121826,3.2783899307251,2.1797776222229,23,
"NOR",100,9.95454502105713,10.0239334106445,,,0,73.1699981689453,43.4551162719727,3.771728515625,3.0785813331604,6.5,
"NPL",0,,6.9373140335083,1,7,1,10.3000001907349,13.9860143661499,2.63805794715881,2.35037565231323,,
"NZL",93,9.72727298736572,9.75614738464355,7,7,1,85.9000015258789,0.370000004768372,-0.994252264499664,,3,1
"OMN",0,7.13636350631714,9.20833873748779,,,0,75.5999984741211,1,0,-0.0604363568127155,,
"PAK",0,6.04545450210571,7.35244131088257,1,3,1,34.2999992370605,23.7000007629395,3.16547513008118,2.92959237098694,8.53999996185303,1
"PAN",20,5.90909099578857,8.83637428283691,3,7,1,55.5999984741211,1.53999996185303,0.431782394647598,0.143234208226204,9.19999980926514,1
"PER",30.0000019073486,5.77272748947144,8.39615440368652,1,7,1,70.9000015258789,1.5625,0.446287095546722,0.158605024218559,10.4899997711182,1
"PHL",1,5.45454549789429,8.09864330291748,3,7,1,54,1.67689573764801,0.516944289207458,-1.09249353408813,3,1
"PNG",0,7.27272748947144,,7,7,1,16,1.52999997138977,0.425267726182938,,3,
"POL",100,7.68181800842285,8.65521430969238,,,0,63.7000007629395,13.1397409439087,2.5756413936615,1.41249048709869,6,
"PRI",,,,,,0,73.3000030517578,5.6399998664856,1.72988402843475,-0.182721629738808,,
"PRK",0,,,,,0,61.2000007629395,,,,,
"PRT",100,9.18181800842285,9.48948574066162,,,0,35.5900001525879,13.6612024307251,2.61455988883972,1.88059067726135,12,
"PRY",25,6.95454549789429,8.20794677734375,1,5,1,52.4000015258789,0.503397941589355,-0.686374306678772,-1.37952148914337,0,1
"PYF",,,,,,0,56.4000015258789,1.52999997138977,0.425267726182938,,,
"QAT",0,7.72727251052856,9.68533134460449,,,0,91.4000015258789,1,0,0,,
"REU",,,,,,0,67.6999969482422,0,,,,
"ROM",100,7.27272748947144,8.3870849609375,,,0,55.9000015258789,8.68281650543213,2.16134595870972,1.24505519866943,3,
"RUS",100,8.45454502105713,8.40514373779297,,,0,75.9000015258789,0.710542678833008,-0.341726273298264,-1.43983113765717,4.5,
"RWA",0,,6.47697257995605,1,1,1,5.69999980926514,25,3.21887588500977,2.4849066734314,,
"SAU",0,7.59090900421143,9.23989963531494,,,0,82.8000030517578,1.4761905670166,0.389464825391769,0.389858990907669,7.59999990463257,
"SDN",0,4,7.30653142929077,7,1,1,31.2999992370605,14.0291805267334,2.6411395072937,0.0508722960948944,,
"SEN",0,6,7.40245151519775,3,3,1,43.7000007629395,4.23000001907349,1.44220197200775,0.990284383296967,,
"SGP",4,9.31818199157715,10.1464338302612,7,3,1,100,0.0873446017503738,-2.43789410591125,,3,1
"SLB",,,7.79975318908691,,,0,17,,,,,
"SLE",0,5.81818199157715,6.25382900238037,,3,1,33.2999992370605,4.23000001907349,1.44220197200775,0.990284383296967,,
"SLV",20,5,7.94803190231323,3,,1,45,1.53999996185303,0.431782394647598,0.143234208226204,9.19999980926514,1
"SOM",0,3,,7,1,1,25.6000003814697,1.27522552013397,0.243123039603233,-0.450024127960205,,
"STP",100,8.40909099578857,,,,0,42.9000015258789,,,,,
"SUR",1,4.68181800842285,8.01000022888184,,,1,49.0999984741211,0.212999999523163,-1.5464631319046,-0.182721629738808,,
"SVK",100,,8.85223579406738,,,0,58.7799987792969,23.1000003814697,3.13983273506165,2.26176309585571,6.5,
"SVN",,,9.30018138885498,,,0,51.2999992370605,4.09999990463257,1.41098690032959,1.90210747718811,5,
"SWE",100,9.5,9.86630439758301,,,0,83.0999984741211,48.5885047912598,3.88338708877563,3.19023990631104,6.5,
"SWZ",0,,8.10772037506104,2,1,1,31.1000003814697,0.491380006074905,-0.710537493228912,,,
"SYC",0,,,,,0,54.4000015258789,0,,,,
"SYR",0,5.81818199157715,8.02943325042725,,,0,52.2000007629395,15,2.70805025100708,2.70805025100708,12.6999998092651,
"TCD",0,,6.8351845741272,1,1,1,22.2000007629395,1,0,-0.405465066432953,,
"TGO",0,6.90909099578857,7.2225661277771,3,1,1,30.7000007629395,4.23000001907349,1.44220197200775,0.990284383296967,,
"THA",0,7.63636350631714,8.77493095397949,,,0,20,3.91473698616028,1.36474812030792,0.671600937843323,10.8199996948242,
"TJK",,,6.8875527381897,,,0,32.2000007629395,0.875,-0.133531391620636,-0.470003634691238,,
"TKM",,,7.64012336730957,,,0,44.8800010681152,0.875,-0.133531391620636,-0.470003634691238,,
"TON",,,,,,0,41,,,,,
"TTO",40,7.45454549789429,8.76873016357422,7,7,1,71.6999969482422,1.46000003814697,0.378436475992203,-0.182721629738808,,
"TUN",3,6.45454549789429,8.4826021194458,1,3,1,61.9000015258789,11.7030239105225,2.45984721183777,2.68299078941345,12.3000001907349,1
"TUR",0,7.45454549789429,8.64117908477783,,,0,69.1999969482422,8.18575191497803,2.10239505767822,2.24971961975098,11.5600004196167,
"TWN",0,9.22727298736572,,,,0,,,,,,
"TZA",0,6.63636350631714,6.25382900238037,3,3,1,24.2000007629395,1.9805566072464,0.683377921581268,-0.0993814319372177,,
"UGA",0,4.45454549789429,6.96602439880371,7,3,1,12.5,7.51314783096313,2.01665449142456,1.38804590702057,,
"UKR",100,,7.81197357177734,,,0,70.1999969482422,0.709999978542328,-0.342490345239639,-0.175544589757919,4.5,
"URY",60.0000038146973,7,9.03121376037598,1,3,1,90.3000030517578,0,-2.21072196960449,,0,1
"USA",87.5,10,10.2157402038574,7,7,1,76.0999984741211,0.0873446390032768,-2.4378936290741,-3.1310408115387,0,1
"UZB",,,7.80791664123535,,,0,41.0999984741211,0.875,-0.133531391620636,-0.470003634691238,4.5,
"VCT",10,,8.31874179840088,,,1,48.0999984741211,1.46000003814697,0.378436475992203,-0.182721629738808,,
"VEN",20,7.13636350631714,9.07107830047607,1,3,1,85.8000030517578,0.439999997615814,-0.820980548858643,-1.07846629619598,0,1
"VIR",,,,,,0,45.0999984741211,1.46000003814697,0.378436475992203,-0.182721629738808,,
"VNM",0,6.40909099578857,7.27931880950928,1,3,1,19.3999996185303,6.14458179473877,1.81557071208954,0.8992800116539,7.26999998092651,1
"VUT",,,8.14031600952148,,,0,18.8999996185303,,,,,
"WBG",,,,,,0,,,,,12.6999998092651,
"WSM",,,7.86710548400879,,,0,21,,,,,
"YEM",0,6.36363649368286,6.64639043807983,,,0,33.5,4.69000005722046,1.54543256759644,1.44964599609375,,
"YUG",100,6.31818199157715,,,,0,56.5999984741211,22.0588226318359,3.09371256828308,,5,
"YUG",100,6.31818199157715,,,,0,56.5999984741211,22.0588226318359,3.09371256828308,,,
"ZAF",22,6.86363649368286,8.88599395751953,3,7,1,49.2999992370605,0.491384387016296,-0.710528612136841,-1.40367579460144,,
"ZAR",8,3.5,6.86693334579468,1,1,1,28.7000007629395,1.5,0.405465096235275,-0.290352255105972,,
"ZMB",3,6.63636350631714,6.8134446144104,3,1,1,43,0.790000021457672,-0.235722303390503,-0.923818945884705,,
"ZWE",7.19999980926514,,,7,3,,31.7999992370605,,,,,
"ZWE",7.19999980926514,6,7.69621276855469,7,3,1,31.7999992370605,0.790000021457672,-0.235722303390503,-0.923818945884705,,
