year,month,pc1_mpd,STOXX50_mpd,MP_pm_mpd,CBI_pm_mpd,MP_median_mpd,CBI_median_mpd
2014,3,0.04188543,-0.320062253482334,0.04188543,0,0.03105583,0.0108296
2014,4,0.02259083,0.794019096892917,0,0.02259083,-0.01379347,0.0363843
2014,5,0.00459456,0.240326960179971,0,0.00459456,-0.00529641,0.00989097
2014,6,-0.0238121,0.758521647014021,-0.0238121,-0,-0.03587331,0.01206121
2014,7,-0.00484793,0.481366345706569,-0.00484793,-0,-0.01763386,0.01278593
2014,8,0.00255536,0.0183792157843143,0,0.00255536,0.00069695,0.00185841
2014,9,-0.06391348,0.994292288364384,-0.06391348,-0,-0.06337372,-0.00053976
2014,10,0.00513321,-1.6111924196748,0.00513321,0,0.05347598,-0.04834277
2014,11,0.00261956,1.19355647700861,0,0.00261956,-0.03640342,0.03902298
2014,12,0.00754788,-1.63189595075242,0.00754788,0,0.05533749,-0.04778961
2015,1,-0.00742577,0.484450069633269,-0.00742577,-0,-0.01902021,0.01159444
2015,2,0,0,0,0,0,0
2015,3,-0.00344837,-0.0658903807275735,-0,-0.00344837,0.00035777,-0.00380614
2015,4,0.00660762,0.149348759673984,0,0.00660762,-0.00141521,0.00802283
2015,5,0,0,0,0,0,0
2015,6,-0.00266015,-0.319661970526575,-0,-0.00266015,0.00877039,-0.01143054
2015,7,0.00062077,0.0554046727915036,0,0.00062077,-0.00144025,0.00206102
2015,8,0,0,0,0,0,0
2015,9,-0.0018109,0.963531198367384,-0.0018109,-0,-0.03135046,0.02953956
2015,10,-0.02067151,2.00693573812121,-0.02067151,-0,-0.07374956,0.05307805
2015,11,0,0,0,0,0,0
2015,12,0.09622981,-3.64585351797242,0.09622981,0,0.16331413,-0.06708432
2016,1,-0.02126385,0.400713909185058,-0.02126385,-0,-0.02329341,0.00202956
2016,2,0,0,0,0,0,0
2016,3,0.04932123,0.688633760156954,0,0.04932123,0.00290163,0.0464196
2016,4,0.00158982,-0.248670697023989,0.00158982,0,0.00865224,-0.00706242
2016,5,0,0,0,0,0,0
2016,6,-0.00052953,-0.451695280376896,-0,-0.00052953,0.0140076,-0.01453713
2016,7,0.02518167,0.268560697187237,0,0.02518167,0.00410503,0.02107664
2016,8,0,0,0,0,0,0
2016,9,0.01323998,-0.706778671544051,0.01323998,0,0.02895231,-0.01571233
2016,10,-0.0005472,0.098839863016309,-0.0005472,-0,-0.00339668,0.00284948
2016,11,0,0,0,0,0,0
2016,12,0.0012475,0.761089152288008,0,0.0012475,-0.02342463,0.02467213
2017,1,-0.00011306,0.353983744241937,-0.00011306,-0,-0.01124147,0.01112841
2017,2,0,0,0,0,0,0
2017,3,0.00092149,0.392688205950087,0,0.00092149,-0.01194715,0.01286864
2017,4,-0.00278251,0.0252352487292384,-0.00278251,-0,-0.00218862,-0.00059389
2017,5,0,0,0,0,0,0
2017,6,-0.00148089,-0.169991000363723,-0,-0.00148089,0.00463082,-0.00611171
2017,7,-0.01117621,0.0560513035871679,-0.01117621,-0,-0.00735918,-0.00381703
2017,8,0,0,0,0,0,0
2017,9,0.00102202,0.0566490534406938,0,0.00102202,-0.00127895,0.00230097
2017,10,0.00142696,0.400000844215143,0,0.00142696,-0.01192548,0.01335244
2017,11,0,0,0,0,0,0
2017,12,-0.00179841,0.198614748025783,-0.00179841,-0,-0.0071749,0.00537649
2018,1,-3.047e-05,-0.606828780520452,-0,-3.047e-05,0.01915893,-0.0191894
2018,2,0,0,0,0,0,0
2018,3,0.00235651,0.662802364929327,0,0.00235651,-0.01976453,0.02212104
2018,4,-0.00080049,-0.123114981463424,-0,-0.00080049,0.00348986,-0.00429035
2018,5,0,0,0,0,0,0
2018,6,-0.00607283,1.24082942656702,-0.00607283,-0,-0.04224331,0.03617048
2018,7,0,0.235891422414625,0,0,-0.00745354,0.00745354
2018,8,0,0,0,0,0,0
2018,9,-0.00093179,-0.186954190537492,-0,-0.00093179,0.00544136,-0.00637315
2018,10,0.00170687,-0.598837432179167,0.00170687,0,0.0197751,-0.01806823
